,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
0,1,1,Steve Stricker,81,1.726,1636,948,32.17,T57
1,T2,T2,Harrison Frazar,93,1.7269999999999999,1817,1052,32.89,87
2,T2,T2,Anthony Kim,76,1.7269999999999999,1442,835,35.77,164
3,T4,T4,Luke Donald,79,1.729,1490,862,31.13,157
4,T4,T4,Charlie Wi,92,1.729,1853,1072,31.21,120
5,6,6,Joe Ogilvie,85,1.7309999999999999,1612,931,32.8,171
6,7,7,Justin Leonard,95,1.732,1902,1098,31.27,45
7,8,8,Aaron Baddeley,66,1.733,1208,697,32.66,181
8,T9,T9,Greg Chalmers,85,1.736,1576,908,31.64,T100
9,T9,T9,Tim Clark,81,1.736,1632,940,31.88,48
10,T9,T9,Bob Heintz,59,1.736,1111,640,30.16,T121
11,12,12,Stephen Ames,77,1.7369999999999999,1588,914,32.89,30
12,T13,T13,Daniel Chopra,89,1.7380000000000002,1757,1011,33.53,152
13,T13,T13,Vaughn Taylor,88,1.7380000000000002,1707,982,30.88,110
14,T13,T13,Dean Wilson,81,1.7380000000000002,1566,901,31.18,109
15,16,16,Kevin Na,91,1.739,1749,1006,31.27,131
16,17,17,Chris Riley,77,1.74,1441,828,29.81,T115
17,T18,T18,Brian Gay,96,1.7409999999999999,1800,1034,29.88,168
18,T18,T18,Corey Pavin,73,1.7409999999999999,1283,737,28.38,T158
19,T18,T18,Scott Verplank,88,1.7409999999999999,1764,1013,29.7,47
20,T21,T21,Brian Davis,103,1.742,2007,1152,32.09,T121
21,T21,T21,Jim Furyk,86,1.742,1705,979,30.05,T98
22,T23,T23,Jason Day,61,1.743,1077,618,33.12,117
23,T23,T23,Tiger Woods,64,1.743,1332,764,33.25,16
24,T25,T25,Webb Simpson,94,1.744,1847,1059,31.37,166
25,T25,T25,Bo Van Pelt,100,1.744,1927,1105,32.28,T54
26,T27,T27,Ben Crane,93,1.7469999999999999,1897,1086,30.21,113
27,T27,T27,Pat Perez,74,1.7469999999999999,1429,818,31.13,151
28,T29,T29,Dustin Johnson,85,1.7480000000000002,1746,999,32.8,80
29,T29,T29,Jerry Kelly,90,1.7480000000000002,1668,954,31.2,124
30,T29,T29,Matt Kuchar,82,1.7480000000000002,1657,948,31.47,T132
31,T29,T29,Geoff Ogilvy,78,1.7480000000000002,1456,833,31.69,128
32,33,33,Mike Weir,85,1.749,1667,953,30.88,156
33,34,34,Zach Johnson,94,1.75,1965,1123,30.03,28
34,T35,T35,Charley Hoffman,97,1.7530000000000001,2044,1166,31.73,53
35,T35,T35,Phil Mickelson,66,1.7530000000000001,1278,729,32.74,127
36,T35,T35,Brandt Snedeker,81,1.7530000000000001,1553,886,29.67,T138
37,T38,T38,David Duval,56,1.754,1077,614,29.58,179
38,T38,T38,Ryuji Imada,85,1.754,1649,940,29.61,T172
39,T40,T40,Paul Goydos,79,1.755,1543,879,29.83,145
40,T40,T40,David Toms,98,1.755,2029,1156,29.14,20
41,T42,T42,Kris Blanks,60,1.756,1131,644,31.73,70
42,T42,T42,Jonathan Byrd,89,1.756,1896,1080,31.82,2
43,T42,T42,Jeff Quinney,78,1.756,1563,890,29.73,146
44,45,45,George McNeill,82,1.757,1611,917,30.9,142
45,T46,T46,Bob Estes,78,1.758,1586,902,28.54,T129
46,T46,T46,Hunter Mahan,94,1.758,1990,1132,32.42,19
47,T46,T46,John Mallinger,90,1.758,1763,1003,28.8,T115
48,T46,T46,Bryce Molder,69,1.758,1296,737,29.35,40
49,T46,T46,James Nitties,86,1.758,1644,935,30.23,147
50,51,51,Lucas Glover,93,1.7590000000000001,1933,1099,31.69,88
51,52,52,Matt Weibring,65,1.76,1227,697,31.89,T90
52,53,53,Freddie Jacobson,83,1.761,1625,923,29.69,148
53,T54,T54,Fred Couples,54,1.7619999999999998,1149,652,32.0,T42
54,T54,T54,Bubba Watson,73,1.7619999999999998,1487,844,31.5,T132
55,T56,T56,Brad Faxon,59,1.7630000000000001,980,556,27.88,184
56,T56,T56,Retief Goosen,74,1.7630000000000001,1444,819,29.38,170
57,T58,T58,Steve Marino,98,1.765,2038,1155,29.37,21
58,T58,T58,Scott McCarron,91,1.765,1890,1071,29.07,T104
59,T58,T58,Parker McLachlin,71,1.765,1317,746,30.97,182
60,T61,T61,Martin Laird,72,1.766,1476,836,32.1,67
61,T61,T61,Michael Letzig,96,1.766,1884,1067,31.02,126
62,T61,T61,Jeff Overton,92,1.766,1718,973,30.97,174
63,T61,T61,Ryan Palmer,78,1.766,1621,918,29.41,T104
64,T61,T61,Ian Poulter,59,1.766,1086,615,29.2,178
65,T61,T61,Jimmy Walker,74,1.766,1367,774,29.15,149
66,67,67,Rory Sabbatini,81,1.767,1668,944,30.61,T96
