,Putting_from_-__25_RANK THIS WEEK,Putting_from_-__25_RANK LAST WEEK,Putting_from_-__25_PLAYER NAME,Putting_from_-__25_ROUNDS,Putting_from_-__25_% MADE,Putting_from_-__25_ATTEMPTS,Putting_from_-__25_PUTTS MADE
0,1,1,Brad Faxon,59,9.09,209,19
1,2,2,Ted Purdy,101,9.07,397,36
2,3,3,Webb Simpson,94,8.85,339,30
3,4,4,Kenny Perry,92,8.75,320,28
4,5,5,Ben Crane,93,8.45,343,29
5,6,6,Jeff Overton,92,7.96,314,25
6,7,7,Ben Curtis,63,7.8,218,17
7,8,8,Spencer Levin,75,7.76,322,25
8,9,9,Lee Janzen,74,7.69,247,19
9,10,10,Aaron Baddeley,66,7.66,222,17
10,T11,T11,Cameron Beckman,87,7.55,318,24
11,T11,T11,Tiger Woods,64,7.55,212,16
12,13,13,Jim Furyk,86,7.52,266,20
13,14,14,Patrick Sheehan,51,7.51,173,13
14,T15,T15,Ryuji Imada,85,7.39,284,21
15,T15,T15,Rod Pampling,72,7.39,257,19
16,17,17,Johnson Wagner,81,7.29,329,24
17,18,18,Greg Chalmers,85,7.27,289,21
18,19,19,Nick O'Hern,90,7.24,359,26
19,20,20,Charlie Wi,92,7.14,322,23
20,21,21,Kevin Sutherland,96,7.08,339,24
21,22,22,Parker McLachlin,71,7.06,269,19
22,23,23,Harrison Frazar,93,7.04,341,24
23,24,24,Greg Kraft,51,7.02,171,12
24,25,25,Jason Day,61,7.01,214,15
25,26,26,Steve Stricker,81,7.0,243,17
26,27,27,Chez Reavie,81,6.97,287,20
27,28,28,Fred Couples,54,6.95,187,13
28,29,29,John Merrick,91,6.93,303,21
29,30,30,Marc Turnesa,77,6.92,347,24
30,31,31,Bob Estes,78,6.9,290,20
31,32,32,Steve Flesch,77,6.84,263,18
32,33,33,John Rollins,92,6.82,352,24
33,34,34,Matt Weibring,65,6.76,207,14
34,35,35,Steve Marino,98,6.74,371,25
35,36,36,Jeff Klauk,97,6.73,431,29
36,37,37,Tim Petrovic,97,6.72,372,25
37,38,38,Luke Donald,79,6.64,226,15
38,39,39,D.A. Points,99,6.63,392,26
39,T40,T40,Michael Allen,73,6.56,259,17
40,T40,T40,Joe Ogilvie,85,6.56,305,20
41,T40,T40,Gary Woodland,53,6.56,183,12
42,43,43,James Nitties,86,6.55,336,22
