,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
40,T31,T31,Joe Durant,62,"2' 3""",545,1221.667
41,T31,T31,Derek Fathauer,63,"2' 3""",549,1242.917
42,T31,T31,Brad Faxon,59,"2' 3""",522,1184.583
43,T31,T31,Sergio Garcia,59,"2' 3""",482,1088.75
44,T31,T31,Lee Janzen,74,"2' 3""",623,1424.0
45,T31,T31,Tom Lehman,55,"2' 3""",423,936.0
46,T31,T31,Spencer Levin,75,"2' 3""",729,1642.8329999999999
47,T31,T31,Troy Matteson,95,"2' 3""",982,2190.333
48,T31,T31,Kevin Na,91,"2' 3""",786,1796.75
49,T31,T31,Rod Pampling,72,"2' 3""",667,1508.4170000000001
50,T31,T31,Corey Pavin,73,"2' 3""",571,1261.917
51,T31,T31,Tag Ridings,50,"2' 3""",463,1031.917
52,T31,T31,Patrick Sheehan,51,"2' 3""",430,971.8330000000001
53,T31,T31,Vijay Singh,71,"2' 3""",558,1260.417
54,T31,T31,Steve Stricker,81,"2' 3""",616,1392.6670000000001
55,T31,T31,Matt Weibring,65,"2' 3""",571,1303.5
56,T31,T31,Charlie Wi,92,"2' 3""",809,1821.5
57,T31,T31,Tiger Woods,64,"2' 3""",474,1066.917
58,T59,T59,Brad Adamonis,70,"2' 4""",654,1525.3329999999999
59,T59,T59,Tommy Armour III,58,"2' 4""",579,1344.3329999999999
60,T59,T59,Briny Baird,89,"2' 4""",810,1868.1670000000001
61,T59,T59,Daniel Chopra,89,"2' 4""",831,1956.4170000000001
62,T59,T59,Ben Curtis,63,"2' 4""",491,1163.667
63,T59,T59,Brian Davis,103,"2' 4""",929,2202.25
64,T59,T59,Jason Day,61,"2' 4""",500,1168.667
65,T59,T59,Jason Dufner,90,"2' 4""",831,1972.8329999999999
66,T59,T59,Harrison Frazar,93,"2' 4""",872,2044.5
67,T59,T59,Brian Gay,96,"2' 4""",799,1867.8329999999999
68,T59,T59,Lucas Glover,93,"2' 4""",827,1957.0829999999999
69,T59,T59,Mathew Goggin,76,"2' 4""",667,1549.4170000000001
70,T59,T59,Padraig Harrington,66,"2' 4""",460,1077.75
71,T59,T59,Tim Herron,87,"2' 4""",854,1983.1670000000001
72,T59,T59,Charley Hoffman,97,"2' 4""",908,2093.833
73,T59,T59,Ryuji Imada,85,"2' 4""",697,1618.9170000000001
74,T59,T59,Zach Johnson,94,"2' 4""",818,1911.1670000000001
75,T59,T59,Richard Johnson,85,"2' 4""",807,1878.75
76,T59,T59,Kent Jones,73,"2' 4""",678,1607.5
77,T59,T59,Jerry Kelly,90,"2' 4""",783,1795.4170000000001
78,T59,T59,Jeff Klauk,97,"2' 4""",957,2265.833
79,T59,T59,Colt Knost,71,"2' 4""",621,1443.1670000000001
80,T59,T59,Greg Kraft,51,"2' 4""",452,1054.583
81,T59,T59,Matt Kuchar,82,"2' 4""",705,1621.25
82,T59,T59,Davis Love III,89,"2' 4""",858,1992.9170000000001
83,T59,T59,John Mallinger,90,"2' 4""",740,1737.8329999999999
84,T59,T59,Billy Mayfair,83,"2' 4""",801,1896.3329999999999
85,T59,T59,George McNeill,82,"2' 4""",782,1808.6670000000001
86,T59,T59,Bryce Molder,69,"2' 4""",562,1291.917
87,T59,T59,Pat Perez,74,"2' 4""",621,1464.0829999999999
88,T59,T59,Tom Pernice Jr.,82,"2' 4""",786,1818.5
89,T59,T59,Tim Petrovic,97,"2' 4""",884,2086.583
90,T59,T59,Brett Quigley,92,"2' 4""",817,1892.4170000000001
91,T59,T59,John Rollins,92,"2' 4""",844,1992.8329999999999
92,T59,T59,Rory Sabbatini,81,"2' 4""",708,1659.1670000000001
93,T59,T59,Webb Simpson,94,"2' 4""",857,2017.0829999999999
94,T59,T59,Brandt Snedeker,81,"2' 4""",656,1508.25
95,T59,T59,Kevin Stadler,65,"2' 4""",590,1352.75
96,T59,T59,Chris Stroud,88,"2' 4""",855,1995.8329999999999
97,T59,T59,Kevin Sutherland,96,"2' 4""",783,1832.0
98,T59,T59,Marc Turnesa,77,"2' 4""",806,1879.4170000000001
99,T59,T59,Camilo Villegas,76,"2' 4""",617,1457.0
100,T59,T59,Jimmy Walker,74,"2' 4""",668,1544.8329999999999
101,T59,T59,Charles Warren,63,"2' 4""",594,1405.75
102,T59,T59,Boo Weekley,79,"2' 4""",738,1721.5829999999999
103,T59,T59,Mike Weir,85,"2' 4""",659,1540.6670000000001
104,T59,T59,Mark Wilson,99,"2' 4""",932,2154.333
105,T106,T106,Robert Allenby,71,"2' 5""",632,1545.0
106,T106,T106,Stephen Ames,77,"2' 5""",602,1457.3329999999999
107,T106,T106,Aaron Baddeley,66,"2' 5""",571,1398.6670000000001
108,T106,T106,Brian Bateman,55,"2' 5""",535,1280.0
109,T106,T106,Cameron Beckman,87,"2' 5""",818,1980.0
110,T106,T106,Rich Beem,77,"2' 5""",643,1574.4170000000001
111,T106,T106,Ángel Cabrera,55,"2' 5""",382,935.25
112,T106,T106,Greg Chalmers,85,"2' 5""",725,1733.9170000000001
113,T106,T106,Tim Clark,81,"2' 5""",593,1418.0829999999999
114,T106,T106,Paul Goydos,79,"2' 5""",678,1628.5
115,T106,T106,Bill Haas,91,"2' 5""",875,2124.75
116,T106,T106,Michael Letzig,96,"2' 5""",887,2120.75
117,T106,T106,Peter Lonard,86,"2' 5""",866,2092.5
118,T106,T106,Will MacKenzie,69,"2' 5""",705,1730.0
119,T106,T106,Hunter Mahan,94,"2' 5""",792,1915.9170000000001
120,T106,T106,Steve Marino,98,"2' 5""",911,2236.083
121,T106,T106,David Mathis,82,"2' 5""",712,1745.9170000000001
122,T106,T106,Parker McLachlin,71,"2' 5""",664,1578.25
123,T106,T106,Rocco Mediate,79,"2' 5""",737,1791.75
124,T106,T106,James Nitties,86,"2' 5""",801,1939.6670000000001
125,T106,T106,Geoff Ogilvy,78,"2' 5""",587,1399.3329999999999
126,T106,T106,Greg Owen,97,"2' 5""",945,2245.25
127,T106,T106,Scott Piercy,85,"2' 5""",831,2005.3329999999999
128,T106,T106,D.A. Points,99,"2' 5""",925,2207.667
129,T106,T106,Chez Reavie,81,"2' 5""",779,1855.0829999999999
130,T106,T106,Adam Scott,53,"2' 5""",476,1135.667
131,T106,T106,John Senden,100,"2' 5""",1051,2498.917
132,T106,T106,Heath Slocum,95,"2' 5""",946,2275.25
133,T106,T106,Darron Stiles,52,"2' 5""",452,1076.417
134,T106,T106,Nicholas Thompson,96,"2' 5""",958,2341.0
135,T106,T106,Brendon Todd,53,"2' 5""",525,1261.417
136,T106,T106,Peter Tomasulo,61,"2' 5""",517,1253.917
137,T106,T106,D.J. Trahan,96,"2' 5""",904,2159.667
138,T106,T106,Jay Williamson,69,"2' 5""",664,1590.25
139,T106,T106,Dean Wilson,81,"2' 5""",726,1736.0829999999999
140,T141,T141,Eric Axley,71,"2' 6""",608,1500.6670000000001
141,T141,T141,David Duval,56,"2' 6""",488,1227.917
142,T141,T141,Steve Flesch,77,"2' 6""",694,1721.5829999999999
143,T141,T141,J.B. Holmes,74,"2' 6""",667,1651.1670000000001
144,T141,T141,Freddie Jacobson,83,"2' 6""",748,1856.1670000000001
145,T141,T141,Dustin Johnson,85,"2' 6""",681,1724.4170000000001
146,T141,T141,Matt Jones,56,"2' 6""",486,1195.167
147,T141,T141,Anthony Kim,76,"2' 6""",595,1503.0829999999999
148,T141,T141,Cliff Kresge,78,"2' 6""",707,1794.1670000000001
149,T141,T141,Marc Leishman,91,"2' 6""",913,2310.083
150,T141,T141,Jeff Maggert,79,"2' 6""",821,2072.25
151,T141,T141,Phil Mickelson,66,"2' 6""",496,1246.333
152,T141,T141,Ryan Moore,89,"2' 6""",787,1942.4170000000001
153,T141,T141,Ryan Palmer,78,"2' 6""",745,1874.4170000000001
154,T141,T141,Kenny Perry,92,"2' 6""",760,1920.8329999999999
155,T141,T141,Ian Poulter,59,"2' 6""",411,1011.1669999999999
156,T141,T141,Ted Purdy,101,"2' 6""",961,2402.917
157,T141,T141,Justin Rose,71,"2' 6""",598,1472.6670000000001
158,T141,T141,Kevin Streelman,97,"2' 6""",950,2399.583
159,T141,T141,Nick Watney,86,"2' 6""",719,1817.5
160,T141,T141,Y.E. Yang,83,"2' 6""",755,1916.25
161,T162,T162,Woody Austin,84,"2' 7""",804,2070.083
162,T162,T162,Ben Crane,93,"2' 7""",821,2154.417
163,T162,T162,Jason Gore,74,"2' 7""",686,1787.0829999999999
164,T162,T162,Steve Lowery,83,"2' 7""",811,2108.167
165,T162,T162,Sean O'Hair,80,"2' 7""",614,1578.75
166,T162,T162,Joe Ogilvie,85,"2' 7""",753,1937.5
167,T162,T162,Rick Price,54,"2' 7""",470,1211.25
168,T162,T162,Jeff Quinney,78,"2' 7""",731,1895.25
169,T162,T162,Bo Van Pelt,100,"2' 7""",841,2173.417
170,T171,T171,Mark Calcavecchia,72,"2' 8""",659,1771.75
171,T171,T171,Robert Garrigus,83,"2' 8""",810,2146.917
172,T171,T171,Nathan Green,104,"2' 8""",955,2570.417
173,T171,T171,Martin Laird,72,"2' 8""",678,1817.0
174,T171,T171,Bill Lunde,83,"2' 8""",818,2186.25
175,T171,T171,Leif Olson,51,"2' 8""",455,1211.667
176,T171,T171,Jeff Overton,92,"2' 8""",766,2063.5
177,T171,T171,Aron Price,89,"2' 8""",846,2285.917
178,T171,T171,Kirk Triplett,60,"2' 8""",594,1604.9170000000001
179,T171,T171,Brian Vranesh,51,"2' 8""",458,1212.667
180,T171,T171,Casey Wittenberg,71,"2' 8""",606,1596.1670000000001
181,T182,T182,Matt Bettencourt,98,"2' 9""",915,2510.75
182,T182,T182,Gary Woodland,53,"2' 9""",427,1173.0
183,184,184,Andres Romero,58,"2' 10""",463,1293.083
