,Average_Putting_Distance_-_All_2_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_2_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_2_putts_PLAYER NAME,Average_Putting_Distance_-_All_2_putts_ROUNDS,Average_Putting_Distance_-_All_2_putts_AVG,Average_Putting_Distance_-_All_2_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_2_putts_TOTAL PUTTS
0,1,1,Matt Jones,56,"26' 4""",12188.167,463
1,2,2,Bryce Molder,69,"24' 7""",13157.667,536
2,3,3,Scott McCarron,91,"24' 6""",19984.0,815
3,4,4,Tiger Woods,64,"24' 4""",11155.667,458
4,5,5,Jeff Klauk,97,"24' 1""",22144.833,920
5,T6,T6,Ben Curtis,63,"24' 0""",11245.25,469
6,T6,T6,Aron Price,89,"24' 0""",19071.333,796
7,8,8,J.J. Henry,97,"23' 11""",22069.667,922
8,T9,T9,Nathan Green,104,"23' 10""",21681.0,911
9,T9,T9,Brendon Todd,53,"23' 10""",11728.5,492
10,11,11,John Senden,100,"23' 9""",24030.833,1011
11,T12,T12,Brian Bateman,55,"23' 7""",12104.167,514
12,T12,T12,Spencer Levin,75,"23' 7""",16589.5,704
13,T14,T14,Richard Johnson,85,"23' 6""",18146.417,773
14,T14,T14,Scott Piercy,85,"23' 6""",18510.917,787
15,T14,T14,Kevin Sutherland,96,"23' 6""",17507.75,745
16,17,17,Ben Crane,93,"23' 5""",18304.0,782
17,T18,T18,Marc Leishman,91,"23' 4""",20057.583,860
18,T18,T18,Pat Perez,74,"23' 4""",13790.5,591
19,T20,T20,Stephen Ames,77,"23' 3""",13301.917,572
20,T20,T20,Martin Laird,72,"23' 3""",14857.833,638
21,T20,T20,Brandt Snedeker,81,"23' 3""",14669.583,630
22,T20,T20,Nick Watney,86,"23' 3""",16046.083,690
23,T24,T24,Rich Beem,77,"23' 2""",14072.5,607
24,T24,T24,Stewart Cink,79,"23' 2""",13910.167,601
25,T24,T24,Retief Goosen,74,"23' 2""",12802.167,553
26,T24,T24,Freddie Jacobson,83,"23' 2""",16685.583,721
27,T24,T24,Colt Knost,71,"23' 2""",13744.75,593
28,T24,T24,Marc Turnesa,77,"23' 2""",17548.167,758
29,T30,T30,Jason Day,61,"23' 1""",10931.583,473
30,T30,T30,Ryan Moore,89,"23' 1""",17191.417,746
31,T30,T30,Greg Owen,97,"23' 1""",20626.583,893
32,T30,T30,Scott Sterling,51,"23' 1""",9579.333,415
33,T30,T30,Kevin Streelman,97,"23' 1""",20693.833,895
34,T30,T30,Camilo Villegas,76,"23' 1""",13436.917,583
35,T36,T36,Jim Furyk,86,"23' 0""",14309.667,623
36,T36,T36,Zach Johnson,94,"23' 0""",17962.5,780
37,T36,T36,Steve Marino,98,"23' 0""",20032.417,871
38,T36,T36,Mark Wilson,99,"23' 0""",20367.25,887
39,T40,T40,Ángel Cabrera,55,"22' 11""",8190.75,358
40,T40,T40,Bob Estes,78,"22' 11""",15553.583,678
41,T40,T40,Anthony Kim,76,"22' 11""",12990.0,567
42,T40,T40,Hunter Mahan,94,"22' 11""",17246.583,752
43,T40,T40,Troy Matteson,95,"22' 11""",21580.417,940
44,T40,T40,Corey Pavin,73,"22' 11""",12705.667,554
45,T46,T46,Briny Baird,89,"22' 10""",17531.0,769
46,T46,T46,Billy Mayfair,83,"22' 10""",17060.583,748
47,T46,T46,Sean O'Hair,80,"22' 10""",13009.917,570
48,T46,T46,Kevin Stadler,65,"22' 10""",12709.25,557
49,T46,T46,Gary Woodland,53,"22' 10""",9012.417,394
50,T51,T51,Geoff Ogilvy,78,"22' 9""",12825.833,564
51,T51,T51,Leif Olson,51,"22' 9""",9576.917,421
52,T51,T51,Tim Petrovic,97,"22' 9""",19281.667,846
53,T51,T51,John Rollins,92,"22' 9""",18252.583,803
54,T51,T51,Chris Stroud,88,"22' 9""",18441.75,811
55,T51,T51,Charlie Wi,92,"22' 9""",17934.917,787
56,T51,T51,Y.E. Yang,83,"22' 9""",16128.5,710
57,T58,T58,Brad Adamonis,70,"22' 8""",14186.417,625
58,T58,T58,Chad Campbell,90,"22' 8""",16662.167,735
59,T58,T58,Brian Gay,96,"22' 8""",17510.5,773
60,T58,T58,Bill Haas,91,"22' 8""",18668.083,823
