,Putting_from_9_RANK THIS WEEK,Putting_from_9_RANK LAST WEEK,Putting_from_9_PLAYER NAME,Putting_from_9_ROUNDS,Putting_from_9_% MADE,Putting_from_9_ATTEMPTS,Putting_from_9_PUTTS MADE
0,1,1,Ryuji Imada,85,67.44,43,29
1,2,2,Ben Curtis,63,66.67,27,18
2,3,3,Parker McLachlin,71,66.15,65,43
3,4,4,Lucas Glover,93,62.71,59,37
4,5,5,Bryce Molder,69,62.5,32,20
5,6,6,Hunter Mahan,94,62.22,45,28
6,7,7,Brad Adamonis,70,62.16,37,23
7,8,8,Stephen Ames,77,60.53,38,23
8,9,9,Brian Gay,96,59.38,64,38
9,10,10,Andres Romero,58,59.09,44,26
10,11,11,Woody Austin,84,59.02,61,36
11,T12,T12,David Duval,56,58.97,39,23
12,T12,T12,Gary Woodland,53,58.97,39,23
13,T14,T14,Vijay Singh,71,58.33,48,28
14,T14,T14,Brendon Todd,53,58.33,36,21
15,16,16,Scott McCarron,91,57.78,45,26
16,17,17,Mike Weir,85,57.41,54,31
17,18,18,Ángel Cabrera,55,57.14,28,16
18,19,19,Mark Wilson,99,56.92,65,37
19,20,20,Tiger Woods,64,56.25,32,18
20,21,21,Brad Faxon,59,56.1,41,23
21,22,22,Marc Turnesa,77,55.81,43,24
22,T23,T23,Harrison Frazar,93,55.74,61,34
23,T23,T23,Jeff Quinney,78,55.74,61,34
24,25,25,Darron Stiles,52,55.17,29,16
25,26,26,Stewart Cink,79,54.76,42,23
26,27,27,Carl Pettersson,86,54.72,53,29
27,28,28,Ernie Els,70,54.17,48,26
28,29,29,Padraig Harrington,66,54.05,37,20
29,30,30,Corey Pavin,73,53.85,39,21
30,31,31,Ryan Palmer,78,53.7,54,29
31,32,32,Paul Goydos,79,53.57,56,30
32,T33,T33,Aaron Baddeley,66,53.33,45,24
33,T33,T33,Jason Bohn,88,53.33,60,32
34,T35,T35,Matt Jones,56,53.13,32,17
35,T35,T35,Justin Rose,71,53.13,32,17
36,T37,T37,Brian Vranesh,51,52.94,34,18
37,T37,T37,Matt Weibring,65,52.94,34,18
38,T39,T39,Sergio Garcia,59,52.78,36,19
39,T39,T39,Nathan Green,104,52.78,72,38
40,41,41,Nicholas Thompson,96,52.46,61,32
41,42,42,Steve Lowery,83,52.38,63,33
42,T43,T43,Mark Calcavecchia,72,52.17,46,24
43,T43,T43,Bob Heintz,59,52.17,46,24
44,T43,T43,Cliff Kresge,78,52.17,46,24
45,46,46,Bill Lunde,83,52.08,48,25
46,T47,T47,Jason Day,61,51.28,39,20
47,T47,T47,Geoff Ogilvy,78,51.28,39,20
48,T49,T49,Luke Donald,79,51.06,47,24
49,T49,T49,Retief Goosen,74,51.06,47,24
50,51,51,Todd Hamilton,83,51.02,49,25
51,T52,T52,John Mallinger,90,50.94,53,27
52,T52,T52,Joe Ogilvie,85,50.94,53,27
53,54,54,Jason Dufner,90,50.91,55,28
54,55,55,Jeff Klauk,97,50.7,71,36
55,T56,T56,Bart Bryant,58,50.0,40,20
56,T56,T56,Robert Garrigus,83,50.0,44,22
57,T56,T56,Richard Johnson,85,50.0,56,28
58,T56,T56,Spencer Levin,75,50.0,46,23
59,T56,T56,D.A. Points,99,50.0,74,37
60,T56,T56,Brett Quigley,92,50.0,54,27
61,T56,T56,Patrick Sheehan,51,50.0,26,13
62,T56,T56,Johnson Wagner,81,50.0,40,20
63,64,64,Webb Simpson,94,49.38,81,40
64,65,65,Bill Haas,91,49.32,73,36
65,66,66,Tim Petrovic,97,49.25,67,33
66,67,67,Marc Leishman,91,49.23,65,32
67,68,68,Steve Marino,98,49.18,61,30
68,69,69,David Mathis,82,49.15,59,29
69,70,70,Peter Lonard,86,49.09,55,27
70,71,71,Brandt Snedeker,81,48.94,47,23
71,72,72,Brian Bateman,55,48.78,41,20
72,T73,T73,K.J. Choi,65,48.57,35,17
73,T73,T73,Anthony Kim,76,48.57,35,17
74,T75,T75,Rich Beem,77,48.39,31,15
75,T75,T75,Kevin Stadler,65,48.39,31,15
76,77,77,Cameron Beckman,87,48.15,54,26
77,78,78,Chad Campbell,90,47.92,48,23
78,79,79,Kirk Triplett,60,47.73,44,21
79,T80,T80,Eric Axley,71,47.37,57,27
80,T80,T80,Jerry Kelly,90,47.37,57,27
81,82,82,Davis Love III,89,47.17,53,25
82,T83,T83,Briny Baird,89,47.06,51,24
83,T83,T83,Jay Williamson,69,47.06,34,16
84,85,85,John Rollins,92,46.94,49,23
85,86,86,Kevin Streelman,97,46.91,81,38
86,T87,T87,Colt Knost,71,46.51,43,20
87,T87,T87,Pat Perez,74,46.51,43,20
88,89,89,Justin Leonard,95,46.48,71,33
89,T90,T90,Rod Pampling,72,46.3,54,25
90,T90,T90,Charlie Wi,92,46.3,54,25
91,92,92,Nick Watney,86,46.15,52,24
92,T93,T93,Tim Herron,87,45.83,48,22
93,T93,T93,Ian Poulter,59,45.83,24,11
94,95,95,Tom Pernice Jr.,82,45.76,59,27
95,96,96,Peter Tomasulo,61,45.71,35,16
96,97,97,Ted Purdy,101,45.59,68,31
97,98,98,Freddie Jacobson,83,45.45,44,20
98,99,99,Rory Sabbatini,81,45.28,53,24
99,100,100,Casey Wittenberg,71,45.24,42,19
100,101,101,Heath Slocum,95,45.21,73,33
101,T102,T102,Chez Reavie,81,44.9,49,22
