,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
0,1,1,Luke Donald,79,98.18,823,808
1,2,2,Freddie Jacobson,83,98.12,1011,992
2,3,3,Ben Crane,93,98.09,1101,1080
3,4,4,Tiger Woods,64,98.08,676,663
4,5,5,Jim Furyk,86,98.0,901,883
5,6,6,Retief Goosen,74,97.75,799,781
6,7,7,Brad Faxon,59,97.63,718,701
7,8,8,Ian Poulter,59,97.62,588,574
8,T9,T9,Greg Chalmers,85,97.61,962,939
9,T9,T9,Matt Kuchar,82,97.61,961,938
10,11,11,Corey Pavin,73,97.6,750,732
11,12,12,Kenny Perry,92,97.53,1014,989
12,T13,T13,Brad Adamonis,70,97.38,878,855
13,T13,T13,Tim Petrovic,97,97.38,1220,1188
14,15,15,Bart Bryant,58,97.35,756,736
15,16,16,Jerry Kelly,90,97.33,1088,1059
16,17,17,Matt Jones,56,97.32,634,617
17,18,18,Ben Curtis,63,97.31,669,651
18,T19,T19,Geoff Ogilvy,78,97.25,800,778
19,T19,T19,Ryan Palmer,78,97.25,981,954
20,21,21,Nathan Green,104,97.2,1286,1250
21,22,22,Charley Hoffman,97,97.18,1239,1204
22,23,23,Brian Gay,96,97.17,1130,1098
23,24,24,Padraig Harrington,66,97.16,670,651
24,T25,T25,Stewart Cink,79,97.12,834,810
25,T25,T25,Spencer Levin,75,97.12,939,912
26,27,27,Charles Warren,63,97.11,761,739
27,28,28,Eric Axley,71,97.1,828,804
28,29,29,Y.E. Yang,83,97.09,996,967
29,30,30,Stephen Ames,77,97.08,788,765
30,31,31,Richard Johnson,85,97.07,1057,1026
31,32,32,Bryce Molder,69,97.04,744,722
32,T33,T33,J.J. Henry,97,97.02,1209,1173
33,T33,T33,Charles Howell III,99,97.02,1210,1174
34,T33,T33,Jimmy Walker,74,97.02,940,912
35,36,36,Brandt Snedeker,81,96.99,898,871
36,T37,T37,David Duval,56,96.96,626,607
37,T37,T37,Carl Pettersson,86,96.96,1051,1019
38,39,39,Tim Clark,81,96.95,820,795
39,40,40,Charlie Wi,92,96.94,1111,1077
40,T41,T41,Justin Leonard,95,96.92,1071,1038
41,T41,T41,Kevin Na,91,96.92,1071,1038
42,43,43,Harrison Frazar,93,96.89,1188,1151
43,44,44,Nick Watney,86,96.88,960,930
44,T45,T45,Lucas Glover,93,96.85,1110,1075
45,T45,T45,Zach Johnson,94,96.85,1110,1075
46,T45,T45,James Nitties,86,96.85,1079,1045
47,48,48,Steve Stricker,81,96.83,883,855
48,T49,T49,Anthony Kim,76,96.82,850,823
49,T49,T49,Vaughn Taylor,88,96.82,1132,1096
50,T51,T51,Bob Heintz,59,96.79,716,693
51,T51,T51,Jeff Overton,92,96.79,1060,1026
52,53,53,George McNeill,82,96.78,1055,1021
53,54,54,Joe Ogilvie,85,96.73,1069,1034
54,55,55,John Merrick,91,96.72,975,943
55,56,56,Jeff Klauk,97,96.71,1248,1207
56,57,57,David Toms,98,96.67,1142,1104
57,58,58,John Rollins,92,96.66,1138,1100
58,59,59,Aaron Baddeley,66,96.63,802,775
59,60,60,Ángel Cabrera,55,96.62,533,515
60,T61,T61,Bill Haas,91,96.61,1181,1141
61,T61,T61,Dean Wilson,81,96.61,974,941
62,T63,T63,Todd Hamilton,83,96.6,911,880
63,T63,T63,Troy Matteson,95,96.6,1265,1222
64,T63,T63,Bo Van Pelt,100,96.6,1146,1107
65,66,66,Scott McCarron,91,96.58,1169,1129
66,T67,T67,Chad Campbell,90,96.57,1019,984
67,T67,T67,John Mallinger,90,96.57,1021,986
68,69,69,Cliff Kresge,78,96.55,957,924
69,T70,T70,Lee Janzen,74,96.54,868,838
70,T70,T70,Mike Weir,85,96.54,926,894
71,72,72,Camilo Villegas,76,96.53,808,780
72,73,73,Ryan Moore,89,96.52,1034,998
73,74,74,Ryuji Imada,85,96.5,971,937
74,T75,T75,Kevin Streelman,97,96.49,1225,1182
75,T75,T75,Scott Verplank,88,96.49,1139,1099
76,T77,T77,Bob Estes,78,96.48,995,960
77,T77,T77,John Senden,100,96.48,1335,1288
78,T79,T79,Cameron Beckman,87,96.46,1072,1034
79,T79,T79,Steve Flesch,77,96.46,905,873
80,T81,T81,Jason Dufner,90,96.43,1122,1082
81,T81,T81,Scott Sterling,51,96.43,589,568
82,83,83,Brian Bateman,55,96.42,699,674
83,T84,T84,Tommy Armour III,58,96.4,749,722
84,T84,T84,Chez Reavie,81,96.4,1028,991
85,86,86,David Mathis,82,96.39,942,908
86,87,87,Bubba Watson,73,96.38,829,799
87,88,88,Aron Price,89,96.34,1093,1053
88,89,89,Steve Elkington,70,96.3,891,858
89,90,90,Daniel Chopra,89,96.28,1184,1140
90,91,91,Heath Slocum,95,96.26,1229,1183
91,92,92,Andres Romero,58,96.25,613,590
92,93,93,Pat Perez,74,96.24,877,844
93,T94,T94,Chris DiMarco,97,96.23,1272,1224
94,T94,T94,Jarrod Lyle,65,96.23,743,715
95,96,96,Jeff Quinney,78,96.2,1001,963
96,97,97,Hunter Mahan,94,96.19,1050,1010
97,98,98,Justin Rose,71,96.17,810,779
98,T99,T99,K.J. Choi,65,96.15,728,700
99,T99,T99,Parker McLachlin,71,96.15,910,875
100,101,101,Sean O'Hair,80,96.14,830,798
101,102,102,Robert Allenby,71,96.11,822,790
102,T103,T103,Patrick Sheehan,51,96.06,559,537
103,T103,T103,D.J. Trahan,96,96.06,1168,1122
104,105,105,Chris Riley,77,96.04,960,922
105,106,106,D.A. Points,99,96.03,1261,1211
106,107,107,Kris Blanks,60,96.02,678,651
107,108,108,Scott Piercy,85,96.0,1075,1032
108,109,109,Brendon de Jonge,90,95.99,1147,1101
