,3-Putt_Avoidance_-_5-10_RANK THIS WEEK,3-Putt_Avoidance_-_5-10_RANK LAST WEEK,3-Putt_Avoidance_-_5-10_PLAYER NAME,3-Putt_Avoidance_-_5-10_ROUNDS,3-Putt_Avoidance_-_5-10_%,3-Putt_Avoidance_-_5-10_TOTAL 3 PUTTS,3-Putt_Avoidance_-_5-10_ATTEMPTS,3-Putt_Avoidance_-_5-10_2 PUTT OR BETTER %
0,T1,T1,Brad Adamonis,70,0.0,,189,100.0
1,T1,T1,Stephen Ames,77,0.0,,189,100.0
2,T1,T1,Eric Axley,71,0.0,,214,100.0
3,T1,T1,Briny Baird,89,0.0,,241,100.0
4,T1,T1,Mark Brooks,55,0.0,,138,100.0
5,T1,T1,Ángel Cabrera,55,0.0,,132,100.0
6,T1,T1,Greg Chalmers,85,0.0,,261,100.0
7,T1,T1,K.J. Choi,65,0.0,,183,100.0
8,T1,T1,Ben Curtis,63,0.0,,145,100.0
9,T1,T1,Brendon de Jonge,90,0.0,,291,100.0
10,T1,T1,Luke Donald,79,0.0,,222,100.0
11,T1,T1,Ernie Els,70,0.0,,215,100.0
12,T1,T1,Robert Garrigus,83,0.0,,241,100.0
13,T1,T1,Brian Gay,96,0.0,,300,100.0
14,T1,T1,Mathew Goggin,76,0.0,,207,100.0
15,T1,T1,Retief Goosen,74,0.0,,189,100.0
16,T1,T1,Paul Goydos,79,0.0,,237,100.0
17,T1,T1,Nathan Green,104,0.0,,340,100.0
18,T1,T1,Bill Haas,91,0.0,,295,100.0
19,T1,T1,J.J. Henry,97,0.0,,280,100.0
20,T1,T1,Freddie Jacobson,83,0.0,,255,100.0
21,T1,T1,Lee Janzen,74,0.0,,198,100.0
22,T1,T1,Dustin Johnson,85,0.0,,224,100.0
23,T1,T1,Matt Jones,56,0.0,,150,100.0
24,T1,T1,Greg Kraft,51,0.0,,140,100.0
25,T1,T1,Spencer Levin,75,0.0,,218,100.0
26,T1,T1,Davis Love III,89,0.0,,260,100.0
27,T1,T1,Hunter Mahan,94,0.0,,246,100.0
28,T1,T1,Steve Marino,98,0.0,,272,100.0
29,T1,T1,Bryce Molder,69,0.0,,184,100.0
30,T1,T1,Joe Ogilvie,85,0.0,,270,100.0
31,T1,T1,Corey Pavin,73,0.0,,194,100.0
32,T1,T1,Ian Poulter,59,0.0,,146,100.0
33,T1,T1,Tag Ridings,50,0.0,,133,100.0
34,T1,T1,Justin Rose,71,0.0,,198,100.0
35,T1,T1,Patrick Sheehan,51,0.0,,137,100.0
36,T1,T1,Scott Sterling,51,0.0,,120,100.0
37,T1,T1,Kevin Streelman,97,0.0,,301,100.0
38,T1,T1,Chris Stroud,88,0.0,,237,100.0
39,T1,T1,David Toms,98,0.0,,271,100.0
40,T1,T1,Scott Verplank,88,0.0,,288,100.0
41,T1,T1,Brian Vranesh,51,0.0,,153,100.0
42,T1,T1,Johnson Wagner,81,0.0,,253,100.0
43,T1,T1,Charles Warren,63,0.0,,179,100.0
44,T1,T1,Bubba Watson,73,0.0,,186,100.0
45,T1,T1,Charlie Wi,92,0.0,,297,100.0
46,T1,T1,Jay Williamson,69,0.0,,173,100.0
47,T1,T1,Dean Wilson,81,0.0,,255,100.0
48,T1,T1,Tiger Woods,64,0.0,,159,100.0
49,50,50,Webb Simpson,94,0.29,1.0,339,99.7
50,T51,T51,Charley Hoffman,97,0.31,1.0,318,99.6
51,T51,T51,Nick O'Hern,90,0.31,1.0,321,99.6
52,T51,T51,John Senden,100,0.31,1.0,322,99.6
53,T54,T54,Charles Howell III,99,0.32,1.0,316,99.6
54,T54,T54,Troy Matteson,95,0.32,1.0,313,99.6
55,T56,T56,Lucas Glover,93,0.34,1.0,292,99.6
56,T56,T56,Jeff Klauk,97,0.34,1.0,291,99.6
57,T56,T56,Michael Letzig,96,0.34,1.0,293,99.6
58,T59,T59,Tim Herron,87,0.35,1.0,282,99.6
59,T59,T59,Scott McCarron,91,0.35,1.0,286,99.6
60,T59,T59,D.J. Trahan,96,0.35,1.0,285,99.6
61,T62,T62,Harrison Frazar,93,0.36,1.0,279,99.6
62,T62,T62,Steve Lowery,83,0.36,1.0,278,99.6
63,T62,T62,Vaughn Taylor,88,0.36,1.0,279,99.6
64,T65,T65,Jason Dufner,90,0.37,1.0,270,99.6
65,T65,T65,Jerry Kelly,90,0.37,1.0,269,99.6
66,T65,T65,Matt Kuchar,82,0.37,1.0,267,99.6
67,T65,T65,Justin Leonard,95,0.37,1.0,267,99.6
68,T65,T65,Tom Pernice Jr.,82,0.37,1.0,272,99.6
69,T65,T65,John Rollins,92,0.37,1.0,272,99.6
70,T71,T71,Ryuji Imada,85,0.38,1.0,262,99.6
71,T71,T71,Richard Johnson,85,0.38,1.0,260,99.6
72,T71,T71,Parker McLachlin,71,0.38,1.0,264,99.6
73,T71,T71,Kenny Perry,92,0.38,1.0,260,99.6
74,75,75,Scott Piercy,85,0.39,1.0,258,99.6
75,T76,T76,Bob Estes,78,0.4,1.0,247,99.6
76,T76,T76,Bill Lunde,83,0.4,1.0,252,99.6
77,T78,T78,J.B. Holmes,74,0.41,1.0,244,99.5
78,T78,T78,Cliff Kresge,78,0.41,1.0,241,99.5
79,T78,T78,Jeff Maggert,79,0.41,1.0,246,99.5
80,T78,T78,Ryan Palmer,78,0.41,1.0,243,99.5
81,82,82,Jim Furyk,86,0.43,1.0,230,99.5
82,83,83,Steve Stricker,81,0.44,1.0,225,99.5
83,84,84,Steve Elkington,70,0.45,1.0,222,99.5
84,T85,T85,Martin Laird,72,0.46,1.0,218,99.5
85,T85,T85,Rod Pampling,72,0.46,1.0,217,99.5
86,T87,T87,Tommy Armour III,58,0.47,1.0,214,99.5
87,T87,T87,Aaron Baddeley,66,0.47,1.0,212,99.5
88,T87,T87,Geoff Ogilvy,78,0.47,1.0,214,99.5
89,T90,T90,Stewart Cink,79,0.48,1.0,207,99.5
90,T90,T90,Tim Clark,81,0.48,1.0,207,99.5
91,T90,T90,Chris Riley,77,0.48,1.0,208,99.5
92,93,93,Rich Beem,77,0.5,1.0,199,99.5
93,T94,T94,Vijay Singh,71,0.51,1.0,198,99.4
94,T94,T94,Matt Weibring,65,0.51,1.0,196,99.4
95,T96,T96,Kris Blanks,60,0.53,1.0,190,99.4
96,T96,T96,David Duval,56,0.53,1.0,187,99.4
97,98,98,Casey Wittenberg,71,0.55,1.0,181,99.4
98,99,99,Kevin Stadler,65,0.57,1.0,174,99.4
99,T100,T100,Fred Couples,54,0.6,1.0,166,99.4
100,T100,T100,Padraig Harrington,66,0.6,1.0,168,99.4
101,T100,T100,Jarrod Lyle,65,0.6,1.0,166,99.4
102,T103,T103,Brian Bateman,55,0.62,1.0,162,99.3
103,T103,T103,Phil Mickelson,66,0.62,1.0,161,99.3
104,105,105,Greg Owen,97,0.63,2.0,316,99.3
105,T106,T106,Daniel Chopra,89,0.64,2.0,314,99.3
106,T106,T106,Jason Day,61,0.64,1.0,156,99.3
107,T108,T108,Rick Price,54,0.65,1.0,154,99.3
108,T108,T108,Ted Purdy,101,0.65,2.0,306,99.3
109,110,110,Leif Olson,51,0.66,1.0,152,99.3
110,111,111,Kevin Na,91,0.67,2.0,297,99.3
111,112,112,Chris DiMarco,97,0.69,2.0,289,99.3
112,T113,T113,Woody Austin,84,0.7,2.0,285,99.3
113,T113,T113,Nicholas Thompson,96,0.7,2.0,287,99.3
114,115,115,Zach Johnson,94,0.71,2.0,281,99.2
115,T116,T116,Jason Bohn,88,0.72,2.0,279,99.2
116,T116,T116,David Mathis,82,0.72,2.0,277,99.2
117,T118,T118,Peter Lonard,86,0.73,2.0,275,99.2
118,T118,T118,Ryan Moore,89,0.73,2.0,274,99.2
119,T120,T120,Alex Cejka,82,0.74,2.0,271,99.2
120,T120,T120,Adam Scott,53,0.74,1.0,136,99.2
121,122,122,George McNeill,82,0.76,2.0,264,99.2
122,T123,T123,Carl Pettersson,86,0.77,2.0,260,99.2
123,T123,T123,Gary Woodland,53,0.77,1.0,130,99.2
124,T125,T125,Rory Sabbatini,81,0.78,2.0,256,99.2
125,T125,T125,Mike Weir,85,0.78,2.0,257,99.2
126,127,127,Cameron Beckman,87,0.79,2.0,252,99.2
127,T128,T128,Chad Campbell,90,0.8,2.0,250,99.2
128,T128,T128,Y.E. Yang,83,0.8,2.0,250,99.2
129,T130,T130,John Mallinger,90,0.83,2.0,241,99.1
130,T130,T130,Chez Reavie,81,0.83,2.0,240,99.1
131,T130,T130,Boo Weekley,79,0.83,2.0,242,99.1
132,T133,T133,John Merrick,91,0.84,2.0,239,99.1
133,T133,T133,Marc Turnesa,77,0.84,2.0,237,99.1
134,T133,T133,Nick Watney,86,0.84,2.0,239,99.1
135,T136,T136,Todd Hamilton,83,0.87,2.0,229,99.1
136,T136,T136,Billy Mayfair,83,0.87,2.0,229,99.1
137,T136,T136,Jimmy Walker,74,0.87,2.0,230,99.1
138,T139,T139,Steve Flesch,77,0.88,2.0,228,99.1
139,T139,T139,Will MacKenzie,69,0.88,2.0,228,99.1
140,141,141,Rocco Mediate,79,0.9,2.0,222,99.1
141,142,142,Mark Wilson,99,0.91,3.0,328,99.0
142,143,143,Bo Van Pelt,100,0.92,3.0,326,99.0
143,144,144,Anthony Kim,76,0.93,2.0,215,99.0
144,145,145,Glen Day,79,0.94,2.0,212,99.0
145,T146,T146,Kent Jones,73,0.97,2.0,207,99.0
146,T146,T146,Pat Perez,74,0.97,2.0,206,99.0
147,T148,T148,Jason Gore,74,0.98,2.0,204,99.0
148,T148,T148,Tom Lehman,55,0.98,1.0,102,99.0
149,T148,T148,Tim Petrovic,97,0.98,3.0,307,99.0
150,T151,T151,Brad Faxon,59,1.01,2.0,199,98.9
151,T151,T151,Marc Leishman,91,1.01,3.0,298,98.9
