,One-Putt_Percentage_-_Round_5_RANK THIS WEEK,One-Putt_Percentage_-_Round_5_RANK LAST WEEK,One-Putt_Percentage_-_Round_5_PLAYER NAME,One-Putt_Percentage_-_Round_5_%,One-Putt_Percentage_-_Round_5_# OF 1 PUTTS,One-Putt_Percentage_-_Round_5_# OF HOLES
0,1,1,Tim Petrovic,72.22,13,18
1,T2,T2,Stephen Ames,66.67,12,18
2,T2,T2,Nicholas Thompson,66.67,12,18
3,T4,T4,Alex Cejka,61.11,11,18
4,T4,T4,Joe Durant,61.11,11,18
5,T4,T4,Bill Haas,61.11,11,18
6,T4,T4,Jerry Kelly,61.11,11,18
7,T4,T4,Matt Kuchar,61.11,11,18
8,T4,T4,Joe Ogilvie,61.11,11,18
9,T10,T10,Cameron Beckman,55.56,10,18
10,T10,T10,Rich Beem,55.56,10,18
11,T10,T10,Michael Letzig,55.56,10,18
12,T10,T10,Steve Lowery,55.56,10,18
13,T10,T10,Steve Marino,55.56,10,18
14,T10,T10,John Merrick,55.56,10,18
15,T10,T10,Pat Perez,55.56,10,18
16,T10,T10,Tom Pernice Jr.,55.56,10,18
17,T10,T10,Dean Wilson,55.56,10,18
18,T19,T19,Chad Campbell,50.0,9,18
19,T19,T19,Ben Crane,50.0,9,18
20,T19,T19,Jason Dufner,50.0,9,18
21,T19,T19,Robert Garrigus,50.0,9,18
22,T19,T19,Mathew Goggin,50.0,9,18
23,T19,T19,Richard Johnson,50.0,9,18
24,T19,T19,Martin Laird,50.0,9,18
25,T19,T19,Justin Leonard,50.0,9,18
26,T19,T19,John Mallinger,50.0,9,18
27,T19,T19,Scott Piercy,50.0,9,18
28,T19,T19,Webb Simpson,50.0,9,18
29,T19,T19,Charlie Wi,50.0,9,18
30,T31,T31,Michael Allen,44.44,8,18
31,T31,T31,Woody Austin,44.44,8,18
32,T31,T31,Tim Clark,44.44,8,18
33,T31,T31,Lucas Glover,44.44,8,18
34,T31,T31,Ryuji Imada,44.44,8,18
35,T31,T31,Colt Knost,44.44,8,18
36,T31,T31,Cliff Kresge,44.44,8,18
37,T31,T31,Heath Slocum,44.44,8,18
38,T31,T31,Mike Weir,44.44,8,18
39,T40,T40,Brad Adamonis,38.89,7,18
40,T40,T40,Glen Day,38.89,7,18
41,T40,T40,Brendon de Jonge,38.89,7,18
42,T40,T40,Ken Duke,38.89,7,18
43,T40,T40,Bill Lunde,38.89,7,18
44,T40,T40,Scott McCarron,38.89,7,18
45,T40,T40,Ryan Palmer,38.89,7,18
46,T40,T40,Steve Stricker,38.89,7,18
47,T40,T40,Vaughn Taylor,38.89,7,18
48,T40,T40,Bo Van Pelt,38.89,7,18
49,T50,T50,Briny Baird,33.33,6,18
50,T50,T50,Jason Bohn,33.33,6,18
51,T50,T50,Fred Couples,33.33,6,18
52,T50,T50,Chris DiMarco,33.33,6,18
53,T50,T50,Brian Gay,33.33,6,18
54,T50,T50,Dustin Johnson,33.33,6,18
55,T50,T50,David Mathis,33.33,6,18
56,T50,T50,Chris Stroud,33.33,6,18
57,T50,T50,David Toms,33.33,6,18
58,T50,T50,Nick Watney,33.33,6,18
59,T50,T50,Bubba Watson,33.33,6,18
60,T50,T50,Casey Wittenberg,33.33,6,18
61,T62,T62,Peter Lonard,27.78,5,18
62,T62,T62,Kevin Sutherland,27.78,5,18
63,T62,T62,D.J. Trahan,27.78,5,18
64,T62,T62,Kirk Triplett,27.78,5,18
65,T66,T66,Charley Hoffman,22.22,4,18
66,T66,T66,Jeff Klauk,22.22,4,18
67,T66,T66,Rick Price,22.22,4,18
68,T66,T66,John Senden,22.22,4,18
69,70,70,Bob Estes,16.67,3,18
70,71,71,Chez Reavie,11.11,2,18
