,GIR_Putting_Avg_-_30-35_RANK THIS WEEK,GIR_Putting_Avg_-_30-35_RANK LAST WEEK,GIR_Putting_Avg_-_30-35_PLAYER NAME,GIR_Putting_Avg_-_30-35_ROUNDS,GIR_Putting_Avg_-_30-35_% MADE,GIR_Putting_Avg_-_30-35_ATTEMPTS,GIR_Putting_Avg_-_30-35_PUTTS MADE
55,56,56,Colt Knost,71,0.8,50,4.0
56,57,57,Spencer Levin,75,0.79,63,5.0
57,T58,T58,Michael Allen,73,0.78,51,4.0
58,T58,T58,Corey Pavin,73,0.78,51,4.0
59,T60,T60,Brett Quigley,92,0.77,65,5.0
60,T60,T60,D.J. Trahan,96,0.77,78,6.0
61,62,62,John Rollins,92,0.76,66,5.0
62,T63,T63,Parker McLachlin,71,0.75,40,3.0
63,T63,T63,Ryan Moore,89,0.75,80,6.0
64,T65,T65,Mark Brooks,55,0.74,27,2.0
65,T65,T65,Ángel Cabrera,55,0.74,27,2.0
66,T65,T65,Carl Pettersson,86,0.74,68,5.0
67,T65,T65,Brandt Snedeker,81,0.74,54,4.0
68,T65,T65,Darron Stiles,52,0.74,27,2.0
69,T70,T70,Stephen Ames,77,0.7,57,4.0
70,T70,T70,Matt Weibring,65,0.7,43,3.0
71,T72,T72,Adam Scott,53,0.69,29,2.0
72,T72,T72,Mark Wilson,99,0.69,58,4.0
73,T74,T74,K.J. Choi,65,0.68,44,3.0
74,T74,T74,Steve Elkington,70,0.68,59,4.0
75,76,76,Davis Love III,89,0.67,60,4.0
76,T77,T77,Mark Calcavecchia,72,0.66,61,4.0
77,T77,T77,George McNeill,82,0.66,76,5.0
78,T79,T79,Sergio Garcia,59,0.65,46,3.0
79,T79,T79,Charley Hoffman,97,0.65,77,5.0
80,T81,T81,Dustin Johnson,85,0.64,47,3.0
81,T81,T81,Billy Mayfair,83,0.64,47,3.0
82,T83,T83,Cameron Beckman,87,0.63,64,4.0
83,T83,T83,Kevin Na,91,0.63,63,4.0
84,T83,T83,Joe Ogilvie,85,0.63,63,4.0
85,86,86,David Toms,98,0.62,65,4.0
86,T87,T87,Kent Jones,73,0.61,66,4.0
87,T87,T87,Nick O'Hern,90,0.61,82,5.0
88,T87,T87,Jeff Overton,92,0.61,66,4.0
89,T87,T87,Tim Petrovic,97,0.61,66,4.0
90,91,91,John Senden,100,0.6,83,5.0
91,T92,T92,Chad Campbell,90,0.59,51,3.0
92,T92,T92,D.A. Points,99,0.59,85,5.0
93,T94,T94,Charles Howell III,99,0.58,69,4.0
94,T94,T94,Michael Letzig,96,0.58,69,4.0
95,T96,T96,Chris DiMarco,97,0.57,70,4.0
96,T96,T96,Steve Marino,98,0.57,70,4.0
97,T98,T98,Brad Adamonis,70,0.56,54,3.0
98,T98,T98,Briny Baird,89,0.56,72,4.0
99,T98,T98,Jeff Maggert,79,0.56,54,3.0
100,T98,T98,Scott McCarron,91,0.56,90,5.0
101,T102,T102,Glen Day,79,0.55,55,3.0
102,T102,T102,J.J. Henry,97,0.55,73,4.0
103,T102,T102,Hunter Mahan,94,0.55,73,4.0
104,105,105,Chris Riley,77,0.54,56,3.0
105,T106,T106,Ernie Els,70,0.53,38,2.0
106,T106,T106,Steve Flesch,77,0.53,57,3.0
107,T106,T106,Todd Hamilton,83,0.53,57,3.0
108,T109,T109,Tom Pernice Jr.,82,0.51,59,3.0
109,T109,T109,Chez Reavie,81,0.51,59,3.0
110,T109,T109,Kirk Triplett,60,0.51,39,2.0
111,T112,T112,Rich Beem,77,0.5,40,2.0
112,T112,T112,Brendon de Jonge,90,0.5,60,3.0
113,T112,T112,Chris Stroud,88,0.5,60,3.0
114,T112,T112,Mike Weir,85,0.5,60,3.0
115,116,116,Charlie Wi,92,0.49,61,3.0
116,T117,T117,Brian Bateman,55,0.48,42,2.0
117,T117,T117,Andres Romero,58,0.48,42,2.0
118,T119,T119,Kevin Sutherland,96,0.47,64,3.0
119,T119,T119,Bubba Watson,73,0.47,43,2.0
120,T119,T119,Gary Woodland,53,0.47,43,2.0
121,122,122,Justin Leonard,95,0.46,65,3.0
122,T123,T123,Eric Axley,71,0.45,44,2.0
123,T123,T123,Webb Simpson,94,0.45,67,3.0
124,T123,T123,Jay Williamson,69,0.45,44,2.0
125,T126,T126,Bill Haas,91,0.44,68,3.0
126,T126,T126,Casey Wittenberg,71,0.44,45,2.0
127,128,128,Troy Matteson,95,0.43,92,4.0
128,T129,T129,Tommy Armour III,58,0.41,49,2.0
129,T129,T129,Nick Watney,86,0.41,74,3.0
130,131,131,Camilo Villegas,76,0.4,50,2.0
131,132,132,Heath Slocum,95,0.39,76,3.0
132,T133,T133,Ryuji Imada,85,0.38,52,2.0
133,T133,T133,Greg Owen,97,0.38,80,3.0
134,T133,T133,Y.E. Yang,83,0.38,52,2.0
135,T136,T136,Jonathan Byrd,89,0.36,55,2.0
136,T136,T136,Alex Cejka,82,0.36,56,2.0
137,T136,T136,Tag Ridings,50,0.36,28,1.0
138,T139,T139,Kevin Streelman,97,0.35,85,3.0
139,T139,T139,Jimmy Walker,74,0.35,57,2.0
140,T141,T141,Tom Lehman,55,0.34,29,1.0
141,T141,T141,Charles Warren,63,0.34,59,2.0
142,T143,T143,Nathan Green,104,0.33,90,3.0
143,T143,T143,Ryan Palmer,78,0.33,61,2.0
144,T143,T143,Bo Van Pelt,100,0.33,60,2.0
145,T143,T143,Brian Vranesh,51,0.33,30,1.0
146,T147,T147,Ian Poulter,59,0.32,31,1.0
147,T147,T147,Nicholas Thompson,96,0.32,93,3.0
148,T147,T147,Scott Verplank,88,0.32,63,2.0
149,150,150,Aron Price,89,0.31,65,2.0
150,T151,T151,Zach Johnson,94,0.3,67,2.0
151,T151,T151,Patrick Sheehan,51,0.3,33,1.0
152,T151,T151,Peter Tomasulo,61,0.3,33,1.0
153,T154,T154,Brian Gay,96,0.29,70,2.0
154,T154,T154,Peter Lonard,86,0.29,70,2.0
155,T156,T156,Matt Bettencourt,98,0.28,72,2.0
156,T156,T156,Bob Heintz,59,0.28,36,1.0
157,T158,T158,Matt Jones,56,0.27,37,1.0
158,T158,T158,Marc Leishman,91,0.27,75,2.0
159,T160,T160,Ricky Barnes,67,0.26,39,1.0
160,T160,T160,Cliff Kresge,78,0.26,39,1.0
161,T162,T162,Stewart Cink,79,0.24,41,1.0
162,T162,T162,Tim Clark,81,0.24,41,1.0
163,T162,T162,Jason Gore,74,0.24,42,1.0
164,T162,T162,Jarrod Lyle,65,0.24,41,1.0
165,T162,T162,Will MacKenzie,69,0.24,41,1.0
166,T167,T167,Joe Durant,62,0.23,43,1.0
167,T167,T167,J.B. Holmes,74,0.23,44,1.0
168,T167,T167,Rick Price,54,0.23,43,1.0
169,170,170,Ken Duke,87,0.21,47,1.0
170,171,171,Jerry Kelly,90,0.2,50,1.0
171,172,172,Stuart Appleby,79,0.19,54,1.0
172,T173,T173,Robert Allenby,71,0.18,57,1.0
173,T173,T173,Boo Weekley,79,0.18,56,1.0
174,T173,T173,Dean Wilson,81,0.18,56,1.0
175,T176,T176,Lucas Glover,93,0.17,59,1.0
176,T176,T176,Sean O'Hair,80,0.17,58,1.0
177,T178,T178,Tim Herron,87,0.16,63,1.0
178,T178,T178,Freddie Jacobson,83,0.16,61,1.0
179,180,180,Jason Bohn,88,0.12,85,1.0
180,T181,T181,Mathew Goggin,76,0.0,65,
181,T181,T181,David Mathis,82,0.0,46,
182,T181,T181,John Merrick,91,0.0,57,
183,T181,T181,Scott Sterling,51,0.0,36,
