,GIR_Putting_Avg_-_30-35_RANK THIS WEEK,GIR_Putting_Avg_-_30-35_RANK LAST WEEK,GIR_Putting_Avg_-_30-35_PLAYER NAME,GIR_Putting_Avg_-_30-35_ROUNDS,GIR_Putting_Avg_-_30-35_% MADE,GIR_Putting_Avg_-_30-35_ATTEMPTS,GIR_Putting_Avg_-_30-35_PUTTS MADE
0,1,1,Johnson Wagner,81,1.9,58,11.0
1,2,2,Brad Faxon,59,1.79,39,7.0
2,3,3,Jim Furyk,86,1.73,52,9.0
3,4,4,Phil Mickelson,66,1.71,35,6.0
4,5,5,Kenny Perry,92,1.53,59,9.0
5,6,6,Vijay Singh,71,1.48,27,4.0
6,T7,T7,David Duval,56,1.43,28,4.0
7,T7,T7,Matt Kuchar,82,1.43,49,7.0
8,9,9,Ben Crane,93,1.39,72,10.0
9,10,10,Derek Fathauer,63,1.38,29,4.0
10,11,11,Lee Janzen,74,1.35,52,7.0
11,12,12,Leif Olson,51,1.33,30,4.0
12,T13,T13,Greg Kraft,51,1.25,40,5.0
13,T13,T13,Geoff Ogilvy,78,1.25,40,5.0
14,T13,T13,Steve Stricker,81,1.25,48,6.0
15,16,16,Ted Purdy,101,1.2,75,9.0
16,T17,T17,Aaron Baddeley,66,1.16,43,5.0
17,T17,T17,Bart Bryant,58,1.16,43,5.0
18,19,19,Richard Johnson,85,1.15,78,9.0
19,20,20,Jason Day,61,1.09,46,5.0
20,T21,T21,Fred Couples,54,1.08,37,4.0
21,T21,T21,Bill Lunde,83,1.08,74,8.0
22,23,23,Martin Laird,72,1.06,47,5.0
23,24,24,Ben Curtis,63,1.05,38,4.0
24,25,25,Steve Lowery,83,1.04,48,5.0
25,T26,T26,Harrison Frazar,93,1.03,68,7.0
26,T26,T26,Brendon Todd,53,1.03,39,4.0
27,T28,T28,Daniel Chopra,89,1.02,59,6.0
28,T28,T28,Paul Goydos,79,1.02,49,5.0
29,30,30,Luke Donald,79,1.0,40,4.0
30,31,31,Kevin Stadler,65,0.96,52,5.0
31,T32,T32,Greg Chalmers,85,0.94,64,6.0
32,T32,T32,Rocco Mediate,79,0.94,64,6.0
33,T34,T34,Retief Goosen,74,0.93,43,4.0
34,T34,T34,Bryce Molder,69,0.93,54,5.0
35,T34,T34,Rod Pampling,72,0.93,54,5.0
36,T37,T37,Padraig Harrington,66,0.91,22,2.0
37,T37,T37,Rory Sabbatini,81,0.91,55,5.0
38,T39,T39,Brian Davis,103,0.88,57,5.0
39,T39,T39,Robert Garrigus,83,0.88,57,5.0
40,T41,T41,Anthony Kim,76,0.87,46,4.0
41,T41,T41,Pat Perez,74,0.87,46,4.0
42,T41,T41,Marc Turnesa,77,0.87,69,6.0
43,44,44,Woody Austin,84,0.86,58,5.0
44,T45,T45,John Mallinger,90,0.85,59,5.0
45,T45,T45,Tiger Woods,64,0.85,47,4.0
46,T47,T47,Bob Estes,78,0.83,48,4.0
47,T47,T47,Jeff Klauk,97,0.83,96,8.0
48,T49,T49,James Nitties,86,0.82,73,6.0
49,T49,T49,Jeff Quinney,78,0.82,49,4.0
50,T49,T49,Justin Rose,71,0.82,49,4.0
51,T49,T49,Vaughn Taylor,88,0.82,61,5.0
52,T53,T53,Kris Blanks,60,0.81,37,3.0
53,T53,T53,Jason Dufner,90,0.81,62,5.0
54,T53,T53,Scott Piercy,85,0.81,74,6.0
