,Total_1_Putts_-_15-20_RANK THIS WEEK,Total_1_Putts_-_15-20_RANK LAST WEEK,Total_1_Putts_-_15-20_PLAYER NAME,Total_1_Putts_-_15-20_ROUNDS,Total_1_Putts_-_15-20_TOTAL,Total_1_Putts_-_15-20_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_15-20_PCT OF ALL 1-PUTTS
0,1,1,D.A. Points,99,44,608,7.2
1,2,2,Stephen Ames,77,38,414,9.2
2,3,3,Harrison Frazar,93,37,625,5.9
3,T4,T4,Charley Hoffman,97,36,640,5.6
4,T4,T4,Kevin Na,91,36,605,6.0
5,T6,T6,Greg Chalmers,85,35,534,6.6
6,T6,T6,Steve Lowery,83,35,557,6.3
7,T6,T6,Chris Stroud,88,35,500,7.0
8,T9,T9,Brian Gay,96,34,658,5.2
9,T9,T9,Davis Love III,89,34,511,6.7
10,T9,T9,Troy Matteson,95,34,580,5.9
11,T9,T9,John Senden,100,34,594,5.7
12,T13,T13,Matt Bettencourt,98,33,634,5.2
13,T13,T13,Brendon de Jonge,90,33,533,6.2
14,T13,T13,Lucas Glover,93,33,574,5.7
15,T13,T13,Nicholas Thompson,96,33,590,5.6
16,T17,T17,Matt Kuchar,82,32,556,5.8
17,T17,T17,Steve Marino,98,32,585,5.5
18,T17,T17,George McNeill,82,32,569,5.6
19,T17,T17,James Nitties,86,32,550,5.8
20,T17,T17,Joe Ogilvie,85,32,618,5.2
21,T17,T17,Scott Piercy,85,32,515,6.2
22,T17,T17,Webb Simpson,94,32,691,4.6
23,T17,T17,David Toms,98,32,560,5.7
24,T17,T17,Dean Wilson,81,32,511,6.3
25,T26,T26,Cameron Beckman,87,31,512,6.1
26,T26,T26,Nathan Green,104,31,688,4.5
27,T26,T26,J.J. Henry,97,31,528,5.9
28,T26,T26,Freddie Jacobson,83,31,550,5.6
29,T26,T26,Jeff Klauk,97,31,610,5.1
30,T26,T26,Scott McCarron,91,31,590,5.3
31,T26,T26,Aron Price,89,31,529,5.9
32,T26,T26,Kevin Streelman,97,31,597,5.2
33,T34,T34,Daniel Chopra,89,30,639,4.7
34,T34,T34,Ben Crane,93,30,596,5.0
35,T34,T34,Jerry Kelly,90,30,589,5.1
36,T34,T34,Marc Leishman,91,30,583,5.1
37,T34,T34,Michael Letzig,96,30,633,4.7
38,T34,T34,Rod Pampling,72,30,464,6.5
39,T34,T34,Carl Pettersson,86,30,534,5.6
40,T34,T34,Heath Slocum,95,30,565,5.3
41,T34,T34,Marc Turnesa,77,30,460,6.5
42,T43,T43,Michael Allen,73,29,394,7.4
43,T43,T43,Brian Davis,103,29,691,4.2
44,T43,T43,Todd Hamilton,83,29,443,6.5
45,T43,T43,Tim Herron,87,29,576,5.0
46,T43,T43,Dustin Johnson,85,29,445,6.5
47,T43,T43,Greg Owen,97,29,518,5.6
48,T43,T43,Tim Petrovic,97,29,649,4.5
49,T43,T43,Kevin Sutherland,96,29,522,5.6
50,T43,T43,Johnson Wagner,81,29,499,5.8
51,T43,T43,Nick Watney,86,29,491,5.9
52,T43,T43,Mark Wilson,99,29,635,4.6
53,T54,T54,Chad Campbell,90,28,493,5.7
54,T54,T54,Stewart Cink,79,28,421,6.7
55,T54,T54,Chris DiMarco,97,28,619,4.5
56,T54,T54,Nick O'Hern,90,28,601,4.7
57,T54,T54,Rory Sabbatini,81,28,480,5.8
58,T59,T59,Jonathan Byrd,89,27,531,5.1
59,T59,T59,Jim Furyk,86,27,506,5.3
60,T59,T59,Bill Haas,91,27,585,4.6
61,T59,T59,Zach Johnson,94,27,581,4.6
62,T59,T59,Pat Perez,74,27,478,5.6
63,T59,T59,Vaughn Taylor,88,27,568,4.8
64,T59,T59,Kirk Triplett,60,27,387,7.0
65,T59,T59,Scott Verplank,88,27,559,4.8
66,T67,T67,Alex Cejka,82,26,493,5.3
67,T67,T67,Ryuji Imada,85,26,530,4.9
68,T67,T67,Justin Leonard,95,26,546,4.8
69,T67,T67,Will MacKenzie,69,26,383,6.8
70,T67,T67,Hunter Mahan,94,26,543,4.8
71,T67,T67,John Mallinger,90,26,518,5.0
72,T67,T67,Geoff Ogilvy,78,26,439,5.9
73,T67,T67,Ted Purdy,101,26,622,4.2
74,T67,T67,Jeff Quinney,78,26,526,4.9
75,T67,T67,D.J. Trahan,96,26,517,5.0
76,T67,T67,Mike Weir,85,26,534,4.9
77,T67,T67,Charlie Wi,92,26,598,4.3
78,T79,T79,Jason Gore,74,25,417,6.0
79,T79,T79,Spencer Levin,75,25,463,5.4
80,T79,T79,Bill Lunde,83,25,515,4.9
81,T79,T79,David Mathis,82,25,512,4.9
82,T79,T79,Chris Riley,77,25,500,5.0
83,T79,T79,Justin Rose,71,25,418,6.0
84,T85,T85,Kris Blanks,60,24,330,7.3
85,T85,T85,Mark Calcavecchia,72,24,441,5.4
86,T85,T85,Luke Donald,79,24,495,4.8
87,T85,T85,Bob Estes,78,24,521,4.6
88,T85,T85,Bob Heintz,59,24,393,6.1
89,T85,T85,Charles Howell III,99,24,559,4.3
90,T85,T85,Rocco Mediate,79,24,434,5.5
91,T85,T85,Bo Van Pelt,100,24,621,3.9
92,T93,T93,Eric Axley,71,23,439,5.2
93,T93,T93,Briny Baird,89,23,469,4.9
94,T93,T93,Padraig Harrington,66,23,388,5.9
95,T93,T93,Anthony Kim,76,23,470,4.9
96,T93,T93,Martin Laird,72,23,427,5.4
97,T93,T93,John Merrick,91,23,451,5.1
98,T93,T93,Corey Pavin,73,23,381,6.0
99,T93,T93,Brett Quigley,92,23,523,4.4
100,T93,T93,Brandt Snedeker,81,23,503,4.6
101,T93,T93,Bubba Watson,73,23,407,5.7
102,T93,T93,Y.E. Yang,83,23,491,4.7
103,T104,T104,K.J. Choi,65,22,339,6.5
104,T104,T104,Ben Curtis,63,22,350,6.3
105,T104,T104,Steve Elkington,70,22,397,5.5
106,T104,T104,Derek Fathauer,63,22,361,6.1
107,T104,T104,Cliff Kresge,78,22,490,4.5
108,T104,T104,Jeff Maggert,79,22,476,4.6
109,T104,T104,Ryan Moore,89,22,546,4.0
110,T104,T104,Ryan Palmer,78,22,499,4.4
111,T112,T112,Brad Adamonis,70,21,429,4.9
112,T112,T112,Jason Dufner,90,21,555,3.8
113,T112,T112,Ken Duke,87,21,509,4.1
114,T112,T112,Lee Janzen,74,21,456,4.6
115,T112,T112,Kent Jones,73,21,404,5.2
116,T112,T112,Tom Pernice Jr.,82,21,545,3.9
117,T112,T112,Kenny Perry,92,21,542,3.9
118,T119,T119,Woody Austin,84,20,548,3.6
119,T119,T119,Aaron Baddeley,66,20,461,4.3
120,T119,T119,Tim Clark,81,20,455,4.4
121,T119,T119,Mathew Goggin,76,20,401,5.0
122,T119,T119,Colt Knost,71,20,377,5.3
123,T119,T119,Peter Lonard,86,20,507,3.9
124,T119,T119,Parker McLachlin,71,20,529,3.8
125,T119,T119,Jeff Overton,92,20,588,3.4
126,T119,T119,Chez Reavie,81,20,467,4.3
127,T119,T119,Steve Stricker,81,20,484,4.1
128,T119,T119,Boo Weekley,79,20,416,4.8
129,T119,T119,Matt Weibring,65,20,402,5.0
130,T131,T131,Jason Bohn,88,19,542,3.5
131,T131,T131,Joe Durant,62,19,293,6.5
132,T131,T131,Steve Flesch,77,19,431,4.4
133,T131,T131,Robert Garrigus,83,19,473,4.0
134,T131,T131,Retief Goosen,74,19,424,4.5
135,T131,T131,Paul Goydos,79,19,471,4.0
136,T131,T131,J.B. Holmes,74,19,423,4.5
137,T131,T131,John Rollins,92,19,565,3.4
138,T131,T131,Camilo Villegas,76,19,376,5.1
139,T140,T140,Glen Day,79,18,427,4.2
140,T140,T140,Richard Johnson,85,18,513,3.5
141,T140,T140,Bryce Molder,69,18,402,4.5
142,T143,T143,Ricky Barnes,67,17,314,5.4
143,T143,T143,Brian Bateman,55,17,322,5.3
144,T143,T143,Jason Day,61,17,389,4.4
145,T143,T143,Sean O'Hair,80,17,420,4.0
146,T143,T143,Brendon Todd,53,17,309,5.5
147,T143,T143,Jay Williamson,69,17,348,4.9
148,T149,T149,Stuart Appleby,79,16,424,3.8
149,T149,T149,Brad Faxon,59,16,403,4.0
150,T149,T149,Matt Jones,56,16,310,5.2
151,T149,T149,Casey Wittenberg,71,16,353,4.5
152,T153,T153,Robert Allenby,71,15,357,4.2
153,T153,T153,Mark Brooks,55,15,293,5.1
154,T153,T153,Bart Bryant,58,15,351,4.3
155,T153,T153,Sergio Garcia,59,15,304,4.9
156,T153,T153,Jarrod Lyle,65,15,314,4.8
157,T153,T153,Billy Mayfair,83,15,431,3.5
158,T153,T153,Vijay Singh,71,15,351,4.3
159,T153,T153,Kevin Stadler,65,15,367,4.1
160,T153,T153,Darron Stiles,52,15,293,5.1
161,T153,T153,Brian Vranesh,51,15,305,4.9
162,T163,T163,Ángel Cabrera,55,14,290,4.8
163,T163,T163,David Duval,56,14,296,4.7
164,T163,T163,Peter Tomasulo,61,14,309,4.5
165,T163,T163,Gary Woodland,53,14,230,6.1
166,T167,T167,Greg Kraft,51,13,283,4.6
167,T167,T167,Tom Lehman,55,13,201,6.5
168,T167,T167,Ian Poulter,59,13,328,4.0
169,T167,T167,Patrick Sheehan,51,13,260,5.0
170,T167,T167,Jimmy Walker,74,13,472,2.8
171,T167,T167,Charles Warren,63,13,348,3.7
172,T173,T173,Fred Couples,54,12,284,4.2
173,T173,T173,Phil Mickelson,66,12,359,3.3
174,T173,T173,Andres Romero,58,12,305,3.9
175,T176,T176,Scott Sterling,51,11,272,4.0
176,T176,T176,Tiger Woods,64,11,379,2.9
177,T178,T178,Rich Beem,77,10,398,2.5
178,T178,T178,Leif Olson,51,10,305,3.3
179,T178,T178,Tag Ridings,50,10,260,3.8
180,T181,T181,Tommy Armour III,58,9,346,2.6
181,T181,T181,Ernie Els,70,9,389,2.3
182,T181,T181,Rick Price,54,9,260,3.5
183,T181,T181,Adam Scott,53,9,269,3.3
