,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,1,Ted Purdy,101,11.28,532,60
1,2,2,Brad Faxon,59,10.58,293,31
2,3,3,Greg Chalmers,85,10.28,399,41
3,4,4,Parker McLachlin,71,10.25,361,37
4,5,5,Luke Donald,79,10.06,318,32
5,6,6,Webb Simpson,94,10.04,468,47
6,7,7,Nick O'Hern,90,9.86,497,49
7,8,8,Brian Gay,96,9.7,464,45
8,T9,T9,Aaron Baddeley,66,9.55,314,30
9,T9,T9,Kevin Na,91,9.55,419,40
10,11,11,Bob Heintz,59,9.42,276,26
11,12,12,Matt Weibring,65,9.34,289,27
12,13,13,Ben Crane,93,9.29,463,43
13,14,14,Rod Pampling,72,9.28,345,32
14,15,15,Jeff Overton,92,9.05,409,37
15,16,16,Jason Day,61,8.87,282,25
16,17,17,Marc Leishman,91,8.86,519,46
17,18,18,Ryuji Imada,85,8.85,373,33
18,19,19,Cameron Beckman,87,8.82,431,38
19,20,20,James Nitties,86,8.76,434,38
20,21,21,Kenny Perry,92,8.75,423,37
21,22,22,Spencer Levin,75,8.74,435,38
22,23,23,Rich Beem,77,8.7,368,32
23,24,24,Justin Rose,71,8.66,335,29
24,25,25,Geoff Ogilvy,78,8.65,312,27
25,26,26,Scott Sterling,51,8.64,243,21
26,27,27,Zach Johnson,94,8.59,454,39
27,28,28,Chris Riley,77,8.56,374,32
28,29,29,Jerry Kelly,90,8.54,410,35
29,30,30,Mark Brooks,55,8.45,213,18
30,31,31,Bo Van Pelt,100,8.44,462,39
31,32,32,Mark Wilson,99,8.41,523,44
32,33,33,Steve Stricker,81,8.36,335,28
33,34,34,Bill Haas,91,8.35,479,40
34,35,35,Lee Janzen,74,8.33,336,28
35,36,36,David Mathis,82,8.31,373,31
36,37,37,Greg Kraft,51,8.3,229,19
37,38,38,Daniel Chopra,89,8.27,423,35
38,39,39,David Toms,98,8.24,449,37
39,40,40,John Rollins,92,8.23,462,38
40,41,41,Jim Furyk,86,8.22,353,29
41,T42,T42,Bart Bryant,58,8.21,280,23
42,T42,T42,Dean Wilson,81,8.21,390,32
43,44,44,Charlie Wi,92,8.2,427,35
44,45,45,Tiger Woods,64,8.19,281,23
45,46,46,Hunter Mahan,94,8.18,440,36
46,47,47,Tim Clark,81,8.13,283,23
47,48,48,Brendon Todd,53,8.11,296,24
48,T49,T49,Matt Kuchar,82,8.09,383,31
49,T49,T49,Tim Petrovic,97,8.09,482,39
50,51,51,Andres Romero,58,8.08,260,21
51,52,52,Joe Ogilvie,85,8.07,409,33
52,53,53,Sean O'Hair,80,8.01,337,27
53,T54,T54,Kris Blanks,60,8.0,250,20
54,T54,T54,Brian Davis,103,8.0,475,38
55,T54,T54,Tag Ridings,50,8.0,250,20
56,57,57,Ben Curtis,63,7.99,288,23
57,58,58,Matt Bettencourt,98,7.98,501,40
58,59,59,Brendon de Jonge,90,7.97,439,35
59,60,60,Marc Turnesa,77,7.96,465,37
60,61,61,Sergio Garcia,59,7.87,254,20
61,T62,T62,Chad Campbell,90,7.8,410,32
62,T62,T62,Martin Laird,72,7.8,372,29
63,64,64,Kevin Stadler,65,7.79,308,24
64,65,65,D.J. Trahan,96,7.76,464,36
65,T66,T66,Paul Goydos,79,7.74,349,27
66,T66,T66,Kevin Sutherland,96,7.74,439,34
67,T66,T66,Vaughn Taylor,88,7.74,439,34
68,69,69,Robert Garrigus,83,7.73,401,31
69,70,70,Steve Marino,98,7.72,492,38
70,T71,T71,Dustin Johnson,85,7.69,338,26
71,T71,T71,Ryan Palmer,78,7.69,390,30
72,73,73,Mike Weir,85,7.6,342,26
73,74,74,Michael Letzig,96,7.59,461,35
74,T75,T75,Bob Estes,78,7.57,383,29
75,T75,T75,Phil Mickelson,66,7.57,251,19
76,77,77,Scott Piercy,85,7.55,477,36
77,78,78,Freddie Jacobson,83,7.51,413,31
78,T79,T79,Tommy Armour III,58,7.5,280,21
79,T79,T79,Corey Pavin,73,7.5,320,24
80,81,81,Patrick Sheehan,51,7.49,227,17
81,82,82,D.A. Points,99,7.47,509,38
82,83,83,Chris DiMarco,97,7.45,470,35
83,84,84,Steve Flesch,77,7.42,364,27
84,85,85,Johnson Wagner,81,7.4,446,33
85,T86,T86,Harrison Frazar,93,7.39,460,34
86,T86,T86,Adam Scott,53,7.39,257,19
87,88,88,Gary Woodland,53,7.36,231,17
88,89,89,Woody Austin,84,7.35,422,31
89,T90,T90,Tom Pernice Jr.,82,7.33,409,30
90,T90,T90,Carl Pettersson,86,7.33,423,31
91,92,92,Brandt Snedeker,81,7.32,355,26
92,93,93,Richard Johnson,85,7.31,465,34
93,94,94,Jonathan Byrd,89,7.28,453,33
94,95,95,Chez Reavie,81,7.27,399,29
95,96,96,Steve Elkington,70,7.24,373,27
96,T97,T97,Alex Cejka,82,7.22,374,27
97,T97,T97,Justin Leonard,95,7.22,388,28
98,99,99,Ryan Moore,89,7.21,444,32
99,T100,T100,John Merrick,91,7.2,403,29
100,T100,T100,Boo Weekley,79,7.2,375,27
101,T102,T102,Glen Day,79,7.12,379,27
102,T102,T102,Jeff Klauk,97,7.12,548,39
103,104,104,Peter Lonard,86,7.1,451,32
104,T105,T105,Colt Knost,71,7.08,339,24
105,T105,T105,Pat Perez,74,7.08,339,24
106,T107,T107,Mark Calcavecchia,72,7.04,341,24
107,T107,T107,Ken Duke,87,7.04,355,25
108,109,109,John Senden,100,7.01,571,40
109,110,110,Bill Lunde,83,6.97,445,31
110,111,111,Scott Verplank,88,6.91,434,30
111,112,112,George McNeill,82,6.89,421,29
112,113,113,Lucas Glover,93,6.86,437,30
113,114,114,Kirk Triplett,60,6.85,292,20
114,T115,T115,Nathan Green,104,6.8,544,37
115,T115,T115,Padraig Harrington,66,6.8,250,17
116,T117,T117,Brian Bateman,55,6.74,282,19
117,T117,T117,Jason Bohn,88,6.74,460,31
118,119,119,Troy Matteson,95,6.72,536,36
119,120,120,Brett Quigley,92,6.64,437,29
120,121,121,Casey Wittenberg,71,6.63,332,22
121,122,122,Brad Adamonis,70,6.61,348,23
122,123,123,Joe Durant,62,6.6,288,19
123,124,124,Jason Dufner,90,6.59,440,29
124,125,125,Nick Watney,86,6.58,395,26
125,126,126,John Mallinger,90,6.48,386,25
126,127,127,J.J. Henry,97,6.47,572,37
127,128,128,Bubba Watson,73,6.45,310,20
128,129,129,Derek Fathauer,63,6.43,280,18
129,130,130,Robert Allenby,71,6.41,343,22
130,131,131,Eric Axley,71,6.39,313,20
131,132,132,Kent Jones,73,6.37,361,23
132,T133,T133,Davis Love III,89,6.36,456,29
133,T133,T133,Y.E. Yang,83,6.36,409,26
134,135,135,Ian Poulter,59,6.34,205,13
135,136,136,Stewart Cink,79,6.31,333,21
136,137,137,Cliff Kresge,78,6.28,382,24
137,138,138,Jeff Quinney,78,6.27,383,24
138,139,139,Michael Allen,73,6.25,336,21
139,140,140,Bryce Molder,69,6.23,321,20
140,T141,T141,Leif Olson,51,6.2,242,15
141,T141,T141,Brian Vranesh,51,6.2,242,15
142,143,143,Chris Stroud,88,6.18,453,28
143,144,144,Billy Mayfair,83,6.16,422,26
144,145,145,Will MacKenzie,69,6.1,344,21
145,146,146,Anthony Kim,76,6.07,313,19
146,T147,T147,Matt Jones,56,6.06,297,18
147,T147,T147,Vijay Singh,71,6.06,264,16
148,149,149,Briny Baird,89,6.05,446,27
149,150,150,Ángel Cabrera,55,6.03,199,12
150,T151,T151,Fred Couples,54,6.02,249,15
151,T151,T151,Rocco Mediate,79,6.02,382,23
152,153,153,Mathew Goggin,76,5.97,352,21
153,154,154,Darron Stiles,52,5.96,218,13
154,155,155,David Duval,56,5.91,237,14
155,156,156,Steve Lowery,83,5.87,409,24
156,157,157,Todd Hamilton,83,5.85,359,21
157,158,158,Stephen Ames,77,5.8,345,20
158,159,159,Kevin Streelman,97,5.78,519,30
159,T160,T160,Scott McCarron,91,5.68,511,29
160,T160,T160,Charles Warren,63,5.68,317,18
161,162,162,Jimmy Walker,74,5.67,353,20
162,163,163,Ernie Els,70,5.61,285,16
163,164,164,Camilo Villegas,76,5.59,322,18
164,165,165,Tim Herron,87,5.58,430,24
165,166,166,Jarrod Lyle,65,5.57,287,16
166,167,167,Charley Hoffman,97,5.56,468,26
167,168,168,Retief Goosen,74,5.54,307,17
168,169,169,Greg Owen,97,5.53,524,29
169,170,170,Peter Tomasulo,61,5.45,275,15
170,171,171,Jason Gore,74,5.36,336,18
171,172,172,Aron Price,89,5.3,472,25
172,173,173,K.J. Choi,65,5.28,284,15
173,174,174,Stuart Appleby,79,5.26,342,18
174,175,175,Charles Howell III,99,5.19,482,25
175,176,176,Nicholas Thompson,96,5.17,503,26
176,177,177,Jay Williamson,69,5.12,332,17
177,178,178,Rory Sabbatini,81,5.03,338,17
178,179,179,Jeff Maggert,79,4.98,422,21
179,180,180,Rick Price,54,4.9,245,12
180,181,181,Ricky Barnes,67,4.53,287,13
181,182,182,Heath Slocum,95,4.1,463,19
182,183,183,J.B. Holmes,74,3.92,332,13
183,184,184,Tom Lehman,55,3.54,226,8
