,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
71,T72,T72,Paul Goydos,79,137,471,29.1
72,T72,T72,James Nitties,86,137,550,24.9
73,T72,T72,D.A. Points,99,137,608,22.5
74,75,75,Jeff Maggert,79,136,476,28.6
75,76,76,Peter Lonard,86,135,507,26.6
76,T77,T77,Rory Sabbatini,81,134,480,27.9
77,T77,T77,Dean Wilson,81,134,511,26.2
78,T79,T79,Bob Estes,78,133,521,25.5
79,T79,T79,Robert Garrigus,83,133,473,28.1
80,T79,T79,Aron Price,89,133,529,25.1
81,T82,T82,Aaron Baddeley,66,132,461,28.6
82,T82,T82,Jeff Quinney,78,132,526,25.1
83,84,84,Chad Campbell,90,131,493,26.6
84,T85,T85,Luke Donald,79,130,495,26.3
85,T85,T85,Davis Love III,89,130,511,25.4
86,T87,T87,Jonathan Byrd,89,129,531,24.3
87,T87,T87,Mark Calcavecchia,72,129,441,29.3
88,T87,T87,Justin Leonard,95,129,546,23.6
89,90,90,Jim Furyk,86,128,506,25.3
90,T91,T91,Spencer Levin,75,127,463,27.4
91,T91,T91,D.J. Trahan,96,127,517,24.6
92,T91,T91,Marc Turnesa,77,127,460,27.6
93,94,94,Ken Duke,87,124,509,24.4
94,T95,T95,Briny Baird,89,123,469,26.2
95,T95,T95,Todd Hamilton,83,123,443,27.8
96,T95,T95,Nick Watney,86,123,491,25.1
97,T95,T95,Boo Weekley,79,123,416,29.6
98,T99,T99,Steve Flesch,77,122,431,28.3
99,T99,T99,John Mallinger,90,122,518,23.6
100,T99,T99,Steve Stricker,81,122,484,25.2
101,T99,T99,Jimmy Walker,74,122,472,25.8
102,103,103,Dustin Johnson,85,119,445,26.7
103,T104,T104,Eric Axley,71,118,439,26.9
104,T104,T104,Chris Stroud,88,118,500,23.6
105,T106,T106,Stewart Cink,79,117,421,27.8
106,T106,T106,Anthony Kim,76,117,470,24.9
107,T106,T106,Chris Riley,77,117,500,23.4
108,T109,T109,Tim Clark,81,116,455,25.5
109,T109,T109,Geoff Ogilvy,78,116,439,26.4
110,T109,T109,Pat Perez,74,116,478,24.3
111,T109,T109,Chez Reavie,81,116,467,24.8
112,113,113,J.B. Holmes,74,115,423,27.2
113,T114,T114,Steve Elkington,70,114,397,28.7
114,T114,T114,Bryce Molder,69,114,402,28.4
115,116,116,Tommy Armour III,58,113,346,32.7
116,117,117,Rod Pampling,72,112,464,24.1
117,118,118,John Merrick,91,111,451,24.6
118,T119,T119,Brad Adamonis,70,110,429,25.6
119,T119,T119,Martin Laird,72,110,427,25.8
120,T119,T119,Matt Weibring,65,110,402,27.4
121,122,122,Stephen Ames,77,109,414,26.3
122,T123,T123,Glen Day,79,108,427,25.3
123,T123,T123,Sean O'Hair,80,108,420,25.7
124,T125,T125,Ernie Els,70,107,389,27.5
125,T125,T125,Justin Rose,71,107,418,25.6
126,T127,T127,Brad Faxon,59,106,403,26.3
127,T127,T127,Bob Heintz,59,106,393,27.0
128,T127,T127,Colt Knost,71,106,377,28.1
129,130,130,Padraig Harrington,66,105,388,27.1
130,131,131,Will MacKenzie,69,104,383,27.2
131,T132,T132,Retief Goosen,74,103,424,24.3
132,T132,T132,Corey Pavin,73,103,381,27.0
133,T134,T134,K.J. Choi,65,102,339,30.1
134,T134,T134,Kent Jones,73,102,404,25.2
135,136,136,Rocco Mediate,79,101,434,23.3
136,137,137,Rich Beem,77,99,398,24.9
137,T138,T138,Mathew Goggin,76,98,401,24.4
138,T138,T138,Billy Mayfair,83,98,431,22.7
139,T138,T138,Tiger Woods,64,98,379,25.9
140,T141,T141,Lee Janzen,74,97,456,21.3
141,T141,T141,Camilo Villegas,76,97,376,25.8
142,T143,T143,Stuart Appleby,79,96,424,22.6
143,T143,T143,David Duval,56,96,296,32.4
144,T145,T145,Kris Blanks,60,95,330,28.8
145,T145,T145,Jason Day,61,95,389,24.4
146,T145,T145,Derek Fathauer,63,95,361,26.3
147,T145,T145,Vijay Singh,71,95,351,27.1
148,T145,T145,Jay Williamson,69,95,348,27.3
149,T150,T150,Michael Allen,73,94,394,23.9
150,T150,T150,Jason Gore,74,94,417,22.5
151,T152,T152,Andres Romero,58,93,305,30.5
152,T152,T152,Bubba Watson,73,93,407,22.9
153,154,154,Kevin Stadler,65,92,367,25.1
154,T155,T155,Kirk Triplett,60,91,387,23.5
155,T155,T155,Casey Wittenberg,71,91,353,25.8
156,T157,T157,Robert Allenby,71,89,357,24.9
157,T157,T157,Matt Jones,56,89,310,28.7
158,T157,T157,Brian Vranesh,51,89,305,29.2
159,160,160,Bart Bryant,58,87,351,24.8
160,161,161,Charles Warren,63,86,348,24.7
161,T162,T162,Jarrod Lyle,65,85,314,27.1
162,T162,T162,Darron Stiles,52,85,293,29.0
163,T164,T164,Brian Bateman,55,84,322,26.1
164,T164,T164,Ben Curtis,63,84,350,24.0
165,T166,T166,Fred Couples,54,83,284,29.2
166,T166,T166,Leif Olson,51,83,305,27.2
167,T166,T166,Ian Poulter,59,83,328,25.3
168,169,169,Peter Tomasulo,61,82,309,26.5
169,T170,T170,Ángel Cabrera,55,81,290,27.9
170,T170,T170,Brendon Todd,53,81,309,26.2
171,172,172,Phil Mickelson,66,80,359,22.3
172,173,173,Sergio Garcia,59,79,304,26.0
173,174,174,Joe Durant,62,78,293,26.6
174,175,175,Rick Price,54,74,260,28.5
175,T176,T176,Mark Brooks,55,71,293,24.2
176,T176,T176,Greg Kraft,51,71,283,25.1
177,178,178,Gary Woodland,53,70,230,30.4
178,179,179,Patrick Sheehan,51,69,260,26.5
179,180,180,Ricky Barnes,67,66,314,21.0
180,181,181,Tag Ridings,50,62,260,23.8
181,182,182,Scott Sterling,51,59,272,21.7
182,183,183,Adam Scott,53,58,269,21.6
183,184,184,Tom Lehman,55,42,201,20.9
