,Consecutive_Birdies_Streak_RANK THIS WEEK,Consecutive_Birdies_Streak_RANK LAST WEEK,Consecutive_Birdies_Streak_PLAYER NAME,Consecutive_Birdies_Streak_EVENTS,Consecutive_Birdies_Streak_NUMBER OF HOLES
0,T1,T1,Chad Campbell,27,8
1,T1,T1,Jerry Kelly,30,8
2,T3,T3,Carlos Franco,30,7
3,T3,T3,Jay Haas,25,7
4,T3,T3,Justin Leonard,23,7
5,T3,T3,Pat Perez,33,7
6,T3,T3,Tim Petrovic,32,7
7,T3,T3,Bob Tway,26,7
8,T9,T9,Stuart Appleby,27,6
9,T9,T9,Aaron Barber,32,6
10,T9,T9,Glen Day,31,6
11,T9,T9,Nick Faldo,7,6
12,T9,T9,Fred Funk,33,6
13,T9,T9,J.J. Henry,31,6
14,T9,T9,Peter Jacobsen,22,6
15,T9,T9,Scott McCarron,27,6
16,T9,T9,Brenden Pappas,33,6
17,T9,T9,Nick Price,17,6
18,T9,T9,Phillip Price,9,6
19,T9,T9,Justin Rose,11,6
20,T9,T9,Steve Stricker,21,6
21,T9,T9,Hal Sutton,24,6
22,T23,T23,Woody Austin,31,5
23,T23,T23,Aaron Baddeley,20,5
24,T23,T23,Craig Barlow,29,5
25,T23,T23,Notah Begay III,30,5
26,T23,T23,Mark Brooks,31,5
27,T23,T23,Bart Bryant,6,5
28,T23,T23,Mark Calcavecchia,24,5
29,T23,T23,Greg Chalmers,32,5
30,T23,T23,Michael Clark II,21,5
31,T23,T23,Ben Crane,27,5
32,T23,T23,Chris DiMarco,27,5
33,T23,T23,Chris Downes,1,5
34,T23,T23,Joe Durant,28,5
35,T23,T23,David Duval,20,5
36,T23,T23,Danny Ellis,10,5
37,T23,T23,Steve Flesch,33,5
38,T23,T23,Dan Forsman,27,5
39,T23,T23,Robert Gamez,31,5
40,T23,T23,Bill Glasson,13,5
41,T23,T23,Jason Gore,30,5
42,T23,T23,Donnie Hammond,27,5
43,T23,T23,Mike Heinen,29,5
44,T23,T23,Trevor Immelman,12,5
45,T23,T23,Per-Ulrik Johansson,31,5
46,T23,T23,Scott Laycock,25,5
47,T23,T23,Frank Lickliter II,30,5
48,T23,T23,Davis Love III,23,5
49,T23,T23,Mark O'Meara,25,5
50,T23,T23,Steve Pate,16,5
51,T23,T23,Dennis Paulson,15,5
52,T23,T23,Brent Schwarzrock,20,5
53,T23,T23,Adam Scott,14,5
54,T23,T23,Vijay Singh,27,5
55,T23,T23,Jeff Sluman,31,5
56,T23,T23,Chris Smith,30,5
57,T23,T23,David Toms,26,5
58,T23,T23,Scott Verplank,26,5
59,T23,T23,Mike Weir,21,5
60,T23,T23,Garrett Willis,32,5
61,T62,T62,Steve Allan,18,4
62,T62,T62,Robert Allenby,24,4
63,T62,T62,Stephen Ames,27,4
64,T62,T62,Chris Anderson,31,4
65,T62,T62,Billy Andrade,29,4
66,T62,T62,Paul Azinger,26,4
67,T62,T62,Briny Baird,33,4
68,T62,T62,Doug Barron,32,4
69,T62,T62,Brian Bateman,26,4
70,T62,T62,Pat Bates,35,4
71,T62,T62,Cameron Beckman,26,4
72,T62,T62,Rich Beem,26,4
73,T62,T62,"David Berganio, Jr.",15,4
