,Best_Rounds_in_60s_Streak_RANK THIS WEEK,Best_Rounds_in_60s_Streak_RANK LAST WEEK,Best_Rounds_in_60s_Streak_PLAYER NAME,Best_Rounds_in_60s_Streak_CAREER BEST STREAK,Best_Rounds_in_60s_Streak_BEST YTD STREAK,Best_Rounds_in_60s_Streak_CURRENT STREAK
0,1,1,Bob Estes,17,7.0,
1,2,2,Charles Howell III,16,7.0,
2,T3,T3,Chris DiMarco,14,14.0,
3,T3,T3,Scott Hoch,14,2.0,
4,5,5,Davis Love III,13,6.0,
5,T6,T6,Joe Durant,12,10.0,
6,T6,T6,Shigeki Maruyama,12,12.0,
7,T6,T6,Mark O'Meara,12,3.0,
8,T6,T6,Tim Petrovic,12,12.0,
9,T10,T10,David Edwards,11,3.0,
10,T10,T10,Jim Furyk,11,8.0,
11,T10,T10,Bernhard Langer,11,3.0,
12,T10,T10,Bruce Lietzke,11,,
13,T10,T10,Mark McCumber,11,,
14,T10,T10,Jerry Pate,11,1.0,
15,T10,T10,Tiger Woods,11,6.0,
16,T17,T17,Fred Couples,10,5.0,
17,T17,T17,Steve Flesch,10,5.0,
18,T17,T17,Carlos Franco,10,6.0,
19,T17,T17,David Frost,10,3.0,
20,T17,T17,Robert Gamez,10,4.0,
21,T17,T17,Corey Pavin,10,8.0,
22,T17,T17,David Peoples,10,7.0,
23,T17,T17,Mike Reid,10,,
24,T17,T17,Chris Riley,10,7.0,
25,T17,T17,Gene Sauers,10,3.0,
26,T17,T17,Tom Sieckmann,10,,
27,T17,T17,Chris Smith,10,3.0,
28,T17,T17,David Toms,10,7.0,
29,T17,T17,Grant Waite,10,3.0,
30,T31,T31,Billy Andrade,9,4.0,
31,T31,T31,Stuart Appleby,9,9.0,
32,T31,T31,Cameron Beckman,9,9.0,
33,T31,T31,Notah Begay III,9,4.0,
34,T31,T31,Brad Bryant,9,1.0,
35,T31,T31,Mark Calcavecchia,9,5.0,
36,T31,T31,K.J. Choi,9,7.0,
37,T31,T31,Stewart Cink,9,7.0,
38,T31,T31,Lennie Clements,9,,
39,T31,T31,Ernie Els,9,8.0,
40,T31,T31,Fred Funk,9,8.0,
41,T31,T31,Sergio Garcia,9,4.0,
42,T31,T31,Brian Gay,9,4.0,
43,T31,T31,Paul Gow,9,6.0,
44,T31,T31,Paul Goydos,9,9.0,
45,T31,T31,Jay Haas,9,5.0,
46,T31,T31,Per-Ulrik Johansson,9,5.0,
47,T31,T31,Justin Leonard,9,9.0,
48,T31,T31,Blaine McCallister,9,2.0,
49,T31,T31,Phil Mickelson,9,5.0,
50,T31,T31,Gil Morgan,9,,
51,T31,T31,Greg Norman,9,2.0,
52,T31,T31,Jesper Parnevik,9,6.0,
53,T31,T31,Chris Perry,9,1.0,
54,T31,T31,Loren Roberts,9,5.0,
55,T31,T31,Jeff Sluman,9,4.0,
56,T31,T31,Payne Stewart,9,,
57,T31,T31,Hal Sutton,9,5.0,
58,T31,T31,Kirk Triplett,9,7.0,
59,T31,T31,Bob Tway,9,6.0,
60,T31,T31,Scott Verplank,9,4.0,
61,T31,T31,Mike Weir,9,9.0,
62,T63,T63,John Adams,8,,
63,T63,T63,Robert Allenby,8,5.0,
64,T63,T63,Paul Azinger,8,4.0,
65,T63,T63,Ian Baker-Finch,8,,
66,T63,T63,Doug Barron,8,4.0,
67,T63,T63,Andy Bean,8,2.0,
68,T63,T63,Bill Britton,8,,
69,T63,T63,Rex Caldwell,8,,
70,T63,T63,Chad Campbell,8,8.0,
71,T63,T63,Jim Carter,8,3.0,
72,T63,T63,Bobby Clampett,8,,
73,T63,T63,Tim Clark,8,6.0,
74,T63,T63,Russ Cochran,8,5.0,
75,T63,T63,John Cook,8,3.0,
76,T63,T63,David Duval,8,2.0,
77,T63,T63,Bob Gilder,8,,
78,T63,T63,Bill Glasson,8,6.0,
79,T63,T63,Hubert Green,8,,
80,T63,T63,Ken Green,8,3.0,
81,T63,T63,Donnie Hammond,8,5.0,
82,T63,T63,Dudley Hart,8,5.0,
83,T63,T63,Mark Hayes,8,1.0,
84,T63,T63,Mike Hulbert,8,1.0,
85,T63,T63,John Huston,8,7.0,
86,T63,T63,Hale Irwin,8,,
87,T63,T63,Steve Jones,8,2.0,
88,T63,T63,Tom Kite,8,,
89,T63,T63,Greg Kraft,8,2.0,
90,T63,T63,Ian Leggatt,8,3.0,
91,T63,T63,Tom Lehman,8,3.0,
92,T63,T63,Larry Mize,8,1.0,
93,T63,T63,Craig Parry,8,1.0,
94,T63,T63,Calvin Peete,8,,
95,T63,T63,Kenny Perry,8,7.0,
96,T63,T63,Nick Price,8,3.0,
97,T63,T63,Vijay Singh,8,8.0,
98,T63,T63,Craig Stadler,8,4.0,
99,T63,T63,Curtis Strange,8,1.0,
100,T63,T63,Jim Thorpe,8,,
101,T63,T63,Bobby Wadkins,8,,
102,T63,T63,D.A. Weibring,8,2.0,
103,T63,T63,Robert Wrenn,8,,
104,T105,T105,Woody Austin,7,4.0,
105,T105,T105,Tom Byrum,7,3.0,
106,T105,T105,Rod Curl,7,,
107,T105,T105,Robert Damron,7,5.0,
108,T105,T105,Glen Day,7,7.0,
109,T105,T105,Joel Edwards,7,3.0,
110,T105,T105,Dan Forsman,7,7.0,
111,T105,T105,"Jim Gallagher, Jr.",7,2.0,
112,T105,T105,Brent Geiberger,7,2.0,
113,T105,T105,Kelly Gibson,7,2.0,
114,T105,T105,Matt Gogel,7,6.0,
115,T105,T105,Gary Hallberg,7,1.0,
116,T105,T105,Tim Herron,7,4.0,
117,T105,T105,Lon Hinkle,7,,
118,T105,T105,Peter Jacobsen,7,5.0,
119,T105,T105,Richard Johnson,7,7.0,
120,T105,T105,Brian Kamm,7,,
121,T105,T105,Jonathan Kaye,7,3.0,
122,T105,T105,Kenny Knox,7,,
123,T105,T105,Gary Koch,7,,
124,T105,T105,Wayne Levi,7,1.0,
125,T105,T105,J.L. Lewis,7,5.0,
126,T105,T105,Frank Lickliter II,7,7.0,
127,T105,T105,Steve Lowery,7,5.0,
128,T105,T105,Sandy Lyle,7,1.0,
129,T105,T105,Andrew Magee,7,5.0,
130,T105,T105,Jeff Maggert,7,4.0,
131,T105,T105,John Maginnes,7,5.0,
132,T105,T105,John Mahaffey,7,,
133,T105,T105,Roger Maltbie,7,,
134,T105,T105,Bob May,7,3.0,
135,T105,T105,Scott McCarron,7,5.0,
136,T105,T105,Rocco Mediate,7,7.0,
137,T105,T105,Larry Nelson,7,,
138,T105,T105,Don Pooley,7,,
139,T105,T105,Jack Renner,7,,
140,T105,T105,Clarence Rose,7,,
141,T105,T105,Rory Sabbatini,7,7.0,
142,T105,T105,Tony Sills,7,,
143,T105,T105,Scott Simpson,7,2.0,
144,T105,T105,Joey Sindelar,7,6.0,
145,T105,T105,Mike Springer,7,2.0,
146,T105,T105,Paul Stankowski,7,4.0,
147,T105,T105,"Dave Stockton, Jr.",7,3.0,
148,T105,T105,Kevin Sutherland,7,5.0,
149,T105,T105,Lance Ten Broeck,7,,
150,T105,T105,Lee Trevino,7,,
151,T105,T105,Howard Twitty,7,,
152,T105,T105,Lanny Wadkins,7,,
153,T105,T105,Duffy Waldorf,7,7.0,
154,T105,T105,Tom Watson,7,1.0,
155,T105,T105,Mark Wiebe,7,,
156,T105,T105,Fuzzy Zoeller,7,,
157,T105,T105,Richard Zokol,7,1.0,
158,T159,T159,Steve Allan,6,6.0,
159,T159,T159,Fulton Allem,6,2.0,
160,T159,T159,Stephen Ames,6,6.0,
161,T159,T159,Tommy Armour III,6,4.0,
162,T159,T159,Briny Baird,6,6.0,
163,T159,T159,Dave Barr,6,,
164,T159,T159,Chip Beck,6,,
165,T159,T159,Ronnie Black,6,,
166,T159,T159,Phil Blackmar,6,,
167,T159,T159,Jay Don Blake,6,2.0,
168,T159,T159,Jeff Brehaut,6,6.0,
169,T159,T159,Mark Brooks,6,3.0,
170,T159,T159,Olin Browne,6,4.0,
171,T159,T159,Bart Bryant,6,3.0,
172,T159,T159,George Burns,6,,
173,T159,T159,Bob Burns,6,4.0,
174,T159,T159,Jonathan Byrd,6,4.0,
175,T159,T159,Curt Byrum,6,,
176,T159,T159,Greg Chalmers,6,2.0,
177,T159,T159,Keith Clearwater,6,,
178,T159,T159,Jim Colbert,6,,
179,T159,T159,Ben Crane,6,5.0,
180,T159,T159,Marco Dawson,6,3.0,
181,T159,T159,Jay Delsing,6,4.0,
182,T159,T159,Scott Dunlap,6,,
183,T159,T159,Danny Edwards,6,,
184,T159,T159,Dave Eichelberger,6,,
185,T159,T159,Brad Elder,6,2.0,
186,T159,T159,Steve Elkington,6,4.0,
187,T159,T159,Rick Fehr,6,1.0,
188,T159,T159,Ed Fiori,6,,
189,T159,T159,Bruce Fleisher,6,,
190,T159,T159,Harrison Frazar,6,6.0,
191,T159,T159,Robin Freeman,6,3.0,
192,T159,T159,Edward Fryatt,6,3.0,
193,T159,T159,Retief Goosen,6,5.0,
194,T159,T159,Dan Halldorson,6,1.0,
195,T159,T159,Morris Hatalsky,6,,
196,T159,T159,J.P. Hayes,6,5.0,
197,T159,T159,Vance Heafner,6,,
198,T159,T159,Mike Heinen,6,5.0,
199,T159,T159,Nolan Henke,6,1.0,
200,T159,T159,Joe Inman,6,,
201,T159,T159,John Inman,6,,
202,T159,T159,Barry Jaeckel,6,,
203,T159,T159,Lee Janzen,6,4.0,
204,T159,T159,Tom Jenkins,6,,
205,T159,T159,Brandt Jobe,6,4.0,
206,T159,T159,Kent Jones,6,6.0,
207,T159,T159,Pete Jordan,6,1.0,
208,T159,T159,Skip Kendall,6,5.0,
209,T159,T159,Neal Lancaster,6,5.0,
210,T159,T159,Bob Lohr,6,,
211,T159,T159,Len Mattiace,6,3.0,
212,T159,T159,Billy Mayfair,6,3.0,
213,T159,T159,Jim McGovern,6,5.0,
214,T159,T159,Johnny Miller,6,,
215,T159,T159,Perry Moss,6,,
216,T159,T159,Tim Norris,6,,
217,T159,T159,Geoff Ogilvy,6,6.0,
218,T159,T159,David Ogrin,6,1.0,
219,T159,T159,Steve Pate,6,4.0,
220,T159,T159,Dennis Paulson,6,4.0,
221,T159,T159,Carl Paulson,6,5.0,
222,T159,T159,Craig Perks,6,3.0,
223,T159,T159,Tom Pernice Jr.,6,3.0,
224,T159,T159,Mark Pfeil,6,,
225,T159,T159,Dan Pohl,6,,
226,T159,T159,Sam Randolph,6,,
227,T159,T159,Lee Rinker,6,,
228,T159,T159,Bill Rogers,6,,
229,T159,T159,Dave Rummells,6,1.0,
230,T159,T159,Bill Sander,6,,
231,T159,T159,Ted Schulz,6,,
232,T159,T159,John Senden,6,4.0,
233,T159,T159,Tim Simpson,6,,
234,T159,T159,Heath Slocum,6,6.0,
235,T159,T159,Steve Stricker,6,3.0,
236,T159,T159,Phil Tataurangi,6,2.0,
237,T159,T159,Leonard Thompson,6,,
238,T159,T159,Esteban Toledo,6,5.0,
239,T159,T159,Ted Tryba,6,,
240,T159,T159,Fred Wadsworth,6,,
241,T159,T159,Denis Watson,6,,
242,T159,T159,Lee Westwood,6,3.0,
243,T159,T159,Willie Wood,6,4.0,
244,T245,T245,JC Anderson,5,,
245,T245,T245,Isao Aoki,5,,
246,T245,T245,Seve Ballesteros,5,,
247,T245,T245,Aaron Barber,5,5.0,
248,T245,T245,Craig Barlow,5,5.0,
249,T245,T245,Pat Bates,5,4.0,
250,T245,T245,"David Berganio, Jr.",5,2.0,
251,T245,T245,Thomas Bjørn,5,1.0,
252,T245,T245,Guy Boros,5,3.0,
253,T245,T245,Bob Boyd,5,,
254,T245,T245,Michael Bradley,5,2.0,
255,T245,T245,Billy Ray Brown,5,,
256,T245,T245,Ken Brown,5,,
257,T245,T245,Jason Buha,5,2.0,
258,T245,T245,George Cadle,5,,
259,T245,T245,Alex Cejka,5,5.0,
260,T245,T245,Brandel Chamblee,5,3.0,
261,T245,T245,Barry Cheesman,5,2.0,
262,T245,T245,Brian Claar,5,,
263,T245,T245,Darren Clarke,5,5.0,
264,T245,T245,José Coceres,5,3.0,
265,T245,T245,Frank Conner,5,,
266,T245,T245,Ben Crenshaw,5,,
267,T245,T245,John Daly,5,3.0,
268,T245,T245,Jim Dent,5,,
269,T245,T245,Mike Donald,5,,
270,T245,T245,Ed Dougherty,5,,
271,T245,T245,Lee Elder,5,,
272,T245,T245,Brad Fabel,5,,
273,T245,T245,Nick Faldo,5,1.0,
274,T245,T245,Brad Faxon,5,4.0,
275,T245,T245,Keith Fergus,5,1.0,
276,T245,T245,Todd Fischer,5,5.0,
277,T245,T245,Raymond Floyd,5,,
278,T245,T245,Stephen Gangluff,5,,
279,T245,T245,Tom Gillis,5,5.0,
