,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
0,1,1,Tiger Woods,114,1998050
1,2,2,Ernie Els,28,2002200
2,3,3,Vijay Singh,21,2003150
3,4,4,Charles Howell III,19,2003180
4,T5,T5,Chad Campbell,17,2003160
5,T5,T5,Fred Couples,17,2003040
6,T7,T7,Kenny Perry,13,2003210
7,T7,T7,Mike Weir,13,2003150
8,T9,T9,Robert Allenby,12,2003260
9,T9,T9,Andrew Coltart,12,1998350
10,T9,T9,Nick Price,12,2003150
11,12,12,Paul Goydos,11,2003270
12,T13,T13,Joe Durant,9,2003310
13,T13,T13,Steve Flesch,9,2003360
14,T13,T13,David Frost,9,2003350
15,T13,T13,Jim Furyk,9,2003320
16,T17,T17,Brad Faxon,8,2003360
17,T17,T17,Jerry Kelly,8,2003360
18,T17,T17,John Riegger,8,2003330
19,T17,T17,Loren Roberts,8,2003280
20,T21,T21,Bart Bryant,7,2002490
21,T21,T21,Stewart Cink,7,2003360
22,T21,T21,Padraig Harrington,7,2003220
23,T21,T21,Skip Kendall,7,2003390
24,T21,T21,Rory Sabbatini,7,2003340
25,T21,T21,David Toms,7,2003330
26,T21,T21,Scott Verplank,7,2003360
27,T28,T28,Billy Andrade,6,2003400
28,T28,T28,Craig Barlow,6,2003390
29,T28,T28,Robert Gamez,6,2003390
30,T28,T28,Retief Goosen,6,2003360
31,T28,T28,Neal Lancaster,6,2003400
32,T28,T28,Tom Lehman,6,2003380
33,T28,T28,Ian Poulter,6,2001370
34,T28,T28,Kirk Triplett,6,2003350
35,T36,T36,Stuart Appleby,5,2003400
36,T36,T36,Aaron Baddeley,5,2003380
37,T36,T36,Darren Clarke,5,2003360
38,T36,T36,Gary Evans,5,1998295
39,T36,T36,John Huston,5,2003410
40,T36,T36,Hank Kuehne,5,2003400
41,T36,T36,Adam Scott,5,2003340
42,T36,T36,Doug Tewell,5,1999230
43,T36,T36,Jean Van de Velde,5,2001330
44,T45,T45,Stephen Ames,4,2003440
45,T45,T45,Briny Baird,4,2003450
46,T45,T45,Aaron Barber,4,2003440
47,T45,T45,Jeff Brehaut,4,2003420
48,T45,T45,Michael Campbell,4,2003300
49,T45,T45,Paul Casey,4,2003330
50,T45,T45,David Edwards,4,2003380
51,T45,T45,Bob Estes,4,2003430
52,T45,T45,Niclas Fasth,4,2003340
53,T45,T45,Dan Forsman,4,2003410
54,T45,T45,David Gossett,4,2003420
55,T45,T45,Trevor Immelman,4,2003300
56,T45,T45,Kent Jones,4,2003410
57,T45,T45,Justin Leonard,4,2003360
58,T45,T45,Peter Lonard,4,2003430
59,T45,T45,Andrew Magee,4,2003390
60,T45,T45,Bob May,4,2003140
61,T45,T45,Jesper Parnevik,4,2003440
62,T45,T45,Phillip Price,4,2003360
63,T45,T45,Chris Riley,4,2003430
64,T45,T45,Eduardo Romero,4,2003330
65,T45,T45,Jeff Sluman,4,2003440
66,T45,T45,Vance Veazey,4,2003420
67,T45,T45,Duffy Waldorf,4,2003410
68,T69,T69,Paul Curry,3,2000455
69,T69,T69,Jay Haas,3,2003430
70,T69,T69,Brian Henninger,3,2003400
71,T69,T69,Stu Ingraham,3,1993340
72,T69,T69,Toshi Izawa,3,2003340
73,T69,T69,Davis Love III,3,2003460
74,T69,T69,Steve Lowery,3,2003440
75,T69,T69,Geoff Ogilvy,3,2003450
76,T69,T69,Hennie Otto,3,2003300
77,T69,T69,Deane Pappas,3,2003440
78,T69,T69,Brenden Pappas,3,2003450
79,T69,T69,Carl Paulson,3,2003450
80,T69,T69,Pat Perez,3,2003450
81,T69,T69,Tim Petrovic,3,2003440
82,T69,T69,Justin Rose,3,2003360
83,T69,T69,Bob Shearer,3,1984320
84,T69,T69,Hidemichi Tanaka,3,2003420
85,T69,T69,Mario Tiziani,3,2002290
86,T69,T69,Roger Wessels,3,1991360
87,T88,T88,Woody Austin,2,2003460
88,T88,T88,Paul Azinger,2,2003460
89,T88,T88,Cameron Beckman,2,2003400
90,T88,T88,Thomas Bjørn,2,2003360
91,T88,T88,Brad Bryant,2,2003420
92,T88,T88,Ángel Cabrera,2,2003340
93,T88,T88,Tom Carter,2,2003450
94,T88,T88,K.J. Choi,2,2003470
95,T88,T88,Russ Cochran,2,2003420
96,T88,T88,Ryan Dillon,2,2001420
97,T88,T88,Ken Duke,2,2002420
98,T88,T88,Nick Faldo,2,2003300
99,T88,T88,Gene Fieger,2,2001110
100,T88,T88,Mark Foster,2,2003300
101,T88,T88,Ian Garbutt,2,2000310
102,T88,T88,Derek Gillespie,2,2002390
103,T88,T88,Bill Glasson,2,2003420
104,T88,T88,Lucas Glover,2,2002290
105,T88,T88,Matt Gogel,2,2003440
106,T88,T88,Jason Gore,2,2003460
107,T88,T88,Richard Green,2,2001310
108,T88,T88,Todd Hamilton,2,2003340
109,T88,T88,Jason Hill,2,2002450
110,T88,T88,Mikko Ilonen,2,2001310
111,T88,T88,Freddie Jacobson,2,2003360
112,T88,T88,Raphael Jacquelin,2,2003300
113,T88,T88,Thongchai Jaidee,2,2002410
114,T88,T88,Trip Kuehne,2,1996240
115,T88,T88,Barry Lane,2,2001310
116,T88,T88,Thomas Levet,2,2003450
117,T88,T88,Wayne Levi,2,2001300
118,T88,T88,Hunter Mahan,2,2003380
119,T88,T88,Blaine McCallister,2,2003290
120,T88,T88,Scott McCarron,2,2003410
121,T88,T88,Mac McLendon,2,1980430
122,T88,T88,Colin Montgomerie,2,2003360
123,T88,T88,Patrick Moore,2,2003030
124,T88,T88,David Morland IV,2,2002490
125,T88,T88,Jack Newton,2,1982420
126,T88,T88,Arron Oberholser,2,2003400
127,T88,T88,José María Olazábal,2,2003330
128,T88,T88,Rod Pampling,2,2003400
129,T88,T88,Craig Parry,2,2003360
130,T88,T88,David Peoples,2,2003460
131,T88,T88,Lee Porter,2,2002480
132,T88,T88,Brett Quigley,2,2003460
133,T88,T88,John Rollins,2,2003460
134,T88,T88,John Schroeder,2,1995300
135,T88,T88,Brent Schwarzrock,2,2003450
136,T88,T88,Charles Sifford,2,1983020
137,T88,T88,Bob Smith,2,1985280
138,T88,T88,Des Smyth,2,2001310
139,T88,T88,Paul Stankowski,2,2003420
140,T88,T88,Kevin Sutherland,2,2003450
141,T88,T88,Hal Sutton,2,2003410
142,T88,T88,Bob Tway,2,2003460
143,T88,T88,D.A. Weibring,2,2003160
144,T88,T88,Lee Westwood,2,2003360
