,Best_YTD_1-Putt_or_Better_Streak_RANK THIS WEEK,Best_YTD_1-Putt_or_Better_Streak_RANK LAST WEEK,Best_YTD_1-Putt_or_Better_Streak_PLAYER NAME,Best_YTD_1-Putt_or_Better_Streak_EVENTS,Best_YTD_1-Putt_or_Better_Streak_VALUE
0,1,1,Kenichi Kuboya,31,13
1,T2,T2,Jeff Brehaut,32,12
2,T2,T2,Chad Campbell,27,12
3,T2,T2,Jeff Maggert,24,12
4,T2,T2,Billy Mayfair,31,12
5,T2,T2,Pat Perez,33,12
6,T2,T2,Tim Petrovic,32,12
7,T8,T8,Robert Allenby,24,11
8,T8,T8,Aaron Barber,32,11
9,T8,T8,Tom Byrum,31,11
10,T8,T8,Chris DiMarco,27,11
11,T8,T8,Luke Donald,27,11
12,T8,T8,Fred Funk,33,11
13,T8,T8,Glen Hnatiuk,29,11
14,T8,T8,Peter Lonard,26,11
15,T8,T8,John Rollins,27,11
16,T17,T17,Notah Begay III,30,10
17,T17,T17,Jonathan Byrd,29,10
18,T17,T17,Greg Chalmers,32,10
19,T17,T17,David Edwards,13,10
20,T17,T17,Harrison Frazar,27,10
21,T17,T17,"Jim Gallagher, Jr.",9,10
22,T17,T17,Brent Geiberger,16,10
23,T17,T17,J.P. Hayes,25,10
24,T17,T17,Tim Herron,29,10
25,T17,T17,Jerry Kelly,30,10
26,T17,T17,Mark O'Meara,25,10
27,T17,T17,Corey Pavin,26,10
28,T17,T17,Tom Pernice Jr.,31,10
29,T17,T17,Nick Price,17,10
30,T17,T17,Chris Riley,29,10
31,T17,T17,"Dave Stockton, Jr.",31,10
32,T17,T17,Tiger Woods,18,10
33,T34,T34,Aaron Baddeley,20,9
34,T34,T34,Thomas Bjørn,6,9
35,T34,T34,Ángel Cabrera,14,9
36,T34,T34,Mark Calcavecchia,24,9
37,T34,T34,Jim Carter,33,9
38,T34,T34,Alex Cejka,30,9
39,T34,T34,Brandel Chamblee,15,9
40,T34,T34,K.J. Choi,32,9
41,T34,T34,Stewart Cink,28,9
42,T34,T34,Michael Clark II,21,9
43,T34,T34,Ben Crane,27,9
44,T34,T34,Ben Curtis,21,9
45,T34,T34,Danny Ellis,10,9
46,T34,T34,Todd Fischer,32,9
47,T34,T34,Jim Furyk,27,9
48,T34,T34,Kelly Gibson,13,9
49,T34,T34,J.J. Henry,31,9
50,T34,T34,John Huston,23,9
51,T34,T34,Richard Johnson,28,9
52,T34,T34,Skip Kendall,30,9
53,T34,T34,Cliff Kresge,32,9
54,T34,T34,Joel Kribel,16,9
55,T34,T34,Hank Kuehne,23,9
56,T34,T34,Neal Lancaster,35,9
57,T34,T34,Scott Laycock,25,9
58,T34,T34,Frank Lickliter II,30,9
59,T34,T34,John Maginnes,29,9
60,T34,T34,Scott McCarron,27,9
61,T34,T34,Spike McRoy,35,9
62,T34,T34,Rocco Mediate,24,9
63,T34,T34,John Morgan,29,9
64,T34,T34,Geoff Ogilvy,26,9
65,T34,T34,Hennie Otto,3,9
66,T34,T34,Rod Pampling,27,9
67,T34,T34,Brenden Pappas,33,9
68,T34,T34,Jerry Pate,3,9
69,T34,T34,Kenny Perry,26,9
70,T34,T34,Rory Sabbatini,27,9
71,T34,T34,Paul Stankowski,21,9
72,T34,T34,Vance Veazey,26,9
73,T34,T34,Mike Weir,21,9
74,T34,T34,Garrett Willis,32,9
75,T76,T76,Stephen Ames,27,8
76,T76,T76,Chris Anderson,31,8
77,T76,T76,Tommy Armour III,23,8
78,T76,T76,Woody Austin,31,8
79,T76,T76,Craig Barlow,29,8
80,T76,T76,"David Berganio, Jr.",15,8
81,T76,T76,Roy Biancalana,2,8
82,T76,T76,Bob Burns,28,8
83,T76,T76,Jason Caron,29,8
84,T76,T76,Brian Claar,2,8
85,T76,T76,Tim Clark,25,8
86,T76,T76,Darren Clarke,16,8
87,T76,T76,Marco Dawson,31,8
88,T76,T76,Steve Elkington,14,8
89,T76,T76,Brad Faxon,27,8
90,T76,T76,Steve Flesch,33,8
91,T76,T76,Dan Forsman,27,8
92,T76,T76,David Frost,26,8
93,T76,T76,Sergio Garcia,20,8
94,T76,T76,Tom Gillis,25,8
95,T76,T76,Bill Glasson,13,8
96,T76,T76,Matt Gogel,25,8
97,T76,T76,Charles Howell III,31,8
98,T76,T76,Trevor Immelman,12,8
99,T76,T76,Toshi Izawa,6,8
100,T76,T76,Freddie Jacobson,8,8
101,T76,T76,Per-Ulrik Johansson,31,8
102,T76,T76,Matt Kuchar,23,8
103,T76,T76,Davis Love III,23,8
104,T76,T76,Steve Lowery,29,8
105,T76,T76,Len Mattiace,27,8
106,T76,T76,James McLean,19,8
107,T76,T76,Andy Miller,25,8
108,T76,T76,Bryce Molder,3,8
109,T76,T76,José María Olazábal,16,8
110,T76,T76,Anthony Painter,31,8
111,T76,T76,Deane Pappas,24,8
112,T76,T76,Carl Paulson,32,8
113,T76,T76,David Peoples,30,8
114,T76,T76,Craig Perks,28,8
115,T76,T76,Chris Perry,3,8
116,T76,T76,Dicky Pride,23,8
117,T76,T76,Tag Ridings,6,8
118,T76,T76,Adam Scott,14,8
119,T76,T76,Patrick Sheehan,32,8
120,T76,T76,Chris Smith,30,8
121,T76,T76,Steve Stricker,21,8
122,T76,T76,Hidemichi Tanaka,30,8
123,T76,T76,David Toms,26,8
124,T76,T76,Kirk Triplett,25,8
125,T76,T76,Bob Tway,26,8
126,T76,T76,Howard Twitty,1,8
127,T76,T76,Scott Verplank,26,8
128,T76,T76,Lee Westwood,8,8
129,T76,T76,Willie Wood,11,8
130,T131,T131,Brad Adamonis,1,7
131,T131,T131,Steven Alker,30,7
132,T131,T131,Billy Andrade,29,7
133,T131,T131,Stuart Appleby,27,7
134,T131,T131,Paul Azinger,26,7
135,T131,T131,Todd Barranger,31,7
136,T131,T131,Doug Barron,32,7
137,T131,T131,Chris Baryla,2,7
138,T131,T131,Brian Bateman,26,7
139,T131,T131,Cameron Beckman,26,7
140,T131,T131,Rich Beem,26,7
141,T131,T131,Olin Browne,34,7
142,T131,T131,José Coceres,21,7
143,T131,T131,John Cook,10,7
144,T131,T131,Fred Couples,18,7
145,T131,T131,John Daly,22,7
146,T131,T131,Robert Damron,32,7
147,T131,T131,Glen Day,31,7
148,T131,T131,Jay Delsing,9,7
149,T131,T131,Joe Durant,28,7
150,T131,T131,Brad Elder,20,7
151,T131,T131,Ernie Els,17,7
152,T131,T131,Niclas Fasth,14,7
153,T131,T131,Raymond Floyd,1,7
154,T131,T131,Carlos Franco,30,7
155,T131,T131,Brian Gay,34,7
156,T131,T131,Mathew Goggin,28,7
157,T131,T131,Jason Gore,30,7
158,T131,T131,David Gossett,28,7
159,T131,T131,Paul Gow,21,7
160,T131,T131,Paul Goydos,25,7
161,T131,T131,John Guyton,1,7
162,T131,T131,Jay Haas,25,7
163,T131,T131,Scott Hoch,17,7
164,T131,T131,David Howell,2,7
