,Consecutive_Fairways_Hit_RANK THIS WEEK,Consecutive_Fairways_Hit_RANK LAST WEEK,Consecutive_Fairways_Hit_PLAYER NAME,Consecutive_Fairways_Hit_EVENTS,Consecutive_Fairways_Hit_BEST STREAK,Consecutive_Fairways_Hit_CURRENT STREAK
0,1,1,Skip Kendall,30,46,1.0
1,2,2,David Peoples,30,45,1.0
2,3,3,Glen Hnatiuk,29,42,2.0
3,4,4,Paul Goydos,25,41,
4,5,5,Jim Furyk,27,40,2.0
5,6,6,Doug Barron,32,39,2.0
6,7,7,Dicky Pride,23,35,1.0
7,T8,T8,Fred Funk,33,34,2.0
8,T8,T8,Donnie Hammond,27,34,2.0
9,T10,T10,Ben Curtis,21,33,
10,T10,T10,Gary Hallberg,8,33,
11,T10,T10,Kenichi Kuboya,31,33,1.0
12,T13,T13,Kenny Perry,26,32,
13,T13,T13,Kenneth Staton,22,32,
14,T15,T15,Chad Campbell,27,31,3.0
15,T15,T15,Chris DiMarco,27,31,
16,T15,T15,Paul Gow,21,31,
17,T15,T15,Frank Lickliter II,30,31,2.0
18,19,19,Spike McRoy,35,30,1.0
19,T20,T20,Darren Clarke,16,29,3.0
20,T20,T20,Robert Damron,32,29,3.0
21,T20,T20,Carl Paulson,32,29,2.0
22,T23,T23,Dan Forsman,27,28,
23,T23,T23,Cliff Kresge,32,28,1.0
24,T23,T23,Jeff Maggert,24,28,
25,T23,T23,Billy Mayfair,31,28,3.0
26,T23,T23,Tom Pernice Jr.,31,28,
27,T23,T23,Nick Price,17,28,3.0
28,T29,T29,Pat Bates,35,27,5.0
29,T29,T29,Gavin Coles,28,27,8.0
30,T29,T29,David Edwards,13,27,2.0
31,T29,T29,Matt Gogel,25,27,
32,T29,T29,Jim McGovern,11,27,3.0
33,T29,T29,Rocco Mediate,24,27,
34,T29,T29,Rod Pampling,27,27,1.0
35,T36,T36,Craig Barlow,29,26,1.0
36,T36,T36,Notah Begay III,30,26,
37,T36,T36,Scott Laycock,25,26,
38,T36,T36,John Riegger,17,26,
39,T36,T36,Tom Scherrer,16,26,1.0
40,T41,T41,Jerry Kelly,30,25,2.0
41,T41,T41,Shigeki Maruyama,28,25,2.0
42,T41,T41,Hidemichi Tanaka,30,25,
43,T41,T41,Garrett Willis,32,25,2.0
44,T45,T45,Aaron Barber,32,24,1.0
45,T45,T45,Jeff Brehaut,32,24,3.0
46,T45,T45,Mike Grob,27,24,2.0
47,T45,T45,Freddie Jacobson,8,24,
48,T45,T45,Heath Slocum,32,24,2.0
49,T50,T50,Stuart Appleby,27,23,
50,T50,T50,"David Berganio, Jr.",15,23,1.0
51,T50,T50,Olin Browne,34,23,1.0
52,T50,T50,Keith Fergus,5,23,6.0
53,T50,T50,Harrison Frazar,27,23,1.0
54,T50,T50,Corey Pavin,26,23,3.0
55,T50,T50,Pat Perez,33,23,
