,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
140,T139,T139,Larry Mize,19,127,36.0
141,142,142,Matt Gogel,25,126,34.0
142,T143,T143,Ben Crane,27,125,13.0
143,T143,T143,John Daly,22,125,6.0
144,145,145,Akio Sadakata,29,124,15.0
145,T146,T146,Danny Ellis,10,123,8.0
146,T146,T146,Tom Gillis,25,123,21.0
147,T146,T146,John Senden,33,123,34.0
148,T146,T146,Duffy Waldorf,25,123,52.0
149,T150,T150,Pat Bates,35,122,9.0
150,T150,T150,Dan Forsman,27,122,92.0
151,T152,T152,Jerry Kelly,30,121,7.0
152,T152,T152,Willie Wood,11,121,21.0
153,T154,T154,Bernhard Langer,21,120,
154,T154,T154,Craig Parry,16,120,42.0
155,T154,T154,Scott Simpson,18,120,19.0
156,T154,T154,Nick Watney,8,120,43.0
157,T158,T158,Tom Byrum,31,119,3.0
158,T158,T158,"Jim Gallagher, Jr.",9,119,16.0
159,T158,T158,Paul Goydos,25,119,119.0
160,T158,T158,Nick Price,17,119,4.0
161,T162,T162,Notah Begay III,30,118,
162,T162,T162,Brad Elder,20,118,5.0
163,T162,T162,J.J. Henry,31,118,13.0
164,T162,T162,J.L. Lewis,31,118,5.0
165,T162,T162,Paul Stankowski,21,118,52.0
166,167,167,Jeff Maggert,24,117,
167,168,168,Tommy Armour III,23,116,24.0
168,T169,T169,Michael Clark II,21,115,102.0
169,T169,T169,David Edwards,13,115,23.0
170,T169,T169,Gene Sauers,30,115,12.0
171,T169,T169,Lee Westwood,8,115,21.0
172,T173,T173,Chad Campbell,27,114,28.0
173,T173,T173,John Cook,10,114,47.0
174,T173,T173,Stephen Leaney,9,114,13.0
175,176,176,Rocco Mediate,24,113,9.0
176,177,177,Kent Jones,23,112,19.0
177,T178,T178,Mark Calcavecchia,24,111,48.0
178,T178,T178,Hank Kuehne,23,111,4.0
179,T178,T178,Ian Leggatt,26,111,10.0
180,T178,T178,Blaine McCallister,8,111,4.0
181,T178,T178,Craig Perks,28,111,1.0
182,T178,T178,Larry Rinker,3,111,8.0
183,184,184,Garrett Willis,32,110,17.0
184,T185,T185,Craig Barlow,29,109,14.0
185,T185,T185,Padraig Harrington,11,109,19.0
186,T187,T187,Jeff Quinney,2,108,108.0
187,T187,T187,Heath Slocum,32,108,15.0
188,T189,T189,Stephen Ames,27,107,59.0
189,T189,T189,Steve Elkington,14,107,3.0
190,T189,T189,Niclas Fasth,14,107,
191,T192,T192,Jim Carter,33,106,21.0
192,T192,T192,Brandel Chamblee,15,106,6.0
193,T192,T192,Todd Hamilton,3,106,41.0
194,T192,T192,Kenneth Staton,22,106,11.0
195,196,196,Pat Perez,33,105,
196,T197,T197,Carl Pettersson,26,104,39.0
197,T197,T197,Eduardo Romero,12,104,39.0
198,T197,T197,Darron Stiles,29,104,5.0
199,200,200,Robert Allenby,24,103,5.0
200,T201,T201,Bart Bryant,6,102,2.0
201,T201,T201,John Morgan,29,102,12.0
202,T203,T203,Doug Barron,32,100,7.0
203,T203,T203,David Gossett,28,100,13.0
204,T203,T203,Per-Ulrik Johansson,31,100,13.0
205,T203,T203,Mark O'Meara,25,100,15.0
206,T207,T207,Nick Faldo,7,99,25.0
207,T207,T207,Søren Kjeldsen,2,99,99.0
208,T207,T207,Tom Lehman,25,99,6.0
209,T207,T207,Justin Rose,11,99,8.0
210,T207,T207,Tom Scherrer,16,99,34.0
211,T212,T212,Ben Curtis,21,98,23.0
212,T212,T212,Rory Sabbatini,27,98,13.0
213,T212,T212,Cameron Yancey,23,98,29.0
214,T215,T215,Tom Carter,8,97,91.0
215,T215,T215,Ernie Els,17,97,33.0
216,T215,T215,Taichiro Kiyota,3,97,97.0
217,T215,T215,Matt Kuchar,23,97,87.0
218,T215,T215,John Morse,8,97,17.0
219,T220,T220,José Coceres,21,96,
220,T220,T220,David Duval,20,96,3.0
221,T222,T222,Andy Miller,25,95,52.0
222,T222,T222,Kevin Na,2,95,12.0
223,T222,T222,Mike Standly,9,95,15.0
224,T222,T222,Ty Tryon,21,95,11.0
225,226,226,David Toms,26,93,4.0
226,227,227,Mike Hulbert,14,92,48.0
227,T228,T228,Bob Burns,28,91,57.0
228,T228,T228,Ken Green,7,91,3.0
229,T228,T228,Greg Kraft,9,91,2.0
230,231,231,Rich Beem,26,90,26.0
231,T232,T232,Todd Barranger,31,89,4.0
232,T232,T232,"David Berganio, Jr.",15,89,11.0
233,T232,T232,Colin Montgomerie,12,89,
234,T232,T232,Tag Ridings,6,89,16.0
235,T232,T232,Mike Sposa,25,89,
236,T237,T237,Jonathan Byrd,29,88,21.0
237,T237,T237,Ignacio Garrido,5,88,9.0
238,T237,T237,Michael Muehr,7,88,17.0
239,T240,T240,Ricky Barnes,10,86,34.0
240,T240,T240,Mathew Goggin,28,86,22.0
241,T242,T242,Pierre Fulke,3,85,6.0
242,T242,T242,Yusaku Miyazato,4,85,85.0
243,T244,T244,Sergio Garcia,20,84,29.0
244,T244,T244,Steve Jones,11,84,9.0
245,T244,T244,Jonathan Kaye,27,84,32.0
246,T244,T244,Mike Springer,9,84,2.0
247,T248,T248,Paul Casey,7,83,8.0
248,T248,T248,Sandy Lyle,5,83,6.0
249,T250,T250,Fulton Allem,15,82,4.0
250,T250,T250,Kelly Gibson,13,82,
251,T250,T250,Dan Halldorson,5,82,8.0
252,253,253,Patrick Moore,3,81,
253,254,254,Thomas Bjørn,6,80,7.0
254,T255,T255,Russ Cochran,4,79,4.0
255,T255,T255,Robin Freeman,12,79,15.0
256,T255,T255,Curtis Strange,8,79,21.0
257,T258,T258,Steve Pate,16,78,18.0
258,T258,T258,Craig Stadler,10,78,52.0
259,260,260,Mark Foster,2,76,13.0
260,T261,T261,Gary Hallberg,8,74,1.0
261,T261,T261,Phillip Price,9,74,56.0
262,T261,T261,Adam Scott,14,74,2.0
263,T264,T264,Danny Briggs,1,72,72.0
264,T264,T264,Mark Hensby,1,72,72.0
265,T264,T264,Pete Jordan,1,72,72.0
266,T264,T264,Brent Schwarzrock,20,72,6.0
267,T264,T264,Mark Walker,1,72,72.0
268,T269,T269,Guy Boros,6,71,20.0
269,T269,T269,Keith Fergus,5,71,9.0
270,T269,T269,Chris Greenwood,2,71,71.0
271,T269,T269,David Ogrin,4,71,13.0
272,T269,T269,Richard Zokol,13,71,15.0
273,T274,T274,Michael Campbell,14,70,17.0
274,T274,T274,Arnold Palmer,2,70,70.0
275,T274,T274,Grant Waite,18,70,2.0
276,T277,T277,James McLean,19,69,13.0
277,T277,T277,Greg Norman,7,69,29.0
278,T279,T279,Trevor Immelman,12,68,16.0
279,T279,T279,Wilfredo Morales,2,68,68.0
280,T279,T279,Dave Rummells,7,68,2.0
281,T282,T282,Brad Bryant,4,67,62.0
282,T282,T282,Trevor Dodds,3,67,67.0
283,T282,T282,Kelly Mitchum,3,67,19.0
284,285,285,Ronnie Black,4,66,27.0
285,T286,T286,Brad Lardon,8,65,17.0
286,T286,T286,Tim Wilkinson,1,65,1.0
287,288,288,Ryan Moore,1,64,7.0
288,T289,T289,Mathias Grönberg,4,63,63.0
289,T289,T289,Gary Nicklaus,6,63,21.0
290,291,291,Bob May,7,61,43.0
291,T292,T292,Barry Evans,6,59,28.0
292,T292,T292,David Smail,4,59,42.0
293,T294,T294,Barry Cheesman,2,58,35.0
294,T294,T294,Ian Poulter,4,58,2.0
295,T296,T296,Gabriel Hjertstedt,9,57,1.0
296,T296,T296,Hennie Otto,3,57,57.0
297,T296,T296,Mike Small,1,57,14.0
298,299,299,Phil Blackmar,1,56,15.0
299,T300,T300,"Joe Acosta, Jr.",3,55,9.0
300,T300,T300,Alan Morin,4,55,8.0
301,T302,T302,Chris Baryla,2,54,12.0
302,T302,T302,Paul McGinley,3,54,13.0
303,T302,T302,Chris Perry,3,54,1.0
304,T302,T302,Jyoti Randhawa,2,54,21.0
305,306,306,Craig Kanada,2,53,53.0
306,T307,T307,Gary Evans,2,52,52.0
307,T307,T307,Sean McCarty,2,52,1.0
308,T307,T307,D.A. Weibring,2,52,14.0
309,T310,T310,Edward Fryatt,1,51,51.0
310,T310,T310,David Morland IV,1,51,11.0
311,T310,T310,Mike Reid,2,51,5.0
312,T313,T313,Shingo Katayama,5,50,3.0
313,T313,T313,Hunter Mahan,9,50,41.0
314,T313,T313,Mark Wurtz,2,50,15.0
315,T316,T316,Brian Claar,2,49,40.0
316,T316,T316,Chris Downes,1,49,12.0
317,T316,T316,Franklin Langham,2,49,49.0
318,T316,T316,David Lynn,1,49,49.0
319,T316,T316,Troy Matteson,3,49,9.0
320,T316,T316,Matt Peterson,2,49,9.0
321,T322,T322,Chip Beck,2,48,1.0
322,T322,T322,Robert-Jan Derksen,2,48,1.0
323,T322,T322,Yasuharu Imano,3,48,48.0
324,T325,T325,Andy Bean,2,47,28.0
325,T325,T325,Mark Hayes,1,47,16.0
326,T325,T325,Tyler Swanson,1,47,9.0
327,T328,T328,Roy Biancalana,2,46,46.0
328,T328,T328,Keith Clearwater,3,46,2.0
329,T328,T328,Ian Woosnam,2,46,7.0
330,T331,T331,Craig Bowden,2,45,12.0
331,T331,T331,Toru Taniguchi,4,45,
332,T333,T333,Michael Bradley,4,44,1.0
333,T333,T333,Graeme McDowell,3,44,39.0
334,T335,T335,Brian Davis,4,43,34.0
335,T335,T335,Mike Donald,3,43,1.0
336,T335,T335,Philip Golding,2,43,33.0
337,T335,T335,Ryuji Imada,1,43,7.0
338,T335,T335,Robert Karlsson,3,43,11.0
339,T335,T335,Jin Park,2,43,16.0
340,T335,T335,D.J. Trahan,6,43,3.0
341,T342,T342,Paul Dietsche,3,42,5.0
342,T342,T342,Nolan Henke,6,42,11.0
343,T342,T342,Jack Nicklaus,4,42,42.0
344,T345,T345,Michael Flynn,1,41,
345,T345,T345,Jarrod Moseley,2,41,27.0
346,T345,T345,Sean Murphy,3,41,41.0
347,T345,T345,Tom Watson,4,41,13.0
348,T345,T345,Jeff Yurkiewicz,2,41,20.0
349,350,350,Anthony Wall,1,40,9.0
350,T351,T351,Scott Dunlap,1,39,24.0
351,T351,T351,Richard Massey,2,39,32.0
352,T351,T351,Adam Mednick,1,39,1.0
353,T351,T351,Jake Narro,2,39,14.0
354,T351,T351,Sam Randolph,2,39,2.0
355,T351,T351,Taichi Teshima,1,39,39.0
356,T357,T357,Bill Haas,2,38,4.0
357,T357,T357,Anders Hansen,3,38,38.0
358,T357,T357,Raphael Jacquelin,2,38,21.0
359,T360,T360,Jeremy Anderson,1,37,16.0
360,T360,T360,Jeffrey Lankford,2,37,10.0
361,T360,T360,Andy Oldcorn,1,37,1.0
362,T360,T360,Robert Thompson,2,37,1.0
363,T364,T364,Bob Blean,1,36,36.0
364,T364,T364,Douglas Bohn,1,36,36.0
365,T364,T364,Kevin Burton,1,36,36.0
366,T364,T364,Rex Caldwell,1,36,36.0
367,T364,T364,Mike Capone,1,36,36.0
368,T364,T364,Ron Castillo,1,36,36.0
369,T364,T364,Nick Dougherty,1,36,36.0
370,T364,T364,Rick Fehr,1,36,36.0
371,T364,T364,Michael Fergin,1,36,36.0
372,T364,T364,Bob Friend,1,36,36.0
373,T364,T364,Kyle Gallo,1,36,36.0
374,T364,T364,Ernie Gonzalez,1,36,14.0
375,T364,T364,John Guyton,1,36,36.0
376,T364,T364,Damian Hale,1,36,36.0
377,T364,T364,Robert Hamilton,1,36,36.0
378,T364,T364,Kirk Hanefeld,1,36,36.0
379,T364,T364,Ryan Hogue,1,36,36.0
380,T364,T364,Zach Johnson,1,36,36.0
381,T364,T364,Katsunori Kuwabara,1,36,36.0
382,T364,T364,Maarten Lafeber,1,36,36.0
383,T364,T364,Adam Le Vesconte,1,36,36.0
384,T364,T364,Regan Lee,1,36,36.0
385,T364,T364,Mike Martin,1,36,36.0
386,T364,T364,Mike McNerney,1,36,36.0
387,T364,T364,Charles Meola,1,36,36.0
388,T364,T364,Will Moore,1,36,36.0
389,T364,T364,Chris Patton,1,36,36.0
390,T364,T364,Lee Rinker,1,36,36.0
391,T364,T364,Charl Schwartzel,1,36,36.0
392,T364,T364,Cary Sciorra,1,36,36.0
393,T364,T364,Steve Scott,1,36,36.0
394,T364,T364,Brad Sherfy,1,36,36.0
395,T364,T364,Jerry Smith,1,36,36.0
396,T364,T364,Kevin Streelman,1,36,36.0
397,T364,T364,Mike Sullivan,1,36,36.0
398,T364,T364,Nevin Sutcliffe,1,36,36.0
399,T364,T364,Fred Sutton,1,36,36.0
400,T364,T364,Kyle Thompson,1,36,36.0
401,T364,T364,Howard Twitty,1,36,36.0
402,T364,T364,Tim Weinhart,1,36,36.0
403,T404,T404,George Burns,1,35,
404,T404,T404,Tim Conley,1,35,35.0
405,T404,T404,David Dell,1,35,35.0
406,T404,T404,Peter O'Malley,3,35,4.0
407,T404,T404,Suzy Whaley,1,35,35.0
408,T409,T409,Arjun Atwal,1,34,23.0
409,T409,T409,Rob Bradley,1,34,1.0
410,T409,T409,Mark Johnson,1,34,1.0
411,T409,T409,Simon Nash,1,34,1.0
412,T409,T409,Scott Porter,1,34,1.0
413,T409,T409,Kevin Stadler,2,34,1.0
414,T415,T415,Scott Bogle,1,33,1.0
415,T415,T415,Bubba Dickerson,1,33,
416,T415,T415,Bradley Hughes,2,33,5.0
417,T415,T415,Tomohiro Kondo,1,33,1.0
418,T415,T415,Doug LaBelle II,1,33,33.0
419,T415,T415,Bob Lohr,1,33,33.0
420,T415,T415,Rob McMillan,1,33,2.0
421,T415,T415,Joe Phengsavath,1,33,33.0
422,T415,T415,Dan Pohl,2,33,7.0
423,T424,T424,Brad Adamonis,1,32,3.0
424,T424,T424,Jason Allred,2,32,6.0
425,T424,T424,Lindsay Bernakevitch,1,32,3.0
426,T424,T424,Steven Bowditch,1,32,2.0
427,T424,T424,Markus Brier,1,32,32.0
428,T424,T424,Patrick Duty,1,32,3.0
429,T424,T424,Brad Fabel,2,32,10.0
430,T424,T424,Steve Gotsche,1,32,32.0
431,T424,T424,David Marchand,1,32,3.0
432,T424,T424,Mark Roe,1,32,14.0
433,T424,T424,Jeff Roth,1,32,3.0
434,T424,T424,Marco Ruiz,1,32,5.0
435,T424,T424,Andy Sanders,1,32,3.0
436,T424,T424,Geoffrey Sisk,1,32,32.0
437,T424,T424,Roland Thatcher,2,32,
438,T424,T424,Mark Wiebe,2,32,3.0
439,T440,T440,Thongchai Jaidee,1,31,2.0
440,T440,T440,Dino Lucchesi,1,31,31.0
441,T440,T440,Kiyoshi Miyazato,1,31,
442,T440,T440,Jerry Pate,3,31,3.0
443,T440,T440,Zeb Patten,1,31,4.0
444,T440,T440,Jack Renner,1,31,4.0
445,T440,T440,Steen Tinning,2,31,31.0
446,T440,T440,Charles Warren,2,31,2.0
447,T448,T448,John Bermel,1,30,30.0
448,T448,T448,Jason Knutzon,1,30,1.0
449,T448,T448,Luke List,1,30,
450,T448,T448,Gary March,1,30,5.0
451,T448,T448,Don Pooley,1,30,30.0
452,T448,T448,Brett Wetterich,1,30,5.0
453,T454,T454,Andrew Barnes,1,29,29.0
454,T454,T454,Gary Emerson,1,29,5.0
455,T454,T454,Gibby Martens,2,29,29.0
456,T454,T454,Mark McNulty,1,29,13.0
457,T454,T454,Marcus Meloan,1,29,6.0
458,T454,T454,Nobuhito Sato,1,29,4.0
459,T454,T454,Marty Schiene,1,29,6.0
460,T454,T454,Jeff Wood,1,29,
461,T462,T462,Tony Arvold,1,28,28.0
462,T462,T462,Jim Cichra,1,28,28.0
463,T462,T462,Sean Farren,2,28,8.0
464,T462,T462,Trip Kuehne,1,28,6.0
465,T462,T462,Paul LoCicero,1,28,7.0
466,T462,T462,Gary Murphy,1,28,14.0
467,T462,T462,Adam Rubinson,1,28,7.0
468,T462,T462,Kent Stauffer,1,28,28.0
469,T462,T462,Chris Toulson,1,28,7.0
470,T462,T462,"Carl Worley, Jr.",1,28,7.0
471,T472,T472,Seve Ballesteros,1,27,2.0
472,T472,T472,Jaxon Brigman,1,27,
473,T472,T472,Patrick Damron,2,27,23.0
474,T472,T472,Tom Harding,1,27,27.0
475,T472,T472,S.K. Ho,1,27,27.0
476,T472,T472,John Klauk,2,27,27.0
477,T472,T472,Jim Rutledge,1,27,3.0
478,T472,T472,Ken Schall,1,27,27.0
479,T472,T472,Mark Sierak,1,27,8.0
480,T481,T481,Ed Dougherty,1,26,26.0
481,T481,T481,Bradley Dredge,2,26,3.0
482,T481,T481,Tim Fleming,1,26,26.0
483,T481,T481,Andrew George,1,26,1.0
484,T481,T481,Seungsu Han,1,26,5.0
485,T481,T481,Brian Lamb,1,26,26.0
486,T481,T481,Charlie Meade,1,26,7.0
487,T481,T481,Greg Owen,2,26,3.0
488,T481,T481,Steve Schneiter,1,26,26.0
489,T481,T481,Mark Smith,1,26,26.0
490,T481,T481,Noboru Sugai,1,26,4.0
491,T481,T481,Tim Thelen,1,26,26.0
492,T493,T493,Charles Bolling,1,25,25.0
493,T493,T493,Kelsey Cline,1,25,2.0
494,T493,T493,Rod Curl,2,25,3.0
495,T493,T493,Raymond Floyd,1,25,25.0
496,T493,T493,Peter Fowler,1,25,18.0
497,T493,T493,David Howser,1,25,25.0
498,T493,T493,Steve Marino,1,25,5.0
499,T493,T493,Jon Mills,1,25,15.0
500,T493,T493,Gary Player,1,25,4.0
501,T493,T493,Ted Purdy,2,25,10.0
502,T493,T493,Dirk Schultz,1,25,10.0
503,T493,T493,Craig Stevens,1,25,4.0
504,T493,T493,Mario Tiziani,1,25,25.0
505,T493,T493,Jimmy Walker,1,25,10.0
506,T493,T493,Casey Wittenberg,1,25,25.0
507,T493,T493,Fuzzy Zoeller,1,25,25.0
508,T509,T509,Ryan Fauchier,1,24,24.0
509,T509,T509,Alastair Forsyth,3,24,24.0
510,T509,T509,David Hearn,1,24,5.0
511,T509,T509,Greg Hiller,1,24,6.0
512,T509,T509,David Howell,2,24,2.0
513,T509,T509,Peter Laws,1,24,24.0
514,T509,T509,David Lundstrom,1,24,24.0
515,T509,T509,George McNeill,1,24,24.0
516,T509,T509,Greg Reynolds,1,24,9.0
517,T509,T509,Tony Rohlik,2,24,24.0
518,T509,T509,Todd Rose,1,24,
519,T509,T509,Warren Schutte,1,24,11.0
520,T509,T509,Dave Spengler,1,24,8.0
521,T509,T509,Anthony Sproston,1,24,1.0
522,T509,T509,Chip Sullivan,2,24,22.0
523,T509,T509,Fred Wadsworth,2,24,7.0
524,T509,T509,Trey Walewski,1,24,5.0
525,T509,T509,Stephen Woodard,1,24,11.0
526,T527,T527,Ryan Dillon,1,23,15.0
527,T527,T527,Scott Godfrey,1,23,23.0
528,T527,T527,Terry Hatch,1,23,12.0
529,T527,T527,Edward Loar,1,23,12.0
530,T527,T527,Bryce Molder,3,23,7.0
531,T527,T527,Iain Pyman,1,23,23.0
532,T527,T527,Jeff Sanday,1,23,4.0
533,T527,T527,Matt Seppanen,1,23,12.0
534,T527,T527,Christopher Smith,1,23,23.0
535,T527,T527,Simon Wakefield,1,23,23.0
536,T527,T527,Ryan Welborn,1,23,23.0
537,T538,T538,Mark Carnevale,5,22,11.0
538,T538,T538,Jon Fiedler,1,22,2.0
539,T538,T538,Jeff Gove,1,22,1.0
540,T538,T538,Barry Jaeckel,1,22,13.0
541,T538,T538,Shawn Kelly,1,22,2.0
542,T538,T538,Alejandro Larrazabal,3,22,1.0
543,T538,T538,Joe Ogilvie,1,22,13.0
544,T538,T538,Rick Reinsberg,1,22,22.0
545,T538,T538,Katsuyoshi Tomori,1,22,4.0
546,T538,T538,John Witherall,1,22,22.0
547,T548,T548,Cody Beyer,1,21,14.0
548,T548,T548,Scott Brauer,1,21,4.0
549,T548,T548,Brandon Cobb,1,21,21.0
550,T548,T548,Bobby Cole,1,21,21.0
551,T548,T548,Mike Deuel,1,21,21.0
552,T548,T548,Kenneth Ferrie,1,21,6.0
553,T548,T548,Lon Hinkle,1,21,21.0
554,T548,T548,Charley Hoffman,1,21,11.0
555,T548,T548,Bob Sowards,1,21,8.0
556,T548,T548,Sal Spallone,1,21,
557,T558,T558,Tommy Aaron,1,20,5.0
558,T558,T558,Miguel Angel Jiménez,1,20,13.0
559,T558,T558,John Robertson,1,20,15.0
560,T558,T558,Greg Twiggs,1,20,20.0
561,T558,T558,Jim Woods,1,20,14.0
562,T558,T558,Mike Worroll,1,20,5.0
563,T558,T558,Rick Zarlengo,1,20,20.0
564,T565,T565,JC Anderson,2,19,5.0
565,T565,T565,Anthony Arvidson,1,19,15.0
566,T565,T565,Ben Case,1,19,19.0
567,T565,T565,Rick Heath,1,19,11.0
