,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Charles Howell III,34
1,2,2,Phil Mickelson,28
2,3,3,Tim Petrovic,27
3,4,4,David Toms,25
4,5,5,Joe Durant,24
5,T6,T6,Jonathan Byrd,23
6,T6,T6,Scott Verplank,23
7,8,8,Shaun Micheel,22
8,T9,T9,Stuart Appleby,21
9,T9,T9,John Cook,21
10,T9,T9,Lee Janzen,21
11,T9,T9,Kirk Triplett,21
12,13,13,Skip Kendall,20
13,T14,T14,John Huston,19
14,T14,T14,Craig Parry,19
15,T16,T16,Dan Forsman,18
16,T16,T16,Tom Lehman,18
17,T16,T16,Frank Lickliter II,18
18,T19,T19,Billy Andrade,17
19,T19,T19,Briny Baird,17
20,T19,T19,"David Berganio, Jr.",17
21,T19,T19,Hank Kuehne,17
22,T19,T19,Shigeki Maruyama,17
23,T19,T19,Vijay Singh,17
24,T25,T25,Stewart Cink,16
25,T25,T25,Ben Crane,16
26,T25,T25,Todd Fischer,16
27,T25,T25,Robert Gamez,16
28,T25,T25,Paul Goydos,16
29,T25,T25,Jerry Kelly,16
30,T25,T25,Scott Laycock,16
31,T25,T25,John Rollins,16
32,T33,T33,Stephen Ames,15
33,T33,T33,Cameron Beckman,15
34,T33,T33,Chad Campbell,15
35,T33,T33,Glen Day,15
36,T33,T33,Chris DiMarco,15
37,T33,T33,Luke Donald,15
38,T33,T33,Kent Jones,15
39,T33,T33,Kenny Perry,15
40,T33,T33,Brett Quigley,15
41,T42,T42,Michael Clark II,14
42,T42,T42,Jay Delsing,14
43,T42,T42,David Edwards,14
44,T42,T42,Mike Heinen,14
45,T42,T42,Neal Lancaster,14
46,T42,T42,Justin Leonard,14
47,T42,T42,Rocco Mediate,14
48,T42,T42,Duffy Waldorf,14
49,T50,T50,Steve Flesch,13
50,T50,T50,David Frost,13
51,T50,T50,Fred Funk,13
52,T50,T50,David Gossett,13
53,T50,T50,Scott McCarron,13
54,T50,T50,Jesper Parnevik,13
55,T50,T50,David Peoples,13
56,T50,T50,Chris Riley,13
57,T50,T50,Chris Smith,13
58,T50,T50,Kevin Sutherland,13
59,T50,T50,Mike Weir,13
60,T61,T61,Aaron Barber,12
61,T61,T61,Jeff Brehaut,12
62,T61,T61,Alex Cejka,12
63,T61,T61,Harrison Frazar,12
64,T61,T61,Sergio Garcia,12
65,T61,T61,Davis Love III,12
66,T61,T61,Carl Paulson,12
67,T61,T61,Tom Pernice Jr.,12
68,T61,T61,Rory Sabbatini,12
69,T61,T61,Jay Williamson,12
70,T61,T61,Garrett Willis,12
71,T72,T72,Woody Austin,11
72,T72,T72,Craig Barlow,11
73,T72,T72,Brian Bateman,11
74,T72,T72,Olin Browne,11
75,T72,T72,Greg Chalmers,11
76,T72,T72,Marco Dawson,11
77,T72,T72,Ernie Els,11
78,T72,T72,Jim Furyk,11
79,T72,T72,Tim Herron,11
80,T72,T72,Richard Johnson,11
81,T72,T72,Bernhard Langer,11
82,T72,T72,J.L. Lewis,11
83,T72,T72,Geoff Ogilvy,11
84,T72,T72,Rod Pampling,11
85,T72,T72,Loren Roberts,11
86,T72,T72,Hidemichi Tanaka,11
87,T88,T88,Aaron Baddeley,10
88,T88,T88,Pat Bates,10
89,T88,T88,Jason Buha,10
90,T88,T88,Tim Clark,10
91,T88,T88,Russ Cochran,10
92,T88,T88,Steve Elkington,10
93,T88,T88,Robin Freeman,10
94,T88,T88,Jeff Gallagher,10
95,T88,T88,Matt Gogel,10
96,T88,T88,Jay Haas,10
97,T88,T88,Glen Hnatiuk,10
98,T88,T88,Steve Jones,10
99,T88,T88,Jonathan Kaye,10
100,T88,T88,Andrew Magee,10
101,T88,T88,Blaine McCallister,10
102,T88,T88,Spike McRoy,10
103,T88,T88,Brenden Pappas,10
104,T88,T88,Dennis Paulson,10
105,T88,T88,John Senden,10
106,T88,T88,Jeff Sluman,10
107,T88,T88,Paul Stankowski,10
108,T88,T88,Phil Tataurangi,10
109,T110,T110,Steve Allan,9
110,T110,T110,Mark Calcavecchia,9
111,T110,T110,Robert Damron,9
112,T110,T110,Brad Faxon,9
113,T110,T110,Brent Geiberger,9
114,T110,T110,Jason Gore,9
115,T110,T110,Paul Gow,9
116,T110,T110,Brandt Jobe,9
117,T110,T110,Corey Pavin,9
118,T110,T110,Nick Price,9
119,T110,T110,Dicky Pride,9
120,T110,T110,Patrick Sheehan,9
121,T110,T110,Joey Sindelar,9
122,T110,T110,Esteban Toledo,9
123,T110,T110,Bob Tway,9
124,T110,T110,Tiger Woods,9
125,T126,T126,Robert Allenby,8
126,T126,T126,Notah Begay III,8
127,T126,T126,Mark Brooks,8
128,T126,T126,Tom Byrum,8
129,T126,T126,Jason Caron,8
130,T126,T126,Tom Carter,8
131,T126,T126,K.J. Choi,8
132,T126,T126,Darren Clarke,8
133,T126,T126,José Coceres,8
134,T126,T126,Carlos Franco,8
135,T126,T126,Tom Gillis,8
136,T126,T126,Bill Glasson,8
137,T126,T126,Mathew Goggin,8
138,T126,T126,Retief Goosen,8
139,T126,T126,Mike Grob,8
140,T126,T126,Donnie Hammond,8
141,T126,T126,Padraig Harrington,8
142,T126,T126,Brian Henninger,8
143,T126,T126,J.J. Henry,8
144,T126,T126,Peter Jacobsen,8
145,T126,T126,Per-Ulrik Johansson,8
146,T126,T126,Joel Kribel,8
147,T126,T126,Ian Leggatt,8
148,T126,T126,Peter Lonard,8
149,T126,T126,Steve Lowery,8
150,T126,T126,Len Mattiace,8
151,T126,T126,Billy Mayfair,8
152,T126,T126,Graeme McDowell,8
153,T126,T126,Arron Oberholser,8
154,T126,T126,Tom Scherrer,8
155,T126,T126,Heath Slocum,8
156,T126,T126,Mike Sposa,8
157,T126,T126,Mike Standly,8
158,T126,T126,Hal Sutton,8
159,T126,T126,Willie Wood,8
160,T161,T161,Steven Alker,7
161,T161,T161,Guy Boros,7
162,T161,T161,Bart Bryant,7
163,T161,T161,Ben Curtis,7
164,T161,T161,Bob Estes,7
165,T161,T161,Dudley Hart,7
166,T161,T161,J.P. Hayes,7
167,T161,T161,Trevor Immelman,7
168,T161,T161,Cliff Kresge,7
169,T161,T161,Kenichi Kuboya,7
170,T161,T161,Thomas Levet,7
171,T161,T161,John Maginnes,7
172,T161,T161,John Morgan,7
173,T161,T161,Deane Pappas,7
174,T161,T161,Pat Perez,7
175,T161,T161,Craig Perks,7
176,T161,T161,Carl Pettersson,7
177,T161,T161,John Riegger,7
178,T161,T161,Justin Rose,7
179,T161,T161,Akio Sadakata,7
180,T161,T161,Mike Springer,7
181,T161,T161,Darron Stiles,7
182,T161,T161,Brian Watts,7
183,T184,T184,Tommy Armour III,6
184,T184,T184,Doug Barron,6
185,T184,T184,Bob Burns,6
186,T184,T184,Jim Carter,6
187,T184,T184,Brandel Chamblee,6
188,T184,T184,Gavin Coles,6
189,T184,T184,Fred Couples,6
190,T184,T184,Joel Edwards,6
191,T184,T184,Danny Ellis,6
192,T184,T184,Brian Gay,6
193,T184,T184,Paul Lawrie,6
194,T184,T184,Jeff Maggert,6
195,T184,T184,Larry Mize,6
196,T184,T184,Mark O'Meara,6
197,T184,T184,Gene Sauers,6
198,T184,T184,Brent Schwarzrock,6
199,T184,T184,David Sutherland,6
200,T184,T184,Mark Wilson,6
201,T202,T202,Chris Anderson,5
202,T202,T202,Paul Azinger,5
203,T202,T202,Ricky Barnes,5
204,T202,T202,Todd Barranger,5
205,T202,T202,Rich Beem,5
206,T202,T202,Barry Cheesman,5
207,T202,T202,John Daly,5
208,T202,T202,Trevor Dodds,5
209,T202,T202,Keith Fergus,5
210,T202,T202,Derek Gillespie,5
211,T202,T202,Ernie Gonzalez,5
212,T202,T202,Scott Hoch,5
213,T202,T202,Freddie Jacobson,5
214,T202,T202,Matt Kuchar,5
215,T202,T202,Jim McGovern,5
216,T202,T202,James McLean,5
217,T202,T202,Patrick Moore,5
218,T202,T202,Matt Peterson,5
219,T202,T202,Phillip Price,5
220,T202,T202,Jeff Quinney,5
221,T202,T202,Adam Scott,5
222,T202,T202,Scott Simpson,5
223,T202,T202,Kenneth Staton,5
224,T202,T202,Stan Utley,5
225,T202,T202,Vance Veazey,5
226,T202,T202,Grant Waite,5
227,T202,T202,Dean Wilson,5
228,T202,T202,Cameron Yancey,5
229,T230,T230,Fulton Allem,4
230,T230,T230,Jay Don Blake,4
231,T230,T230,Michael Bradley,4
232,T230,T230,Brad Bryant,4
233,T230,T230,Chris Downes,4
234,T230,T230,David Duval,4
235,T230,T230,Brad Elder,4
236,T230,T230,Niclas Fasth,4
237,T230,T230,Rick Fehr,4
238,T230,T230,Kelly Gibson,4
239,T230,T230,Ken Green,4
240,T230,T230,Mathias Grönberg,4
241,T230,T230,Mark Hensby,4
242,T230,T230,Jeff Klein,4
243,T230,T230,Greg Kraft,4
244,T230,T230,Hunter Mahan,4
245,T230,T230,Bob May,4
246,T230,T230,Andy Miller,4
247,T230,T230,Alan Morin,4
248,T230,T230,Gary Nicklaus,4
249,T230,T230,Greg Norman,4
250,T230,T230,Peter O'Malley,4
251,T230,T230,Anthony Painter,4
252,T230,T230,Steve Pate,4
253,T230,T230,Tag Ridings,4
254,T230,T230,Jerry Smith,4
255,T230,T230,Craig Stadler,4
256,T230,T230,"Dave Stockton, Jr.",4
257,T230,T230,Steve Stricker,4
258,T230,T230,Ty Tryon,4
259,T230,T230,Nick Watney,4
260,T261,T261,Jeremy Anderson,3
261,T261,T261,Andy Bean,3
262,T261,T261,Phil Blackmar,3
263,T261,T261,Danny Briggs,3
264,T261,T261,Ángel Cabrera,3
265,T261,T261,Brian Claar,3
266,T261,T261,Scott Dunlap,3
267,T261,T261,Nick Faldo,3
268,T261,T261,Edward Fryatt,3
269,T261,T261,"Jim Gallagher, Jr.",3
270,T261,T261,Gary Hallberg,3
271,T261,T261,Yasuharu Imano,3
272,T261,T261,Toshi Izawa,3
273,T261,T261,Taichiro Kiyota,3
274,T261,T261,Brad Lardon,3
275,T261,T261,Stephen Leaney,3
276,T261,T261,Colin Montgomerie,3
277,T261,T261,John Morse,3
278,T261,T261,Michael Muehr,3
279,T261,T261,José María Olazábal,3
280,T261,T261,Eduardo Romero,3
281,T261,T261,Mario Tiziani,3
282,T261,T261,Matt Weibring,3
283,T261,T261,Lee Westwood,3
284,T261,T261,Kaname Yokoo,3
285,T261,T261,Richard Zokol,3
286,T287,T287,Thomas Bjørn,2
287,T287,T287,Ronnie Black,2
288,T287,T287,Rex Caldwell,2
289,T287,T287,Brian Davis,2
290,T287,T287,Robert-Jan Derksen,2
291,T287,T287,Paul Dietsche,2
292,T287,T287,Gary Evans,2
293,T287,T287,Peter Fowler,2
294,T287,T287,Ignacio Garrido,2
295,T287,T287,Dan Halldorson,2
296,T287,T287,Robert Hamilton,2
297,T287,T287,James Healey,2
298,T287,T287,Nolan Henke,2
299,T287,T287,Gabriel Hjertstedt,2
300,T287,T287,Mike Hulbert,2
301,T287,T287,Pete Jordan,2
302,T287,T287,Shawn Kelly,2
303,T287,T287,Wayne Levi,2
304,T287,T287,Sandy Lyle,2
305,T287,T287,Troy Matteson,2
306,T287,T287,George McNeill,2
307,T287,T287,Kelly Mitchum,2
308,T287,T287,Ian Poulter,2
309,T287,T287,Larry Rinker,2
310,T287,T287,Mark Roe,2
311,T287,T287,Tony Rohlik,2
312,T287,T287,Dave Rummells,2
313,T287,T287,Kevin Shields,2
314,T287,T287,Kevin Stadler,2
315,T287,T287,Mike Sullivan,2
316,T287,T287,Tyler Swanson,2
317,T287,T287,Mark Walker,2
318,T287,T287,Jimmy Walker,2
319,T287,T287,Charles Warren,2
320,T287,T287,D.A. Weibring,2
