,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
0,1,1,Deane Pappas,24,150
1,2,2,Jay Williamson,31,142
2,3,3,Peter Lonard,26,140
3,4,4,Paul Goydos,25,119
4,5,5,Michael Clark II,21,102
5,6,6,Olin Browne,34,94
6,7,7,Dan Forsman,27,92
7,8,8,Aaron Barber,32,91
8,9,9,Matt Kuchar,23,87
9,10,10,Jeff Sluman,31,79
10,11,11,Robert Damron,32,78
11,12,12,Aaron Baddeley,20,68
12,T13,T13,Robert Gamez,31,66
13,T13,T13,Richard Johnson,28,66
14,15,15,Arron Oberholser,25,62
15,16,16,Stephen Ames,27,59
16,17,17,Darren Clarke,16,58
17,T18,T18,Paul Azinger,26,57
18,T18,T18,Bob Burns,28,57
19,T18,T18,Greg Chalmers,32,57
20,T21,T21,Andy Miller,25,52
21,T21,T21,Paul Stankowski,21,52
22,T21,T21,Duffy Waldorf,25,52
23,24,24,Jeff Klein,25,50
24,25,25,Jason Caron,29,49
25,26,26,Mark Calcavecchia,24,48
26,T27,T27,Brandt Jobe,22,47
27,T27,T27,Steve Stricker,21,47
28,29,29,Kaname Yokoo,22,45
29,30,30,Dudley Hart,22,40
30,31,31,Carl Pettersson,26,39
31,32,32,Geoff Ogilvy,26,37
32,33,33,J.P. Hayes,25,35
33,T34,T34,Brad Faxon,27,34
34,T34,T34,Matt Gogel,25,34
35,T34,T34,Scott Laycock,25,34
36,T34,T34,Shigeki Maruyama,28,34
37,T34,T34,John Senden,33,34
38,T39,T39,Stewart Cink,28,33
39,T39,T39,Ernie Els,17,33
40,T39,T39,Spike McRoy,35,33
41,T42,T42,Paul Gow,21,32
42,T42,T42,Jonathan Kaye,27,32
43,T42,T42,Vance Veazey,26,32
44,45,45,Brian Henninger,17,31
45,T46,T46,Hal Sutton,24,30
46,T46,T46,Dean Wilson,27,30
47,T48,T48,Harrison Frazar,27,29
48,T48,T48,Sergio Garcia,20,29
49,T48,T48,Jesper Parnevik,31,29
50,T48,T48,Cameron Yancey,23,29
51,T52,T52,Chad Campbell,27,28
52,T52,T52,Skip Kendall,30,28
53,T54,T54,"Dave Stockton, Jr.",31,27
54,T54,T54,Esteban Toledo,35,27
55,T56,T56,Rich Beem,26,26
56,T56,T56,Alex Cejka,30,26
57,T56,T56,Chris Riley,29,26
58,59,59,Chris Anderson,31,25
59,T60,T60,Tommy Armour III,23,24
60,T60,T60,Mark Brooks,31,24
61,T60,T60,Tim Clark,25,24
62,T60,T60,Joe Durant,28,24
63,T60,T60,Andrew Magee,26,24
64,T60,T60,Bob Tway,26,24
65,T66,T66,Ben Curtis,21,23
66,T66,T66,Kenny Perry,26,23
67,T68,T68,Woody Austin,31,22
68,T68,T68,Jason Buha,25,22
69,T68,T68,Chris DiMarco,27,22
70,T68,T68,Mathew Goggin,28,22
71,T68,T68,Mike Weir,21,22
72,T73,T73,Steven Alker,30,21
73,T73,T73,Jonathan Byrd,29,21
74,T73,T73,Jim Carter,33,21
75,T73,T73,Todd Fischer,32,21
76,T73,T73,Tom Gillis,25,21
77,T73,T73,Dicky Pride,23,21
78,T79,T79,John Maginnes,29,20
79,T79,T79,Joey Sindelar,29,20
80,T81,T81,Kent Jones,23,19
81,T81,T81,Steve Lowery,29,19
82,T81,T81,Scott McCarron,27,19
83,T84,T84,Joel Edwards,23,18
84,T84,T84,Bob Estes,25,18
85,T84,T84,Brett Quigley,27,18
86,T87,T87,Jeff Brehaut,32,17
87,T87,T87,Garrett Willis,32,17
88,T89,T89,Gavin Coles,28,16
89,T89,T89,Charles Howell III,31,16
90,T91,T91,Fred Couples,18,15
91,T91,T91,Lee Janzen,25,15
92,T91,T91,Cliff Kresge,32,15
93,T91,T91,Mark O'Meara,25,15
94,T91,T91,Carl Paulson,32,15
95,T91,T91,John Riegger,17,15
96,T91,T91,Akio Sadakata,29,15
97,T91,T91,Heath Slocum,32,15
98,T99,T99,Craig Barlow,29,14
99,T99,T99,Fred Funk,33,14
100,T99,T99,Jason Gore,30,14
101,T99,T99,Tim Herron,29,14
102,T103,T103,Ben Crane,27,13
103,T103,T103,Marco Dawson,31,13
104,T103,T103,David Gossett,28,13
105,T103,T103,J.J. Henry,31,13
106,T103,T103,Per-Ulrik Johansson,31,13
107,T103,T103,Rory Sabbatini,27,13
108,T109,T109,K.J. Choi,32,12
109,T109,T109,David Frost,26,12
110,T109,T109,John Morgan,29,12
111,T109,T109,Brenden Pappas,33,12
112,T109,T109,Gene Sauers,30,12
113,T109,T109,Chris Smith,30,12
114,T109,T109,Kirk Triplett,25,12
115,T116,T116,Jay Don Blake,27,11
116,T116,T116,Justin Leonard,23,11
117,T116,T116,Rod Pampling,27,11
118,T116,T116,Kenneth Staton,22,11
119,T116,T116,Ty Tryon,21,11
120,T121,T121,Donnie Hammond,27,10
121,T121,T121,Ian Leggatt,26,10
122,T121,T121,Anthony Painter,31,10
123,T124,T124,Pat Bates,35,9
124,T124,T124,Cameron Beckman,26,9
125,T124,T124,Luke Donald,27,9
126,T124,T124,Mike Heinen,29,9
127,T124,T124,Len Mattiace,27,9
128,T124,T124,Rocco Mediate,24,9
129,T124,T124,Kevin Sutherland,27,9
130,T131,T131,Stuart Appleby,27,8
131,T131,T131,Briny Baird,33,8
132,T131,T131,Retief Goosen,19,8
133,T131,T131,Mike Grob,27,8
134,T135,T135,Doug Barron,32,7
135,T135,T135,Jim Furyk,27,7
136,T135,T135,Jerry Kelly,30,7
137,T135,T135,Shaun Micheel,28,7
138,T135,T135,Hidemichi Tanaka,30,7
139,T140,T140,Steve Allan,18,6
140,T140,T140,Billy Andrade,29,6
141,T140,T140,John Daly,22,6
142,T140,T140,Brian Gay,34,6
143,T140,T140,Tom Lehman,25,6
144,T140,T140,Frank Lickliter II,30,6
145,T140,T140,Corey Pavin,26,6
146,T140,T140,Brent Schwarzrock,20,6
147,T140,T140,Mark Wilson,30,6
148,T149,T149,Robert Allenby,24,5
149,T149,T149,Brian Bateman,26,5
150,T149,T149,Brad Elder,20,5
151,T149,T149,Brent Geiberger,16,5
152,T149,T149,Thomas Levet,26,5
