,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
153,T149,T149,J.L. Lewis,31,5
154,T149,T149,Davis Love III,23,5
155,T149,T149,Billy Mayfair,31,5
156,T149,T149,Loren Roberts,24,5
157,T149,T149,Darron Stiles,29,5
158,T159,T159,Todd Barranger,31,4
159,T159,T159,Peter Jacobsen,22,4
160,T159,T159,Hank Kuehne,23,4
161,T159,T159,Tom Pernice Jr.,31,4
162,T159,T159,Nick Price,17,4
163,T159,T159,David Toms,26,4
164,T165,T165,Tom Byrum,31,3
165,T165,T165,Glen Day,31,3
166,T165,T165,Carlos Franco,30,3
167,T165,T165,Jay Haas,25,3
168,T165,T165,Vijay Singh,27,3
169,T165,T165,David Sutherland,25,3
170,T171,T171,Glen Hnatiuk,29,2
171,T171,T171,John Huston,23,2
172,T171,T171,David Peoples,30,2
173,T171,T171,John Rollins,27,2
174,T171,T171,Adam Scott,14,2
175,T171,T171,Scott Verplank,26,2
176,T177,T177,Steve Flesch,33,1
177,T177,T177,Craig Perks,28,1
178,T177,T177,Tim Petrovic,32,1
179,T177,T177,Patrick Sheehan,32,1
180,T177,T177,Tiger Woods,18,1
