,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
76,T32,T32,James McLean,19,3
77,T32,T32,John Morgan,29,3
78,T32,T32,Alan Morin,4,3
79,T32,T32,Mark O'Meara,25,3
80,T32,T32,Arron Oberholser,25,3
81,T32,T32,Brenden Pappas,33,3
82,T32,T32,Jerry Pate,3,3
83,T32,T32,Dennis Paulson,15,3
84,T32,T32,Craig Perks,28,3
85,T32,T32,Tim Petrovic,32,3
86,T32,T32,Carl Pettersson,26,3
87,T32,T32,Rory Sabbatini,27,3
88,T32,T32,Akio Sadakata,29,3
89,T32,T32,Patrick Sheehan,32,3
90,T32,T32,Vijay Singh,27,3
91,T32,T32,Chris Smith,30,3
92,T32,T32,Mike Sposa,25,3
93,T32,T32,Steve Stricker,21,3
94,T32,T32,Bob Tway,26,3
95,T32,T32,Scott Verplank,26,3
96,T32,T32,Mike Weir,21,3
97,T32,T32,Lee Westwood,8,3
98,T32,T32,Dean Wilson,27,3
99,T32,T32,Tiger Woods,18,3
100,T101,T101,Steven Alker,30,2
101,T101,T101,Robert Allenby,24,2
102,T101,T101,Stephen Ames,27,2
103,T101,T101,Chris Anderson,31,2
104,T101,T101,Billy Andrade,29,2
105,T101,T101,Stuart Appleby,27,2
106,T101,T101,Paul Azinger,26,2
107,T101,T101,Aaron Baddeley,20,2
108,T101,T101,Aaron Barber,32,2
109,T101,T101,Craig Barlow,29,2
110,T101,T101,Todd Barranger,31,2
111,T101,T101,Doug Barron,32,2
112,T101,T101,Brian Bateman,26,2
113,T101,T101,Andy Bean,2,2
114,T101,T101,Cameron Beckman,26,2
115,T101,T101,Ronnie Black,4,2
116,T101,T101,Bart Bryant,6,2
117,T101,T101,Bob Burns,28,2
118,T101,T101,Mark Calcavecchia,24,2
119,T101,T101,Michael Campbell,14,2
120,T101,T101,Jason Caron,29,2
121,T101,T101,Paul Casey,7,2
122,T101,T101,Brandel Chamblee,15,2
123,T101,T101,Stewart Cink,28,2
124,T101,T101,Michael Clark II,21,2
125,T101,T101,Keith Clearwater,3,2
126,T101,T101,John Cook,10,2
127,T101,T101,Fred Couples,18,2
128,T101,T101,Robert Damron,32,2
129,T101,T101,Bob Estes,25,2
130,T101,T101,Niclas Fasth,14,2
131,T101,T101,Steve Flesch,33,2
132,T101,T101,Jeff Gallagher,10,2
133,T101,T101,Robert Gamez,31,2
134,T101,T101,Sergio Garcia,20,2
135,T101,T101,Matt Gogel,25,2
136,T101,T101,Ernie Gonzalez,1,2
137,T101,T101,Paul Gow,21,2
138,T101,T101,Paul Goydos,25,2
139,T101,T101,Mike Grob,27,2
140,T101,T101,Jay Haas,25,2
141,T101,T101,Donnie Hammond,27,2
142,T101,T101,Mark Hayes,1,2
143,T101,T101,Gabriel Hjertstedt,9,2
144,T101,T101,Glen Hnatiuk,29,2
145,T101,T101,S.K. Ho,1,2
146,T101,T101,Charles Howell III,31,2
147,T101,T101,John Huston,23,2
148,T101,T101,Kent Jones,23,2
149,T101,T101,Jonathan Kaye,27,2
150,T101,T101,Taichiro Kiyota,3,2
151,T101,T101,Jeff Klein,25,2
152,T101,T101,Tomohiro Kondo,1,2
153,T101,T101,Greg Kraft,9,2
154,T101,T101,Cliff Kresge,32,2
155,T101,T101,Kenichi Kuboya,31,2
156,T101,T101,Matt Kuchar,23,2
157,T101,T101,John Ray Leary,1,2
158,T101,T101,Ian Leggatt,26,2
159,T101,T101,Justin Leonard,23,2
160,T101,T101,Thomas Levet,26,2
161,T101,T101,Frank Lickliter II,30,2
162,T101,T101,Peter Lonard,26,2
163,T101,T101,Steve Lowery,29,2
164,T101,T101,Jeff Maggert,24,2
165,T101,T101,John Maginnes,29,2
166,T101,T101,Hunter Mahan,9,2
167,T101,T101,Jim McGovern,11,2
168,T101,T101,Spike McRoy,35,2
169,T101,T101,Rocco Mediate,24,2
170,T101,T101,Shaun Micheel,28,2
171,T101,T101,Phil Mickelson,23,2
172,T101,T101,Andy Miller,25,2
173,T101,T101,Jon Mills,1,2
174,T101,T101,Kris Moe,1,2
175,T101,T101,Michael Muehr,7,2
176,T101,T101,Geoff Ogilvy,26,2
177,T101,T101,Hennie Otto,3,2
178,T101,T101,Anthony Painter,31,2
179,T101,T101,Deane Pappas,24,2
180,T101,T101,Carl Paulson,32,2
181,T101,T101,David Peoples,30,2
182,T101,T101,Tom Pernice Jr.,31,2
183,T101,T101,Kenny Perry,26,2
184,T101,T101,Ian Poulter,4,2
185,T101,T101,Phillip Price,9,2
186,T101,T101,Dicky Pride,23,2
187,T101,T101,Brett Quigley,27,2
188,T101,T101,John Riegger,17,2
189,T101,T101,Loren Roberts,24,2
190,T101,T101,Mark Roe,1,2
191,T101,T101,Justin Rose,11,2
192,T101,T101,Gene Sauers,30,2
193,T101,T101,Tom Scherrer,16,2
194,T101,T101,Jim Schuman,1,2
195,T101,T101,Brent Schwarzrock,20,2
196,T101,T101,Scott Simpson,18,2
197,T101,T101,Joey Sindelar,29,2
198,T101,T101,Mike Standly,9,2
199,T101,T101,Kenneth Staton,22,2
200,T101,T101,Darron Stiles,29,2
201,T101,T101,David Sutherland,25,2
202,T101,T101,Kevin Sutherland,27,2
203,T101,T101,Tyler Swanson,1,2
204,T101,T101,Steen Tinning,2,2
205,T101,T101,Esteban Toledo,35,2
206,T101,T101,David Toms,26,2
207,T101,T101,Kirk Triplett,25,2
208,T101,T101,Vance Veazey,26,2
209,T101,T101,Grant Waite,18,2
210,T101,T101,Duffy Waldorf,25,2
211,T101,T101,Brian Watts,13,2
212,T101,T101,Cameron Yancey,23,2
213,T101,T101,Kaname Yokoo,22,2
214,T215,T215,Fulton Allem,15,1
215,T215,T215,Jeremy Anderson,1,1
216,T215,T215,Tommy Armour III,23,1
217,T215,T215,Chip Beck,2,1
218,T215,T215,Thomas Bjørn,6,1
219,T215,T215,Jay Don Blake,27,1
220,T215,T215,Guy Boros,6,1
221,T215,T215,Danny Briggs,1,1
222,T215,T215,Jaxon Brigman,1,1
223,T215,T215,Mark Brooks,31,1
224,T215,T215,Brad Bryant,4,1
225,T215,T215,Jason Buha,25,1
226,T215,T215,Barry Cheesman,2,1
227,T215,T215,Gavin Coles,28,1
228,T215,T215,Ben Curtis,21,1
229,T215,T215,Patrick Damron,2,1
230,T215,T215,Glen Day,31,1
231,T215,T215,Luke Donald,27,1
232,T215,T215,Joe Durant,28,1
233,T215,T215,David Edwards,13,1
234,T215,T215,Joel Edwards,23,1
235,T215,T215,Brad Elder,20,1
236,T215,T215,Steve Elkington,14,1
237,T215,T215,Danny Ellis,10,1
238,T215,T215,Nick Faldo,7,1
239,T215,T215,Keith Fergus,5,1
240,T215,T215,Michael Flynn,1,1
241,T215,T215,Pierre Fulke,3,1
242,T215,T215,"Jim Gallagher, Jr.",9,1
243,T215,T215,Ignacio Garrido,5,1
244,T215,T215,Kelly Gibson,13,1
245,T215,T215,Tom Gillis,25,1
246,T215,T215,Jeff Gove,1,1
247,T215,T215,Chris Greenwood,2,1
248,T215,T215,Damian Hale,1,1
249,T215,T215,Gary Hallberg,8,1
250,T215,T215,Michael Harris,1,1
251,T215,T215,J.P. Hayes,25,1
252,T215,T215,Nolan Henke,6,1
253,T215,T215,Mark Hensby,1,1
254,T215,T215,Scott Hoch,17,1
255,T215,T215,Bradley Hughes,2,1
256,T215,T215,Mike Hulbert,14,1
257,T215,T215,Toshi Izawa,6,1
258,T215,T215,Thongchai Jaidee,1,1
259,T215,T215,Per-Ulrik Johansson,31,1
260,T215,T215,Joel Kribel,16,1
261,T215,T215,Trip Kuehne,1,1
262,T215,T215,Scott Laycock,25,1
263,T215,T215,Regan Lee,1,1
264,T215,T215,Bill Lunde,1,1
265,T215,T215,David Lundstrom,1,1
266,T215,T215,Sandy Lyle,5,1
267,T215,T215,Mark Maness,1,1
268,T215,T215,Bob May,7,1
269,T215,T215,Blaine McCallister,8,1
270,T215,T215,Sean McCarty,2,1
271,T215,T215,Matt McDougall,1,1
272,T215,T215,Paul McGinley,3,1
273,T215,T215,Adam Mednick,1,1
274,T215,T215,Larry Mize,19,1
275,T215,T215,Bryce Molder,3,1
276,T215,T215,Colin Montgomerie,12,1
277,T215,T215,Ryan Moore,1,1
278,T215,T215,Jake Narro,2,1
279,T215,T215,Greg Norman,7,1
280,T215,T215,José María Olazábal,16,1
281,T215,T215,Rod Pampling,27,1
282,T215,T215,Jesper Parnevik,31,1
283,T215,T215,Craig Parry,16,1
284,T215,T215,Steve Pate,16,1
285,T215,T215,Corey Pavin,26,1
286,T215,T215,Matt Peterson,2,1
287,T215,T215,Nick Price,17,1
288,T215,T215,Sam Randolph,2,1
289,T215,T215,Tag Ridings,6,1
290,T215,T215,Chris Riley,29,1
291,T215,T215,Alexandre Rocha,1,1
292,T215,T215,Eduardo Romero,12,1
293,T215,T215,Adam Rubinson,1,1
294,T215,T215,Jim Rutledge,1,1
295,T215,T215,Charl Schwartzel,1,1
296,T215,T215,Adam Scott,14,1
297,T215,T215,Heath Slocum,32,1
298,T215,T215,Mike Springer,9,1
299,T215,T215,Craig Stadler,10,1
300,T215,T215,"Dave Stockton, Jr.",31,1
301,T215,T215,Hal Sutton,24,1
302,T215,T215,Phil Tataurangi,11,1
303,T215,T215,Craig Thomas,1,1
304,T215,T215,D.J. Trahan,6,1
305,T215,T215,Stan Utley,11,1
306,T215,T215,Charles Warren,2,1
307,T215,T215,Nick Watney,8,1
308,T215,T215,Tom Watson,4,1
309,T215,T215,Tim Wilkinson,1,1
310,T215,T215,Jay Williamson,31,1
311,T215,T215,Mark Wilson,30,1
