,Consecutive_Holes_Below_Par_RANK THIS WEEK,Consecutive_Holes_Below_Par_RANK LAST WEEK,Consecutive_Holes_Below_Par_PLAYER NAME,Consecutive_Holes_Below_Par_EVENTS,Consecutive_Holes_Below_Par_NUMBER OF HOLES
0,T1,T1,Briny Baird,33,8
1,T1,T1,Chad Campbell,27,8
2,T1,T1,Jerry Kelly,30,8
3,T4,T4,Carlos Franco,30,7
4,T4,T4,Jay Haas,25,7
5,T4,T4,Justin Leonard,23,7
6,T4,T4,Pat Perez,33,7
7,T4,T4,Tim Petrovic,32,7
8,T4,T4,Bob Tway,26,7
9,T10,T10,Stuart Appleby,27,6
10,T10,T10,Aaron Barber,32,6
11,T10,T10,Glen Day,31,6
12,T10,T10,Nick Faldo,7,6
13,T10,T10,Fred Funk,33,6
14,T10,T10,J.J. Henry,31,6
15,T10,T10,Peter Jacobsen,22,6
16,T10,T10,Billy Mayfair,31,6
17,T10,T10,Scott McCarron,27,6
18,T10,T10,Brenden Pappas,33,6
19,T10,T10,Nick Price,17,6
20,T10,T10,Phillip Price,9,6
21,T10,T10,Justin Rose,11,6
22,T10,T10,Steve Stricker,21,6
23,T10,T10,Hal Sutton,24,6
24,T25,T25,Woody Austin,31,5
25,T25,T25,Aaron Baddeley,20,5
26,T25,T25,Craig Barlow,29,5
27,T25,T25,Notah Begay III,30,5
28,T25,T25,Mark Brooks,31,5
29,T25,T25,Bart Bryant,6,5
30,T25,T25,Mark Calcavecchia,24,5
31,T25,T25,Greg Chalmers,32,5
32,T25,T25,Michael Clark II,21,5
33,T25,T25,José Coceres,21,5
34,T25,T25,Ben Crane,27,5
35,T25,T25,Chris DiMarco,27,5
36,T25,T25,Chris Downes,1,5
37,T25,T25,Joe Durant,28,5
38,T25,T25,David Duval,20,5
39,T25,T25,Danny Ellis,10,5
40,T25,T25,Steve Flesch,33,5
41,T25,T25,Dan Forsman,27,5
42,T25,T25,Robert Gamez,31,5
43,T25,T25,Bill Glasson,13,5
44,T25,T25,Jason Gore,30,5
45,T25,T25,Donnie Hammond,27,5
46,T25,T25,Mike Heinen,29,5
47,T25,T25,Tim Herron,29,5
48,T25,T25,Trevor Immelman,12,5
49,T25,T25,Per-Ulrik Johansson,31,5
50,T25,T25,Scott Laycock,25,5
51,T25,T25,Frank Lickliter II,30,5
52,T25,T25,Davis Love III,23,5
53,T25,T25,Mark O'Meara,25,5
54,T25,T25,Steve Pate,16,5
55,T25,T25,Dennis Paulson,15,5
56,T25,T25,Brent Schwarzrock,20,5
57,T25,T25,Adam Scott,14,5
58,T25,T25,Vijay Singh,27,5
59,T25,T25,Jeff Sluman,31,5
60,T25,T25,Chris Smith,30,5
61,T25,T25,Paul Stankowski,21,5
62,T25,T25,David Toms,26,5
63,T25,T25,Ty Tryon,21,5
64,T25,T25,Scott Verplank,26,5
65,T25,T25,Mike Weir,21,5
66,T25,T25,Garrett Willis,32,5
67,T68,T68,Steve Allan,18,4
68,T68,T68,Robert Allenby,24,4
69,T68,T68,Stephen Ames,27,4
70,T68,T68,Chris Anderson,31,4
71,T68,T68,Billy Andrade,29,4
72,T68,T68,Paul Azinger,26,4
73,T68,T68,Doug Barron,32,4
