,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,1,1,Shigeki Maruyama,17
1,2,2,Chris DiMarco,15
2,T3,T3,Kent Jones,14
3,T3,T3,Frank Lickliter II,14
4,T5,T5,Jay Delsing,13
5,T5,T5,David Frost,13
6,T5,T5,Jerry Kelly,13
7,T5,T5,Justin Leonard,13
8,T9,T9,Stuart Appleby,12
9,T9,T9,Cameron Beckman,12
10,T9,T9,Jeff Brehaut,12
11,T9,T9,Stewart Cink,12
12,T9,T9,Ben Crane,12
13,T9,T9,Todd Fischer,12
14,T9,T9,Fred Funk,12
15,T9,T9,Robert Gamez,12
16,T9,T9,Paul Goydos,12
17,T9,T9,Mike Heinen,12
18,T9,T9,Rocco Mediate,12
19,T9,T9,Tim Petrovic,12
20,T9,T9,Chris Riley,12
21,T9,T9,Duffy Waldorf,12
22,T23,T23,Craig Barlow,11
23,T23,T23,Charles Howell III,11
24,T23,T23,John Huston,11
25,T23,T23,Geoff Ogilvy,11
26,T23,T23,David Peoples,11
27,T23,T23,Rory Sabbatini,11
28,T29,T29,Woody Austin,10
29,T29,T29,Brian Bateman,10
30,T29,T29,Glen Day,10
31,T29,T29,Joe Durant,10
32,T29,T29,Dan Forsman,10
33,T29,T29,David Gossett,10
34,T29,T29,Neal Lancaster,10
35,T29,T29,Davis Love III,10
36,T29,T29,Kirk Triplett,10
37,T29,T29,Mike Weir,10
38,T39,T39,Billy Andrade,9
39,T39,T39,Jonathan Byrd,9
40,T39,T39,Alex Cejka,9
41,T39,T39,Robert Damron,9
42,T39,T39,Ernie Els,9
43,T39,T39,Brad Faxon,9
44,T39,T39,Jim Furyk,9
45,T39,T39,Matt Gogel,9
46,T39,T39,Paul Gow,9
47,T39,T39,Jay Haas,9
48,T39,T39,Skip Kendall,9
49,T39,T39,Andrew Magee,9
50,T39,T39,Phil Mickelson,9
51,T39,T39,Rod Pampling,9
52,T39,T39,Jesper Parnevik,9
53,T39,T39,Dennis Paulson,9
54,T39,T39,Corey Pavin,9
55,T39,T39,Patrick Sheehan,9
56,T39,T39,Bob Tway,9
57,T39,T39,Scott Verplank,9
58,T59,T59,Steve Allan,8
59,T59,T59,Robert Allenby,8
60,T59,T59,Stephen Ames,8
61,T59,T59,Briny Baird,8
62,T59,T59,Pat Bates,8
63,T59,T59,Tom Byrum,8
64,T59,T59,Chad Campbell,8
65,T59,T59,Russ Cochran,8
66,T59,T59,Luke Donald,8
67,T59,T59,Steve Flesch,8
68,T59,T59,Tom Gillis,8
69,T59,T59,Retief Goosen,8
70,T59,T59,Tim Herron,8
71,T59,T59,Peter Jacobsen,8
72,T59,T59,Lee Janzen,8
73,T59,T59,Jonathan Kaye,8
74,T59,T59,Bernhard Langer,8
75,T59,T59,J.L. Lewis,8
76,T59,T59,Scott McCarron,8
77,T59,T59,Arron Oberholser,8
78,T59,T59,Kenny Perry,8
79,T59,T59,Brett Quigley,8
80,T59,T59,Joey Sindelar,8
81,T59,T59,Vijay Singh,8
82,T83,T83,Aaron Barber,7
83,T83,T83,Guy Boros,7
84,T83,T83,K.J. Choi,7
85,T83,T83,Steve Elkington,7
86,T83,T83,Bob Estes,7
87,T83,T83,Carlos Franco,7
88,T83,T83,Harrison Frazar,7
89,T83,T83,Bill Glasson,7
90,T83,T83,Richard Johnson,7
91,T83,T83,Cliff Kresge,7
92,T83,T83,Kenichi Kuboya,7
93,T83,T83,Tom Lehman,7
94,T83,T83,Steve Lowery,7
95,T83,T83,Brenden Pappas,7
96,T83,T83,Carl Paulson,7
97,T83,T83,Tom Pernice Jr.,7
98,T83,T83,John Rollins,7
99,T83,T83,Akio Sadakata,7
100,T83,T83,Jeff Sluman,7
101,T83,T83,Paul Stankowski,7
102,T83,T83,Kevin Sutherland,7
103,T83,T83,Esteban Toledo,7
104,T83,T83,David Toms,7
105,T83,T83,Tiger Woods,7
106,T107,T107,Tommy Armour III,6
107,T107,T107,Notah Begay III,6
108,T107,T107,Olin Browne,6
109,T107,T107,Michael Clark II,6
110,T107,T107,Tim Clark,6
111,T107,T107,Fred Couples,6
112,T107,T107,Brent Geiberger,6
113,T107,T107,Donnie Hammond,6
114,T107,T107,Dudley Hart,6
115,T107,T107,J.P. Hayes,6
116,T107,T107,Glen Hnatiuk,6
117,T107,T107,Trevor Immelman,6
118,T107,T107,Hank Kuehne,6
119,T107,T107,Scott Laycock,6
120,T107,T107,Jeff Maggert,6
121,T107,T107,Spike McRoy,6
122,T107,T107,Deane Pappas,6
123,T107,T107,Pat Perez,6
124,T107,T107,Dicky Pride,6
125,T107,T107,John Riegger,6
126,T107,T107,Loren Roberts,6
127,T107,T107,John Senden,6
128,T107,T107,Heath Slocum,6
129,T107,T107,Hal Sutton,6
130,T107,T107,Hidemichi Tanaka,6
131,T107,T107,Garrett Willis,6
132,T107,T107,Mark Wilson,6
133,T134,T134,Chris Anderson,5
134,T134,T134,Ricky Barnes,5
135,T134,T134,Rich Beem,5
136,T134,T134,Mark Brooks,5
137,T134,T134,Bart Bryant,5
138,T134,T134,Mark Calcavecchia,5
139,T134,T134,Greg Chalmers,5
140,T134,T134,Darren Clarke,5
141,T134,T134,Ben Curtis,5
142,T134,T134,John Daly,5
143,T134,T134,Marco Dawson,5
144,T134,T134,Trevor Dodds,5
145,T134,T134,Joel Edwards,5
146,T134,T134,Keith Fergus,5
147,T134,T134,Sergio Garcia,5
148,T134,T134,Mathew Goggin,5
149,T134,T134,Mike Grob,5
