,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
255,T248,T248,Joel Kribel,16,11,3.0,2,2,2003110
256,T248,T248,Gibby Martens,2,11,2.0,1,11,2003060
257,T248,T248,Alan Morin,4,11,1.0,2,2,2003110
258,T248,T248,John Morse,8,11,,3,6,2003290
259,T248,T248,Chris Perry,3,11,,2,5,2003040
260,T248,T248,Dicky Pride,23,11,1.0,1,4,2003460
261,T248,T248,Eduardo Romero,12,11,,2,6,2003240
262,T248,T248,Kenneth Staton,22,11,2.0,2,8,2003230
263,T248,T248,Craig Thomas,1,11,4.0,1,17,2003050
264,T248,T248,Mario Tiziani,1,11,1.0,2,6,2003280
265,T248,T248,Charles Warren,2,11,,3,10,2003190
266,T248,T248,Mark Wilson,30,11,,1,15,2003440
267,T248,T248,Willie Wood,11,11,1.0,2,12,2003310
268,T269,T269,Michael Bradley,4,10,3.0,1,8,2003290
269,T269,T269,Tom Carter,8,10,2.0,2,11,2003440
270,T269,T269,Barry Cheesman,2,10,10.0,4,9,2003290
271,T269,T269,Gavin Coles,28,10,1.0,2,17,2003400
272,T269,T269,Tim Conley,1,10,1.0,1,3,2003290
273,T269,T269,Paul Dietsche,3,10,,1,10,2003040
274,T269,T269,Keith Fergus,5,10,5.0,1,4,2003320
275,T269,T269,Michael Flynn,1,10,7.0,1,9,2003200
276,T269,T269,"Jim Gallagher, Jr.",9,10,1.0,1,11,2003380
277,T269,T269,Dan Halldorson,5,10,10.0,2,9,2003420
278,T269,T269,Mike Hulbert,14,10,3.0,1,6,2003400
279,T269,T269,Steve Jones,11,10,,1,16,2003060
280,T269,T269,Stephen Leaney,9,10,,4,18,2003220
281,T269,T269,Colin Montgomerie,12,10,,1,10,2003130
282,T269,T269,Craig Parry,16,10,,2,10,2003210
283,T269,T269,Jerry Pate,3,10,2.0,3,10,2003040
284,T269,T269,Matt Peterson,2,10,,1,14,2003100
285,T269,T269,Dave Rummells,7,10,1.0,1,7,2003400
286,T269,T269,David Smail,4,10,1.0,2,8,2003240
287,T269,T269,Mike Small,1,10,2.0,1,15,2003270
288,T269,T269,Curtis Strange,8,10,,2,2,2003460
289,T269,T269,Lee Westwood,8,10,2.0,4,6,2003180
290,T291,T291,Fulton Allem,15,9,,2,15,2003030
291,T291,T291,JC Anderson,2,9,1.0,1,1,2003200
292,T291,T291,Andy Bean,2,9,,2,10,2003260
293,T291,T291,Phil Blackmar,1,9,,1,6,2003170
294,T291,T291,Ángel Cabrera,14,9,,2,2,2003240
295,T291,T291,Keith Clearwater,3,9,3.0,1,17,2003210
296,T291,T291,Trevor Dodds,3,9,2.0,3,8,2003290
297,T291,T291,Scott Dunlap,1,9,,1,17,2003140
298,T291,T291,Brad Fabel,2,9,1.0,2,2,2003290
299,T291,T291,Sean Farren,2,9,1.0,2,3,2003400
300,T291,T291,Peter Fowler,1,9,,3,1,2003300
301,T291,T291,Edward Fryatt,1,9,3.0,1,14,2003440
302,T291,T291,Pierre Fulke,3,9,,4,7,2003300
303,T291,T291,Kyle Gallo,1,9,2.0,1,18,2003290
304,T291,T291,Ernie Gonzalez,1,9,2.0,2,6,2003440
305,T291,T291,Gary Hallberg,8,9,,2,11,2003290
306,T291,T291,Anders Hansen,3,9,,1,1,2003300
307,T291,T291,Mark Hensby,1,9,2.0,3,10,2003030
308,T291,T291,Ryan Hogue,1,9,1.0,2,8,2003030
309,T291,T291,Pete Jordan,1,9,1.0,3,14,2003290
310,T291,T291,Regan Lee,1,9,3.0,2,3,2003020
311,T291,T291,Steve Marino,1,9,2.0,2,10,2003400
312,T291,T291,Nick O'Hern,1,9,3.0,2,6,2003300
313,T291,T291,Mike Reid,2,9,,2,18,2003290
314,T291,T291,Adam Rubinson,1,9,,1,9,2003410
315,T291,T291,Bruce Smith,1,9,3.0,1,9,2003200
316,T291,T291,Kevin Stadler,2,9,3.0,1,2,2003290
317,T291,T291,Chip Sullivan,2,9,4.0,3,5,2003230
318,T291,T291,Robert Thompson,2,9,3.0,2,14,2003170
319,T291,T291,D.J. Trahan,6,9,,1,10,2003320
320,T291,T291,Tom Watson,4,9,1.0,1,1,2003300
321,T322,T322,Chip Beck,2,8,,1,10,2003270
322,T322,T322,Camilo Benedetti,1,8,,1,14,2003100
323,T322,T322,Jim Benepe,1,8,,2,1,2003290
324,T322,T322,Ronnie Black,4,8,4.0,2,9,2003350
325,T322,T322,Woody Blackburn,1,8,8.0,2,2,2003290
326,T322,T322,Charles Bolling,1,8,,2,18,2003250
327,T322,T322,Guy Boros,6,8,6.0,3,12,2003290
328,T322,T322,Markus Brier,1,8,,2,11,2003300
329,T322,T322,Michael Campbell,14,8,4.0,3,8,2003430
330,T322,T322,Richie Coughlan,1,8,,2,5,2003250
331,T322,T322,Rett Crowder,1,8,,1,12,2003420
332,T322,T322,Patrick Damron,2,8,,1,5,2003270
333,T322,T322,Brian Davis,4,8,,2,15,2003430
334,T322,T322,Mike Donald,3,8,3.0,1,14,2003290
335,T322,T322,Mark Foster,2,8,,1,11,2003300
336,T322,T322,Ignacio Garrido,5,8,,1,16,2003360
337,T322,T322,John Gibson,1,8,2.0,1,12,2003170
338,T322,T322,James Healey,1,8,6.0,1,6,2003030
339,T322,T322,Taichiro Kiyota,3,8,,2,14,2003280
340,T322,T322,Franklin Langham,2,8,1.0,1,9,2003140
341,T322,T322,Jeffrey Lankford,2,8,2.0,1,12,2003160
342,T322,T322,Wayne Levi,1,8,3.0,2,16,2003290
343,T322,T322,Troy Matteson,3,8,2.0,4,1,2003230
344,T322,T322,Matt McDougall,1,8,,1,12,2003320
345,T322,T322,Hirofumi Miyase,1,8,,2,9,2003300
346,T322,T322,Rolf Muntz,1,8,,2,7,2003300
347,T322,T322,Kirk Nelson,1,8,,1,14,2003020
348,T322,T322,Greg Norman,7,8,,4,2,2003300
349,T322,T322,Peter O'Malley,3,8,,1,13,2003220
350,T322,T322,Joe Ogilvie,1,8,1.0,2,18,2003240
351,T322,T322,David Ogrin,4,8,6.0,2,1,2003290
352,T322,T322,Hennie Otto,3,8,1.0,2,17,2003430
353,T322,T322,Ian Poulter,4,8,,3,3,2003300
354,T322,T322,Ted Purdy,2,8,2.0,2,6,2003050
355,T322,T322,Jeff Quinney,2,8,,1,1,2003080
356,T322,T322,Chez Reavie,1,8,8.0,2,2,2003240
357,T322,T322,Greg Reynolds,1,8,,1,3,2003320
358,T322,T322,Alexandre Rocha,1,8,1.0,2,1,2003420
359,T322,T322,Tony Rohlik,2,8,,2,2,2003030
360,T322,T322,Craig Stevens,1,8,,2,10,2003140
361,T322,T322,Nevin Sutcliffe,1,8,,2,1,2003110
362,T322,T322,Toru Taniguchi,4,8,2.0,2,3,2003240
363,T322,T322,Katsuyoshi Tomori,1,8,,1,10,2003300
364,T322,T322,Ryan Welborn,1,8,,2,12,2003320
365,T366,T366,Ken Allard,1,7,2.0,1,6,2003320
366,T366,T366,Jason Allred,2,7,,1,2,2003080
367,T366,T366,Craig Bowden,2,7,7.0,2,3,2003240
368,T366,T366,Rex Caldwell,1,7,,1,10,2003290
369,T366,T366,Mike Capone,1,7,2.0,1,12,2003370
370,T366,T366,Brian Claar,2,7,,4,18,2003050
371,T366,T366,Robert-Jan Derksen,2,7,,1,1,2003360
372,T366,T366,Bubba Dickerson,1,7,,2,2,2003390
373,T366,T366,Ed Dougherty,1,7,4.0,1,9,2003290
374,T366,T366,Bradley Dredge,2,7,,1,1,2003300
375,T366,T366,Jon Fiedler,1,7,7.0,2,12,2003060
376,T366,T366,Derek Gillespie,1,7,4.0,4,4,2003380
377,T366,T366,Tom Harding,1,7,,2,11,2003320
378,T366,T366,Nolan Henke,6,7,1.0,1,4,2003290
379,T366,T366,Ben Hoffhine,1,7,,2,18,2003250
380,T366,T366,J.B. Holmes,1,7,2.0,2,13,2003240
381,T366,T366,David Howell,2,7,,3,9,2003430
382,T366,T366,Toshi Izawa,6,7,1.0,4,2,2003430
383,T366,T366,Raphael Jacquelin,2,7,2.0,3,11,2003430
384,T366,T366,Barry Jaeckel,1,7,3.0,2,16,2003290
385,T366,T366,Thongchai Jaidee,1,7,,2,17,2003430
386,T366,T366,Zach Johnson,1,7,2.0,1,16,2003390
387,T366,T366,Rob Johnson,1,7,,2,1,2003380
388,T366,T366,Craig Kanada,2,7,,1,5,2003410
389,T366,T366,Tom Kite,1,7,,1,13,2003240
390,T366,T366,Jim Lemon,1,7,,2,8,2003390
391,T366,T366,Edward Loar,1,7,,1,16,2003200
392,T366,T366,David Lundstrom,1,7,6.0,1,18,2003170
393,T366,T366,David Lynn,1,7,,1,11,2003300
394,T366,T366,Gary March,1,7,4.0,2,7,2003280
395,T366,T366,Richard Massey,2,7,1.0,1,2,2003310
396,T366,T366,Mike McNerney,1,7,,1,14,2003270
397,T366,T366,Mark McNulty,1,7,,4,2,2003300
398,T366,T366,Kelly Mitchum,3,7,,1,9,2003450
399,T366,T366,Ryan Moore,1,7,,3,16,2003150
400,T366,T366,Gary Murphy,1,7,,1,1,2003300
401,T366,T366,Rod Perry,1,7,1.0,1,4,2003460
402,T366,T366,Jyoti Randhawa,2,7,,1,1,2003430
403,T366,T366,Jack Renner,1,7,1.0,1,8,2003290
404,T366,T366,Tag Ridings,6,7,,2,14,2003060
405,T366,T366,Todd Rose,1,7,1.0,1,3,2003050
406,T366,T366,Matt Seppanen,1,7,,2,10,2003240
407,T366,T366,Ron Skayhan,1,7,1.0,2,8,2003060
408,T366,T366,Mike Sullivan,1,7,7.0,2,12,2003290
409,T366,T366,Tyler Swanson,1,7,,3,8,2003390
410,T366,T366,Roland Thatcher,2,7,3.0,2,3,2003240
411,T366,T366,Greg Twiggs,1,7,7.0,2,3,2003290
412,T366,T366,Tim Weinhart,1,7,,1,6,2003140
413,T366,T366,Gary Wolstenholme,1,7,,1,11,2003300
414,T415,T415,Chris Baryla,2,6,,1,7,2003380
415,T415,T415,Jaxon Brigman,1,6,2.0,1,1,2003260
416,T415,T415,Mark Carnevale,5,6,,1,2,2003380
417,T415,T415,David Dell,1,6,,1,3,2003310
418,T415,T415,Ryan Dillon,1,6,,1,1,2003240
419,T415,T415,Philip Golding,2,6,2.0,2,11,2003360
420,T415,T415,Jeff Gove,1,6,6.0,2,13,2003060
421,T415,T415,Robert Hamilton,1,6,,2,12,2003170
422,T415,T415,Soren Hansen,1,6,1.0,2,2,2003300
423,T415,T415,Scott Henderson,1,6,3.0,2,18,2003060
424,T415,T415,S.K. Ho,1,6,1.0,3,4,2003300
425,T415,T415,Bradley Hughes,2,6,1.0,2,10,2003290
426,T415,T415,Ryuji Imada,1,6,1.0,4,18,2003140
427,T415,T415,Robert Karlsson,3,6,,1,7,2003360
428,T415,T415,Shawn Kelly,1,6,,3,2,2003050
429,T415,T415,Søren Kjeldsen,2,6,1.0,1,2,2003430
430,T415,T415,Trip Kuehne,1,6,,2,8,2003240
431,T415,T415,Katsunori Kuwabara,1,6,1.0,1,14,2003020
432,T415,T415,Luke List,1,6,3.0,1,1,2003240
433,T415,T415,Euan Little,1,6,4.0,1,2,2003300
434,T415,T415,Sandy Lyle,5,6,,3,12,2003040
435,T415,T415,Mike Martin,1,6,1.0,1,8,2003310
436,T415,T415,John Mason,1,6,1.0,1,14,2003060
437,T415,T415,Sean McCarty,2,6,3.0,2,17,2003240
438,T415,T415,Paul McGinley,3,6,,2,11,2003300
439,T415,T415,George McNeill,1,6,,1,10,2003110
440,T415,T415,Marcus Meloan,1,6,6.0,2,4,2003060
441,T415,T415,Mark Miller,1,6,1.0,2,11,2003180
