,3-Putt_Avoidance_-_Round_1_RANK THIS WEEK,3-Putt_Avoidance_-_Round_1_RANK LAST WEEK,3-Putt_Avoidance_-_Round_1_PLAYER NAME,3-Putt_Avoidance_-_Round_1_%,3-Putt_Avoidance_-_Round_1_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_1_TOTAL HOLES
0,1,1,Mike Hulbert,0.84,5,594
1,2,2,Ernie Els,0.98,3,306
2,3,3,Len Mattiace,1.08,6,558
3,4,4,Dennis Paulson,1.11,5,450
4,5,5,Dicky Pride,1.14,7,612
5,6,6,Scott Verplank,1.19,6,504
6,7,7,Rick Fehr,1.45,6,414
7,8,8,Jim McGovern,1.63,5,306
8,9,9,Steve Pate,1.71,8,468
9,10,10,Paul Azinger,1.75,6,342
10,11,11,Mark Brooks,1.79,9,504
11,T12,T12,Russ Cochran,1.85,8,432
12,T12,T12,"Dave Stockton, Jr.",1.85,10,540
13,T12,T12,Kirk Triplett,1.85,9,486
14,15,15,Matt Gogel,1.92,10,522
15,T16,T16,Emlyn Aubrey,2.0,9,450
16,T16,T16,Stewart Cink,2.0,9,450
17,T16,T16,P.H. Horgan III,2.0,9,450
18,19,19,Bob Estes,2.05,7,342
19,20,20,David Frost,2.08,9,432
20,T21,T21,Chris Perry,2.11,11,522
21,T21,T21,David Toms,2.11,11,522
22,T23,T23,Phil Mickelson,2.12,8,378
23,T23,T23,Jean Van de Velde,2.12,8,378
24,25,25,Bill Glasson,2.14,10,468
25,T26,T26,Blaine McCallister,2.22,12,540
26,T26,T26,Larry Mize,2.22,8,360
27,T26,T26,Steve Stricker,2.22,8,360
28,T26,T26,Grant Waite,2.22,10,450
29,T30,T30,Stuart Appleby,2.27,9,396
30,T30,T30,Mike Reid,2.27,9,396
31,32,32,Esteban Toledo,2.29,14,612
32,T33,T33,Joel Edwards,2.3,12,522
33,T33,T33,Scott McCarron,2.3,12,522
34,35,35,Jim Furyk,2.31,10,432
35,T36,T36,Bob Friend,2.33,13,558
36,T36,T36,Skip Kendall,2.33,13,558
37,T36,T36,Jerry Smith,2.33,13,558
38,39,39,Kevin Sutherland,2.35,11,468
39,40,40,Jonathan Kaye,2.36,14,594
40,T41,T41,Brad Faxon,2.38,12,504
41,T41,T41,Brett Quigley,2.38,9,378
42,43,43,Loren Roberts,2.42,10,414
43,44,44,Robert Allenby,2.44,11,450
44,T45,T45,J.L. Lewis,2.49,13,522
45,T45,T45,Bob Tway,2.49,13,522
46,47,47,Jay Williamson,2.51,14,558
47,48,48,John Huston,2.53,10,396
48,T49,T49,Doug Barron,2.56,12,468
49,T49,T49,Jimmy Green,2.56,12,468
50,51,51,David Morland IV,2.59,14,540
51,52,52,Chris DiMarco,2.6,15,576
52,53,53,Duffy Waldorf,2.65,10,378
53,T54,T54,J.P. Hayes,2.67,12,450
54,T54,T54,Chris Riley,2.67,13,486
55,T56,T56,Stephen Ames,2.68,14,522
56,T56,T56,Paul Goydos,2.68,14,522
57,T56,T56,Greg Kraft,2.68,14,522
58,T56,T56,Joe Ogilvie,2.68,14,522
59,T60,T60,Robin Freeman,2.69,15,558
60,T60,T60,Fred Funk,2.69,15,558
61,T62,T62,Michael Bradley,2.78,13,468
62,T62,T62,Brian Gay,2.78,16,576
63,T62,T62,Brandt Jobe,2.78,15,540
64,T62,T62,Steve Jones,2.78,10,360
65,T62,T62,Jerry Kelly,2.78,16,576
66,T62,T62,Justin Leonard,2.78,13,468
67,T62,T62,Hal Sutton,2.78,12,432
68,T62,T62,Ted Tryba,2.78,18,648
69,T70,T70,Jim Carter,2.87,15,522
70,T70,T70,Glen Hnatiuk,2.87,15,522
71,T70,T70,Steve Lowery,2.87,15,522
72,T70,T70,Tom Pernice Jr.,2.87,16,558
73,74,74,John Cook,2.88,14,486
74,75,75,Bob May,2.89,13,450
75,76,76,Carlos Franco,2.9,12,414
76,T77,T77,Brad Elder,2.94,18,612
77,T77,T77,Sean Murphy,2.94,18,612
78,T79,T79,Bradley Hughes,2.95,17,576
79,T79,T79,Charles Raulerson,2.95,17,576
80,T81,T81,Mike Brisky,2.96,16,540
81,T81,T81,Kevin Wentworth,2.96,16,540
82,T83,T83,Jason Caron,2.98,15,504
83,T83,T83,Scott Hoch,2.98,15,504
84,T83,T83,Brian Watts,2.98,15,504
85,T86,T86,Tom Byrum,2.99,14,468
86,T86,T86,Mike Sposa,2.99,14,468
87,88,88,Andrew Magee,3.01,13,432
88,89,89,Bob Heintz,3.03,18,594
89,90,90,Jeff Sluman,3.05,17,558
90,91,91,Chip Beck,3.06,11,360
91,T92,T92,Steve Hart,3.07,16,522
92,T92,T92,Ryan Howison,3.07,16,522
93,T92,T92,Mike Springer,3.07,16,522
94,T95,T95,Ronnie Black,3.09,15,486
95,T95,T95,Dan Forsman,3.09,15,486
96,T95,T95,Frank Nobilo,3.09,15,486
97,T95,T95,Jesper Parnevik,3.09,10,324
98,T99,T99,Steve Elkington,3.13,9,288
99,T99,T99,Tom Scherrer,3.13,18,576
100,101,101,Keith Nolan,3.14,13,414
101,T102,T102,Brian Henninger,3.17,16,504
102,T102,T102,Casey Martin,3.17,16,504
103,T102,T102,Paul Stankowski,3.17,12,378
104,T105,T105,Mark Calcavecchia,3.21,15,468
105,T105,T105,Doug Dunakey,3.21,15,468
106,T105,T105,Robert Gamez,3.21,15,468
107,T108,T108,Tom Lehman,3.22,11,342
108,T108,T108,Tiger Woods,3.22,11,342
109,T110,T110,Steve Flesch,3.23,18,558
110,T110,T110,Pete Jordan,3.23,18,558
111,112,112,Davis Love III,3.24,14,432
112,T113,T113,Ben Bates,3.27,20,612
113,T113,T113,David Duval,3.27,10,306
114,T113,T113,Mark O'Meara,3.27,10,306
115,T113,T113,Nick Price,3.27,10,306
116,117,117,Brent Geiberger,3.28,13,396
117,T118,T118,Greg Chalmers,3.29,16,486
118,T118,T118,Glen Day,3.29,16,486
