,3-Putt_Avoidance_-_Round_2_RANK THIS WEEK,3-Putt_Avoidance_-_Round_2_RANK LAST WEEK,3-Putt_Avoidance_-_Round_2_PLAYER NAME,3-Putt_Avoidance_-_Round_2_%,3-Putt_Avoidance_-_Round_2_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_2_TOTAL HOLES
0,1,1,Jim Carter,0.6,3,504
1,2,2,Steve Jones,0.83,3,360
2,3,3,Tom Lehman,0.93,3,324
3,4,4,Chris Perry,0.96,5,522
4,5,5,Notah Begay III,0.97,4,414
5,T6,T6,Ernie Els,0.98,3,306
6,T6,T6,Nick Price,0.98,3,306
7,8,8,Duffy Waldorf,1.06,4,378
8,9,9,Larry Mize,1.11,4,360
9,T10,T10,Ronnie Black,1.28,6,468
10,T10,T10,Steve Pate,1.28,6,468
11,T12,T12,Paul Curry,1.33,6,450
12,T12,T12,Mike Springer,1.33,6,450
13,14,14,Scott McCarron,1.34,7,522
14,T15,T15,Jim Furyk,1.39,6,432
15,T15,T15,Scott Verplank,1.39,7,504
16,T17,T17,Sean Murphy,1.47,9,612
17,T17,T17,Esteban Toledo,1.47,9,612
18,19,19,Jeff Sluman,1.48,8,540
19,20,20,Kevin Sutherland,1.5,7,468
20,21,21,Brian Gay,1.56,9,576
21,22,22,Dudley Hart,1.59,6,378
22,T23,T23,David Duval,1.63,5,306
23,T23,T23,Mark O'Meara,1.63,5,306
24,25,25,Omar Uresti,1.74,10,576
25,26,26,Mike Weir,1.78,8,450
26,27,27,Casey Martin,1.79,9,504
27,28,28,John Cook,1.85,9,486
28,T29,T29,Joel Edwards,1.92,10,522
29,T29,T29,Bill Glasson,1.92,9,468
30,T29,T29,Mark Wiebe,1.92,9,468
31,32,32,Jim McGovern,1.96,6,306
32,33,33,Jerry Smith,1.97,11,558
33,34,34,Bob Estes,2.05,7,342
34,35,35,Michael Clark II,2.06,10,486
35,36,36,Glen Hnatiuk,2.11,11,522
36,37,37,Fred Couples,2.16,7,324
37,T38,T38,Shigeki Maruyama,2.17,9,414
38,T38,T38,Loren Roberts,2.17,9,414
39,T40,T40,Paul Goydos,2.18,11,504
40,T40,T40,David Peoples,2.18,11,504
41,T42,T42,Chip Beck,2.22,8,360
42,T42,T42,Blaine McCallister,2.22,12,540
43,T42,T42,Craig Parry,2.22,8,360
44,T42,T42,Steve Stricker,2.22,8,360
45,T46,T46,Glen Day,2.26,11,486
46,T46,T46,Chris DiMarco,2.26,13,576
47,T46,T46,Franklin Langham,2.26,11,486
48,T49,T49,Stuart Appleby,2.27,9,396
49,T49,T49,John Huston,2.27,9,396
50,T51,T51,Ryan Howison,2.3,12,522
51,T51,T51,Steve Lowery,2.3,12,522
52,T51,T51,Joe Ogilvie,2.3,12,522
53,T51,T51,Bob Tway,2.3,12,522
54,55,55,Jay Haas,2.31,10,432
55,56,56,Len Mattiace,2.33,13,558
56,T57,T57,Trevor Dodds,2.38,12,504
57,T57,T57,Phil Mickelson,2.38,9,378
58,T57,T57,Brett Quigley,2.38,9,378
59,T60,T60,Fulton Allem,2.42,10,414
60,T60,T60,Keith Nolan,2.42,10,414
61,T62,T62,Jerry Kelly,2.43,14,576
62,T62,T62,Joe Ozaki,2.43,7,288
63,T64,T64,Stewart Cink,2.44,11,450
64,T64,T64,Dennis Paulson,2.44,11,450
65,T66,T66,Mark Brooks,2.47,12,486
66,T66,T66,Tim Herron,2.47,12,486
67,68,68,Greg Kraft,2.49,13,522
68,69,69,Rocco Mediate,2.5,9,360
69,70,70,Mike Reid,2.53,10,396
70,T71,T71,David Frost,2.55,11,432
71,T71,T71,Vijay Singh,2.55,11,432
72,T71,T71,Mike Sposa,2.55,11,432
73,74,74,Brian Watts,2.56,12,468
74,T75,T75,Jay Don Blake,2.58,13,504
75,T75,T75,Scott Hoch,2.58,13,504
76,T75,T75,Joey Sindelar,2.58,13,504
77,78,78,Tommy Tolles,2.63,9,342
78,T79,T79,Robert Allenby,2.67,12,450
79,T79,T79,J.P. Hayes,2.67,12,450
80,T79,T79,Bob May,2.67,12,450
81,T79,T79,Chris Riley,2.67,13,486
82,T83,T83,Steve Flesch,2.69,15,558
83,T83,T83,Mike Hulbert,2.69,16,594
84,T83,T83,Tom Pernice Jr.,2.69,15,558
85,T83,T83,Tom Scherrer,2.69,15,558
86,T87,T87,Doug Barron,2.78,13,468
87,T87,T87,Craig Bowden,2.78,10,360
88,T87,T87,Nick Faldo,2.78,7,252
89,T87,T87,Brent Geiberger,2.78,11,396
90,T87,T87,Brian Henninger,2.78,14,504
91,T87,T87,Lee Janzen,2.78,13,468
92,T87,T87,John Maginnes,2.78,16,576
93,T87,T87,Craig Stadler,2.78,10,360
94,T95,T95,K.J. Choi,2.87,15,522
95,T95,T95,Edward Fryatt,2.87,16,558
96,T95,T95,David Toms,2.87,15,522
97,T98,T98,Greg Chalmers,2.88,14,486
98,T98,T98,Billy Mayfair,2.88,14,486
99,T98,T98,Frank Nobilo,2.88,14,486
100,101,101,Corey Pavin,2.89,13,450
101,102,102,Paul Stankowski,2.91,11,378
102,103,103,Jonathan Kaye,2.95,17,576
103,T104,T104,Scott Dunlap,2.96,16,540
104,T104,T104,Frank Lickliter II,2.96,16,540
105,T104,T104,Craig Spence,2.96,16,540
106,T104,T104,Jay Williamson,2.96,16,540
107,108,108,Brad Faxon,2.98,15,504
108,T109,T109,Tom Byrum,2.99,14,468
109,T109,T109,Steve Hart,2.99,14,468
110,111,111,Rory Sabbatini,3.01,13,432
111,112,112,Rick Fehr,3.03,12,396
112,113,113,Perry Moss,3.06,11,360
113,114,114,Craig Barlow,3.07,16,522
114,T115,T115,Robert Damron,3.09,15,486
115,T115,T115,Gabriel Hjertstedt,3.09,15,486
116,117,117,Ben Bates,3.1,19,612
117,118,118,Michael Bradley,3.11,14,450
118,119,119,Mathew Goggin,3.13,18,576
119,T120,T120,Billy Andrade,3.15,17,540
120,T120,T120,Fred Funk,3.15,17,540
121,T122,T122,Bob Burns,3.17,16,504
122,T122,T122,Sergio Garcia,3.17,8,252
123,T122,T122,Peter Jacobsen,3.17,12,378
124,T125,T125,Paul Azinger,3.22,11,342
125,T125,T125,Tiger Woods,3.22,11,342
126,127,127,Nolan Henke,3.23,18,558
127,128,128,Olin Browne,3.26,17,522
128,T129,T129,John Rollins,3.29,16,486
129,T129,T129,Kirk Triplett,3.29,16,486
130,T131,T131,Emlyn Aubrey,3.33,15,450
131,T131,T131,Eric Booker,3.33,18,540
132,T131,T131,Brad Fabel,3.33,18,540
133,T131,T131,Scott Gump,3.33,21,630
134,T131,T131,Tom Purtzer,3.33,12,360
135,T131,T131,"Dave Stockton, Jr.",3.33,18,540
136,T137,T137,Rich Beem,3.37,17,504
137,T137,T137,Bob Heintz,3.37,20,594
138,T137,T137,Neal Lancaster,3.37,17,504
139,T137,T137,Craig Perks,3.37,17,504
140,141,141,Bob Friend,3.41,19,558
141,T142,T142,Doug Dunakey,3.42,16,468
142,T142,T142,Robert Gamez,3.42,16,468
143,144,144,Bobby Cochran,3.45,18,522
144,T145,T145,Jay Delsing,3.47,20,576
145,T145,T145,Steve Elkington,3.47,10,288
146,T145,T145,Andrew Magee,3.47,15,432
147,T145,T145,Carl Paulson,3.47,20,576
148,T145,T145,Hal Sutton,3.47,15,432
149,150,150,David Morland IV,3.52,19,540
150,151,151,J.L. Lewis,3.57,18,504
151,T152,T152,Steve Gotsche,3.58,20,558
152,T152,T152,Bradley Hughes,3.58,20,558
153,T152,T152,Pete Jordan,3.58,20,558
154,T152,T152,Skip Kendall,3.58,20,558
155,T152,T152,Charles Raulerson,3.58,20,558
156,T152,T152,David Sutherland,3.58,20,558
157,158,158,Harrison Frazar,3.62,15,414
158,159,159,Jimmy Green,3.63,17,468
159,160,160,Gary Nicklaus,3.64,19,522
160,T161,T161,Dan Forsman,3.7,18,486
161,T161,T161,Jesper Parnevik,3.7,12,324
162,T161,T161,Kevin Wentworth,3.7,20,540
163,164,164,Dicky Pride,3.76,23,612
164,165,165,P.H. Horgan III,3.78,17,450
165,166,166,Ted Tryba,3.81,24,630
166,T167,T167,Stephen Ames,3.83,20,522
167,T167,T167,Kelly Gibson,3.83,20,522
168,T167,T167,Matt Gogel,3.83,20,522
169,170,170,Justin Leonard,3.85,18,468
170,171,171,Russ Cochran,3.86,16,414
171,172,172,Barry Cheesman,3.92,24,612
172,T173,T173,Jason Caron,3.97,20,504
173,T173,T173,Jean Van de Velde,3.97,15,378
174,175,175,Jason Buha,4.02,21,522
175,T176,T176,Mike Brisky,4.07,22,540
176,T176,T176,Brandt Jobe,4.07,22,540
177,178,178,Brad Elder,4.08,25,612
178,179,179,Carlos Franco,4.11,17,414
179,T180,T180,Joe Durant,4.17,21,504
180,T180,T180,Davis Love III,4.17,18,432
181,T180,T180,Kenny Perry,4.17,15,360
182,183,183,Shaun Micheel,4.21,22,522
183,184,184,Jeff Maggert,4.22,19,450
184,185,185,Robin Freeman,4.3,24,558
185,T186,T186,John Daly,4.4,19,432
186,T186,T186,Grant Waite,4.4,19,432
187,188,188,Brandel Chamblee,4.44,16,360
188,189,189,Woody Austin,4.48,25,558
189,190,190,Aaron Bengoechea,4.56,23,504
190,191,191,Tommy Armour III,4.6,24,522
191,192,192,Jeff Gove,4.81,26,540
192,T193,T193,Cameron Beckman,4.91,23,468
193,T193,T193,Mark Calcavecchia,4.91,23,468
194,195,195,Bart Bryant,5.56,25,450
