,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
185,186,186,Joe Durant,33.04,113,342
186,187,187,Kelly Gibson,32.87,71,216
187,188,188,Nick Faldo,32.83,65,198
188,189,189,Steve Pate,32.78,118,360
189,190,190,Mike Hulbert,32.64,47,144
190,191,191,Fulton Allem,32.14,81,252
191,192,192,Steve Elkington,31.62,74,234
192,193,193,Scott Gump,31.48,102,324
193,194,194,Tom Purtzer,31.25,45,144
194,195,195,Bart Bryant,29.17,63,216
