,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
0,1,1,Brad Faxon,98,7.99,767,96
1,2,2,Billy Andrade,89,7.71,663,86
2,3,3,Paul Goydos,99,7.68,745,97
3,4,4,Paul Curry,64,7.67,491,64
4,5,5,Robert Damron,93,7.64,695,91
5,6,6,Chris Riley,98,7.5,705,94
6,7,7,Rory Sabbatini,85,7.46,619,83
7,T8,T8,Rick Fehr,73,7.45,529,71
8,T8,T8,Bob Heintz,87,7.45,633,85
9,T8,T8,Kevin Wentworth,83,7.45,596,80
10,11,11,Jay Don Blake,95,7.43,691,93
11,12,12,Jonathan Kaye,115,7.42,831,112
12,T13,T13,Brad Fabel,88,7.41,652,88
13,T13,T13,Scott McCarron,100,7.41,726,98
14,15,15,Brian Gay,101,7.39,732,99
15,16,16,Tommy Tolles,60,7.38,443,60
16,17,17,Frank Lickliter II,107,7.36,773,105
17,T18,T18,Paul Azinger,73,7.33,528,72
18,T18,T18,Mike Springer,83,7.33,594,81
19,20,20,Glen Day,93,7.3,672,92
20,T21,T21,Corey Pavin,74,7.28,539,74
21,T21,T21,Ted Tryba,112,7.28,808,111
22,23,23,Paul Stankowski,77,7.26,530,73
23,24,24,Franklin Langham,95,7.24,659,91
24,25,25,Jay Williamson,105,7.23,737,102
25,26,26,Mark O'Meara,61,7.22,397,55
26,27,27,Skip Kendall,114,7.21,807,112
27,T28,T28,Steve Hart,72,7.2,504,70
28,T28,T28,Larry Mize,71,7.2,497,69
29,T28,T28,Craig Perks,82,7.2,590,82
30,T31,T31,Keith Nolan,57,7.19,410,57
31,T31,T31,Craig Spence,89,7.19,611,85
32,33,33,Brett Quigley,63,7.17,452,63
33,T34,T34,Jim Carter,96,7.15,672,94
34,T34,T34,Carlos Franco,85,7.15,601,84
35,T36,T36,Joe Ogilvie,95,7.14,650,91
36,T36,T36,Tom Pernice Jr.,98,7.14,685,96
37,T38,T38,Ernie Els,74,7.13,485,68
