,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,1,Keith Nolan,27.0,135,5
1,2,2,Perry Moss,27.17,163,6
2,3,3,Brad Faxon,27.37,520,19
3,4,4,Billy Andrade,27.42,329,12
4,5,5,Jim Carter,27.44,494,18
5,T6,T6,Paul Curry,27.57,193,7
6,T6,T6,Bob Friend,27.57,386,14
7,T8,T8,Paul Goydos,27.68,526,19
8,T8,T8,Lee Janzen,27.68,526,19
9,10,10,Jay Don Blake,27.76,472,17
10,11,11,Gabriel Hjertstedt,27.77,361,13
11,12,12,Sergio Garcia,27.82,306,11
12,13,13,Glen Day,27.83,501,18
13,14,14,Steve Jones,27.86,390,14
14,15,15,Tom Pernice Jr.,27.87,418,15
15,T16,T16,Brian Gay,27.88,446,16
16,T16,T16,Shigeki Maruyama,27.88,474,17
17,T18,T18,Steve Stricker,27.9,279,10
18,T18,T18,Tommy Tolles,27.9,279,10
19,T20,T20,Rick Fehr,27.92,335,12
20,T20,T20,David Morland IV,27.92,335,12
21,22,22,Jimmy Green,27.93,419,15
22,T23,T23,Bob Estes,28.0,308,11
23,T23,T23,Tom Scherrer,28.0,504,18
24,T25,T25,Edward Fryatt,28.06,449,16
25,T25,T25,John Maginnes,28.06,449,16
26,27,27,Jonathan Kaye,28.09,618,22
27,T28,T28,Ted Tryba,28.11,534,19
28,T28,T28,Kevin Wentworth,28.11,253,9
29,30,30,Michael Clark II,28.17,338,12
30,T31,T31,Russ Cochran,28.18,310,11
31,T31,T31,Gary Nicklaus,28.18,310,11
32,33,33,Esteban Toledo,28.2,564,20
33,T34,T34,Bobby Cochran,28.22,254,9
34,T34,T34,Mark O'Meara,28.22,254,9
35,36,36,Mike Springer,28.25,339,12
36,37,37,Kevin Sutherland,28.26,537,19
37,38,38,Robert Gamez,28.27,311,11
38,T39,T39,Mark Calcavecchia,28.28,509,18
39,T39,T39,Greg Chalmers,28.28,509,18
40,T39,T39,Justin Leonard,28.28,509,18
41,T42,T42,Robert Damron,28.29,481,17
42,T42,T42,Steve Hart,28.29,198,7
43,44,44,Omar Uresti,28.31,368,13
44,45,45,Franklin Langham,28.35,482,17
45,46,46,Jason Buha,28.36,312,11
46,47,47,Loren Roberts,28.37,539,19
47,T48,T48,Doug Dunakey,28.38,369,13
48,T48,T48,Bob Heintz,28.38,227,8
49,T48,T48,Phil Mickelson,28.38,454,16
50,51,51,Michael Bradley,28.4,284,10
51,52,52,Mike Brisky,28.42,341,12
52,T53,T53,Bob Tway,28.43,398,14
53,T53,T53,Mike Weir,28.43,597,21
54,T55,T55,Dennis Paulson,28.46,370,13
55,T55,T55,Scott Verplank,28.46,683,24
56,T57,T57,Joe Ozaki,28.5,285,10
57,T57,T57,Brett Quigley,28.5,285,10
58,T57,T57,Craig Spence,28.5,342,12
59,T57,T57,"Dave Stockton, Jr.",28.5,342,12
60,61,61,Kenny Perry,28.53,485,17
61,62,62,Skip Kendall,28.54,685,24
62,T63,T63,Scott McCarron,28.56,514,18
63,T63,T63,Tiger Woods,28.56,514,18
64,T65,T65,Cameron Beckman,28.57,400,14
65,T65,T65,K.J. Choi,28.57,400,14
66,T65,T65,David Sutherland,28.57,600,21
67,T68,T68,Carlos Franco,28.58,543,19
68,T68,T68,Pete Jordan,28.58,543,19
69,70,70,Rory Sabbatini,28.63,458,16
70,T71,T71,Bart Bryant,28.64,315,11
71,T71,T71,Jeff Maggert,28.64,401,14
72,T71,T71,Len Mattiace,28.64,630,22
73,T71,T71,Corey Pavin,28.64,315,11
74,T75,T75,Paul Azinger,28.67,430,15
75,T75,T75,Bob Burns,28.67,430,15
76,T75,T75,Sean Murphy,28.67,430,15
77,T78,T78,Joe Ogilvie,28.69,459,16
78,T78,T78,Craig Parry,28.69,373,13
79,T80,T80,Scott Dunlap,28.7,660,23
80,T80,T80,Jeff Gove,28.7,287,10
81,T82,T82,John Daly,28.73,316,11
82,T82,T82,Jim Furyk,28.73,632,22
83,T82,T82,Ryan Howison,28.73,316,11
84,T82,T82,Steve Lowery,28.73,632,22
85,T82,T82,Shaun Micheel,28.73,431,15
86,T87,T87,Tim Herron,28.74,546,19
87,T87,T87,David Toms,28.74,661,23
88,T89,T89,Chip Beck,28.75,115,4
89,T89,T89,Chris DiMarco,28.75,690,24
90,T89,T89,Andrew Magee,28.75,345,12
91,T89,T89,John Rollins,28.75,230,8
92,T93,T93,Stuart Appleby,28.76,489,17
93,T93,T93,Frank Lickliter II,28.76,604,21
94,95,95,Jerry Smith,28.78,518,18
95,96,96,Bill Glasson,28.79,547,19
96,97,97,Joel Edwards,28.8,576,20
97,98,98,Stewart Cink,28.85,577,20
98,T99,T99,Jay Delsing,28.92,376,13
99,T99,T99,Dicky Pride,28.92,347,12
100,101,101,Larry Mize,28.93,405,14
101,T102,T102,Steve Pate,28.95,550,19
102,T102,T102,Carl Paulson,28.95,550,19
103,T104,T104,Robert Allenby,29.0,580,20
104,T104,T104,Stephen Ames,29.0,522,18
105,T104,T104,Doug Barron,29.0,435,15
106,T104,T104,Rich Beem,29.0,290,10
107,T104,T104,Ronnie Black,29.0,348,12
108,T104,T104,Brandel Chamblee,29.0,406,14
109,T104,T104,Barry Cheesman,29.0,319,11
110,T104,T104,David Duval,29.0,406,14
111,T104,T104,Brad Elder,29.0,580,20
112,T104,T104,Scott Hoch,29.0,696,24
113,T104,T104,Jim McGovern,29.0,261,9
114,T104,T104,Craig Perks,29.0,348,12
115,T104,T104,Nick Price,29.0,406,14
116,T104,T104,Craig Stadler,29.0,377,13
117,T104,T104,Jean Van de Velde,29.0,290,10
118,T104,T104,Brian Watts,29.0,464,16
119,T120,T120,Ernie Els,29.06,465,16
120,T120,T120,Duffy Waldorf,29.06,465,16
121,122,122,Jesper Parnevik,29.07,407,14
122,T123,T123,Brad Fabel,29.08,378,13
123,T123,T123,Jay Haas,29.08,378,13
124,T125,T125,Greg Kraft,29.09,669,23
125,T125,T125,Mike Sposa,29.09,320,11
126,T127,T127,Peter Jacobsen,29.1,291,10
127,T127,T127,David Peoples,29.1,582,20
128,T129,T129,Chris Riley,29.11,553,19
129,T129,T129,Kirk Triplett,29.11,553,19
130,131,131,Brent Geiberger,29.14,408,14
131,T132,T132,Davis Love III,29.15,583,20
132,T132,T132,Mike Reid,29.15,379,13
133,T134,T134,Tom Byrum,29.17,525,18
134,T134,T134,Mike Hulbert,29.17,175,6
135,136,136,Jay Williamson,29.2,584,20
136,137,137,Mark Wiebe,29.22,526,18
137,138,138,Jerry Kelly,29.23,643,22
138,139,139,Tom Purtzer,29.25,234,8
139,T140,T140,Eric Booker,29.27,322,11
140,T140,T140,Kelly Gibson,29.27,322,11
141,142,142,Craig Barlow,29.29,498,17
142,143,143,Bob May,29.32,557,19
143,T144,T144,Woody Austin,29.33,528,18
144,T144,T144,Fred Couples,29.33,440,15
145,T144,T144,David Frost,29.33,176,6
146,147,147,Harrison Frazar,29.36,323,11
147,148,148,Steve Flesch,29.37,793,27
148,149,149,Brian Henninger,29.4,441,15
149,150,150,Joey Sindelar,29.42,353,12
150,T151,T151,Fred Funk,29.43,677,23
151,T151,T151,Blaine McCallister,29.43,618,21
152,T153,T153,Ben Bates,29.47,501,17
153,T153,T153,Hal Sutton,29.47,560,19
154,T155,T155,John Cook,29.5,472,16
155,T155,T155,Matt Gogel,29.5,354,12
156,T155,T155,Dudley Hart,29.5,413,14
157,T155,T155,Frank Nobilo,29.5,590,20
158,T159,T159,Mark Brooks,29.53,443,15
159,T159,T159,Olin Browne,29.53,561,19
160,T161,T161,Dan Forsman,29.56,473,16
161,T161,T161,Charles Raulerson,29.56,473,16
162,163,163,Glen Hnatiuk,29.6,444,15
163,164,164,Steve Gotsche,29.62,385,13
164,165,165,Billy Mayfair,29.63,474,16
165,166,166,Paul Stankowski,29.64,415,14
166,T167,T167,Nick Faldo,29.67,267,9
