,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
0,1,1,Aaron Bengoechea,75,0.82,60,73
1,2,2,Woody Austin,104,0.81,82,101
2,T3,T3,John Daly,71,0.8,57,71
3,T3,T3,Jeff Maggert,86,0.8,66,82
4,5,5,Kelly Gibson,84,0.79,65,82
5,6,6,Nolan Henke,79,0.78,62,79
6,7,7,Bart Bryant,73,0.75,55,73
7,T8,T8,Cameron Beckman,81,0.74,60,81
8,T8,T8,John Rollins,72,0.74,53,72
9,10,10,Craig Perks,82,0.73,60,82
10,T11,T11,Steve Elkington,59,0.72,42,58
11,T11,T11,Jeff Gove,86,0.72,59,82
12,T13,T13,Jason Buha,82,0.71,58,82
13,T13,T13,Joe Durant,94,0.71,67,94
14,15,15,Brandel Chamblee,72,0.7,49,70
15,T16,T16,Tom Purtzer,58,0.68,38,56
16,T16,T16,Craig Spence,89,0.68,58,85
17,T18,T18,Rich Beem,84,0.67,54,81
18,T18,T18,Bob Burns,91,0.67,60,89
19,T18,T18,Barry Cheesman,96,0.67,62,93
20,T21,T21,Olin Browne,103,0.66,65,99
21,T21,T21,Robin Freeman,98,0.66,65,98
22,T21,T21,Gary Nicklaus,84,0.66,54,82
23,T21,T21,Kenny Perry,76,0.66,50,76
24,T25,T25,Mark Calcavecchia,99,0.65,60,92
25,T25,T25,Jason Caron,77,0.65,49,75
26,T25,T25,Shaun Micheel,94,0.65,59,91
27,T25,T25,David Peoples,99,0.65,64,99
28,T29,T29,Tommy Armour III,91,0.64,57,89
29,T29,T29,Craig Barlow,98,0.64,61,96
30,T29,T29,Eric Booker,87,0.64,54,85
31,T29,T29,Carlos Franco,85,0.64,54,84
32,33,33,Bradley Hughes,93,0.63,57,90
33,T34,T34,Peter Jacobsen,65,0.62,40,65
34,T34,T34,Neal Lancaster,99,0.62,59,95
35,T34,T34,Carl Paulson,105,0.62,64,103
36,T37,T37,Dan Forsman,88,0.61,54,88
37,T37,T37,Gabriel Hjertstedt,86,0.61,51,83
38,T37,T37,Pete Jordan,102,0.61,62,102
39,T37,T37,Vijay Singh,97,0.61,56,92
40,T37,T37,Hal Sutton,93,0.61,54,89
41,T42,T42,Ben Bates,107,0.6,62,104
42,T42,T42,Robert Damron,93,0.6,55,91
43,T42,T42,Scott Gump,108,0.6,63,105
44,T42,T42,Perry Moss,53,0.6,32,53
45,T46,T46,Fulton Allem,77,0.59,44,75
46,T46,T46,Scott Dunlap,106,0.59,63,106
47,T46,T46,Edward Fryatt,101,0.59,57,97
48,T46,T46,Robert Gamez,76,0.59,45,76
49,T46,T46,Mathew Goggin,91,0.59,54,91
50,T46,T46,Brandt Jobe,91,0.59,52,88
51,T46,T46,Davis Love III,98,0.59,54,92
52,T46,T46,Corey Pavin,74,0.59,44,74
53,T46,T46,Chris Riley,98,0.59,55,94
54,T46,T46,Rory Sabbatini,85,0.59,49,83
55,T46,T46,Omar Uresti,94,0.59,55,94
56,T46,T46,Kevin Wentworth,83,0.59,47,80
57,T58,T58,Frank Lickliter II,107,0.58,61,105
58,T58,T58,Charles Raulerson,98,0.58,57,98
59,T58,T58,David Sutherland,109,0.58,62,106
60,T61,T61,Craig Bowden,54,0.57,31,54
61,T61,T61,Fred Couples,71,0.57,40,70
62,T61,T61,Fred Funk,110,0.57,62,109
63,T61,T61,John Maginnes,99,0.57,56,99
64,T61,T61,Billy Mayfair,93,0.57,50,88
65,T61,T61,Rocco Mediate,79,0.57,43,76
66,T61,T61,Joey Sindelar,88,0.57,48,84
67,T68,T68,Brad Fabel,88,0.56,49,88
68,T68,T68,Harrison Frazar,72,0.56,39,70
69,T68,T68,Craig Stadler,70,0.56,37,66
70,T68,T68,Ted Tryba,112,0.56,62,111
71,T72,T72,Stephen Ames,99,0.55,52,95
72,T72,T72,Billy Andrade,89,0.55,47,86
73,T72,T72,Jay Don Blake,95,0.55,51,93
