,3-Putt_Avoidance_-_Round_3_RANK THIS WEEK,3-Putt_Avoidance_-_Round_3_RANK LAST WEEK,3-Putt_Avoidance_-_Round_3_PLAYER NAME,3-Putt_Avoidance_-_Round_3_%,3-Putt_Avoidance_-_Round_3_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_3_TOTAL HOLES
0,1,1,Mark Brooks,0.33,1,306
1,2,2,Glen Day,0.58,2,342
2,3,3,David Frost,0.69,1,144
3,4,4,J.P. Hayes,0.88,3,342
4,5,5,Andrew Magee,0.93,2,216
5,6,6,Stewart Cink,0.97,4,414
6,7,7,Brian Henninger,0.98,3,306
7,8,8,Mark O'Meara,1.01,2,198
8,9,9,Steve Jones,1.04,3,288
9,T10,T10,Paul Stankowski,1.11,3,270
10,T10,T10,"Dave Stockton, Jr.",1.11,3,270
11,12,12,Robert Damron,1.17,4,342
12,13,13,Len Mattiace,1.21,5,414
13,14,14,Tom Pernice Jr.,1.23,4,324
14,15,15,Harrison Frazar,1.28,3,234
15,16,16,Brad Elder,1.32,5,378
16,T17,T17,Brad Faxon,1.39,5,360
17,T17,T17,Ryan Howison,1.39,3,216
18,T17,T17,Jerry Kelly,1.39,6,432
19,T17,T17,Skip Kendall,1.39,6,432
20,T17,T17,Tommy Tolles,1.39,3,216
21,T22,T22,Jay Delsing,1.48,4,270
22,T22,T22,Dennis Paulson,1.48,4,270
23,24,24,Jean Van de Velde,1.59,4,252
24,T25,T25,Greg Kraft,1.62,7,432
25,T25,T25,Chris Perry,1.62,7,432
26,T27,T27,Bob Heintz,1.67,3,180
27,T27,T27,Jim McGovern,1.67,3,180
28,T27,T27,Mark Wiebe,1.67,6,360
29,30,30,Frank Lickliter II,1.69,7,414
30,31,31,Rory Sabbatini,1.74,5,288
31,32,32,J.L. Lewis,1.77,7,396
32,T33,T33,Greg Chalmers,1.85,6,324
33,T33,T33,Bobby Cochran,1.85,3,162
34,T33,T33,Sergio Garcia,1.85,4,216
35,T33,T33,Matt Gogel,1.85,4,216
36,T33,T33,Gabriel Hjertstedt,1.85,5,270
37,T33,T33,Davis Love III,1.85,7,378
38,T33,T33,Larry Mize,1.85,5,270
39,40,40,Steve Flesch,1.92,10,522
40,41,41,Jim Furyk,1.93,8,414
41,42,42,Franklin Langham,1.94,7,360
42,43,43,John Cook,1.96,6,306
43,T44,T44,Rick Fehr,1.98,5,252
44,T44,T44,Steve Gotsche,1.98,5,252
45,46,46,Peter Jacobsen,2.02,4,198
46,T47,T47,Brian Gay,2.05,7,342
47,T47,T47,Tiger Woods,2.05,7,342
48,T49,T49,Tommy Armour III,2.08,6,288
49,T49,T49,Scott Hoch,2.08,9,432
50,T49,T49,Mike Hulbert,2.08,3,144
51,52,52,Ted Tryba,2.12,8,378
52,T53,T53,Billy Andrade,2.14,5,234
53,T53,T53,Rich Beem,2.14,5,234
54,T55,T55,Paul Azinger,2.16,7,324
55,T55,T55,John Huston,2.16,7,324
56,57,57,Steve Lowery,2.17,9,414
57,T58,T58,Chip Beck,2.22,2,90
58,T58,T58,Craig Bowden,2.22,2,90
59,T58,T58,Brent Geiberger,2.22,6,270
60,T58,T58,Justin Leonard,2.22,8,360
61,T58,T58,Steve Pate,2.22,8,360
62,T58,T58,Steve Stricker,2.22,4,180
63,T58,T58,Bob Tway,2.22,6,270
64,T58,T58,Jay Williamson,2.22,8,360
65,T66,T66,Blaine McCallister,2.27,9,396
66,T66,T66,Mike Weir,2.27,9,396
67,68,68,Joe Ogilvie,2.29,7,306
68,T69,T69,Jeff Sluman,2.31,10,432
69,T69,T69,Mike Sposa,2.31,5,216
70,71,71,Stuart Appleby,2.34,8,342
71,T72,T72,Mike Brisky,2.38,6,252
72,T72,T72,Paul Curry,2.38,3,126
73,T72,T72,Trevor Dodds,2.38,6,252
74,T72,T72,Joel Edwards,2.38,9,378
75,T72,T72,Dicky Pride,2.38,6,252
76,T72,T72,Mike Springer,2.38,6,252
77,78,78,David Sutherland,2.42,10,414
78,T79,T79,Fred Couples,2.43,7,288
