,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
0,1,1,Brad Faxon,98,1.704,1897,1113,3.5,T138
1,2,2,Tiger Woods,82,1.7169999999999999,1672,974,3.61,1
2,3,3,Phil Mickelson,85,1.726,1607,931,3.47,T43
3,T4,T4,Paul Azinger,73,1.733,1386,800,3.29,T110
4,T4,T4,Sergio Garcia,59,1.733,927,535,3.55,176
5,6,6,Scott McCarron,100,1.735,1938,1117,3.38,158
6,7,7,Skip Kendall,114,1.7380000000000002,2363,1360,3.22,T61
7,8,8,Mike Weir,102,1.74,1973,1134,3.18,39
8,T9,T9,Glen Day,93,1.742,1909,1096,3.18,89
9,T9,T9,Jesper Parnevik,71,1.742,1324,760,3.38,94
10,T9,T9,Tommy Tolles,60,1.742,1157,664,3.3,181
11,12,12,Jonathan Kaye,115,1.743,2313,1327,3.3,T99
12,T13,T13,Brian Gay,101,1.744,2013,1154,2.99,129
13,T13,T13,Brian Henninger,93,1.744,1840,1055,3.17,97
14,T13,T13,Franklin Langham,95,1.744,1927,1105,3.19,T61
15,16,16,Mike Springer,83,1.745,1598,916,3.19,166
16,T17,T17,Jim McGovern,55,1.7469999999999999,1083,620,3.02,T119
17,T17,T17,Loren Roberts,87,1.7469999999999999,1707,977,3.04,88
18,T17,T17,Jeff Sluman,113,1.7469999999999999,2282,1306,3.06,51
19,T20,T20,Billy Andrade,89,1.7480000000000002,1692,968,3.25,168
20,T20,T20,Steve Flesch,123,1.7480000000000002,2605,1490,3.2,8
21,T20,T20,Steve Jones,75,1.7480000000000002,1304,746,2.98,T177
22,T20,T20,Paul Stankowski,77,1.7480000000000002,1549,886,3.36,63
23,T24,T24,Ernie Els,74,1.749,1340,766,3.15,83
24,T24,T24,Davis Love III,98,1.749,1912,1093,3.43,T28
25,T24,T24,Nick Price,63,1.749,1284,734,3.24,46
26,T27,T27,Bill Glasson,93,1.75,2009,1148,2.94,36
27,T27,T27,Rory Sabbatini,85,1.75,1650,943,3.43,163
28,T27,T27,Kirk Triplett,101,1.75,2042,1167,3.12,16
29,T30,T30,Mark Brooks,91,1.751,1726,986,2.95,150
30,T30,T30,David Duval,73,1.751,1399,799,3.29,9
31,T30,T30,Paul Goydos,99,1.751,1947,1112,3.08,151
32,T30,T30,J.P. Hayes,91,1.751,1828,1044,3.02,115
33,T30,T30,John Huston,81,1.751,1637,935,3.21,82
34,T35,T35,Robert Damron,93,1.7519999999999998,1826,1042,3.17,155
35,T35,T35,Carlos Franco,85,1.7519999999999998,1678,958,3.29,126
36,T37,T37,Stuart Appleby,86,1.7530000000000001,1592,908,3.11,106
37,T37,T37,Chris DiMarco,118,1.7530000000000001,2447,1396,3.01,T23
38,T39,T39,Greg Chalmers,96,1.754,1996,1138,3.22,T34
39,T39,T39,Steve Lowery,107,1.754,2235,1274,3.22,T43
40,T41,T41,Scott Verplank,106,1.755,2287,1303,3.04,17
41,T41,T41,Jay Williamson,105,1.755,2110,1202,3.09,108
42,T43,T43,Bob Burns,91,1.756,1828,1041,3.05,T122
43,T43,T43,Stewart Cink,98,1.756,1988,1132,2.98,27
44,T45,T45,Jay Don Blake,95,1.757,1892,1077,3.09,140
45,T45,T45,Jim Furyk,98,1.757,1957,1114,2.99,45
46,T45,T45,Jerry Kelly,111,1.757,2346,1335,2.94,78
47,T45,T45,Justin Leonard,98,1.757,1908,1086,2.96,T52
48,49,49,Stephen Ames,99,1.758,2041,1161,3.2,49
49,T50,T50,Larry Mize,71,1.76,1408,800,2.95,T138
50,T50,T50,Chris Perry,109,1.76,2323,1320,2.89,4
51,52,52,Blaine McCallister,104,1.761,2280,1295,2.94,25
52,T53,T53,Jim Carter,96,1.7619999999999998,1831,1039,2.96,167
53,T53,T53,David Toms,113,1.7619999999999998,2336,1326,3.11,11
54,T55,T55,Scott Hoch,108,1.7630000000000001,2272,1289,3.08,33
55,T55,T55,Mark O'Meara,61,1.7630000000000001,945,536,3.04,193
56,T57,T57,Tom Pernice Jr.,98,1.764,1940,1100,3.05,153
57,T57,T57,Grant Waite,85,1.764,1859,1054,3.19,32
58,T59,T59,Brad Elder,110,1.766,2315,1311,2.97,87
59,T59,T59,Brad Fabel,88,1.766,1711,969,2.98,182
60,T59,T59,Rick Fehr,73,1.766,1429,809,2.9,T159
61,T59,T59,Greg Kraft,106,1.766,2289,1296,2.75,47
62,T63,T63,Mark Calcavecchia,99,1.767,1930,1092,3.24,31
63,T63,T63,Michael Clark II,84,1.767,1647,932,2.95,T132
64,T63,T63,Joe Ogilvie,95,1.767,1873,1060,3.01,135
65,T66,T66,Chip Beck,51,1.768,921,521,2.99,191
66,T66,T66,Paul Curry,64,1.768,1197,677,2.73,192
67,T66,T66,Craig Stadler,70,1.768,1377,779,3.02,105
68,T69,T69,Bob Estes,68,1.7690000000000001,1173,663,2.97,169
69,T69,T69,Lee Janzen,92,1.7690000000000001,1902,1075,3.05,72
70,T69,T69,Sean Murphy,102,1.7690000000000001,2061,1165,2.78,T132
71,T69,T69,Kevin Sutherland,98,1.7690000000000001,2050,1159,2.91,38
72,T69,T69,Bob Tway,91,1.7690000000000001,1911,1080,2.87,30
73,T74,T74,Russ Cochran,71,1.77,1524,861,2.94,66
74,T74,T74,Matt Gogel,86,1.77,1728,976,2.84,137
75,T74,T74,Gabriel Hjertstedt,86,1.77,1690,955,3.1,148
76,T74,T74,Frank Lickliter II,107,1.77,2211,1249,3.1,91
77,T74,T74,Steve Stricker,63,1.77,1163,657,2.82,T177
78,T79,T79,Edward Fryatt,101,1.771,2014,1137,2.88,116
79,T79,T79,Steve Gotsche,91,1.771,1852,1046,2.98,114
80,T79,T79,Brett Quigley,63,1.771,1300,734,2.81,T130
81,T79,T79,Tom Scherrer,104,1.771,2143,1210,2.88,48
82,83,83,Jean Van de Velde,70,1.7719999999999998,1301,734,3.0,T130
83,T84,T84,Chris Riley,98,1.7730000000000001,1941,1095,3.11,T132
84,T84,T84,Hal Sutton,93,1.7730000000000001,1936,1092,3.06,15
85,T86,T86,Fred Couples,71,1.774,1499,845,3.14,5
86,T86,T86,Trevor Dodds,86,1.774,1712,965,2.84,149
87,T86,T86,Doug Dunakey,83,1.774,1673,943,2.88,107
88,89,89,Tom Byrum,91,1.775,1910,1076,2.91,71
89,T90,T90,J.L. Lewis,104,1.776,2227,1254,3.03,41
90,T90,T90,David Morland IV,88,1.776,1781,1003,2.91,128
91,T90,T90,Kenny Perry,76,1.776,1746,983,3.09,3
92,T90,T90,"Dave Stockton, Jr.",89,1.776,1785,1005,2.86,142
93,T94,T94,Scott Dunlap,106,1.777,2306,1298,3.0,19
94,T94,T94,David Frost,65,1.777,1139,641,2.79,189
95,T94,T94,Robert Gamez,76,1.777,1660,934,2.89,42
96,T97,T97,Robert Allenby,98,1.778,1938,1090,3.11,69
97,T97,T97,Andrew Magee,78,1.778,1538,865,2.81,98
