,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
98,T99,T99,Brent Geiberger,79,1.7790000000000001,1617,909,3.0,68
99,T99,T99,Bob May,95,1.7790000000000001,1953,1098,2.9,13
100,T99,T99,Corey Pavin,74,1.7790000000000001,1341,754,2.96,194
101,T99,T99,Charles Raulerson,98,1.7790000000000001,1952,1097,3.07,174
102,T99,T99,Vijay Singh,97,1.7790000000000001,2003,1126,3.09,6
103,T104,T104,Brandel Chamblee,72,1.78,1554,873,2.96,T21
104,T104,T104,Harrison Frazar,72,1.78,1479,831,2.98,95
105,T104,T104,Fred Funk,110,1.78,2366,1329,2.84,T28
106,T107,T107,Dan Forsman,88,1.781,1888,1060,2.82,T74
107,T107,T107,Bob Heintz,87,1.781,1658,931,2.91,185
108,T107,T107,Tim Herron,96,1.781,1972,1107,3.04,77
109,T107,T107,Steve Pate,97,1.781,1845,1036,2.68,109
110,T107,T107,Mike Reid,76,1.781,1564,878,2.59,T54
111,T112,T112,Barry Cheesman,96,1.7830000000000001,1940,1088,3.06,T119
112,T112,T112,Carl Paulson,105,1.7830000000000001,2234,1253,3.0,59
113,114,114,Mike Hulbert,82,1.784,1552,870,2.54,T187
114,115,115,Esteban Toledo,113,1.785,2358,1321,2.63,90
115,T116,T116,Doug Barron,85,1.786,1777,995,2.87,T64
116,T116,T116,Jay Haas,80,1.786,1563,875,2.8,162
117,T116,T116,Shaun Micheel,94,1.786,1975,1106,2.92,60
118,T116,T116,Dennis Paulson,82,1.786,1543,864,2.88,171
119,T116,T116,Brian Watts,89,1.786,1874,1049,2.69,86
120,T121,T121,Emlyn Aubrey,68,1.787,1294,724,2.65,165
121,T121,T121,Joel Edwards,99,1.787,2202,1232,2.82,26
122,T121,T121,David Peoples,99,1.787,2223,1244,2.92,14
123,T124,T124,Dudley Hart,74,1.788,1582,885,2.87,T23
124,T124,T124,Mark Wiebe,95,1.788,1924,1076,2.82,T122
125,T126,T126,Michael Bradley,73,1.7890000000000001,1503,840,2.77,147
126,T126,T126,Casey Martin,90,1.7890000000000001,1905,1065,2.77,70
127,T126,T126,Len Mattiace,107,1.7890000000000001,2243,1254,2.65,117
128,T126,T126,Dicky Pride,98,1.7890000000000001,1916,1071,2.71,T159
129,T126,T126,Ted Tryba,112,1.7890000000000001,2090,1168,2.93,190
130,T131,T131,Mike Brisky,89,1.791,1777,992,2.67,145
131,T131,T131,Glen Hnatiuk,94,1.791,2054,1147,2.62,7
132,T131,T131,Frank Nobilo,98,1.791,2045,1142,2.81,79
133,T131,T131,Craig Parry,73,1.791,1402,783,2.8,T74
134,T135,T135,Joey Sindelar,88,1.7919999999999998,1833,1023,2.79,58
135,T135,T135,Mike Sposa,73,1.7919999999999998,1529,853,2.71,125
136,T135,T135,David Sutherland,109,1.7919999999999998,2274,1269,2.96,T52
137,T135,T135,Kevin Wentworth,83,1.7919999999999998,1559,870,3.03,T187
138,T139,T139,Joe Durant,94,1.7930000000000001,2195,1224,2.81,2
139,T139,T139,Tom Lehman,71,1.7930000000000001,1474,822,2.74,10
140,T141,T141,Ryan Howison,83,1.794,1593,888,2.62,184
141,T141,T141,Shigeki Maruyama,88,1.794,1683,938,2.95,141
142,T141,T141,Perry Moss,53,1.794,1159,646,2.66,57
143,T141,T141,Duffy Waldorf,80,1.794,1681,937,2.89,18
144,T145,T145,K.J. Choi,92,1.795,1928,1074,2.82,73
145,T145,T145,Robin Freeman,98,1.795,2054,1144,2.82,127
146,T147,T147,Ronnie Black,82,1.796,1681,936,2.76,T99
147,T147,T147,Bob Friend,96,1.796,1873,1043,2.77,164
148,T147,T147,Jerry Smith,104,1.796,2148,1196,2.63,T102
149,T150,T150,Pete Jordan,102,1.797,2171,1208,2.85,101
150,T150,T150,John Maginnes,99,1.797,2038,1134,2.67,154
151,T150,T150,Craig Spence,89,1.797,1693,942,2.82,180
152,T153,T153,Cameron Beckman,81,1.798,1753,975,2.9,76
153,T153,T153,Rich Beem,84,1.798,1728,961,2.93,96
154,T153,T153,Jason Buha,82,1.798,1746,971,2.89,T102
155,T153,T153,Bobby Cochran,78,1.798,1519,845,2.77,179
156,T153,T153,Jimmy Green,85,1.798,1735,965,2.81,136
157,T158,T158,Craig Barlow,98,1.7990000000000002,2072,1152,2.91,80
158,T158,T158,P.H. Horgan III,65,1.7990000000000002,1340,745,2.58,152
159,T158,T158,Jeff Maggert,86,1.7990000000000002,1729,961,2.92,40
160,T161,T161,Woody Austin,104,1.8,2172,1207,2.97,84
161,T161,T161,John Daly,71,1.8,1388,771,3.11,175
162,T161,T161,Billy Mayfair,93,1.8,1931,1073,2.68,56
163,T161,T161,Omar Uresti,94,1.8,1948,1082,2.75,146
164,T165,T165,Gary Nicklaus,84,1.801,1727,959,2.7,124
165,T165,T165,Craig Perks,82,1.801,1704,946,2.78,144
166,T167,T167,Brandt Jobe,91,1.8019999999999998,1923,1067,2.91,67
167,T167,T167,Rocco Mediate,79,1.8019999999999998,1582,878,2.76,T54
168,T167,T167,Joe Ozaki,55,1.8019999999999998,1081,600,2.63,T110
169,170,170,Neal Lancaster,99,1.8030000000000002,2014,1117,2.75,113
170,T171,T171,Fulton Allem,77,1.805,1585,878,2.54,118
171,T171,T171,Nick Faldo,51,1.805,926,513,2.71,157
172,T171,T171,Bradley Hughes,93,1.805,1971,1092,2.7,T64
173,174,174,Notah Begay III,82,1.807,1581,875,2.67,104
174,T175,T175,Olin Browne,103,1.808,2208,1221,2.77,37
175,T175,T175,John Cook,90,1.808,2009,1111,2.54,12
176,T175,T175,Keith Nolan,57,1.808,1121,620,2.55,186
177,178,178,Mathew Goggin,91,1.8090000000000002,2008,1110,2.79,T21
178,179,179,Peter Jacobsen,65,1.81,1403,775,2.72,85
179,180,180,Eric Booker,87,1.8119999999999998,1729,954,2.67,170
180,181,181,Ben Bates,107,1.8130000000000002,2217,1223,2.7,112
181,T182,T182,Craig Bowden,54,1.815,1076,593,2.51,183
182,T182,T182,Jeff Gove,86,1.815,1770,975,2.67,92
183,184,184,Jay Delsing,97,1.8159999999999998,1920,1057,2.69,161
184,T185,T185,Steve Hart,72,1.818,1320,726,2.53,195
185,T185,T185,John Rollins,72,1.818,1511,831,2.7,143
186,187,187,Tommy Armour III,91,1.825,1931,1058,2.67,93
187,188,188,Steve Elkington,59,1.8259999999999998,1220,668,2.68,T34
188,189,189,Jason Caron,77,1.827,1535,840,2.5,173
189,190,190,Aaron Bengoechea,75,1.828,1497,819,2.67,172
190,191,191,Scott Gump,108,1.831,2305,1259,2.27,81
191,192,192,Tom Purtzer,58,1.8359999999999999,1256,684,2.66,50
192,193,193,Bart Bryant,73,1.837,1569,854,2.52,T119
193,194,194,Nolan Henke,79,1.839,1659,902,2.37,156
194,195,195,Kelly Gibson,84,1.841,1883,1023,2.56,20
