,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,1,1,John Cook,90,11.31,995,88
1,2,2,Tom Purtzer,58,11.2,627,56
2,3,3,Kelly Gibson,84,11.09,909,82
3,4,4,Scott Gump,108,11.04,1159,105
4,5,5,Casey Martin,90,10.97,965,88
5,6,6,Glen Hnatiuk,94,10.94,985,90
6,7,7,Brandt Jobe,91,10.91,960,88
7,8,8,Perry Moss,53,10.89,577,53
8,T9,T9,Mathew Goggin,91,10.88,990,91
9,T9,T9,Duffy Waldorf,80,10.88,816,75
10,11,11,Nolan Henke,79,10.84,856,79
11,12,12,Chris Perry,109,10.81,1135,105
12,13,13,Billy Mayfair,93,10.8,950,88
13,T14,T14,Craig Bowden,54,10.74,580,54
14,T14,T14,Bradley Hughes,93,10.74,967,90
15,16,16,Joey Sindelar,88,10.71,900,84
16,T17,T17,Doug Barron,85,10.68,876,82
17,T17,T17,Rich Beem,84,10.68,865,81
18,T19,T19,Joe Durant,94,10.66,1002,94
19,T19,T19,Joel Edwards,99,10.66,1055,99
20,21,21,J.L. Lewis,104,10.65,1086,102
21,22,22,Dicky Pride,98,10.64,1000,94
22,23,23,Tommy Armour III,91,10.61,944,89
23,T24,T24,Fulton Allem,77,10.6,795,75
24,T24,T24,Blaine McCallister,104,10.6,1102,104
25,26,26,Ronnie Black,82,10.58,836,79
26,27,27,Ben Bates,107,10.56,1098,104
27,28,28,Jay Delsing,97,10.55,981,93
28,T29,T29,Mike Hulbert,82,10.53,842,80
29,T29,T29,Bob Tway,91,10.53,937,89
30,31,31,Mark Wiebe,95,10.52,968,92
31,T32,T32,Jason Buha,82,10.51,862,82
32,T32,T32,P.H. Horgan III,65,10.51,683,65
33,T32,T32,Gary Nicklaus,84,10.51,862,82
34,T32,T32,Brian Watts,89,10.51,925,88
35,36,36,K.J. Choi,92,10.49,934,89
36,37,37,Barry Cheesman,96,10.48,975,93
37,38,38,Bart Bryant,73,10.47,764,73
38,T39,T39,Robert Gamez,76,10.46,795,76
39,T39,T39,Frank Nobilo,98,10.46,994,95
40,T41,T41,Eric Booker,87,10.45,888,85
41,T41,T41,Olin Browne,103,10.45,1035,99
42,T43,T43,Mike Reid,76,10.44,752,72
43,T43,T43,Kevin Sutherland,98,10.44,981,94
44,T45,T45,Jimmy Green,85,10.43,866,83
45,T45,T45,Scott Hoch,108,10.43,1085,104
46,T45,T45,"Dave Stockton, Jr.",89,10.43,907,87
47,T48,T48,Aaron Bengoechea,75,10.41,760,73
48,T48,T48,Jeff Gove,86,10.41,854,82
49,T48,T48,Greg Kraft,106,10.41,1103,106
50,T48,T48,Jerry Smith,104,10.41,1051,101
51,T48,T48,Esteban Toledo,113,10.41,1156,111
52,T53,T53,Jason Caron,77,10.4,780,75
53,T53,T53,Jim McGovern,55,10.4,551,53
54,T55,T55,Doug Dunakey,83,10.38,830,80
55,T55,T55,Matt Gogel,86,10.38,872,84
56,T55,T55,Tom Lehman,71,10.38,716,69
57,T55,T55,Kenny Perry,76,10.38,789,76
58,T55,T55,John Rollins,72,10.38,747,72
59,60,60,Trevor Dodds,86,10.37,871,84
60,61,61,Len Mattiace,107,10.35,1107,107
61,T62,T62,Emlyn Aubrey,68,10.34,662,64
62,T62,T62,Brandel Chamblee,72,10.34,724,70
63,T62,T62,Chris DiMarco,118,10.34,1179,114
64,T62,T62,Brad Elder,110,10.34,1137,110
65,T62,T62,David Peoples,99,10.34,1024,99
66,T62,T62,Grant Waite,85,10.34,879,85
67,68,68,Bill Glasson,93,10.33,961,93
68,69,69,Peter Jacobsen,65,10.32,671,65
69,70,70,Neal Lancaster,99,10.31,979,95
70,T71,T71,Michael Clark II,84,10.3,824,80
71,T71,T71,David Morland IV,88,10.3,886,86
72,T71,T71,Craig Stadler,70,10.3,680,66
73,T74,T74,Mike Brisky,89,10.29,885,86
74,T74,T74,Jay Haas,80,10.29,792,77
75,T74,T74,Jerry Kelly,111,10.29,1142,111
76,T74,T74,Steve Lowery,107,10.29,1070,104
77,T74,T74,Andrew Magee,78,10.29,751,73
78,T79,T79,Tom Byrum,91,10.28,915,89
79,T79,T79,Sean Murphy,102,10.28,1028,100
80,81,81,Greg Chalmers,96,10.27,945,92
81,T82,T82,Craig Barlow,98,10.26,985,96
82,T82,T82,Ryan Howison,83,10.26,831,81
83,T82,T82,Shaun Micheel,94,10.26,934,91
84,T85,T85,J.P. Hayes,91,10.25,912,89
85,T85,T85,Brian Henninger,93,10.25,912,89
86,T85,T85,Steve Pate,97,10.25,943,92
87,T85,T85,David Sutherland,109,10.25,1086,106
88,T89,T89,Bobby Cochran,78,10.24,778,76
89,T89,T89,Bob Friend,96,10.24,942,92
90,91,91,Scott Verplank,106,10.23,1084,106
91,T92,T92,Dudley Hart,74,10.22,746,73
92,T92,T92,Larry Mize,71,10.22,705,69
93,T92,T92,Tom Pernice Jr.,98,10.22,981,96
94,T92,T92,Mike Sposa,73,10.22,746,73
95,T96,T96,Russ Cochran,71,10.21,725,71
96,T96,T96,Brent Geiberger,79,10.21,766,75
97,T96,T96,Joe Ogilvie,95,10.21,929,91
98,T96,T96,Omar Uresti,94,10.21,960,94
99,T100,T100,Charles Raulerson,98,10.2,1000,98
100,T100,T100,Steve Stricker,63,10.2,622,61
101,T102,T102,Cameron Beckman,81,10.19,825,81
102,T102,T102,Joe Ozaki,55,10.19,540,53
