,Putts_per_Round_-_Round_5_RANK THIS WEEK,Putts_per_Round_-_Round_5_RANK LAST WEEK,Putts_per_Round_-_Round_5_PLAYER NAME,Putts_per_Round_-_Round_5_AVG,Putts_per_Round_-_Round_5_TOTAL PUTTS,Putts_per_Round_-_Round_5_TOTAL ROUNDS
0,T1,T1,Tim Herron,25.0,25,1
1,T1,T1,Jerry Kelly,25.0,25,1
2,T1,T1,Charles Raulerson,25.0,25,1
3,4,4,Jonathan Kaye,25.5,51,2
4,T5,T5,Doug Dunakey,26.0,26,1
5,T5,T5,Brad Elder,26.0,26,1
6,T5,T5,Brad Faxon,26.0,26,1
7,T5,T5,Andrew Magee,26.0,26,1
8,T5,T5,Tom Pernice Jr.,26.0,26,1
9,T5,T5,Paul Stankowski,26.0,52,2
10,T5,T5,Steve Stricker,26.0,26,1
11,12,12,Dennis Paulson,26.5,53,2
12,T13,T13,Barry Cheesman,27.0,27,1
13,T13,T13,Stewart Cink,27.0,27,1
14,T13,T13,Brian Henninger,27.0,27,1
15,T13,T13,Glen Hnatiuk,27.0,27,1
16,T13,T13,Bradley Hughes,27.0,27,1
17,T13,T13,Greg Kraft,27.0,27,1
18,T13,T13,Billy Mayfair,27.0,27,1
19,T13,T13,Sean Murphy,27.0,27,1
20,T13,T13,Hal Sutton,27.0,27,1
21,T13,T13,Esteban Toledo,27.0,27,1
22,T23,T23,Robert Allenby,27.5,55,2
23,T23,T23,Fred Funk,27.5,55,2
24,T23,T23,Brent Geiberger,27.5,55,2
25,T23,T23,J.P. Hayes,27.5,55,2
26,T23,T23,Justin Leonard,27.5,55,2
27,T23,T23,J.L. Lewis,27.5,55,2
28,T29,T29,Billy Andrade,28.0,28,1
29,T29,T29,Trevor Dodds,28.0,28,1
30,T29,T29,Steve Elkington,28.0,28,1
31,T29,T29,Dan Forsman,28.0,28,1
32,T29,T29,Bill Glasson,28.0,28,1
33,T29,T29,Bob Heintz,28.0,28,1
34,T29,T29,Skip Kendall,28.0,56,2
35,T29,T29,Neal Lancaster,28.0,28,1
36,T29,T29,Phil Mickelson,28.0,56,2
37,T29,T29,Jesper Parnevik,28.0,28,1
38,T29,T29,Craig Parry,28.0,28,1
39,T29,T29,Mike Springer,28.0,28,1
40,T41,T41,Brandel Chamblee,28.5,57,2
41,T41,T41,Mathew Goggin,28.5,57,2
42,T41,T41,John Maginnes,28.5,57,2
43,T44,T44,Greg Chalmers,29.0,58,2
44,T44,T44,Jay Delsing,29.0,29,1
45,T44,T44,Joe Durant,29.0,29,1
46,T44,T44,David Duval,29.0,29,1
47,T44,T44,Dudley Hart,29.0,29,1
48,T44,T44,John Huston,29.0,29,1
49,T44,T44,Lee Janzen,29.0,29,1
50,T44,T44,Scott McCarron,29.0,58,2
51,T44,T44,David Toms,29.0,29,1
52,T44,T44,Scott Verplank,29.0,29,1
53,T44,T44,Mark Wiebe,29.0,29,1
54,T55,T55,Rich Beem,29.5,59,2
55,T55,T55,Olin Browne,29.5,59,2
56,T55,T55,Peter Jacobsen,29.5,59,2
57,T55,T55,Jeff Sluman,29.5,59,2
58,T55,T55,Kirk Triplett,29.5,59,2
59,T60,T60,Michael Clark II,30.0,30,1
60,T60,T60,John Cook,30.0,30,1
61,T60,T60,Fred Couples,30.0,60,2
62,T60,T60,Glen Day,30.0,30,1
63,T60,T60,Chris DiMarco,30.0,30,1
64,T60,T60,Brad Fabel,30.0,30,1
65,T60,T60,Jim Furyk,30.0,30,1
66,T60,T60,Matt Gogel,30.0,60,2
67,T60,T60,Scott Gump,30.0,30,1
68,T60,T60,Blaine McCallister,30.0,30,1
69,T60,T60,Shaun Micheel,30.0,30,1
70,T60,T60,Chris Perry,30.0,30,1
71,T60,T60,Rory Sabbatini,30.0,60,2
72,T60,T60,Bob Tway,30.0,60,2
73,T60,T60,Mike Weir,30.0,30,1
74,T60,T60,Jay Williamson,30.0,30,1
75,T76,T76,Steve Flesch,30.5,61,2
76,T76,T76,Edward Fryatt,30.5,61,2
77,T76,T76,David Peoples,30.5,61,2
78,T76,T76,Kevin Sutherland,30.5,61,2
79,T80,T80,Craig Barlow,31.0,31,1
80,T80,T80,Mark Calcavecchia,31.0,31,1
81,T80,T80,Robert Damron,31.0,31,1
82,T80,T80,Robin Freeman,31.0,31,1
83,T80,T80,Nolan Henke,31.0,31,1
84,T80,T80,Frank Lickliter II,31.0,31,1
85,T80,T80,Steve Lowery,31.0,31,1
86,T80,T80,Bob May,31.0,31,1
87,T80,T80,Kenny Perry,31.0,31,1
88,T80,T80,Jerry Smith,31.0,31,1
89,T80,T80,Duffy Waldorf,31.0,31,1
90,T91,T91,Davis Love III,31.5,63,2
91,T91,T91,Rocco Mediate,31.5,63,2
92,T93,T93,Woody Austin,32.0,32,1
93,T93,T93,Jay Don Blake,32.0,32,1
94,T93,T93,Mark Brooks,32.0,32,1
95,T93,T93,Casey Martin,32.0,32,1
96,T97,T97,Fulton Allem,33.0,33,1
97,T97,T97,Tommy Armour III,33.0,33,1
98,T97,T97,Tom Byrum,33.0,33,1
99,T97,T97,Robert Gamez,33.0,66,2
100,T97,T97,Kelly Gibson,33.0,33,1
101,T97,T97,Paul Goydos,33.0,33,1
102,T97,T97,Jeff Maggert,33.0,33,1
103,104,104,Bob Burns,35.0,35,1
