,Approaches__275_yards-Rgh_RTP_RANK THIS WEEK,Approaches__275_yards-Rgh_RTP_RANK LAST WEEK,Approaches__275_yards-Rgh_RTP_PLAYER NAME,Approaches__275_yards-Rgh_RTP_ROUNDS,Approaches__275_yards-Rgh_RTP_AVG RTP
0,T1,T1,Matt Kuchar,97,-2.000
1,T1,T1,Billy Mayfair,78,-2.000
2,T3,T3,Jerry Kelly,99,-1.500
3,T3,T3,Brian Stuard,81,-1.500
4,5,5,Michael Connell,89,-1.250
5,T6,T6,Kris Blanks,91,-1.000
6,T6,T6,Jason Bohn,84,-1.000
7,T6,T6,Justin Bolli,55,-1.000
8,T6,T6,Michael Bradley,77,-1.000
9,T6,T6,Ben Crane,85,-1.000
10,T6,T6,John Daly,63,-1.000
11,T6,T6,James Driscoll,78,-1.000
12,T6,T6,Jason Dufner,87,-1.000
13,T6,T6,Ernie Els,72,-1.000
14,T6,T6,Bob Estes,79,-1.000
15,T6,T6,Rickie Fowler,98,-1.000
16,T6,T6,Lucas Glover,75,-1.000
17,T6,T6,Mathias Grönberg,61,-1.000
18,T6,T6,Bill Haas,87,-1.000
19,T6,T6,J.J. Henry,92,-1.000
20,T6,T6,Tim Herron,79,-1.000
21,T6,T6,Trevor Immelman,55,-1.000
22,T6,T6,Kevin Johnson,62,-1.000
23,T6,T6,Greg Kraft,52,-1.000
24,T6,T6,Cliff Kresge,50,-1.000
25,T6,T6,Jeff Maggert,76,-1.000
26,T6,T6,Rory McIlroy,54,-1.000
27,T6,T6,Andrew McLardy,52,-1.000
28,T6,T6,Rocco Mediate,71,-1.000
29,T6,T6,Ryan Moore,80,-1.000
30,T6,T6,Carl Pettersson,99,-1.000
31,T6,T6,Brett Quigley,96,-1.000
32,T6,T6,Jeff Quinney,91,-1.000
33,T6,T6,Rory Sabbatini,79,-1.000
34,T6,T6,Webb Simpson,98,-1.000
35,T6,T6,Vijay Singh,75,-1.000
36,T6,T6,Brandt Snedeker,89,-1.000
37,T6,T6,Chris Stroud,90,-1.000
38,T6,T6,Chris Tidland,77,-1.000
39,T6,T6,Cameron Tringale,55,-1.000
40,T6,T6,Johnson Wagner,85,-1.000
41,T6,T6,Charles Warren,64,-1.000
42,T6,T6,Steve Wheatcroft,74,-1.000
43,T44,T44,Brendon de Jonge,114,-.800
44,T44,T44,Phil Mickelson,76,-.800
45,T46,T46,Henrik Bjornstad,72,-.750
46,T46,T46,J.P. Hayes,79,-.750
47,T46,T46,Ryuji Imada,90,-.750
48,T46,T46,Lee Janzen,77,-.750
49,T46,T46,George McNeill,79,-.750
50,T46,T46,Kevin Sutherland,86,-.750
51,T46,T46,Nick Watney,91,-.750
52,T46,T46,Bubba Watson,77,-.750
53,T54,T54,Roland Thatcher,72,-.667
54,T54,T54,Bo Van Pelt,104,-.667
55,T54,T54,Charlie Wi,95,-.667
56,T54,T54,Dean Wilson,54,-.667
57,58,58,Kevin Na,94,-.600
58,T59,T59,Blake Adams,84,-.500
59,T59,T59,Robert Allenby,76,-.500
60,T59,T59,Jonathan Byrd,85,-.500
61,T59,T59,Chad Campbell,94,-.500
62,T59,T59,Paul Casey,64,-.500
63,T59,T59,Daniel Chopra,74,-.500
64,T59,T59,Brent Delahoussaye,57,-.500
65,T59,T59,Luke Donald,71,-.500
66,T59,T59,Jim Furyk,76,-.500
67,T59,T59,Tom Gillis,97,-.500
68,T59,T59,J.B. Holmes,100,-.500
69,T59,T59,Charles Howell III,103,-.500
70,T59,T59,Freddie Jacobson,83,-.500
71,T59,T59,Zach Johnson,93,-.500
72,T59,T59,Martin Laird,91,-.500
73,T59,T59,Spencer Levin,110,-.500
74,T59,T59,Steve Lowery,67,-.500
75,T59,T59,Bill Lunde,79,-.500
76,T59,T59,David Lutterus,69,-.500
77,T59,T59,James Nitties,92,-.500
78,T59,T59,Sean O'Hair,84,-.500
79,T59,T59,Ryan Palmer,84,-.500
80,T59,T59,Cameron Percy,73,-.500
81,T59,T59,Ted Purdy,86,-.500
82,T59,T59,Justin Rose,78,-.500
83,T59,T59,Scott Verplank,74,-.500
84,T59,T59,Boo Weekley,88,-.500
85,T59,T59,Chris Wilson,65,-.500
86,87,87,Kevin Streelman,90,-.429
87,88,88,Aaron Baddeley,94,-.400
88,89,89,Nathan Green,86,-.364
89,T90,T90,Stephen Ames,75,-.333
90,T90,T90,Ángel Cabrera,64,-.333
91,T90,T90,Alex Cejka,81,-.333
92,T90,T90,Chad Collins,87,-.333
93,T90,T90,Brad Faxon,58,-.333
94,T90,T90,Padraig Harrington,57,-.333
95,T90,T90,Troy Merritt,86,-.333
96,T90,T90,D.A. Points,90,-.333
97,T90,T90,Andres Romero,73,-.333
98,T90,T90,Kevin Stadler,86,-.333
99,T100,T100,Martin Flores,75,-.286
100,T100,T100,Steve Marino,81,-.286
101,T102,T102,Stuart Appleby,101,-.250
102,T102,T102,Briny Baird,87,-.250
103,T102,T102,Jason Day,82,-.250
104,T102,T102,Robert Garrigus,71,-.250
105,T102,T102,Mathew Goggin,85,-.250
106,T102,T102,Davis Love III,79,-.250
107,T102,T102,John Mallinger,78,-.250
108,T102,T102,Garth Mulroy,53,-.250
109,T102,T102,Jeff Overton,89,-.250
110,T102,T102,Paul Stankowski,62,-.250
111,112,112,Scott McCarron,90,-.222
112,T113,T113,Marc Leishman,87,-.200
113,T113,T113,Alex Prugh,88,-.200
114,115,115,Scott Piercy,88,-.182
115,T116,T116,Matt Jones,89,-.167
116,T116,T116,Derek Lamely,81,-.167
117,118,118,Jimmy Walker,82,-.143
118,T119,T119,Woody Austin,93,E
119,T119,T119,Ricky Barnes,103,E
120,T119,T119,Cameron Beckman,68,E
121,T119,T119,Greg Chalmers,93,E
122,T119,T119,Tim Clark,88,E
123,T119,T119,Chris Couch,66,E
124,T119,T119,Brian Davis,101,E
125,T119,T119,David Duval,71,E
126,T119,T119,Steve Elkington,74,E
127,T119,T119,Matt Every,60,E
128,T119,T119,Steve Flesch,78,E
129,T119,T119,Paul Goydos,78,E
130,T119,T119,Richard Johnson,90,E
131,T119,T119,Dustin Johnson,83,E
132,T119,T119,Skip Kendall,58,E
133,T119,T119,Michael Letzig,84,E
134,T119,T119,Jarrod Lyle,54,E
135,T119,T119,John Merrick,109,E
136,T119,T119,Shaun Micheel,70,E
137,T119,T119,Geoff Ogilvy,62,E
138,T119,T119,Rod Pampling,77,E
139,T119,T119,Brenden Pappas,66,E
140,T119,T119,Pat Perez,90,E
141,T119,T119,Tom Pernice Jr.,74,E
142,T119,T119,Ian Poulter,55,E
143,T119,T119,Aron Price,70,E
144,T119,T119,Chris Riley,73,E
145,T119,T119,John Rollins,81,E
146,T119,T119,Adam Scott,70,E
147,T119,T119,Michael Sim,64,E
148,T119,T119,Jeev Milkha Singh,59,E
149,T119,T119,Vaughn Taylor,87,E
150,T119,T119,Josh Teater,101,E
151,T119,T119,David Toms,86,E
152,T119,T119,Omar Uresti,74,E
153,T119,T119,Brett Wetterich,54,E
154,T119,T119,Y.E. Yang,72,E
155,156,156,Matt Bettencourt,91,+.200
156,157,157,Joe Ogilvie,99,+.250
157,T158,T158,Rich Barcelo,70,+.333
158,T158,T158,Mark Calcavecchia,50,+.333
159,T160,T160,Jeff Gove,57,+.500
160,T160,T160,Hunter Mahan,85,+.500
