,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
0,1,1,Omar Uresti,74,"54' 11""",1042.667,19,-4
1,2,2,Phil Mickelson,76,"55' 2""",2924.75,53,-17
2,3,3,Ben Crane,85,"56' 0""",2072.0,37,-7
3,4,4,Retief Goosen,75,"56' 8""",2039.3329999999999,36,-1
4,5,5,Y.E. Yang,72,"56' 9""",1986.5,35,-7
5,6,6,Adam Scott,70,"57' 0""",1881.8329999999999,33,-3
6,7,7,Jonathan Byrd,85,"57' 9""",2425.083,42,-7
7,8,8,Robert Allenby,76,"58' 3""",2096.5,36,-10
8,9,9,K.J. Choi,82,"58' 4""",1807.25,31,-10
9,10,10,Tim Clark,88,"58' 6""",1579.4170000000001,27,+3
10,11,11,Dustin Johnson,83,"59' 1""",2068.5,35,-16
11,12,12,Bill Haas,87,"59' 3""",2608.417,44,-20
12,13,13,Mathias Grönberg,61,"59' 4""",1543.1670000000001,26,-4
13,14,14,Johnson Wagner,85,"60' 1""",2283.083,38,-4
14,15,15,Jay Williamson,76,"60' 4""",1328.1670000000001,22,+3
15,16,16,John Merrick,109,"60' 8""",2365.0,39,-2
16,17,17,Cameron Tringale,55,"61' 2""",1650.6670000000001,27,-4
17,18,18,Chris Tidland,77,"61' 3""",2081.167,34,-3
18,19,19,Steve Flesch,78,"61' 4""",3066.083,50,+4
19,20,20,Tom Gillis,97,"61' 7""",2771.167,45,-8
20,21,21,Woody Austin,93,"61' 9""",3212.417,52,+1
21,T22,T22,George McNeill,79,"62' 2""",3856.583,62,-14
22,T22,T22,Nick Watney,91,"62' 2""",2050.5,33,-12
23,24,24,Camilo Villegas,78,"62' 9""",2448.5,39,-8
24,25,25,Geoff Ogilvy,62,"62' 10""",2137.167,34,E
25,T26,T26,Justin Bolli,55,"62' 11""",1132.167,18,-1
26,T26,T26,Nicholas Thompson,88,"62' 11""",2077.25,33,-2
27,T28,T28,Sean O'Hair,84,"63' 0""",2078.75,33,-6
28,T28,T28,Kenny Perry,69,"63' 0""",819.4169999999999,13,E
29,30,30,Luke Donald,71,"63' 1""",2650.5,42,-1
30,31,31,Joe Ogilvie,99,"63' 2""",3789.583,60,-3
31,32,32,Chris Couch,66,"63' 3""",1833.5829999999999,29,-4
32,33,33,John Senden,103,"63' 4""",3103.667,49,-6
33,34,34,James Driscoll,78,"63' 5""",3044.583,48,-12
34,35,35,Brandt Snedeker,89,"63' 9""",2486.5,39,+6
35,T36,T36,Briny Baird,87,"63' 11""",2684.667,42,-5
36,T36,T36,Daniel Chopra,74,"63' 11""",3005.25,47,-5
37,38,38,Rory Sabbatini,79,"64' 0""",2304.5,36,-8
38,39,39,Brian Davis,101,"64' 2""",3145.333,49,+8
39,40,40,Bryce Molder,84,"64' 3""",2568.75,40,+4
40,41,41,D.J. Trahan,92,"64' 4""",3793.75,59,-6
41,42,42,Ricky Barnes,103,"64' 6""",4065.583,63,+1
42,T43,T43,Roland Thatcher,72,"64' 7""",2842.167,44,-4
43,T43,T43,Mark Wilson,87,"64' 7""",2518.25,39,+4
44,T45,T45,Ernie Els,72,"65' 0""",2015.25,31,-5
45,T45,T45,Andrew McLardy,52,"65' 0""",1364.5829999999999,21,-7
46,T47,T47,Richard Johnson,90,"65' 2""",2476.167,38,+2
47,T47,T47,Marc Leishman,87,"65' 2""",2803.0,43,-9
48,49,49,Steve Elkington,74,"65' 3""",1174.0,18,-3
49,T50,T50,Cameron Percy,73,"65' 4""",2873.583,44,-2
50,T50,T50,Bo Van Pelt,104,"65' 4""",2876.417,44,-7
51,T52,T52,Lucas Glover,75,"65' 5""",1831.0829999999999,28,-6
52,T52,T52,Ryan Palmer,84,"65' 5""",2224.417,34,-4
53,T54,T54,Robert Garrigus,71,"65' 6""",2555.5,39,-5
54,T54,T54,Bill Lunde,79,"65' 6""",1898.9170000000001,29,-8
55,T56,T56,Greg Chalmers,93,"65' 7""",3016.5,46,+4
56,T56,T56,Jeff Quinney,91,"65' 7""",3149.833,48,-1
57,T56,T56,Charles Warren,64,"65' 7""",1246.167,19,-3
58,59,59,Joe Durant,67,"65' 8""",1248.083,19,+7
