,Approaches_from__100_yards_RANK THIS WEEK,Approaches_from__100_yards_RANK LAST WEEK,Approaches_from__100_yards_PLAYER NAME,Approaches_from__100_yards_ROUNDS,Approaches_from__100_yards_AVG,Approaches_from__100_yards_TOTAL DISTANCE (FEET),Approaches_from__100_yards_# OF ATTEMPTS,Approaches_from__100_yards_RELATIVE TO PAR
0,1,1,Jay Williamson,76,"29' 1""",22494.583,773,-0.05
1,2,2,Robert Garrigus,71,"29' 8""",19952.0,672,-0.07
2,T3,T3,Tim Clark,88,"30' 0""",26135.75,871,-0.08
3,T3,T3,Brendon de Jonge,114,"30' 0""",34111.75,1136,-0.11
4,5,5,Chad Campbell,94,"30' 1""",31269.333,1039,-0.09
5,T6,T6,Paul Casey,64,"30' 2""",15786.667,523,-0.15
6,T6,T6,K.J. Choi,82,"30' 2""",22919.833,759,-0.09
7,8,8,Cliff Kresge,50,"30' 4""",17458.75,575,-0.02
8,9,9,Joe Durant,67,"30' 5""",23302.083,767,-0.10
9,T10,T10,Rickie Fowler,98,"30' 6""",29620.75,972,-0.08
10,T10,T10,Dean Wilson,54,"30' 6""",18628.583,610,-0.08
11,T12,T12,Michael Connell,89,"30' 7""",28459.833,930,-0.08
12,T12,T12,Tom Pernice Jr.,74,"30' 7""",22510.083,737,-0.07
13,T14,T14,Phil Mickelson,76,"30' 9""",17999.583,585,-0.11
14,T14,T14,David Toms,86,"30' 9""",27403.75,892,-0.10
15,T16,T16,Spencer Levin,110,"30' 10""",36951.167,1199,-0.10
16,T16,T16,Kenny Perry,69,"30' 10""",21074.0,684,-0.10
17,T16,T16,Brett Wetterich,54,"30' 10""",18677.0,605,-0.07
18,T19,T19,Jason Bohn,84,"30' 11""",29119.917,943,-0.08
19,T19,T19,David Duval,71,"30' 11""",19521.25,632,-0.10
20,T19,T19,Cameron Percy,73,"30' 11""",20947.333,677,-0.08
21,22,22,Rocco Mediate,71,"31' 0""",23946.75,773,-0.06
22,23,23,Vijay Singh,75,"31' 1""",20384.167,656,-0.08
23,T24,T24,Marc Leishman,87,"31' 2""",25032.5,804,-0.10
24,T24,T24,Davis Love III,79,"31' 2""",26022.833,836,-0.07
25,T24,T24,Aron Price,70,"31' 2""",24789.417,796,-0.12
26,T24,T24,Charles Warren,64,"31' 2""",20730.5,666,-0.09
27,T28,T28,Briny Baird,87,"31' 3""",30635.167,981,-0.07
28,T28,T28,Charley Hoffman,85,"31' 3""",28993.0,928,-0.14
