,Approach_75-100_yards_RTP_Score_RANK THIS WEEK,Approach_75-100_yards_RTP_Score_RANK LAST WEEK,Approach_75-100_yards_RTP_Score_PLAYER NAME,Approach_75-100_yards_RTP_Score_ROUNDS,Approach_75-100_yards_RTP_Score_AVG RTP
0,1,1,Geoff Ogilvy,62,-.404
1,2,2,Sergio Garcia,58,-.381
2,3,3,Rickie Fowler,98,-.375
3,4,4,Retief Goosen,75,-.370
4,5,5,Paul Goydos,78,-.337
5,6,6,Garth Mulroy,53,-.333
6,7,7,Webb Simpson,98,-.313
7,8,8,Dean Wilson,54,-.306
8,9,9,George McNeill,79,-.296
9,10,10,David Toms,86,-.294
10,11,11,Trevor Immelman,55,-.286
11,12,12,Charlie Wi,95,-.274
12,13,13,Lee Janzen,77,-.273
13,14,14,Ben Crane,85,-.269
14,15,15,Justin Bolli,55,-.268
15,T16,T16,Paul Casey,64,-.265
16,T16,T16,Phil Mickelson,76,-.265
17,18,18,D.J. Trahan,92,-.262
18,19,19,Jim Furyk,76,-.250
19,T20,T20,Bill Haas,87,-.246
20,T20,T20,Richard Johnson,90,-.246
21,T20,T20,Matt Kuchar,97,-.246
22,T20,T20,Scott Verplank,74,-.246
23,T24,T24,J.P. Hayes,79,-.242
24,T24,T24,Tim Herron,79,-.242
25,T24,T24,Jay Williamson,76,-.242
26,27,27,Steve Stricker,73,-.241
27,28,28,J.J. Henry,92,-.239
28,T29,T29,Blake Adams,84,-.238
29,T29,T29,Ryuji Imada,90,-.238
30,31,31,Roland Thatcher,72,-.237
31,32,32,Chris DiMarco,88,-.235
32,T33,T33,Joe Ogilvie,99,-.233
33,T33,T33,Ian Poulter,55,-.233
34,35,35,Chris Riley,73,-.232
35,36,36,Vijay Singh,75,-.231
36,T37,T37,Stewart Cink,84,-.228
37,T37,T37,John Rollins,81,-.228
38,T39,T39,Andrew McLardy,52,-.227
39,T39,T39,Jeff Overton,89,-.227
40,T41,T41,Bob Estes,79,-.226
41,T41,T41,Brian Gay,101,-.226
42,43,43,Skip Kendall,58,-.224
43,44,44,Ryan Palmer,84,-.220
44,45,45,Nicholas Thompson,88,-.219
45,46,46,Tim Clark,88,-.217
46,47,47,Greg Owen,69,-.214
47,48,48,Robert Garrigus,71,-.213
48,49,49,Matt Jones,89,-.211
49,50,50,Kevin Na,94,-.205
50,T51,T51,Brad Faxon,58,-.200
51,T51,T51,Mathias Grönberg,61,-.200
52,T53,T53,Ernie Els,72,-.194
53,T53,T53,Spencer Levin,110,-.194
54,T53,T53,Bryce Molder,84,-.194
55,56,56,Freddie Jacobson,83,-.193
56,57,57,Jerry Kelly,99,-.192
57,58,58,Bubba Watson,77,-.190
58,T59,T59,Derek Lamely,81,-.189
59,T59,T59,John Senden,103,-.189
60,61,61,Mike Weir,59,-.188
61,T62,T62,K.J. Choi,82,-.186
62,T62,T62,Jeev Milkha Singh,59,-.186
63,64,64,Aron Price,70,-.185
64,65,65,Lucas Glover,75,-.184
65,T66,T66,Michael Bradley,77,-.183
66,T66,T66,Johnson Wagner,85,-.183
67,T66,T66,Boo Weekley,88,-.183
68,69,69,Omar Uresti,74,-.182
69,T70,T70,Michael Connell,89,-.181
70,T70,T70,Brian Davis,101,-.181
71,72,72,Greg Chalmers,93,-.180
72,73,73,Chad Collins,87,-.179
73,T74,T74,Charles Howell III,103,-.177
74,T74,T74,John Mallinger,78,-.177
75,T74,T74,Tim Petrovic,105,-.177
76,77,77,Jason Bohn,84,-.175
77,78,78,Padraig Harrington,57,-.171
78,79,79,Robert Allenby,76,-.170
79,80,80,Jimmy Walker,82,-.169
80,T81,T81,Joe Durant,67,-.164
81,T81,T81,Steve Marino,81,-.164
82,T83,T83,Ricky Barnes,103,-.160
83,T83,T83,Josh Teater,101,-.160
84,85,85,Mathew Goggin,85,-.159
85,86,86,Steve Elkington,74,-.158
86,87,87,Scott Piercy,88,-.157
87,88,88,Brent Delahoussaye,57,-.156
88,T89,T89,Brendon de Jonge,114,-.155
89,T89,T89,Heath Slocum,97,-.155
90,T89,T89,Vaughn Taylor,87,-.155
91,T89,T89,Mark Wilson,87,-.155
92,93,93,Jason Day,82,-.154
93,94,94,John Merrick,109,-.153
94,95,95,Stuart Appleby,101,-.151
95,96,96,Will MacKenzie,72,-.150
96,T97,T97,Alex Cejka,81,-.149
97,T97,T97,Brandt Snedeker,89,-.149
98,99,99,Rocco Mediate,71,-.146
99,T100,T100,Troy Merritt,86,-.145
100,T100,T100,Andres Romero,73,-.145
101,T102,T102,Jarrod Lyle,54,-.143
102,T102,T102,Shaun Micheel,70,-.143
103,T102,T102,Carl Pettersson,99,-.143
104,105,105,Zach Johnson,93,-.141
105,T106,T106,Woody Austin,93,-.140
106,T106,T106,Marc Leishman,87,-.140
107,T106,T106,Tom Pernice Jr.,74,-.140
108,109,109,Aaron Baddeley,94,-.139
109,110,110,James Driscoll,78,-.138
110,111,111,Paul Stankowski,62,-.136
111,T112,T112,Graham DeLaet,88,-.133
112,T112,T112,Cliff Kresge,50,-.133
113,T114,T114,Ben Curtis,78,-.130
114,T114,T114,Garrett Willis,82,-.130
115,116,116,Briny Baird,87,-.129
116,117,117,Chris Stroud,90,-.127
117,118,118,Kenny Perry,69,-.123
118,T119,T119,Charles Warren,64,-.120
119,T119,T119,Brett Wetterich,54,-.120
120,121,121,Bill Lunde,79,-.118
121,122,122,Kevin Sutherland,86,-.117
122,123,123,Justin Rose,78,-.115
123,124,124,Troy Matteson,84,-.114
124,125,125,Nick Watney,91,-.113
125,126,126,Kevin Johnson,62,-.111
126,T127,T127,Chad Campbell,94,-.110
127,T127,T127,Justin Leonard,89,-.110
128,129,129,Bo Van Pelt,104,-.108
129,T130,T130,Mark Calcavecchia,50,-.107
130,T130,T130,Brett Quigley,96,-.107
131,132,132,Stephen Ames,75,-.103
132,133,133,Alex Prugh,88,-.101
133,T134,T134,Craig Bowden,56,-.098
134,T134,T134,Jeff Maggert,76,-.098
135,136,136,Adam Scott,70,-.097
136,137,137,Cameron Beckman,68,-.096
137,T138,T138,Billy Mayfair,78,-.095
138,T138,T138,Michael Sim,64,-.095
139,140,140,D.A. Points,90,-.090
140,141,141,Greg Kraft,52,-.089
141,142,142,James Nitties,92,-.088
142,143,143,Roger Tambellini,77,-.085
143,144,144,John Daly,63,-.082
144,145,145,Steve Flesch,78,-.081
145,146,146,Jonathan Byrd,85,-.079
146,T147,T147,Tom Gillis,97,-.078
147,T147,T147,Michael Letzig,84,-.078
