,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
0,1,1,Tim Clark,88,94.85,92,97,-0.58
1,2,2,Lucas Glover,75,94.34,150,159,-0.61
2,3,3,John Merrick,109,94.2,195,207,-0.61
3,4,4,Kevin Sutherland,86,93.83,152,162,-0.61
4,5,5,Mark Wilson,87,93.75,150,160,-0.61
5,6,6,K.J. Choi,82,93.69,104,111,-0.6
6,7,7,Aron Price,70,93.33,112,120,-0.59
7,8,8,Jason Dufner,87,93.04,147,158,-0.59
8,9,9,Nathan Green,86,92.99,146,157,-0.6
9,10,10,Spencer Levin,110,92.97,172,185,-0.51
10,11,11,Billy Mayfair,78,92.75,128,138,-0.49
11,T12,T12,J.P. Hayes,79,92.5,111,120,-0.6
12,T12,T12,Steve Stricker,73,92.5,111,120,-0.63
13,14,14,Lee Janzen,77,92.44,110,119,-0.61
14,15,15,Tim Petrovic,105,92.43,171,185,-0.54
15,16,16,Matt Jones,89,92.42,183,198,-0.61
16,17,17,Bill Haas,87,92.39,182,197,-0.63
17,18,18,Stuart Appleby,101,92.15,176,191,-0.57
18,19,19,Trevor Immelman,55,92.11,70,76,-0.54
19,20,20,Brenden Pappas,66,92.04,104,113,-0.55
20,21,21,Jonathan Byrd,85,91.89,170,185,-0.64
21,22,22,Jason Bohn,84,91.84,135,147,-0.59
22,23,23,Matt Kuchar,97,91.76,167,182,-0.66
23,24,24,David Duval,71,91.74,100,109,-0.59
24,25,25,Robert Allenby,76,91.73,122,133,-0.66
25,26,26,Will MacKenzie,72,91.56,141,154,-0.53
26,27,27,Paul Casey,64,91.49,86,94,-0.73
27,28,28,J.J. Henry,92,91.43,160,175,-0.61
28,29,29,Josh Teater,101,91.36,201,220,-0.57
29,30,30,Cameron Beckman,68,91.35,95,104,-0.52
30,31,31,Omar Uresti,74,91.3,84,92,-0.42
31,32,32,Richard Johnson,90,91.26,94,103,-0.59
32,33,33,Brendon de Jonge,114,91.24,177,194,-0.63
33,34,34,Heath Slocum,97,91.16,134,147,-0.54
34,T35,T35,Mark Calcavecchia,50,91.14,72,79,-0.53
35,T35,T35,Vance Veazey,58,91.14,72,79,-0.5
36,37,37,Boo Weekley,88,91.12,154,169,-0.53
37,38,38,Justin Leonard,89,91.09,92,101,-0.59
38,39,39,Chris Stroud,90,91.03,132,145,-0.61
39,40,40,John Rollins,81,90.95,191,210,-0.56
40,T41,T41,Aaron Baddeley,94,90.77,236,260,-0.67
41,T41,T41,Michael Bradley,77,90.77,118,130,-0.53
42,43,43,Martin Laird,91,90.71,205,226,-0.67
43,44,44,Camilo Villegas,78,90.58,125,138,-0.66
44,45,45,Steve Wheatcroft,74,90.55,115,127,-0.63
45,46,46,Troy Merritt,86,90.48,152,168,-0.71
46,47,47,Davis Love III,79,90.38,141,156,-0.67
47,48,48,Chad Collins,87,90.37,122,135,-0.57
48,49,49,Chris Couch,66,90.36,150,166,-0.63
49,50,50,Paul Goydos,78,90.27,102,113,-0.47
50,51,51,Greg Owen,69,90.21,129,143,-0.53
51,52,52,Zach Johnson,93,90.2,138,153,-0.62
52,53,53,Brent Delahoussaye,57,90.16,55,61,-0.44
53,54,54,Rory Sabbatini,79,90.1,173,192,-0.64
54,T55,T55,Jason Day,82,90.0,153,170,-0.6
55,T55,T55,John Mallinger,78,90.0,108,120,-0.64
56,T57,T57,James Driscoll,78,89.9,178,198,-0.63
57,T57,T57,Jarrod Lyle,54,89.9,89,99,-0.57
58,59,59,Vaughn Taylor,87,89.89,160,178,-0.6
59,60,60,Chad Campbell,94,89.81,141,157,-0.52
60,T61,T61,Stephen Ames,75,89.78,123,137,-0.56
61,T61,T61,Ernie Els,72,89.78,123,137,-0.66
62,T61,T61,Tim Herron,79,89.78,123,137,-0.54
63,64,64,Brett Quigley,96,89.77,158,176,-0.7
64,65,65,Luke Donald,71,89.74,70,78,-0.61
65,66,66,Bo Van Pelt,104,89.73,201,224,-0.66
66,T67,T67,Retief Goosen,75,89.63,121,135,-0.64
67,T67,T67,Kenny Perry,69,89.63,121,135,-0.58
68,69,69,Alex Cejka,81,89.6,112,125,-0.55
69,70,70,Martin Flores,75,89.56,163,182,-0.57
70,71,71,Nick Watney,91,89.53,171,191,-0.63
71,T72,T72,Jim Furyk,76,89.52,94,105,-0.66
72,T72,T72,John Senden,103,89.52,188,210,-0.56
73,T74,T74,Kevin Johnson,62,89.47,68,76,-0.5
74,T74,T74,Kevin Streelman,90,89.47,170,190,-0.59
75,76,76,Scott Piercy,88,89.45,195,218,-0.62
76,77,77,Charles Warren,64,89.38,143,160,-0.61
77,78,78,Brian Stuard,81,89.29,100,112,-0.61
78,T79,T79,Bob Estes,79,89.23,116,130,-0.57
79,T79,T79,Roger Tambellini,77,89.23,116,130,-0.52
80,81,81,Hunter Mahan,85,89.2,157,176,-0.59
81,82,82,Mathias Grönberg,61,89.19,99,111,-0.55
82,83,83,Johnson Wagner,85,89.13,123,138,-0.59
83,84,84,Jerry Kelly,99,89.1,139,156,-0.58
84,85,85,Paul Stankowski,62,89.09,98,110,-0.66
85,86,86,Craig Bowden,56,89.06,57,64,-0.4
86,87,87,D.A. Points,90,89.03,138,155,-0.61
87,88,88,Scott Verplank,74,89.01,81,91,-0.6
88,89,89,Dustin Johnson,83,88.99,194,218,-0.63
89,T90,T90,Mathew Goggin,85,88.83,159,179,-0.58
90,T90,T90,Michael Letzig,84,88.83,167,188,-0.59
91,92,92,Woody Austin,93,88.82,143,161,-0.63
92,T93,T93,Ben Crane,85,88.8,111,125,-0.59
93,T93,T93,Brandt Snedeker,89,88.8,111,125,-0.63
94,95,95,Rich Barcelo,70,88.79,103,116,-0.67
95,96,96,Bubba Watson,77,88.73,189,213,-0.71
96,97,97,Joe Ogilvie,99,88.66,172,194,-0.59
97,98,98,Ben Curtis,78,88.64,78,88,-0.53
98,T99,T99,Stewart Cink,84,88.62,148,167,-0.6
99,T99,T99,David Lutterus,69,88.62,109,123,-0.51
100,T99,T99,D.J. Trahan,92,88.62,218,246,-0.59
101,102,102,Padraig Harrington,57,88.46,92,104,-0.75
102,103,103,Charlie Wi,95,88.44,130,147,-0.56
103,104,104,Kevin Stadler,86,88.42,168,190,-0.61
104,T105,T105,Steve Flesch,78,88.39,99,112,-0.71
105,T105,T105,Geoff Ogilvy,62,88.39,99,112,-0.58
106,T107,T107,Matt Every,60,88.37,114,129,-0.61
107,T107,T107,Greg Kraft,52,88.37,38,43,-0.68
108,109,109,Briny Baird,87,88.32,121,137,-0.69
109,110,110,Charles Howell III,103,88.29,181,205,-0.64
110,T111,T111,Justin Bolli,55,88.14,52,59,-0.6
111,T111,T111,Chris Wilson,65,88.14,104,118,-0.54
112,113,113,Rickie Fowler,98,88.11,163,185,-0.6
113,114,114,Joe Durant,67,87.96,95,108,-0.57
114,115,115,Cameron Tringale,55,87.93,102,116,-0.49
115,T116,T116,Blake Adams,84,87.92,131,149,-0.55
116,T116,T116,Steve Marino,81,87.92,131,149,-0.66
117,118,118,Y.E. Yang,72,87.9,109,124,-0.64
118,119,119,Pat Perez,90,87.88,174,198,-0.66
119,120,120,Phil Mickelson,76,87.83,166,189,-0.67
120,121,121,Kris Blanks,91,87.79,151,172,-0.54
121,122,122,Ricky Barnes,103,87.78,158,180,-0.56
122,123,123,Brad Faxon,58,87.76,43,49,-0.58
123,124,124,Brian Gay,101,87.62,92,105,-0.51
124,T125,T125,Henrik Bjornstad,72,87.5,119,136,-0.62
125,T125,T125,Freddie Jacobson,83,87.5,126,144,-0.58
126,T125,T125,Kevin Na,94,87.5,140,160,-0.6
127,T125,T125,Ryan Palmer,84,87.5,154,176,-0.57
128,129,129,Robert Garrigus,71,87.43,153,175,-0.59
129,130,130,Steve Elkington,74,87.31,117,134,-0.56
130,131,131,Roland Thatcher,72,87.26,137,157,-0.52
131,132,132,Michael Connell,89,87.2,109,125,-0.64
132,133,133,Ángel Cabrera,64,87.15,156,179,-0.6
133,134,134,Jimmy Walker,82,86.96,140,161,-0.55
134,T135,T135,Marc Leishman,87,86.93,153,176,-0.63
135,T135,T135,Nicholas Thompson,88,86.93,173,199,-0.47
136,137,137,Justin Rose,78,86.71,124,143,-0.7
137,T138,T138,Alex Prugh,88,86.67,182,210,-0.67
138,T138,T138,Chris Riley,73,86.67,91,105,-0.64
139,140,140,Cameron Percy,73,86.62,123,142,-0.59
140,141,141,Ryuji Imada,90,86.59,142,164,-0.51
141,T142,T142,Sergio Garcia,58,86.52,77,89,-0.62
142,T142,T142,Carl Pettersson,99,86.52,122,141,-0.65
143,144,144,Jeff Maggert,76,86.49,96,111,-0.48
144,145,145,Scott McCarron,90,86.43,172,199,-0.54
145,146,146,Jeff Overton,89,86.36,152,176,-0.59
146,147,147,David Toms,86,86.33,120,139,-0.58
147,148,148,Garth Mulroy,53,86.32,101,117,-0.62
148,T149,T149,George McNeill,79,86.23,119,138,-0.72
149,T149,T149,Vijay Singh,75,86.23,119,138,-0.63
150,151,151,Webb Simpson,98,86.18,131,152,-0.65
151,T152,T152,Troy Matteson,84,86.14,174,202,-0.56
152,T152,T152,Bryce Molder,84,86.14,87,101,-0.66
153,T154,T154,Sean O'Hair,84,86.13,149,173,-0.64
154,T154,T154,Adam Scott,70,86.13,118,137,-0.54
155,T156,T156,Derek Lamely,81,86.09,130,151,-0.57
156,T156,T156,Rocco Mediate,71,86.09,99,115,-0.63
157,T156,T156,Ryan Moore,80,86.09,130,151,-0.64
158,159,159,Shaun Micheel,70,86.02,80,93,-0.48
159,160,160,Jeev Milkha Singh,59,85.98,92,107,-0.48
160,161,161,Charley Hoffman,85,85.97,190,221,-0.64
161,162,162,Tom Gillis,97,85.92,183,213,-0.69
162,163,163,Garrett Willis,82,85.89,140,163,-0.53
163,164,164,Graham DeLaet,88,85.65,185,216,-0.65
164,165,165,Daniel Chopra,74,85.63,137,160,-0.71
165,T166,T166,Ted Purdy,86,85.56,160,187,-0.6
166,T166,T166,Jay Williamson,76,85.56,77,90,-0.55
167,168,168,Michael Sim,64,85.44,88,103,-0.53
168,169,169,Steve Lowery,67,85.25,104,122,-0.49
169,T170,T170,Jeff Gove,57,85.23,75,88,-0.55
170,T170,T170,Chris Tidland,77,85.23,127,149,-0.61
171,172,172,Dean Wilson,54,85.14,63,74,-0.56
172,173,173,Rory McIlroy,54,85.0,102,120,-0.58
173,174,174,Bill Lunde,79,84.97,130,153,-0.65
174,175,175,Tom Pernice Jr.,74,84.78,78,92,-0.6
175,176,176,James Nitties,92,84.62,165,195,-0.62
176,177,177,Jerod Turner,54,84.51,60,71,-0.6
177,178,178,Brian Davis,101,84.0,147,175,-0.57
178,T179,T179,J.B. Holmes,100,83.85,244,291,-0.65
179,T179,T179,Rod Pampling,77,83.85,135,161,-0.6
180,181,181,Mike Weir,59,83.78,62,74,-0.66
181,182,182,Chris DiMarco,88,83.69,118,141,-0.57
182,183,183,Jeff Quinney,91,83.58,112,134,-0.63
183,184,184,Matt Bettencourt,91,83.42,156,187,-0.71
184,185,185,Skip Kendall,58,83.13,69,83,-0.46
185,186,186,Greg Chalmers,93,83.04,142,171,-0.61
186,187,187,John Daly,63,82.39,117,142,-0.56
187,188,188,Andres Romero,73,80.9,161,199,-0.58
188,T189,T189,Cliff Kresge,50,80.0,64,80,-0.72
189,T189,T189,Brett Wetterich,54,80.0,112,140,-0.63
190,191,191,Andrew McLardy,52,79.73,59,74,-0.61
191,192,192,Ian Poulter,55,78.26,54,69,-0.59
