,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
0,1,1,Tom Gillis,97,19
1,2,2,Charles Howell III,103,18
2,T3,T3,Scott McCarron,90,17
3,T3,T3,D.A. Points,90,17
4,T3,T3,John Rollins,81,17
5,T3,T3,Andres Romero,73,17
6,T3,T3,John Senden,103,17
7,8,8,Scott Piercy,88,16
8,T9,T9,Jason Day,82,15
9,T9,T9,Kevin Na,94,15
10,T9,T9,Carl Pettersson,99,15
11,T9,T9,Chris Tidland,77,15
12,T13,T13,Martin Flores,75,14
13,T13,T13,Richard Johnson,90,14
14,T13,T13,Joe Ogilvie,99,14
15,T13,T13,Tom Pernice Jr.,74,14
16,T13,T13,Justin Rose,78,14
17,T13,T13,Y.E. Yang,72,14
18,T19,T19,Blake Adams,84,13
19,T19,T19,Robert Allenby,76,13
20,T19,T19,Aaron Baddeley,94,13
21,T19,T19,Jonathan Byrd,85,13
22,T19,T19,Alex Cejka,81,13
23,T19,T19,Daniel Chopra,74,13
24,T19,T19,Ben Crane,85,13
25,T19,T19,J.P. Hayes,79,13
26,T19,T19,Charley Hoffman,85,13
27,T19,T19,Zach Johnson,93,13
28,T19,T19,Matt Jones,89,13
29,T19,T19,Davis Love III,79,13
30,T19,T19,Tim Petrovic,105,13
31,T32,T32,Stephen Ames,75,12
32,T32,T32,Rich Barcelo,70,12
33,T32,T32,Chad Campbell,94,12
34,T32,T32,Brian Davis,101,12
35,T32,T32,Chris DiMarco,88,12
36,T32,T32,Brian Gay,101,12
37,T32,T32,Paul Goydos,78,12
38,T32,T32,Ryuji Imada,90,12
39,T32,T32,Jerry Kelly,99,12
40,T32,T32,Matt Kuchar,97,12
41,T32,T32,Justin Leonard,89,12
42,T32,T32,Phil Mickelson,76,12
43,T32,T32,Chris Stroud,90,12
44,T45,T45,Michael Bradley,77,11
45,T45,T45,Jim Furyk,76,11
46,T45,T45,Retief Goosen,75,11
47,T45,T45,Will MacKenzie,72,11
48,T45,T45,Bryce Molder,84,11
49,T45,T45,Chris Riley,73,11
50,T45,T45,Steve Stricker,73,11
51,T52,T52,Stuart Appleby,101,10
52,T52,T52,Tim Clark,88,10
53,T52,T52,Chad Collins,87,10
54,T52,T52,Michael Connell,89,10
55,T52,T52,Chris Couch,66,10
56,T52,T52,Lucas Glover,75,10
57,T52,T52,Mathew Goggin,85,10
58,T52,T52,J.J. Henry,92,10
59,T52,T52,Lee Janzen,77,10
60,T52,T52,Kevin Johnson,62,10
61,T52,T52,Dustin Johnson,83,10
62,T52,T52,Derek Lamely,81,10
63,T52,T52,Michael Letzig,84,10
64,T52,T52,Rocco Mediate,71,10
65,T52,T52,Kenny Perry,69,10
66,T52,T52,Brandt Snedeker,89,10
67,T52,T52,Omar Uresti,74,10
68,T52,T52,Bubba Watson,77,10
69,T52,T52,Mark Wilson,87,10
70,T52,T52,Chris Wilson,65,10
71,T72,T72,Woody Austin,93,9
72,T72,T72,Ricky Barnes,103,9
73,T72,T72,Matt Bettencourt,91,9
74,T72,T72,Jason Bohn,84,9
75,T72,T72,Greg Chalmers,93,9
76,T72,T72,John Daly,63,9
77,T72,T72,Jason Dufner,87,9
78,T72,T72,Ernie Els,72,9
79,T72,T72,Matt Every,60,9
80,T72,T72,Steve Flesch,78,9
81,T72,T72,Rickie Fowler,98,9
82,T72,T72,Freddie Jacobson,83,9
83,T72,T72,John Mallinger,78,9
84,T72,T72,Andrew McLardy,52,9
85,T72,T72,George McNeill,79,9
86,T72,T72,Troy Merritt,86,9
87,T72,T72,Vaughn Taylor,87,9
88,T72,T72,Roland Thatcher,72,9
89,T72,T72,Nicholas Thompson,88,9
90,T72,T72,Jimmy Walker,82,9
91,T72,T72,Nick Watney,91,9
92,T72,T72,Mike Weir,59,9
93,T72,T72,Jay Williamson,76,9
94,T95,T95,Briny Baird,87,8
95,T95,T95,Cameron Beckman,68,8
96,T95,T95,Mark Calcavecchia,50,8
97,T95,T95,Luke Donald,71,8
98,T95,T95,J.B. Holmes,100,8
99,T95,T95,Steve Marino,81,8
100,T95,T95,Troy Matteson,84,8
101,T95,T95,Billy Mayfair,78,8
102,T95,T95,Shaun Micheel,70,8
103,T95,T95,Jeff Overton,89,8
104,T95,T95,Rod Pampling,77,8
105,T95,T95,Brenden Pappas,66,8
106,T95,T95,Pat Perez,90,8
107,T95,T95,Alex Prugh,88,8
108,T95,T95,Brett Quigley,96,8
109,T95,T95,Webb Simpson,98,8
110,T95,T95,Heath Slocum,97,8
111,T95,T95,Kevin Streelman,90,8
112,T95,T95,Brian Stuard,81,8
113,T95,T95,Kevin Sutherland,86,8
114,T95,T95,Josh Teater,101,8
115,T95,T95,D.J. Trahan,92,8
116,T95,T95,Scott Verplank,74,8
117,T95,T95,Johnson Wagner,85,8
118,T95,T95,Boo Weekley,88,8
119,T120,T120,Kris Blanks,91,7
120,T120,T120,Craig Bowden,56,7
121,T120,T120,James Driscoll,78,7
122,T120,T120,David Duval,71,7
123,T120,T120,Nathan Green,86,7
124,T120,T120,Bill Haas,87,7
125,T120,T120,Padraig Harrington,57,7
126,T120,T120,Martin Laird,91,7
127,T120,T120,Marc Leishman,87,7
128,T120,T120,Spencer Levin,110,7
129,T120,T120,David Lutterus,69,7
130,T120,T120,Jarrod Lyle,54,7
131,T120,T120,Hunter Mahan,85,7
132,T120,T120,James Nitties,92,7
133,T120,T120,Greg Owen,69,7
134,T120,T120,Ted Purdy,86,7
135,T120,T120,Jeff Quinney,91,7
136,T120,T120,Rory Sabbatini,79,7
137,T120,T120,Vijay Singh,75,7
138,T120,T120,Jeev Milkha Singh,59,7
139,T120,T120,David Toms,86,7
140,T120,T120,Bo Van Pelt,104,7
141,T120,T120,Brett Wetterich,54,7
142,T120,T120,Garrett Willis,82,7
143,T144,T144,Henrik Bjornstad,72,6
144,T144,T144,K.J. Choi,82,6
145,T144,T144,Stewart Cink,84,6
146,T144,T144,Graham DeLaet,88,6
147,T144,T144,Brent Delahoussaye,57,6
148,T144,T144,Steve Elkington,74,6
149,T144,T144,Bob Estes,79,6
150,T144,T144,Tim Herron,79,6
151,T144,T144,Skip Kendall,58,6
152,T144,T144,Greg Kraft,52,6
153,T144,T144,Bill Lunde,79,6
154,T144,T144,Jeff Maggert,76,6
155,T144,T144,Garth Mulroy,53,6
156,T144,T144,Ryan Palmer,84,6
157,T144,T144,Cameron Percy,73,6
158,T144,T144,Cameron Tringale,55,6
159,T144,T144,Jerod Turner,54,6
160,T144,T144,Steve Wheatcroft,74,6
161,T162,T162,Ángel Cabrera,64,5
162,T162,T162,Paul Casey,64,5
163,T162,T162,Ben Curtis,78,5
164,T162,T162,Brendon de Jonge,114,5
165,T162,T162,Joe Durant,67,5
166,T162,T162,Sergio Garcia,58,5
167,T162,T162,Robert Garrigus,71,5
168,T162,T162,Trevor Immelman,55,5
169,T162,T162,Cliff Kresge,50,5
170,T162,T162,Steve Lowery,67,5
171,T162,T162,Ryan Moore,80,5
172,T162,T162,Sean O'Hair,84,5
173,T162,T162,Aron Price,70,5
174,T162,T162,Adam Scott,70,5
175,T162,T162,Kevin Stadler,86,5
176,T162,T162,Vance Veazey,58,5
177,T178,T178,Mathias Grönberg,61,4
178,T178,T178,John Merrick,109,4
179,T178,T178,Geoff Ogilvy,62,4
180,T178,T178,Ian Poulter,55,4
181,T178,T178,Michael Sim,64,4
182,T178,T178,Paul Stankowski,62,4
183,T178,T178,Charlie Wi,95,4
184,T185,T185,Brad Faxon,58,3
185,T185,T185,Jeff Gove,57,3
186,T185,T185,Rory McIlroy,54,3
187,T185,T185,Roger Tambellini,77,3
188,T185,T185,Camilo Villegas,78,3
189,T185,T185,Dean Wilson,54,3
190,191,191,Justin Bolli,55,2
