,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
61,T58,T58,Charlie Wi,95,"30' 5""",1218,37047.917,-113.00
62,T63,T63,Freddie Jacobson,83,"30' 6""",1010,30803.25,-118.00
63,T63,T63,John Mallinger,78,"30' 6""",928,28267.833,-70.00
64,T63,T63,Josh Teater,101,"30' 6""",1240,37839.583,-107.00
65,T66,T66,Alex Cejka,81,"30' 7""",964,29468.667,-48.00
66,T66,T66,Jeff Gove,57,"30' 7""",606,18539.167,+3.00
67,T66,T66,Zach Johnson,93,"30' 7""",1055,32253.833,-132.00
68,T66,T66,Jeff Maggert,76,"30' 7""",864,26430.75,-26.00
69,T66,T66,Greg Owen,69,"30' 7""",816,24948.75,-49.00
70,T66,T66,Brenden Pappas,66,"30' 7""",678,20740.333,-44.00
71,T66,T66,Adam Scott,70,"30' 7""",678,20749.0,-60.00
72,T66,T66,Jeev Milkha Singh,59,"30' 7""",691,21129.583,-47.00
73,T74,T74,Cameron Beckman,68,"30' 8""",784,24012.583,-43.00
74,T74,T74,Martin Laird,91,"30' 8""",1005,30780.167,-72.00
75,T74,T74,Chris Riley,73,"30' 8""",877,26913.25,-105.00
76,T74,T74,John Senden,103,"30' 8""",1194,36656.333,-132.00
77,78,78,Woody Austin,93,"30' 9""",1127,34647.167,-91.00
78,T79,T79,Justin Leonard,89,"30' 10""",1042,32105.917,-59.00
79,T79,T79,Kevin Stadler,86,"30' 10""",946,29193.333,-69.00
80,T79,T79,Kevin Streelman,90,"30' 10""",1086,33503.5,-75.00
81,T79,T79,Camilo Villegas,78,"30' 10""",724,22308.667,-57.00
82,T83,T83,Stewart Cink,84,"30' 11""",848,26244.417,-86.00
83,T83,T83,Greg Kraft,52,"30' 11""",524,16184.667,+11.00
84,T83,T83,Ryan Moore,80,"30' 11""",830,25676.167,-89.00
85,T83,T83,Nick Watney,91,"30' 11""",904,27935.583,-97.00
86,T87,T87,Trevor Immelman,55,"31' 0""",587,18200.667,-24.00
87,T87,T87,Billy Mayfair,78,"31' 0""",921,28527.833,-21.00
88,T87,T87,D.A. Points,90,"31' 0""",1048,32447.25,-64.00
89,T87,T87,Webb Simpson,98,"31' 0""",1201,37224.25,-103.00
90,T87,T87,Chris Stroud,90,"31' 0""",971,30102.083,-65.00
91,T87,T87,Scott Verplank,74,"31' 0""",779,24177.5,-45.00
92,T87,T87,Jimmy Walker,82,"31' 0""",830,25758.417,-44.00
93,T94,T94,Kris Blanks,91,"31' 1""",1025,31869.167,-55.00
94,T94,T94,Justin Bolli,55,"31' 1""",583,18130.833,+24.00
95,T94,T94,Graham DeLaet,88,"31' 1""",1007,31284.417,-84.00
96,T94,T94,Sergio Garcia,58,"31' 1""",465,14449.667,-26.00
97,T94,T94,J.P. Hayes,79,"31' 1""",930,28930.583,-65.00
98,T99,T99,Ben Curtis,78,"31' 2""",942,29373.833,-71.00
99,T99,T99,Bryce Molder,84,"31' 2""",987,30766.417,-71.00
100,T99,T99,Justin Rose,78,"31' 2""",940,29281.583,-80.00
101,T99,T99,Y.E. Yang,72,"31' 2""",750,23364.0,-61.00
102,T103,T103,Lucas Glover,75,"31' 3""",779,24362.833,-84.00
103,T103,T103,Richard Johnson,90,"31' 3""",1058,33029.917,-77.00
104,T103,T103,Brian Stuard,81,"31' 3""",972,30382.0,-31.00
105,T106,T106,Ben Crane,85,"31' 4""",927,29067.583,-90.00
106,T106,T106,Bo Van Pelt,104,"31' 4""",1159,36347.417,-145.00
107,T108,T108,Rich Barcelo,70,"31' 5""",719,22596.667,-41.00
108,T108,T108,Andrew McLardy,52,"31' 5""",584,18336.833,E
109,T110,T110,Jonathan Byrd,85,"31' 6""",1087,34251.5,-96.00
110,T110,T110,Dustin Johnson,83,"31' 6""",753,23736.833,-91.00
111,T110,T110,Will MacKenzie,72,"31' 6""",923,29062.75,-74.00
112,T110,T110,James Nitties,92,"31' 6""",1102,34737.333,-84.00
113,T110,T110,Andres Romero,73,"31' 6""",878,27651.583,-77.00
114,T110,T110,Cameron Tringale,55,"31' 6""",568,17886.0,-35.00
115,T110,T110,Johnson Wagner,85,"31' 6""",1002,31526.583,-47.00
116,T117,T117,Stephen Ames,75,"31' 7""",955,30166.667,-98.00
117,T117,T117,Chris DiMarco,88,"31' 7""",1093,34560.5,-73.00
118,T117,T117,Shaun Micheel,70,"31' 7""",706,22309.583,-72.00
119,T117,T117,Alex Prugh,88,"31' 7""",1004,31710.417,-81.00
120,T117,T117,Bubba Watson,77,"31' 7""",821,25929.75,-40.00
121,T122,T122,Greg Chalmers,93,"31' 8""",1107,35095.167,-112.00
122,T122,T122,Jason Dufner,87,"31' 8""",958,30315.667,-44.00
123,T122,T122,Mathew Goggin,85,"31' 8""",1016,32153.417,-65.00
124,T122,T122,Retief Goosen,75,"31' 8""",721,22828.417,-99.00
125,T122,T122,Rory McIlroy,54,"31' 8""",511,16186.417,-28.00
126,T122,T122,John Merrick,109,"31' 8""",1265,40006.833,-108.00
127,T122,T122,Troy Merritt,86,"31' 8""",981,31053.167,-69.00
128,T122,T122,Garrett Willis,82,"31' 8""",995,31482.583,-74.00
129,T130,T130,Brian Davis,101,"31' 9""",1224,38878.25,-68.00
130,T130,T130,Bill Haas,87,"31' 9""",1019,32355.917,-103.00
131,T130,T130,Ryuji Imada,90,"31' 9""",1115,35419.917,-98.00
132,T130,T130,Roger Tambellini,77,"31' 9""",827,26228.75,-25.00
133,T134,T134,Chad Collins,87,"31' 10""",997,31747.0,-91.00
134,T134,T134,Matt Every,60,"31' 10""",655,20839.667,-50.00
135,T134,T134,Tom Gillis,97,"31' 10""",1257,40024.417,-122.00
136,T134,T134,Padraig Harrington,57,"31' 10""",544,17301.083,-50.00
137,T134,T134,Steve Marino,81,"31' 10""",817,26028.5,-97.00
138,T134,T134,Sean O'Hair,84,"31' 10""",852,27130.417,-63.00
139,T140,T140,Steve Lowery,67,"31' 11""",736,23485.417,E
140,T140,T140,Tim Petrovic,105,"31' 11""",1289,41110.083,-92.00
141,T140,T140,Scott Piercy,88,"31' 11""",967,30840.667,-108.00
142,T140,T140,Mike Weir,59,"31' 11""",483,15427.75,-44.00
143,T144,T144,Tim Herron,79,"32' 0""",851,27259.583,-67.00
144,T144,T144,Roland Thatcher,72,"32' 0""",875,27989.833,-27.00
145,T146,T146,Jason Day,82,"32' 1""",887,28450.25,-85.00
146,T146,T146,George McNeill,79,"32' 1""",849,27237.833,-52.00
147,T146,T146,John Rollins,81,"32' 1""",997,31996.333,-99.00
148,T146,T146,Michael Sim,64,"32' 1""",702,22530.667,-60.00
149,T146,T146,Kevin Sutherland,86,"32' 1""",1090,34972.75,-90.00
150,T146,T146,Vance Veazey,58,"32' 1""",621,19901.917,+2.00
151,T152,T152,Henrik Bjornstad,72,"32' 2""",801,25755.5,-22.00
152,T152,T152,Hunter Mahan,85,"32' 2""",891,28634.583,-86.00
153,T154,T154,J.J. Henry,92,"32' 3""",1074,34626.25,-85.00
154,T154,T154,Charles Howell III,103,"32' 3""",1096,35346.083,-122.00
155,T154,T154,Bill Lunde,79,"32' 3""",889,28638.75,-27.00
156,T154,T154,Ian Poulter,55,"32' 3""",436,14054.583,-49.00
157,T158,T158,Ernie Els,72,"32' 4""",681,22044.583,-81.00
158,T158,T158,Brad Faxon,58,"32' 4""",626,20256.5,-5.00
159,T158,T158,Mathias Grönberg,61,"32' 4""",656,21189.167,-58.00
160,161,161,Garth Mulroy,53,"32' 6""",553,17972.917,-23.00
161,T162,T162,Craig Bowden,56,"32' 7""",686,22325.5,+5.00
162,T162,T162,Nathan Green,86,"32' 7""",1064,34670.917,-67.00
163,T164,T164,Blake Adams,84,"32' 8""",1040,33995.25,-60.00
164,T164,T164,J.B. Holmes,100,"32' 8""",1053,34406.75,-100.00
165,T166,T166,Ángel Cabrera,64,"32' 9""",581,19051.75,-40.00
166,T166,T166,Mark Wilson,87,"32' 9""",1109,36339.75,-92.00
167,T168,T168,Steve Flesch,78,"32' 10""",891,29274.417,-32.00
168,T168,T168,Martin Flores,75,"32' 10""",726,23864.833,-30.00
169,T168,T168,Rory Sabbatini,79,"32' 10""",843,27676.833,-64.00
170,T171,T171,Stuart Appleby,101,"32' 11""",1133,37274.833,-70.00
171,T171,T171,Skip Kendall,58,"32' 11""",704,23186.667,-23.00
172,173,173,Kevin Johnson,62,"33' 0""",649,21434.167,+19.00
173,174,174,Joe Ogilvie,99,"33' 2""",1097,36402.417,-58.00
174,T175,T175,Jarrod Lyle,54,"33' 4""",620,20663.5,-27.00
175,T175,T175,Nicholas Thompson,88,"33' 4""",1016,33872.5,-20.00
176,T177,T177,Aaron Baddeley,94,"33' 5""",1068,35710.417,-82.00
177,T177,T177,David Lutterus,69,"33' 5""",702,23464.417,+1.00
178,T177,T177,Steve Wheatcroft,74,"33' 5""",779,26041.917,-30.00
179,T177,T177,Chris Wilson,65,"33' 5""",657,21940.667,+5.00
180,181,181,Ted Purdy,86,"33' 6""",963,32269.833,-21.00
181,182,182,Jerod Turner,54,"33' 7""",509,17073.083,+6.00
182,T183,T183,Matt Bettencourt,91,"33' 8""",858,28880.917,-69.00
183,T183,T183,Steve Elkington,74,"33' 8""",807,27152.083,-71.00
184,T183,T183,Matt Jones,89,"33' 8""",994,33449.333,-96.00
185,T186,T186,Scott McCarron,90,"33' 9""",1140,38467.75,-71.00
186,T186,T186,Chris Tidland,77,"33' 9""",897,30257.417,-49.00
187,188,188,James Driscoll,78,"33' 10""",897,30320.417,-75.00
188,189,189,Chris Couch,66,"33' 11""",793,26868.25,-75.00
189,190,190,Derek Lamely,81,"34' 3""",787,26949.917,-30.00
190,191,191,Rod Pampling,77,"34' 7""",941,32549.333,-41.00
191,192,192,Daniel Chopra,74,"35' 10""",775,27757.083,-8.00
