,Approaches_from_150-175_yards_Rgh_RANK THIS WEEK,Approaches_from_150-175_yards_Rgh_RANK LAST WEEK,Approaches_from_150-175_yards_Rgh_PLAYER NAME,Approaches_from_150-175_yards_Rgh_ROUNDS,Approaches_from_150-175_yards_Rgh_AVG,Approaches_from_150-175_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_150-175_yards_Rgh_# OF ATTEMPTS,Approaches_from_150-175_yards_Rgh_RELATIVE TO PAR
0,1,1,Sergio Garcia,58,"29' 3""",643.6669999999999,22,+5
1,2,2,Chris Wilson,65,"34' 0""",1460.3329999999999,43,+6
2,3,3,Kevin Streelman,90,"34' 1""",1672.0,49,+1
3,4,4,Ángel Cabrera,64,"34' 7""",1417.4170000000001,41,+4
4,5,5,Phil Mickelson,76,"34' 9""",1632.6670000000001,47,+6
5,6,6,Retief Goosen,75,"34' 11""",1292.583,37,-1
6,7,7,Steve Flesch,78,"35' 0""",1611.0,46,+5
7,8,8,Craig Bowden,56,"35' 1""",632.1669999999999,18,+4
8,9,9,Geoff Ogilvy,62,"35' 4""",1201.417,34,+5
9,10,10,Y.E. Yang,72,"35' 5""",1240.417,35,+8
10,11,11,Brenden Pappas,66,"35' 6""",1454.75,41,+3
11,12,12,Henrik Bjornstad,72,"35' 7""",1709.9170000000001,48,+7
12,13,13,Jeff Overton,89,"36' 0""",2197.167,61,+4
13,14,14,Garth Mulroy,53,"36' 1""",975.3330000000001,27,+8
14,15,15,Robert Garrigus,71,"36' 2""",1736.1670000000001,48,+12
15,16,16,Trevor Immelman,55,"36' 4""",1236.25,34,+2
16,T17,T17,Greg Chalmers,93,"36' 5""",2729.667,75,+11
17,T17,T17,Adam Scott,70,"36' 5""",1530.25,42,+8
18,19,19,Bill Haas,87,"36' 8""",2125.25,58,+4
19,20,20,Mike Weir,59,"36' 11""",959.0,26,+2
20,T21,T21,Jeff Maggert,76,"37' 2""",2083.25,56,+8
21,T21,T21,Rod Pampling,77,"37' 2""",2155.583,58,+9
22,T21,T21,Vaughn Taylor,87,"37' 2""",1782.4170000000001,48,+6
23,24,24,Will MacKenzie,72,"37' 6""",1349.0829999999999,36,+2
24,T25,T25,Steve Wheatcroft,74,"37' 7""",1614.8329999999999,43,+13
25,T25,T25,Jay Williamson,76,"37' 7""",1878.9170000000001,50,+11
26,27,27,Rocco Mediate,71,"37' 10""",945.3330000000001,25,+3
27,28,28,Cameron Percy,73,"37' 11""",1744.6670000000001,46,+6
28,T29,T29,Stuart Appleby,101,"38' 0""",3232.25,85,+9
29,T29,T29,Garrett Willis,82,"38' 0""",1331.3329999999999,35,+6
30,31,31,Ben Curtis,78,"38' 1""",1675.9170000000001,44,+3
31,T32,T32,Webb Simpson,98,"38' 3""",3787.417,99,+12
32,T32,T32,Kevin Stadler,86,"38' 3""",2029.4170000000001,53,+15
33,34,34,J.B. Holmes,100,"38' 4""",2877.0,75,+7
34,T35,T35,James Nitties,92,"38' 5""",2190.5,57,+11
35,T35,T35,Nicholas Thompson,88,"38' 5""",2115.0,55,+6
36,T37,T37,Chris Couch,66,"38' 7""",1580.9170000000001,41,+1
37,T37,T37,Steve Lowery,67,"38' 7""",1774.0,46,+12
38,T37,T37,David Lutterus,69,"38' 7""",1773.5829999999999,46,+4
39,T37,T37,Vance Veazey,58,"38' 7""",1813.25,47,+10
40,41,41,Kenny Perry,69,"38' 8""",1586.1670000000001,41,+9
41,T42,T42,Daniel Chopra,74,"38' 9""",2091.5,54,+2
42,T42,T42,Luke Donald,71,"38' 9""",1706.75,44,-2
43,T42,T42,Charles Howell III,103,"38' 9""",3524.75,91,+7
44,T42,T42,Spencer Levin,110,"38' 9""",3058.167,79,+8
45,T46,T46,Woody Austin,93,"38' 11""",2530.667,65,+2
46,T46,T46,Charley Hoffman,85,"38' 11""",2415.333,62,+10
47,T46,T46,Ian Poulter,55,"38' 11""",1284.0,33,+7
48,49,49,Omar Uresti,74,"39' 0""",1325.9170000000001,34,+4
49,50,50,Martin Flores,75,"39' 1""",2148.667,55,+15
50,51,51,Kris Blanks,91,"39' 2""",1841.1670000000001,47,+10
51,52,52,Andrew McLardy,52,"39' 3""",1530.4170000000001,39,+5
52,T53,T53,Rory McIlroy,54,"39' 4""",1494.25,38,+6
53,T53,T53,Roland Thatcher,72,"39' 4""",1888.8329999999999,48,+5
54,T53,T53,D.J. Trahan,92,"39' 4""",2673.667,68,+6
55,56,56,Ernie Els,72,"39' 5""",2128.667,54,+2
56,T57,T57,Richard Johnson,90,"39' 6""",1894.5,48,+15
57,T57,T57,John Senden,103,"39' 6""",2174.25,55,+2
58,T59,T59,Jason Dufner,87,"39' 7""",2019.4170000000001,51,+6
59,T59,T59,Roger Tambellini,77,"39' 7""",1820.25,46,+15
60,T59,T59,Nick Watney,91,"39' 7""",2453.667,62,+13
61,62,62,Alex Cejka,81,"39' 10""",1792.1670000000001,45,+13
62,T63,T63,Brendon de Jonge,114,"39' 11""",2274.833,57,+12
63,T63,T63,Steve Stricker,73,"39' 11""",1915.1670000000001,48,+2
64,T65,T65,Tim Clark,88,"40' 0""",1639.4170000000001,41,-1
65,T65,T65,Brent Delahoussaye,57,"40' 0""",1678.75,42,+10
66,T65,T65,Chris DiMarco,88,"40' 0""",1840.0829999999999,46,+9
67,T68,T68,Stewart Cink,84,"40' 1""",2046.25,51,-2
68,T68,T68,J.P. Hayes,79,"40' 1""",2243.333,56,+4
69,T68,T68,Cliff Kresge,50,"40' 1""",1483.5829999999999,37,+6
70,71,71,Zach Johnson,93,"40' 2""",1849.1670000000001,46,+2
71,72,72,Brett Wetterich,54,"40' 4""",1451.8329999999999,36,+4
72,73,73,Matt Kuchar,97,"40' 5""",1979.1670000000001,49,+7
73,T74,T74,Rich Barcelo,70,"40' 6""",2349.333,58,+10
74,T74,T74,Dean Wilson,54,"40' 6""",1094.167,27,+1
75,76,76,Ben Crane,85,"40' 7""",1339.9170000000001,33,+10
76,T77,T77,Mark Calcavecchia,50,"40' 8""",1179.167,29,+6
77,T77,T77,Brian Davis,101,"40' 8""",2601.5,64,+7
78,T77,T77,Ryuji Imada,90,"40' 8""",2401.333,59,+6
79,80,80,Paul Casey,64,"40' 9""",1913.5829999999999,47,+4
80,81,81,Graham DeLaet,88,"40' 10""",2287.0,56,+11
81,82,82,Camilo Villegas,78,"40' 11""",2740.25,67,+17
82,T83,T83,Tom Gillis,97,"41' 0""",2580.417,63,+13
83,T83,T83,Johnson Wagner,85,"41' 0""",2418.0,59,+13
84,T85,T85,Jeff Quinney,91,"41' 1""",1891.4170000000001,46,+3
85,T85,T85,John Rollins,81,"41' 1""",2795.083,68,+11
86,87,87,David Toms,86,"41' 2""",1688.75,41,+6
87,T88,T88,Jason Bohn,84,"41' 3""",2187.833,53,+11
88,T88,T88,Padraig Harrington,57,"41' 3""",1814.4170000000001,44,+5
89,90,90,Rickie Fowler,98,"41' 4""",2729.583,66,+12
90,T91,T91,Matt Jones,89,"41' 5""",3105.0,75,+5
91,T91,T91,Andres Romero,73,"41' 5""",2608.083,63,+15
92,T91,T91,Chris Stroud,90,"41' 5""",2152.083,52,+12
93,T94,T94,Tim Petrovic,105,"41' 6""",2783.167,67,+15
94,T94,T94,Cameron Tringale,55,"41' 6""",1493.3329999999999,36,+6
95,T96,T96,Scott McCarron,90,"41' 7""",2368.333,57,+11
96,T96,T96,Scott Piercy,88,"41' 7""",2704.333,65,+16
97,T96,T96,Josh Teater,101,"41' 7""",3118.083,75,+21
98,99,99,Jimmy Walker,82,"41' 9""",3217.5,77,+14
99,T100,T100,Jim Furyk,76,"41' 10""",1881.1670000000001,45,+7
100,T100,T100,Chris Riley,73,"41' 10""",1839.0829999999999,44,+5
101,T102,T102,Briny Baird,87,"41' 11""",2475.0,59,+9
102,T102,T102,Justin Leonard,89,"41' 11""",2096.083,50,-1
103,T102,T102,Justin Rose,78,"41' 11""",2220.167,53,+4
104,105,105,Shaun Micheel,70,"42' 0""",2143.75,51,+10
105,T106,T106,Lucas Glover,75,"42' 1""",2106.083,50,+5
106,T106,T106,Troy Matteson,84,"42' 1""",2104.0,50,+11
107,T108,T108,Davis Love III,79,"42' 2""",2276.5,54,+9
108,T108,T108,Mark Wilson,87,"42' 2""",1518.1670000000001,36,+7
109,T110,T110,Michael Bradley,77,"42' 3""",1733.75,41,+5
110,T110,T110,Lee Janzen,77,"42' 3""",3210.917,76,+20
111,T110,T110,Aron Price,70,"42' 3""",1983.9170000000001,47,+5
112,T110,T110,Ted Purdy,86,"42' 3""",2491.667,59,+13
113,114,114,Sean O'Hair,84,"42' 4""",2075.083,49,+6
114,115,115,Bob Estes,79,"42' 5""",2458.417,58,+8
115,T116,T116,Cameron Beckman,68,"42' 7""",2301.0,54,+9
116,T116,T116,Matt Every,60,"42' 7""",1702.3329999999999,40,+12
117,T116,T116,Billy Mayfair,78,"42' 7""",1662.0829999999999,39,+4
118,T116,T116,Tom Pernice Jr.,74,"42' 7""",1660.0,39,+8
119,T120,T120,Bill Lunde,79,"42' 8""",2391.5,56,+7
120,T120,T120,Alex Prugh,88,"42' 8""",2946.5,69,+17
