,Approaches_225-250_yards-Rgh_RTP_RANK THIS WEEK,Approaches_225-250_yards-Rgh_RTP_RANK LAST WEEK,Approaches_225-250_yards-Rgh_RTP_PLAYER NAME,Approaches_225-250_yards-Rgh_RTP_ROUNDS,Approaches_225-250_yards-Rgh_RTP_AVG RTP
0,1,1,Bill Lunde,79,-1.250
1,2,2,Jarrod Lyle,54,-1.000
2,3,3,Matt Every,60,-.875
3,4,4,Robert Allenby,76,-.857
4,T5,T5,Chris Couch,66,-.750
5,T5,T5,John Daly,63,-.750
6,T7,T7,Briny Baird,87,-.667
7,T7,T7,K.J. Choi,82,-.667
8,T7,T7,Ben Crane,85,-.667
9,T7,T7,Rory McIlroy,54,-.667
10,T7,T7,Tom Pernice Jr.,74,-.667
11,T12,T12,Sean O'Hair,84,-.636
12,T12,T12,Brett Wetterich,54,-.636
13,14,14,Josh Teater,101,-.625
14,15,15,Dustin Johnson,83,-.615
15,T16,T16,Sergio Garcia,58,-.600
16,T16,T16,Davis Love III,79,-.600
17,T16,T16,Camilo Villegas,78,-.600
18,T19,T19,Marc Leishman,87,-.571
19,T19,T19,Rod Pampling,77,-.571
20,T21,T21,Zach Johnson,93,-.556
21,T21,T21,Scott McCarron,90,-.556
22,23,23,D.J. Trahan,92,-.545
23,24,24,Bill Haas,87,-.524
24,T25,T25,Henrik Bjornstad,72,-.500
25,T25,T25,J.P. Hayes,79,-.500
26,T25,T25,Lee Janzen,77,-.500
27,T25,T25,Phil Mickelson,76,-.500
28,T25,T25,Ryan Moore,80,-.500
29,T25,T25,Vijay Singh,75,-.500
30,T25,T25,Jeev Milkha Singh,59,-.500
31,32,32,Ángel Cabrera,64,-.471
32,33,33,Steve Stricker,73,-.462
33,34,34,Boo Weekley,88,-.455
34,T35,T35,Retief Goosen,75,-.444
35,T35,T35,Chris Wilson,65,-.444
36,T37,T37,Stuart Appleby,101,-.429
37,T37,T37,Matt Bettencourt,91,-.429
38,T37,T37,Graham DeLaet,88,-.429
39,T37,T37,Tom Gillis,97,-.429
40,T37,T37,Lucas Glover,75,-.429
41,T37,T37,Andrew McLardy,52,-.429
42,T37,T37,Nick Watney,91,-.429
43,T44,T44,Brian Davis,101,-.417
