,Approach_50-75_yards_RTP_Score_RANK THIS WEEK,Approach_50-75_yards_RTP_Score_RANK LAST WEEK,Approach_50-75_yards_RTP_Score_PLAYER NAME,Approach_50-75_yards_RTP_Score_ROUNDS,Approach_50-75_yards_RTP_Score_AVG RTP
0,1,1,Steve Flesch,78,-.583
1,2,2,Jerod Turner,54,-.462
2,3,3,Chris Riley,73,-.440
3,T4,T4,Padraig Harrington,57,-.417
4,T4,T4,Brenden Pappas,66,-.417
5,6,6,Mark Wilson,87,-.414
6,T7,T7,Tom Gillis,97,-.400
7,T7,T7,Scott Piercy,88,-.400
8,9,9,Matt Every,60,-.375
9,10,10,Matt Kuchar,97,-.370
10,11,11,Zach Johnson,93,-.364
11,12,12,Dean Wilson,54,-.357
12,T13,T13,John Rollins,81,-.345
13,T13,T13,Omar Uresti,74,-.345
14,15,15,Chris DiMarco,88,-.333
15,16,16,Boo Weekley,88,-.318
16,17,17,James Driscoll,78,-.316
17,18,18,Jeff Quinney,91,-.314
18,T19,T19,Chad Campbell,94,-.304
19,T19,T19,Jimmy Walker,82,-.304
20,21,21,Bill Haas,87,-.303
21,22,22,Jim Furyk,76,-.294
22,23,23,Phil Mickelson,76,-.292
23,24,24,Stuart Appleby,101,-.280
24,25,25,Charles Warren,64,-.278
25,26,26,Michael Bradley,77,-.265
26,T27,T27,Lucas Glover,75,-.263
27,T27,T27,J.J. Henry,92,-.263
28,29,29,Kevin Na,94,-.259
29,T30,T30,Stewart Cink,84,-.250
30,T30,T30,Dustin Johnson,83,-.250
31,32,32,Brandt Snedeker,89,-.235
32,33,33,Steve Stricker,73,-.233
33,34,34,Geoff Ogilvy,62,-.227
34,35,35,Matt Bettencourt,91,-.222
35,36,36,Ángel Cabrera,64,-.217
36,37,37,Steve Marino,81,-.208
37,38,38,Ernie Els,72,-.207
38,T39,T39,Paul Casey,64,-.200
39,T39,T39,Tim Clark,88,-.200
40,41,41,Bob Estes,79,-.192
