,Approaches_100-125_yards-Rgh_RTP_RANK THIS WEEK,Approaches_100-125_yards-Rgh_RTP_RANK LAST WEEK,Approaches_100-125_yards-Rgh_RTP_PLAYER NAME,Approaches_100-125_yards-Rgh_RTP_ROUNDS,Approaches_100-125_yards-Rgh_RTP_AVG RTP
0,T1,T1,Mark Calcavecchia,50,-.250
1,T1,T1,Kevin Sutherland,86,-.250
2,3,3,Dean Wilson,54,-.240
3,4,4,Chad Campbell,94,-.227
4,5,5,Chad Collins,87,-.192
5,6,6,Greg Chalmers,93,-.180
6,7,7,Sergio Garcia,58,-.176
7,T8,T8,Joe Durant,67,-.167
8,T8,T8,Scott Verplank,74,-.167
9,T10,T10,Jeff Gove,57,-.158
10,T10,T10,Johnson Wagner,85,-.158
11,12,12,Vijay Singh,75,-.143
12,13,13,Alex Cejka,81,-.130
13,14,14,Jonathan Byrd,85,-.122
14,15,15,Adam Scott,70,-.120
15,16,16,Bubba Watson,77,-.116
16,17,17,Ángel Cabrera,64,-.114
17,18,18,Jimmy Walker,82,-.108
18,19,19,Ben Crane,85,-.107
19,20,20,John Rollins,81,-.097
20,21,21,Graham DeLaet,88,-.087
21,T22,T22,Matt Kuchar,97,-.086
22,T22,T22,Sean O'Hair,84,-.086
23,T22,T22,Geoff Ogilvy,62,-.086
24,25,25,Charles Howell III,103,-.085
25,26,26,Jim Furyk,76,-.083
26,27,27,Justin Leonard,89,-.077
27,28,28,Charles Warren,64,-.074
28,29,29,Scott McCarron,90,-.071
29,30,30,Y.E. Yang,72,-.067
30,31,31,Chris DiMarco,88,-.059
31,32,32,Justin Rose,78,-.057
32,33,33,Jerod Turner,54,-.056
33,34,34,Rod Pampling,77,-.054
34,T35,T35,Jarrod Lyle,54,-.053
35,T35,T35,Chris Stroud,90,-.053
36,37,37,Paul Casey,64,-.050
37,T38,T38,Craig Bowden,56,-.048
38,T38,T38,Nick Watney,91,-.048
39,T38,T38,Jay Williamson,76,-.048
40,41,41,Camilo Villegas,78,-.043
41,42,42,David Duval,71,-.042
42,43,43,Shaun Micheel,70,-.040
43,44,44,John Mallinger,78,-.038
44,T45,T45,Woody Austin,93,-.037
45,T45,T45,Jeev Milkha Singh,59,-.037
46,T47,T47,Brian Gay,101,-.034
47,T47,T47,Rocco Mediate,71,-.034
48,49,49,Chris Tidland,77,-.030
49,50,50,Cameron Percy,73,-.029
50,51,51,Roland Thatcher,72,-.026
51,52,52,John Daly,63,-.024
52,53,53,Spencer Levin,110,-.022
53,T54,T54,K.J. Choi,82,E
54,T54,T54,Stewart Cink,84,E
55,T54,T54,Tim Clark,88,E
56,T54,T54,Luke Donald,71,E
57,T54,T54,Steve Elkington,74,E
58,T54,T54,Ernie Els,72,E
59,T54,T54,Mathew Goggin,85,E
60,T54,T54,Padraig Harrington,57,E
61,T54,T54,Freddie Jacobson,83,E
62,T54,T54,Lee Janzen,77,E
63,T54,T54,Jerry Kelly,99,E
64,T54,T54,Michael Letzig,84,E
65,T54,T54,Davis Love III,79,E
66,T54,T54,Hunter Mahan,85,E
67,T54,T54,Steve Marino,81,E
68,T54,T54,Billy Mayfair,78,E
69,T54,T54,Troy Merritt,86,E
70,T54,T54,Ryan Moore,80,E
71,T54,T54,Carl Pettersson,99,E
72,T54,T54,D.A. Points,90,E
73,T54,T54,Ian Poulter,55,E
74,T54,T54,Aron Price,70,E
75,T54,T54,Brett Quigley,96,E
76,T54,T54,John Senden,103,E
77,T54,T54,Charlie Wi,95,E
78,T54,T54,Mark Wilson,87,E
79,80,80,George McNeill,79,+.023
80,T81,T81,Brian Davis,101,+.026
81,T81,T81,Jeff Overton,89,+.026
82,83,83,Bill Lunde,79,+.027
83,84,84,Will MacKenzie,72,+.031
84,T85,T85,Nathan Green,86,+.032
85,T85,T85,J.J. Henry,92,+.032
86,87,87,J.B. Holmes,100,+.036
87,T88,T88,Ben Curtis,78,+.037
88,T88,T88,Cliff Kresge,50,+.037
89,T90,T90,Matt Bettencourt,91,+.038
90,T90,T90,Derek Lamely,81,+.038
91,92,92,Kevin Na,94,+.040
92,93,93,Bob Estes,79,+.042
93,T94,T94,Ricky Barnes,103,+.043
94,T94,T94,Rickie Fowler,98,+.043
95,T94,T94,Zach Johnson,93,+.043
96,T94,T94,Garth Mulroy,53,+.043
97,T94,T94,Tim Petrovic,105,+.043
98,99,99,Brandt Snedeker,89,+.045
99,100,100,Paul Goydos,78,+.048
100,101,101,Scott Piercy,88,+.049
101,102,102,Brent Delahoussaye,57,+.050
102,T103,T103,Brendon de Jonge,114,+.059
103,T103,T103,Boo Weekley,88,+.059
104,T105,T105,Kris Blanks,91,+.063
105,T105,T105,Charley Hoffman,85,+.063
106,107,107,Daniel Chopra,74,+.065
107,108,108,Andrew McLardy,52,+.067
108,109,109,Michael Bradley,77,+.069
109,T110,T110,Matt Jones,89,+.071
110,T110,T110,Cameron Tringale,55,+.071
111,112,112,Steve Flesch,78,+.074
112,113,113,Robert Garrigus,71,+.077
113,T114,T114,Robert Allenby,76,+.080
114,T114,T114,David Lutterus,69,+.080
115,T114,T114,Steve Stricker,73,+.080
116,117,117,Chris Wilson,65,+.087
117,T118,T118,Aaron Baddeley,94,+.091
118,T118,T118,Rory Sabbatini,79,+.091
119,T120,T120,Jason Day,82,+.093
120,T120,T120,Tim Herron,79,+.093
121,122,122,Skip Kendall,58,+.095
122,123,123,Alex Prugh,88,+.096
123,124,124,Michael Connell,89,+.097
124,T125,T125,James Nitties,92,+.100
125,T125,T125,Brian Stuard,81,+.100
126,T125,T125,Bo Van Pelt,104,+.100
127,T128,T128,Marc Leishman,87,+.111
128,T128,T128,Kevin Streelman,90,+.111
129,T128,T128,Vaughn Taylor,87,+.111
130,131,131,Jeff Maggert,76,+.115
131,T132,T132,Rory McIlroy,54,+.118
132,T132,T132,John Merrick,109,+.118
133,T134,T134,Troy Matteson,84,+.119
134,T134,T134,Webb Simpson,98,+.119
135,T136,T136,Ryuji Imada,90,+.120
136,T136,T136,Brett Wetterich,54,+.120
137,138,138,Roger Tambellini,77,+.121
