,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
0,1,1,John Senden,103,60.94,117,192,-0.12
1,2,2,Brett Wetterich,54,60.71,51,84,-0.16
2,3,3,Mathew Goggin,85,60.37,99,164,-0.04
3,4,4,Kris Blanks,91,59.41,101,170,-0.08
4,5,5,Charles Warren,64,59.14,55,93,+0.02
5,6,6,Troy Matteson,84,59.12,94,159,-0.10
6,7,7,Paul Stankowski,62,58.82,60,102,-0.22
7,8,8,Bo Van Pelt,104,57.98,109,188,-0.06
8,9,9,Davis Love III,79,56.72,76,134,-0.13
9,10,10,Dean Wilson,54,56.69,72,127,-0.06
10,11,11,Jay Williamson,76,56.49,74,131,-0.05
11,12,12,Jason Day,82,56.02,93,166,-0.14
12,13,13,Joe Durant,67,55.83,67,120,+0.01
13,14,14,Boo Weekley,88,55.63,89,160,-0.10
14,15,15,John Merrick,109,55.15,107,194,-0.04
15,16,16,Shaun Micheel,70,55.12,70,127,-0.13
16,17,17,Jeff Gove,57,55.1,54,98,+0.06
17,18,18,John Mallinger,78,54.86,79,144,-0.08
18,19,19,Pat Perez,90,54.5,109,200,-0.14
19,20,20,Martin Laird,91,54.49,97,178,-0.12
20,21,21,Bill Haas,87,54.34,94,173,-0.18
21,22,22,K.J. Choi,82,54.04,87,161,-0.09
22,23,23,Cameron Tringale,55,54.02,47,87,-0.11
23,24,24,Geoff Ogilvy,62,53.74,79,147,-0.06
24,25,25,Woody Austin,93,53.52,114,213,-0.01
25,26,26,Graham DeLaet,88,53.47,77,144,+0.05
26,27,27,Garth Mulroy,53,53.25,41,77,+0.05
27,28,28,Tom Pernice Jr.,74,53.15,76,143,-0.09
28,29,29,Brendon de Jonge,114,53.11,111,209,-0.08
29,30,30,Billy Mayfair,78,53.02,79,149,-0.08
30,31,31,Nicholas Thompson,88,52.98,89,168,-0.02
31,32,32,Aron Price,70,52.94,81,153,-0.09
32,33,33,Nick Watney,91,52.54,93,177,-0.06
33,34,34,D.J. Trahan,92,52.47,85,162,-0.12
34,35,35,Kenny Perry,69,52.46,64,122,-0.05
35,36,36,Tim Herron,79,52.41,76,145,-0.04
36,37,37,Paul Casey,64,52.38,55,105,-0.16
37,38,38,Rickie Fowler,98,52.36,100,191,-0.13
38,T39,T39,Chris Tidland,77,52.32,79,151,-0.10
39,T39,T39,Bubba Watson,77,52.32,79,151,-0.09
40,41,41,Ryan Moore,80,52.17,84,161,-0.07
41,42,42,Garrett Willis,82,52.15,97,186,-0.06
42,43,43,Spencer Levin,110,52.1,124,238,-0.03
43,44,44,Zach Johnson,93,51.94,107,206,-0.16
44,45,45,Henrik Bjornstad,72,51.91,68,131,-0.01
45,46,46,David Toms,86,51.85,98,189,-0.05
46,47,47,Steve Wheatcroft,74,51.82,71,137,-0.14
47,T48,T48,Tim Clark,88,51.79,116,224,-0.13
48,T48,T48,Matt Kuchar,97,51.79,101,195,-0.12
49,50,50,Cameron Percy,73,51.75,59,114,E
50,51,51,Kevin Stadler,86,51.61,80,155,-0.03
51,52,52,Hunter Mahan,85,51.43,90,175,-0.01
52,53,53,Omar Uresti,74,51.41,91,177,-0.08
53,54,54,Cliff Kresge,50,51.28,60,117,+0.03
54,55,55,Ángel Cabrera,64,51.26,61,119,-0.03
55,56,56,Steve Stricker,73,51.25,82,160,-0.24
56,57,57,Andres Romero,73,51.23,83,162,-0.14
57,58,58,Mark Wilson,87,51.14,112,219,-0.07
58,59,59,Sean O'Hair,84,50.93,82,161,-0.04
59,60,60,Blake Adams,84,50.88,87,171,-0.14
60,61,61,J.B. Holmes,100,50.83,92,181,-0.04
61,62,62,Jason Dufner,87,50.81,94,185,-0.15
62,63,63,Michael Connell,89,50.75,101,199,-0.11
63,64,64,Stewart Cink,84,50.7,72,142,-0.01
64,65,65,George McNeill,79,50.58,87,172,-0.09
65,66,66,Mathias Grönberg,61,50.53,48,95,E
66,67,67,Andrew McLardy,52,50.52,49,97,-0.12
67,68,68,Ben Crane,85,50.51,99,196,-0.09
68,T69,T69,Briny Baird,87,50.49,103,204,+0.02
69,T69,T69,Richard Johnson,90,50.49,103,204,-0.06
70,71,71,Brent Delahoussaye,57,50.43,58,115,-0.07
71,72,72,Brenden Pappas,66,50.38,66,131,-0.11
72,73,73,Lucas Glover,75,50.35,72,143,-0.06
73,74,74,Camilo Villegas,78,50.34,75,149,-0.11
74,75,75,Charley Hoffman,85,50.33,77,153,-0.03
75,76,76,Jeff Maggert,76,50.31,81,161,E
76,77,77,Rocco Mediate,71,50.29,88,175,-0.13
77,78,78,Jonathan Byrd,85,50.27,94,187,-0.06
78,T79,T79,David Duval,71,50.0,71,142,-0.18
79,T79,T79,Retief Goosen,75,50.0,75,150,-0.16
80,T79,T79,Joe Ogilvie,99,50.0,99,198,-0.09
81,T79,T79,Greg Owen,69,50.0,61,122,-0.07
82,83,83,Troy Merritt,86,49.73,91,183,-0.16
83,84,84,Luke Donald,71,49.72,90,181,-0.12
84,85,85,John Rollins,81,49.71,85,171,-0.01
85,86,86,J.J. Henry,92,49.7,84,169,-0.01
86,87,87,Jeev Milkha Singh,59,49.59,61,123,-0.10
87,88,88,Jerry Kelly,99,49.54,107,216,-0.03
88,89,89,Jason Bohn,84,49.51,101,204,-0.23
89,90,90,Chris DiMarco,88,49.49,98,198,-0.10
90,91,91,Ryan Palmer,84,49.35,76,154,-0.09
91,T92,T92,David Lutterus,69,49.26,67,136,-0.09
92,T92,T92,Heath Slocum,97,49.26,100,203,-0.10
93,94,94,Michael Letzig,84,49.21,94,191,-0.10
94,95,95,Chris Riley,73,49.11,83,169,-0.01
95,96,96,Bill Lunde,79,48.97,71,145,-0.08
96,97,97,Chris Stroud,90,48.82,83,170,-0.11
97,98,98,Steve Lowery,67,48.76,59,121,-0.14
98,99,99,Roland Thatcher,72,48.72,76,156,-0.07
99,100,100,Kevin Sutherland,86,48.7,94,193,-0.04
100,101,101,Scott McCarron,90,48.51,98,202,-0.16
101,102,102,Josh Teater,101,48.39,90,186,-0.11
102,103,103,Brian Stuard,81,48.24,82,170,-0.20
103,104,104,Johnson Wagner,85,48.11,89,185,-0.01
104,105,105,Vijay Singh,75,48.09,63,131,+0.02
105,106,106,Ian Poulter,55,48.08,50,104,-0.12
106,107,107,Sergio Garcia,58,48.05,37,77,-0.08
107,108,108,Ricky Barnes,103,47.83,110,230,-0.11
108,109,109,Kevin Na,94,47.81,109,228,-0.17
109,110,110,Scott Piercy,88,47.78,86,180,-0.14
110,111,111,Tom Gillis,97,47.76,96,201,-0.05
111,112,112,Adam Scott,70,47.73,63,132,-0.03
112,113,113,Marc Leishman,87,47.71,73,153,-0.19
113,114,114,Brett Quigley,96,47.51,105,221,-0.06
114,115,115,Mark Calcavecchia,50,47.44,37,78,+0.03
115,116,116,Chad Campbell,94,47.37,90,190,-0.17
116,117,117,John Daly,63,47.13,41,87,-0.15
117,118,118,Rich Barcelo,70,47.06,72,153,-0.14
118,119,119,Padraig Harrington,57,46.96,54,115,-0.06
119,120,120,Greg Chalmers,93,46.89,113,241,-0.07
120,121,121,Webb Simpson,98,46.88,105,224,-0.11
121,122,122,Bob Estes,79,46.78,80,171,-0.18
122,123,123,Jarrod Lyle,54,46.74,43,92,E
123,124,124,Dustin Johnson,83,46.72,64,137,-0.14
124,125,125,Lee Janzen,77,46.71,78,167,E
125,126,126,Daniel Chopra,74,46.67,70,150,-0.14
126,127,127,Phil Mickelson,76,46.62,69,148,-0.14
127,128,128,Chris Wilson,65,46.6,48,103,+0.02
128,129,129,D.A. Points,90,46.46,92,198,-0.03
129,130,130,Alex Prugh,88,46.34,76,164,+0.01
130,131,131,Vaughn Taylor,87,46.28,87,188,-0.14
131,132,132,Michael Sim,64,46.27,62,134,-0.11
132,133,133,Chris Couch,66,46.21,61,132,-0.13
133,134,134,Robert Allenby,76,46.11,77,167,-0.10
134,135,135,Trevor Immelman,55,46.09,59,128,-0.08
135,136,136,Charles Howell III,103,46.08,94,204,-0.11
136,137,137,Rory McIlroy,54,46.07,41,89,-0.15
137,138,138,Justin Bolli,55,45.79,49,107,-0.04
138,T139,T139,Alex Cejka,81,45.74,86,188,-0.15
139,T139,T139,Ben Curtis,78,45.74,102,223,-0.03
140,141,141,Matt Jones,89,45.7,85,186,-0.18
141,142,142,James Driscoll,78,45.68,74,162,-0.12
142,143,143,Roger Tambellini,77,45.59,62,136,-0.05
143,144,144,Brian Gay,101,45.52,127,279,-0.19
144,145,145,Jim Furyk,76,45.3,82,181,-0.17
145,146,146,Justin Rose,78,45.11,83,184,-0.16
146,147,147,Y.E. Yang,72,44.97,67,149,-0.10
147,148,148,Paul Goydos,78,44.86,96,214,-0.08
148,149,149,Charlie Wi,95,44.83,104,232,-0.10
149,150,150,Matt Every,60,44.8,56,125,-0.07
150,151,151,Steve Marino,81,44.76,64,143,-0.13
151,152,152,Ted Purdy,86,44.44,76,171,-0.07
152,153,153,James Nitties,92,44.33,86,194,-0.13
153,T154,T154,Brian Davis,101,44.3,105,237,-0.07
154,T154,T154,Ernie Els,72,44.3,70,158,-0.11
155,156,156,Will MacKenzie,72,44.22,65,147,-0.06
156,157,157,Brandt Snedeker,89,44.19,95,215,-0.07
157,158,158,Justin Leonard,89,43.97,102,232,-0.06
158,159,159,Ryuji Imada,90,43.88,104,237,-0.12
159,160,160,Robert Garrigus,71,43.81,46,105,+0.11
160,161,161,Steve Elkington,74,43.64,48,110,E
161,162,162,Jimmy Walker,82,43.53,74,170,-0.09
162,163,163,Michael Bradley,77,43.02,74,172,-0.07
163,164,164,Stephen Ames,75,43.01,83,193,-0.10
164,165,165,Skip Kendall,58,42.96,61,142,-0.10
165,166,166,Kevin Streelman,90,42.7,79,185,-0.08
166,167,167,Craig Bowden,56,42.6,72,169,-0.15
167,168,168,Stuart Appleby,101,42.17,97,230,-0.07
168,169,169,Cameron Beckman,68,41.86,54,129,-0.06
169,170,170,Freddie Jacobson,83,41.84,82,196,-0.20
170,171,171,Aaron Baddeley,94,41.41,82,198,-0.11
171,172,172,Martin Flores,75,40.6,54,133,-0.22
172,173,173,Steve Flesch,78,40.45,72,178,-0.11
173,174,174,Derek Lamely,81,40.37,65,161,-0.15
174,175,175,Rod Pampling,77,40.12,65,162,-0.05
175,176,176,Bryce Molder,84,39.71,83,209,-0.11
176,177,177,Carl Pettersson,99,39.41,80,203,-0.15
177,T178,T178,Nathan Green,86,39.34,96,244,-0.05
178,T178,T178,Jeff Overton,89,39.34,72,183,-0.13
179,180,180,Jeff Quinney,91,39.15,92,235,-0.09
180,T181,T181,Matt Bettencourt,91,38.89,56,144,+0.05
181,T181,T181,Rory Sabbatini,79,38.89,56,144,-0.05
182,183,183,J.P. Hayes,79,38.69,65,168,-0.14
183,184,184,Brad Faxon,58,38.65,63,163,-0.13
184,185,185,Greg Kraft,52,38.39,43,112,+0.05
185,186,186,Tim Petrovic,105,37.7,95,252,-0.03
186,187,187,Chad Collins,87,36.96,85,230,-0.08
187,188,188,Kevin Johnson,62,36.76,50,136,-0.06
188,189,189,Vance Veazey,58,36.72,47,128,-0.02
189,190,190,Scott Verplank,74,35.96,64,178,-0.03
190,191,191,Jerod Turner,54,35.92,37,103,-0.05
191,192,192,Mike Weir,59,31.69,45,142,-0.11
