,Approaches_from__200_yards_RANK THIS WEEK,Approaches_from__200_yards_RANK LAST WEEK,Approaches_from__200_yards_PLAYER NAME,Approaches_from__200_yards_ROUNDS,Approaches_from__200_yards_AVG,Approaches_from__200_yards_TOTAL DISTANCE (FEET),Approaches_from__200_yards_# OF ATTEMPTS,Approaches_from__200_yards_RELATIVE TO PAR
88,T88,T88,Greg Chalmers,93,"49' 11""",12886.583,258,-35
89,T88,T88,Graham DeLaet,88,"49' 11""",11526.0,231,-34
90,T88,T88,Trevor Immelman,55,"49' 11""",6843.0,137,-11
91,T88,T88,Zach Johnson,93,"49' 11""",12675.25,254,-42
92,T88,T88,Paul Stankowski,62,"49' 11""",7587.3330000000005,152,-49
93,T88,T88,Josh Teater,101,"49' 11""",13319.583,267,-59
94,T95,T95,Lucas Glover,75,"50' 0""",9807.667,196,-38
95,T95,T95,Jeev Milkha Singh,59,"50' 0""",7297.5,146,-12
96,T95,T95,Kevin Stadler,86,"50' 0""",11594.833,232,-23
97,T98,T98,Blake Adams,84,"50' 1""",10366.333,207,-33
98,T98,T98,Ricky Barnes,103,"50' 1""",12724.25,254,-31
99,T98,T98,Cameron Beckman,68,"50' 1""",8112.5830000000005,162,-19
100,T98,T98,Stewart Cink,84,"50' 1""",9762.083,195,-26
101,T98,T98,Jeff Gove,57,"50' 1""",6260.3330000000005,125,-1
102,T98,T98,Brett Quigley,96,"50' 1""",12728.75,254,-44
103,T98,T98,Y.E. Yang,72,"50' 1""",8415.417,168,-9
104,105,105,Kevin Sutherland,86,"50' 2""",12891.167,257,-36
105,T106,T106,Woody Austin,93,"50' 3""",12553.25,250,-41
106,T106,T106,Freddie Jacobson,83,"50' 3""",10701.5,213,-24
107,T106,T106,James Nitties,92,"50' 3""",12710.167,253,-44
108,T106,T106,Brenden Pappas,66,"50' 3""",7188.1669999999995,143,-15
109,T110,T110,Bob Estes,79,"50' 4""",9507.833,189,-36
110,T110,T110,Jeff Overton,89,"50' 4""",9920.917,197,-12
111,112,112,Bill Lunde,79,"50' 5""",9984.25,198,-32
112,T113,T113,Ben Curtis,78,"50' 7""",10468.25,207,-4
113,T113,T113,Brad Faxon,58,"50' 7""",6422.5830000000005,127,+2
114,T115,T115,Richard Johnson,90,"50' 8""",11002.167,217,-20
115,T115,T115,Nick Watney,91,"50' 8""",12560.083,248,-30
116,117,117,Michael Bradley,77,"50' 10""",9462.167,186,-22
117,T118,T118,Henrik Bjornstad,72,"50' 11""",8860.75,174,-23
118,T118,T118,Steve Lowery,67,"50' 11""",7584.6669999999995,149,-12
119,T120,T120,J.J. Henry,92,"51' 0""",11620.75,228,-34
120,T120,T120,Jerry Kelly,99,"51' 0""",13509.917,265,-30
121,T122,T122,Scott McCarron,90,"51' 1""",13680.833,268,-41
122,T122,T122,Joe Ogilvie,99,"51' 1""",12511.417,245,-43
123,T122,T122,Roland Thatcher,72,"51' 1""",10312.083,202,-19
124,T122,T122,Charlie Wi,95,"51' 1""",13066.917,256,-23
125,126,126,Craig Bowden,56,"51' 2""",8243.75,161,+8
126,127,127,Justin Leonard,89,"51' 3""",12137.083,237,-2
127,T128,T128,Matt Bettencourt,91,"51' 4""",10160.083,198,-48
128,T128,T128,Chris Stroud,90,"51' 4""",11541.417,225,-45
129,T130,T130,Nathan Green,86,"51' 5""",12177.75,237,-25
130,T130,T130,David Lutterus,69,"51' 5""",8529.583,166,-24
131,T130,T130,Roger Tambellini,77,"51' 5""",8786.0,171,-14
132,T130,T130,Omar Uresti,74,"51' 5""",9723.5,189,-4
133,T134,T134,Derek Lamely,81,"51' 6""",10294.417,200,-30
134,T134,T134,Rory McIlroy,54,"51' 6""",6898.0830000000005,134,-20
135,T134,T134,Scott Piercy,88,"51' 6""",11645.5,226,-36
136,T137,T137,Martin Flores,75,"51' 7""",8408.417,163,-27
137,T137,T137,Tim Herron,79,"51' 7""",10157.583,197,-19
138,T137,T137,Greg Owen,69,"51' 7""",8665.417,168,-13
139,T137,T137,Vaughn Taylor,87,"51' 7""",12731.75,247,-45
140,T141,T141,Ryuji Imada,90,"51' 8""",12395.583,240,-23
141,T141,T141,Vijay Singh,75,"51' 8""",8260.333,160,-14
142,143,143,Stephen Ames,75,"51' 9""",11853.417,229,-30
143,144,144,Steve Flesch,78,"51' 10""",10000.5,193,-21
144,T145,T145,Webb Simpson,98,"51' 11""",13183.167,254,-32
145,T145,T145,Scott Verplank,74,"51' 11""",9661.083,186,+7
146,T147,T147,Joe Durant,67,"52' 0""",8633.75,166,-23
147,T147,T147,Jeff Quinney,91,"52' 0""",12167.5,234,E
148,149,149,Cameron Tringale,55,"52' 1""",6671.4169999999995,128,-20
149,150,150,Padraig Harrington,57,"52' 2""",7040.0,135,-25
150,151,151,Adam Scott,70,"52' 3""",9464.25,181,-27
151,T152,T152,Alex Prugh,88,"52' 4""",11613.0,222,-39
152,T152,T152,John Rollins,81,"52' 4""",12136.583,232,-34
153,T154,T154,Daniel Chopra,74,"52' 5""",9438.167,180,-25
154,T154,T154,Will MacKenzie,72,"52' 5""",10596.0,202,-31
155,T156,T156,Chris Couch,66,"52' 6""",10866.5,207,-48
156,T156,T156,Skip Kendall,58,"52' 6""",7824.5,149,+5
157,T156,T156,Garth Mulroy,53,"52' 6""",6406.1669999999995,122,-26
158,159,159,Justin Bolli,55,"52' 7""",6150.75,117,-3
159,160,160,Ernie Els,72,"52' 8""",9111.917,173,-26
160,T161,T161,J.P. Hayes,79,"52' 10""",10190.333,193,-28
161,T161,T161,Matt Jones,89,"52' 10""",12206.833,231,-28
162,T163,T163,Brian Davis,101,"52' 11""",14859.667,281,-27
163,T163,T163,Steve Marino,81,"52' 11""",10051.75,190,-28
164,T165,T165,John Merrick,109,"53' 0""",14881.75,281,-63
165,T165,T165,Shaun Micheel,70,"53' 0""",7628.25,144,-23
166,T165,T165,Johnson Wagner,85,"53' 0""",11613.917,219,-18
167,168,168,Ted Purdy,86,"53' 2""",12117.083,228,-30
168,T169,T169,Chad Collins,87,"53' 3""",11824.083,222,-14
169,T169,T169,Mark Wilson,87,"53' 3""",13686.667,257,-29
170,T171,T171,Charles Howell III,103,"53' 4""",13276.0,249,-58
171,T171,T171,Chris Tidland,77,"53' 4""",10613.583,199,-37
172,173,173,Tim Petrovic,105,"53' 5""",15433.0,289,-18
173,T174,T174,Chris DiMarco,88,"53' 9""",13393.167,249,-24
174,T174,T174,James Driscoll,78,"53' 9""",12042.667,224,-36
175,T174,T174,Bryce Molder,84,"53' 9""",11179.5,208,-10
176,177,177,Garrett Willis,82,"54' 0""",13016.0,241,-23
177,T178,T178,Greg Kraft,52,"54' 2""",5415.3330000000005,100,+10
178,T178,T178,Steve Wheatcroft,74,"54' 2""",9641.0,178,-37
179,T180,T180,Aaron Baddeley,94,"54' 6""",13634.75,250,-48
180,T180,T180,Mike Weir,59,"54' 6""",6648.9169999999995,122,-18
181,T182,T182,Mathias Grönberg,61,"54' 7""",7638.0830000000005,140,-14
182,T182,T182,Chris Wilson,65,"54' 7""",7696.8330000000005,141,-11
183,184,184,Jerod Turner,54,"54' 8""",5465.5830000000005,100,+11
184,185,185,Jarrod Lyle,54,"54' 11""",7578.0,138,-22
185,186,186,Nicholas Thompson,88,"55' 5""",13584.75,245,-13
186,187,187,Stuart Appleby,101,"55' 7""",14887.917,268,-29
187,188,188,Rory Sabbatini,79,"56' 2""",11232.167,200,-44
188,189,189,Vance Veazey,58,"57' 8""",7725.0830000000005,134,+3
189,T190,T190,Steve Elkington,74,"57' 10""",9597.833,166,-28
190,T190,T190,Kevin Johnson,62,"57' 10""",7917.75,137,+9
191,192,192,Rod Pampling,77,"58' 4""",13595.5,233,-41
