,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,1,1,Joe Durant,67,-.489
1,2,2,Tom Gillis,97,-.477
2,3,3,Chris Couch,66,-.469
3,4,4,Brett Quigley,96,-.462
4,5,5,Rory Sabbatini,79,-.458
5,6,6,Garth Mulroy,53,-.455
6,T7,T7,Robert Allenby,76,-.414
7,T7,T7,Josh Teater,101,-.414
8,9,9,Steve Wheatcroft,74,-.413
9,10,10,John Rollins,81,-.412
10,11,11,Troy Merritt,86,-.408
11,12,12,Jason Bohn,84,-.400
12,13,13,Bo Van Pelt,104,-.397
13,14,14,Mathias Grönberg,61,-.394
14,15,15,Lucas Glover,75,-.390
15,16,16,Sean O'Hair,84,-.368
16,T17,T17,Brendon de Jonge,114,-.367
17,T17,T17,Jeff Gove,57,-.367
18,T17,T17,Ian Poulter,55,-.367
19,T17,T17,Charles Warren,64,-.367
20,21,21,Retief Goosen,75,-.366
21,T22,T22,Matt Jones,89,-.364
22,T22,T22,Matt Kuchar,97,-.364
23,24,24,Chad Campbell,94,-.362
24,25,25,Aaron Baddeley,94,-.357
25,26,26,Daniel Chopra,74,-.356
26,27,27,Paul Stankowski,62,-.355
27,28,28,Brenden Pappas,66,-.351
28,29,29,Woody Austin,93,-.348
29,30,30,Michael Letzig,84,-.347
30,31,31,Zach Johnson,93,-.345
31,T32,T32,Matt Bettencourt,91,-.339
32,T32,T32,Charles Howell III,103,-.339
33,T34,T34,Bill Lunde,79,-.333
34,T34,T34,Aron Price,70,-.333
35,T34,T34,Michael Sim,64,-.333
36,T34,T34,Steve Stricker,73,-.333
37,T34,T34,Boo Weekley,88,-.333
38,39,39,Kevin Sutherland,86,-.328
39,40,40,David Lutterus,69,-.326
40,41,41,David Toms,86,-.321
41,T42,T42,Jarrod Lyle,54,-.318
42,T42,T42,Pat Perez,90,-.318
43,T44,T44,Jason Dufner,87,-.317
44,T44,T44,Derek Lamely,81,-.317
45,46,46,Charley Hoffman,85,-.316
46,47,47,Davis Love III,79,-.314
47,48,48,Joe Ogilvie,99,-.311
48,49,49,Tim Herron,79,-.308
49,50,50,Rory McIlroy,54,-.306
50,T51,T51,John Merrick,109,-.304
51,T51,T51,Vaughn Taylor,87,-.304
52,53,53,Chris Wilson,65,-.302
53,54,54,K.J. Choi,82,-.300
54,55,55,Scott McCarron,90,-.299
55,56,56,Stephen Ames,75,-.298
56,T57,T57,Brian Davis,101,-.296
57,T57,T57,John Mallinger,78,-.296
58,T59,T59,Paul Casey,64,-.294
59,T59,T59,Tom Pernice Jr.,74,-.294
60,T61,T61,Martin Flores,75,-.293
61,T61,T61,Camilo Villegas,78,-.293
62,63,63,Vijay Singh,75,-.289
63,64,64,Stuart Appleby,101,-.286
64,T65,T65,Jonathan Byrd,85,-.284
65,T65,T65,John Senden,103,-.284
66,T67,T67,Brent Delahoussaye,57,-.281
67,T67,T67,Chris Stroud,90,-.281
68,T69,T69,Kevin Na,94,-.279
69,T69,T69,Ted Purdy,86,-.279
70,71,71,Bill Haas,87,-.276
71,72,72,Robert Garrigus,71,-.273
72,73,73,Greg Chalmers,93,-.270
73,74,74,Bob Estes,79,-.269
74,75,75,Chris Tidland,77,-.267
75,T76,T76,J.B. Holmes,100,-.262
76,T76,T76,Andres Romero,73,-.262
77,T78,T78,D.A. Points,90,-.258
78,T78,T78,D.J. Trahan,92,-.258
79,80,80,Spencer Levin,110,-.257
80,T81,T81,Michael Connell,89,-.256
81,T81,T81,Geoff Ogilvy,62,-.256
82,T83,T83,Blake Adams,84,-.255
83,T83,T83,Jason Day,82,-.255
84,T83,T83,Marc Leishman,87,-.255
85,T83,T83,Ryan Palmer,84,-.255
86,T87,T87,Kris Blanks,91,-.254
87,T87,T87,Mathew Goggin,85,-.254
88,T87,T87,Martin Laird,91,-.254
89,T90,T90,Alex Cejka,81,-.250
90,T90,T90,Phil Mickelson,76,-.250
91,T90,T90,Cameron Percy,73,-.250
92,T90,T90,Adam Scott,70,-.250
93,94,94,Dustin Johnson,83,-.245
94,T95,T95,George McNeill,79,-.241
95,T95,T95,Justin Rose,78,-.241
96,T97,T97,Mark Calcavecchia,50,-.240
97,T97,T97,Stewart Cink,84,-.240
98,99,99,Henrik Bjornstad,72,-.238
99,100,100,Heath Slocum,97,-.236
100,T101,T101,Cliff Kresge,50,-.235
101,T101,T101,Tim Petrovic,105,-.235
102,T103,T103,Ben Crane,85,-.231
103,T103,T103,Shaun Micheel,70,-.231
104,105,105,Steve Marino,81,-.230
105,T106,T106,Alex Prugh,88,-.229
106,T106,T106,Brian Stuard,81,-.229
107,108,108,J.J. Henry,92,-.228
108,T109,T109,Chris DiMarco,88,-.226
109,T109,T109,Jim Furyk,76,-.226
110,T111,T111,Rocco Mediate,71,-.225
111,T111,T111,Brett Wetterich,54,-.225
112,113,113,Trevor Immelman,55,-.222
113,114,114,Carl Pettersson,99,-.220
114,T115,T115,Ryan Moore,80,-.217
115,T115,T115,Kenny Perry,69,-.217
116,T117,T117,Rich Barcelo,70,-.216
117,T117,T117,Padraig Harrington,57,-.216
118,119,119,Freddie Jacobson,83,-.215
119,T120,T120,Briny Baird,87,-.213
120,T120,T120,Webb Simpson,98,-.213
121,122,122,Tim Clark,88,-.211
122,T123,T123,Andrew McLardy,52,-.207
123,T123,T123,Nick Watney,91,-.207
124,125,125,Charlie Wi,95,-.206
125,126,126,Kevin Streelman,90,-.203
126,T127,T127,John Daly,63,-.200
127,T127,T127,Steve Elkington,74,-.200
128,T127,T127,Justin Leonard,89,-.200
129,T127,T127,Rod Pampling,77,-.200
130,131,131,Roger Tambellini,77,-.195
131,132,132,J.P. Hayes,79,-.194
132,133,133,Lee Janzen,77,-.192
133,134,134,Jerry Kelly,99,-.191
134,135,135,Garrett Willis,82,-.190
135,136,136,Will MacKenzie,72,-.186
136,137,137,Chris Riley,73,-.182
137,138,138,Mark Wilson,87,-.175
138,139,139,James Nitties,92,-.174
139,140,140,Hunter Mahan,85,-.173
140,141,141,Rickie Fowler,98,-.172
141,142,142,Y.E. Yang,72,-.171
142,143,143,Richard Johnson,90,-.169
143,T144,T144,David Duval,71,-.167
144,T144,T144,Jimmy Walker,82,-.167
145,146,146,Bryce Molder,84,-.163
146,147,147,Graham DeLaet,88,-.161
147,148,148,Johnson Wagner,85,-.157
148,149,149,Brandt Snedeker,89,-.156
149,150,150,Ryuji Imada,90,-.155
150,151,151,Brian Gay,101,-.145
151,T152,T152,Troy Matteson,84,-.143
152,T152,T152,Jay Williamson,76,-.143
153,154,154,Cameron Beckman,68,-.140
154,155,155,Luke Donald,71,-.139
155,156,156,Nicholas Thompson,88,-.131
156,157,157,Dean Wilson,54,-.129
157,158,158,James Driscoll,78,-.125
158,159,159,Steve Flesch,78,-.122
159,160,160,Ángel Cabrera,64,-.121
160,161,161,Scott Verplank,74,-.118
161,162,162,Bubba Watson,77,-.116
162,163,163,Billy Mayfair,78,-.113
163,164,164,Chad Collins,87,-.102
164,T165,T165,Nathan Green,86,-.098
165,T165,T165,Greg Owen,69,-.098
166,167,167,Mike Weir,59,-.097
167,168,168,Jeff Overton,89,-.096
168,169,169,Brad Faxon,58,-.094
169,170,170,Roland Thatcher,72,-.091
170,171,171,Jeff Maggert,76,-.089
171,172,172,Ricky Barnes,103,-.086
172,173,173,Matt Every,60,-.083
173,174,174,Ernie Els,72,-.075
174,175,175,Scott Piercy,88,-.068
175,176,176,Jeev Milkha Singh,59,-.063
176,177,177,Ben Curtis,78,-.055
177,178,178,Michael Bradley,77,-.053
178,179,179,Sergio Garcia,58,-.048
179,180,180,Vance Veazey,58,-.028
180,181,181,Omar Uresti,74,-.022
181,182,182,Kevin Stadler,86,-.017
182,T183,T183,Justin Bolli,55,E
183,T183,T183,Steve Lowery,67,E
184,T183,T183,Jeff Quinney,91,E
185,T183,T183,Cameron Tringale,55,E
186,187,187,Paul Goydos,78,+.020
187,188,188,Jerod Turner,54,+.034
188,189,189,Skip Kendall,58,+.056
