,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
0,1,1,Davis Love III,79,-.212
1,2,2,Steve Stricker,73,-.154
2,3,3,Camilo Villegas,78,-.139
3,4,4,Cameron Tringale,55,-.125
4,5,5,Paul Stankowski,62,-.122
5,6,6,Bill Haas,87,-.120
6,7,7,Paul Casey,64,-.119
7,8,8,Charley Hoffman,85,-.114
8,9,9,Scott Piercy,88,-.102
9,10,10,Bo Van Pelt,104,-.100
10,11,11,Kenny Perry,69,-.090
11,12,12,Ryan Moore,80,-.085
12,13,13,Jason Day,82,-.081
13,T14,T14,Rickie Fowler,98,-.076
14,T14,T14,Matt Kuchar,97,-.076
15,T16,T16,Hunter Mahan,85,-.075
16,T16,T16,D.J. Trahan,92,-.075
17,T16,T16,Brett Wetterich,54,-.075
18,T19,T19,Ernie Els,72,-.074
19,T19,T19,Retief Goosen,75,-.074
20,T21,T21,James Driscoll,78,-.063
21,T21,T21,Steve Lowery,67,-.063
22,T23,T23,John Senden,103,-.058
23,T23,T23,Webb Simpson,98,-.058
24,T25,T25,Phil Mickelson,76,-.057
25,T25,T25,Boo Weekley,88,-.057
26,T27,T27,J.P. Hayes,79,-.056
27,T27,T27,Charles Howell III,103,-.056
28,T29,T29,Ángel Cabrera,64,-.055
29,T29,T29,Matt Every,60,-.055
30,T29,T29,Rory McIlroy,54,-.055
31,32,32,Aron Price,70,-.052
32,33,33,Kevin Na,94,-.048
33,34,34,Martin Laird,91,-.047
34,35,35,Bob Estes,79,-.045
35,36,36,John Daly,63,-.042
36,T37,T37,Padraig Harrington,57,-.041
37,T37,T37,J.B. Holmes,100,-.041
38,T37,T37,Chris Stroud,90,-.041
39,40,40,Dustin Johnson,83,-.037
40,41,41,Jim Furyk,76,-.036
41,42,42,Marc Leishman,87,-.035
42,T43,T43,Luke Donald,71,-.034
43,T43,T43,Nick Watney,91,-.034
44,45,45,Rich Barcelo,70,-.033
45,T46,T46,Brendon de Jonge,114,-.030
46,T46,T46,Justin Rose,78,-.030
47,T48,T48,Michael Bradley,77,-.029
48,T48,T48,Pat Perez,90,-.029
49,T50,T50,Kris Blanks,91,-.025
50,T50,T50,Alex Cejka,81,-.025
51,T50,T50,Freddie Jacobson,83,-.025
52,T50,T50,Shaun Micheel,70,-.025
53,T54,T54,Troy Matteson,84,-.024
54,T54,T54,Dean Wilson,54,-.024
55,T56,T56,Aaron Baddeley,94,-.022
56,T56,T56,Robert Garrigus,71,-.022
57,T58,T58,Mark Calcavecchia,50,-.021
58,T58,T58,Josh Teater,101,-.021
59,T58,T58,Steve Wheatcroft,74,-.021
60,61,61,Ryuji Imada,90,-.020
61,62,62,Andres Romero,73,-.018
62,63,63,Brian Stuard,81,-.017
63,64,64,Troy Merritt,86,-.016
64,65,65,Michael Letzig,84,-.015
65,T66,T66,Jason Bohn,84,-.014
66,T66,T66,Zach Johnson,93,-.014
67,T66,T66,Scott McCarron,90,-.014
68,T66,T66,John Merrick,109,-.014
69,T66,T66,Mike Weir,59,-.014
70,T71,T71,Cameron Percy,73,-.013
71,T71,T71,Ian Poulter,55,-.013
72,73,73,K.J. Choi,82,-.009
73,T74,T74,Blake Adams,84,E
74,T74,T74,Matt Bettencourt,91,E
75,T74,T74,Stewart Cink,84,E
76,T74,T74,Martin Flores,75,E
77,T74,T74,Sergio Garcia,58,E
78,T74,T74,Tom Gillis,97,E
79,T74,T74,Will MacKenzie,72,E
80,T74,T74,Steve Marino,81,E
81,T74,T74,Andrew McLardy,52,E
82,T74,T74,Alex Prugh,88,E
83,T74,T74,David Toms,86,E
84,85,85,Tim Clark,88,+.006
85,86,86,Ricky Barnes,103,+.007
86,T87,T87,Jonathan Byrd,85,+.008
87,T87,T87,Kevin Streelman,90,+.008
88,89,89,John Mallinger,78,+.010
89,T90,T90,David Duval,71,+.011
90,T90,T90,Brian Gay,101,+.011
91,92,92,Richard Johnson,90,+.016
92,93,93,J.J. Henry,92,+.017
93,T94,T94,Rory Sabbatini,79,+.018
94,T94,T94,Bubba Watson,77,+.018
95,96,96,Lucas Glover,75,+.019
96,97,97,Chris Couch,66,+.020
97,98,98,Vaughn Taylor,87,+.023
98,T99,T99,Michael Connell,89,+.025
99,T99,T99,Graham DeLaet,88,+.025
100,T99,T99,James Nitties,92,+.025
101,T99,T99,Charlie Wi,95,+.025
102,103,103,Greg Chalmers,93,+.027
103,T104,T104,Derek Lamely,81,+.028
104,T104,T104,Chris Tidland,77,+.028
105,T106,T106,Stephen Ames,75,+.029
106,T106,T106,Geoff Ogilvy,62,+.029
107,T106,T106,Carl Pettersson,99,+.029
108,109,109,Nathan Green,86,+.030
109,110,110,Bill Lunde,79,+.031
110,T111,T111,Trevor Immelman,55,+.034
111,T111,T111,Jeff Overton,89,+.034
112,T113,T113,Jeff Maggert,76,+.035
113,T113,T113,Rod Pampling,77,+.035
114,T115,T115,Spencer Levin,110,+.036
115,T115,T115,Jimmy Walker,82,+.036
116,117,117,Jeev Milkha Singh,59,+.038
117,T118,T118,Robert Allenby,76,+.039
118,T118,T118,Sean O'Hair,84,+.039
119,120,120,Kevin Stadler,86,+.043
120,121,121,Adam Scott,70,+.044
121,122,122,Billy Mayfair,78,+.045
122,T123,T123,Heath Slocum,97,+.046
123,T123,T123,Roland Thatcher,72,+.046
124,125,125,David Lutterus,69,+.047
125,126,126,Brenden Pappas,66,+.049
126,T127,T127,Woody Austin,93,+.050
127,T127,T127,Omar Uresti,74,+.050
128,129,129,Joe Ogilvie,99,+.051
129,T130,T130,Jason Dufner,87,+.053
130,T130,T130,Ryan Palmer,84,+.053
131,T132,T132,Chad Collins,87,+.054
132,T132,T132,George McNeill,79,+.054
133,134,134,Y.E. Yang,72,+.058
134,135,135,Michael Sim,64,+.062
135,136,136,Stuart Appleby,101,+.063
136,137,137,Kevin Sutherland,86,+.064
137,138,138,Rocco Mediate,71,+.066
138,T139,T139,Ben Crane,85,+.068
139,T139,T139,Ben Curtis,78,+.068
140,T139,T139,Bryce Molder,84,+.068
141,142,142,Chad Campbell,94,+.072
142,T143,T143,Jerry Kelly,99,+.075
143,T143,T143,Chris Riley,73,+.075
144,T145,T145,Chris DiMarco,88,+.076
145,T145,T145,Paul Goydos,78,+.076
146,T147,T147,Daniel Chopra,74,+.077
147,T147,T147,Vijay Singh,75,+.077
148,149,149,Steve Elkington,74,+.080
149,150,150,Brandt Snedeker,89,+.081
150,151,151,Roger Tambellini,77,+.082
151,152,152,Tom Pernice Jr.,74,+.083
152,153,153,Brad Faxon,58,+.086
153,154,154,Craig Bowden,56,+.090
154,T155,T155,Mathew Goggin,85,+.094
155,T155,T155,Matt Jones,89,+.094
156,157,157,Jay Williamson,76,+.095
157,T158,T158,Justin Bolli,55,+.097
158,T158,T158,Mathias Grönberg,61,+.097
159,160,160,Cameron Beckman,68,+.099
160,161,161,Steve Flesch,78,+.102
161,T162,T162,John Rollins,81,+.103
162,T162,T162,Charles Warren,64,+.103
163,T162,T162,Garrett Willis,82,+.103
164,165,165,Garth Mulroy,53,+.105
165,166,166,Jarrod Lyle,54,+.106
