,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
0,1,1,Chris Riley,73,-0.309
1,2,2,Dean Wilson,54,-0.29
2,3,3,Phil Mickelson,76,-0.262
3,4,4,Jim Furyk,76,-0.247
4,5,5,Webb Simpson,98,-0.242
5,6,6,Stewart Cink,84,-0.24
6,7,7,Matt Kuchar,97,-0.221
7,8,8,Ernie Els,72,-0.217
8,9,9,Paul Goydos,78,-0.21600000000000003
9,T10,T10,Brian Gay,101,-0.215
10,T10,T10,Freddie Jacobson,83,-0.215
11,12,12,Brendon de Jonge,114,-0.21
12,13,13,Scott Piercy,88,-0.209
13,14,14,Bill Haas,87,-0.20800000000000002
14,15,15,Jerry Kelly,99,-0.207
15,T16,T16,Tim Clark,88,-0.205
16,T16,T16,Garrett Willis,82,-0.205
17,T18,T18,John Rollins,81,-0.204
18,T18,T18,Scott Verplank,74,-0.204
19,20,20,Brent Delahoussaye,57,-0.203
20,T21,T21,Paul Casey,64,-0.2
21,T21,T21,Vijay Singh,75,-0.2
22,23,23,Steve Stricker,73,-0.19899999999999998
23,24,24,Ryan Palmer,84,-0.196
24,T25,T25,Ben Curtis,78,-0.195
25,T25,T25,Skip Kendall,58,-0.195
26,27,27,Bryce Molder,84,-0.19399999999999998
27,28,28,Stuart Appleby,101,-0.192
28,29,29,Robert Allenby,76,-0.191
29,T30,T30,Chris DiMarco,88,-0.18899999999999997
30,T30,T30,Zach Johnson,93,-0.18899999999999997
31,32,32,Omar Uresti,74,-0.188
32,T33,T33,Sergio Garcia,58,-0.187
33,T33,T33,Retief Goosen,75,-0.187
34,T33,T33,Jeff Overton,89,-0.187
35,T36,T36,Spencer Levin,110,-0.18600000000000003
36,T36,T36,George McNeill,79,-0.18600000000000003
37,T38,T38,Bob Estes,79,-0.184
38,T38,T38,Richard Johnson,90,-0.184
39,T38,T38,Geoff Ogilvy,62,-0.184
40,T41,T41,Charlie Wi,95,-0.183
41,T41,T41,Mark Wilson,87,-0.183
42,43,43,Ben Crane,85,-0.182
43,44,44,J.J. Henry,92,-0.18100000000000002
44,45,45,Brad Faxon,58,-0.179
45,T46,T46,Ryan Moore,80,-0.17800000000000002
46,T46,T46,Aron Price,70,-0.17800000000000002
47,48,48,David Toms,86,-0.177
48,T49,T49,Matt Every,60,-0.17600000000000002
49,T49,T49,Charles Howell III,103,-0.17600000000000002
50,T49,T49,Mike Weir,59,-0.17600000000000002
51,T52,T52,Michael Bradley,77,-0.174
52,T52,T52,Adam Scott,70,-0.174
53,T52,T52,Jimmy Walker,82,-0.174
54,55,55,Jason Bohn,84,-0.17300000000000001
55,56,56,Will MacKenzie,72,-0.172
56,57,57,Paul Stankowski,62,-0.17
57,58,58,Billy Mayfair,78,-0.168
58,59,59,Tom Pernice Jr.,74,-0.16699999999999998
59,60,60,Steve Marino,81,-0.165
60,T61,T61,Lucas Glover,75,-0.16399999999999998
61,T61,T61,Heath Slocum,97,-0.16399999999999998
62,63,63,Brandt Snedeker,89,-0.163
63,64,64,Lee Janzen,77,-0.162
64,T65,T65,Rickie Fowler,98,-0.16
65,T65,T65,Justin Leonard,89,-0.16
66,T65,T65,Tim Petrovic,105,-0.16
67,T65,T65,Boo Weekley,88,-0.16
68,T69,T69,Woody Austin,93,-0.159
69,T69,T69,Charley Hoffman,85,-0.159
70,T69,T69,Kevin Na,94,-0.159
71,T69,T69,Rory Sabbatini,79,-0.159
72,73,73,David Duval,71,-0.158
73,T74,T74,K.J. Choi,82,-0.156
74,T74,T74,Ryuji Imada,90,-0.156
75,T76,T76,Ricky Barnes,103,-0.155
76,T76,T76,Matt Jones,89,-0.155
77,T76,T76,Nick Watney,91,-0.155
78,79,79,Mathew Goggin,85,-0.154
79,80,80,Chad Campbell,94,-0.153
80,81,81,Ian Poulter,55,-0.152
81,82,82,D.A. Points,90,-0.151
82,T83,T83,Jeff Maggert,76,-0.15
83,T83,T83,Y.E. Yang,72,-0.15
84,85,85,Carl Pettersson,99,-0.14800000000000002
85,T86,T86,Alex Cejka,81,-0.147
86,T86,T86,Roland Thatcher,72,-0.147
87,T88,T88,Chad Collins,87,-0.146
88,T88,T88,Tom Gillis,97,-0.146
89,90,90,Bo Van Pelt,104,-0.145
90,91,91,John Mallinger,78,-0.14400000000000002
91,92,92,Jay Williamson,76,-0.14300000000000002
92,T93,T93,Brian Davis,101,-0.141
93,T93,T93,James Driscoll,78,-0.141
94,95,95,Jeev Milkha Singh,59,-0.13699999999999998
95,T96,T96,Joe Ogilvie,99,-0.136
96,T96,T96,Chris Stroud,90,-0.136
97,T98,T98,Joe Durant,67,-0.135
98,T98,T98,John Senden,103,-0.135
99,T100,T100,J.B. Holmes,100,-0.134
100,T100,T100,Marc Leishman,87,-0.134
101,102,102,Blake Adams,84,-0.133
102,103,103,Vaughn Taylor,87,-0.132
103,104,104,Jonathan Byrd,85,-0.131
104,105,105,Steve Flesch,78,-0.129
105,T106,T106,Dustin Johnson,83,-0.128
106,T106,T106,Justin Rose,78,-0.128
107,T106,T106,D.J. Trahan,92,-0.128
108,T109,T109,Steve Elkington,74,-0.126
109,T109,T109,Robert Garrigus,71,-0.126
110,T109,T109,Padraig Harrington,57,-0.126
111,T109,T109,Charles Warren,64,-0.126
112,113,113,Jarrod Lyle,54,-0.125
113,114,114,Troy Merritt,86,-0.124
114,115,115,Michael Connell,89,-0.12300000000000001
115,T116,T116,Mathias Grönberg,61,-0.122
116,T116,T116,Nicholas Thompson,88,-0.122
117,118,118,Greg Chalmers,93,-0.121
