,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
118,119,119,Tim Herron,79,-0.12
119,120,120,J.P. Hayes,79,-0.11900000000000001
120,T121,T121,Nathan Green,86,-0.11699999999999999
121,T121,T121,Kenny Perry,69,-0.11699999999999999
122,T123,T123,Brenden Pappas,66,-0.11599999999999999
123,T123,T123,Kevin Stadler,86,-0.11599999999999999
124,125,125,Stephen Ames,75,-0.115
125,T126,T126,Cameron Beckman,68,-0.113
126,T126,T126,Luke Donald,71,-0.113
127,128,128,Pat Perez,90,-0.111
128,129,129,Sean O'Hair,84,-0.109
129,T130,T130,Graham DeLaet,88,-0.10800000000000001
130,T130,T130,Rory McIlroy,54,-0.10800000000000001
131,T130,T130,Greg Owen,69,-0.10800000000000001
132,T130,T130,Cameron Tringale,55,-0.10800000000000001
133,T134,T134,Briny Baird,87,-0.107
134,T134,T134,Greg Kraft,52,-0.107
135,T134,T134,Alex Prugh,88,-0.107
136,T137,T137,Andres Romero,73,-0.106
137,T137,T137,Josh Teater,101,-0.106
138,139,139,Brett Wetterich,54,-0.10400000000000001
139,140,140,Aaron Baddeley,94,-0.10300000000000001
140,141,141,Cliff Kresge,50,-0.1
141,T142,T142,Kris Blanks,91,-0.099
142,T142,T142,Steve Lowery,67,-0.099
143,T142,T142,Kevin Streelman,90,-0.099
144,T142,T142,Camilo Villegas,78,-0.099
145,146,146,John Merrick,109,-0.098
146,147,147,Troy Matteson,84,-0.09699999999999999
147,148,148,Justin Bolli,55,-0.096
148,T149,T149,James Nitties,92,-0.094
149,T149,T149,Kevin Sutherland,86,-0.094
150,T151,T151,Jason Day,82,-0.09300000000000001
151,T151,T151,Hunter Mahan,85,-0.09300000000000001
152,T151,T151,Rocco Mediate,71,-0.09300000000000001
153,154,154,Bubba Watson,77,-0.092
154,T155,T155,Craig Bowden,56,-0.091
155,T155,T155,Michael Sim,64,-0.091
156,157,157,Jeff Quinney,91,-0.08900000000000001
157,T158,T158,Davis Love III,79,-0.087
158,T158,T158,Bill Lunde,79,-0.087
159,160,160,Scott McCarron,90,-0.086
160,161,161,Chris Tidland,77,-0.084
161,T162,T162,Daniel Chopra,74,-0.08199999999999999
162,T162,T162,Michael Letzig,84,-0.08199999999999999
163,164,164,Chris Couch,66,-0.079
164,165,165,Brett Quigley,96,-0.076
165,166,166,Shaun Micheel,70,-0.075
166,167,167,Matt Bettencourt,91,-0.07400000000000001
167,168,168,Ángel Cabrera,64,-0.07
168,T169,T169,Martin Laird,91,-0.068
169,T169,T169,Cameron Percy,73,-0.068
170,171,171,Chris Wilson,65,-0.067
171,T172,T172,Jason Dufner,87,-0.066
172,T172,T172,Roger Tambellini,77,-0.066
173,174,174,Trevor Immelman,55,-0.064
174,175,175,Mark Calcavecchia,50,-0.063
175,176,176,Kevin Johnson,62,-0.062
176,177,177,Derek Lamely,81,-0.06
177,178,178,Brian Stuard,81,-0.059000000000000004
178,179,179,Rod Pampling,77,-0.054000000000000006
179,180,180,Martin Flores,75,-0.053
180,181,181,Johnson Wagner,85,-0.048
181,182,182,Steve Wheatcroft,74,-0.038
182,183,183,John Daly,63,-0.03
183,T184,T184,Andrew McLardy,52,-0.028999999999999998
184,T184,T184,Jerod Turner,54,-0.028999999999999998
185,186,186,Garth Mulroy,53,-0.027999999999999997
186,187,187,Henrik Bjornstad,72,-0.026000000000000002
187,188,188,Jeff Gove,57,-0.022000000000000002
188,189,189,Ted Purdy,86,-0.016
189,190,190,Rich Barcelo,70,-0.013000000000000001
190,191,191,Vance Veazey,58,0.013999999999999999
191,192,192,David Lutterus,69,0.045
