,Approaches_from_225-250_yards_RANK THIS WEEK,Approaches_from_225-250_yards_RANK LAST WEEK,Approaches_from_225-250_yards_PLAYER NAME,Approaches_from_225-250_yards_ROUNDS,Approaches_from_225-250_yards_AVG,Approaches_from_225-250_yards_TOTAL DISTANCE (FEET),Approaches_from_225-250_yards_# OF ATTEMPTS,Approaches_from_225-250_yards_RELATIVE TO PAR
0,1,1,Aron Price,70,"40' 8""",1952.3329999999999,48,-16
1,2,2,Cameron Percy,73,"41' 8""",1833.0829999999999,44,-11
2,3,3,John Daly,63,"42' 3""",1267.25,30,-6
3,4,4,Josh Teater,101,"43' 7""",3049.417,70,-29
4,5,5,Cameron Beckman,68,"43' 9""",1882.75,43,-6
5,6,6,Boo Weekley,88,"43' 10""",2628.833,60,-20
6,7,7,Ryan Palmer,84,"44' 3""",2255.167,51,-13
7,T8,T8,Phil Mickelson,76,"44' 6""",2311.833,52,-13
8,T8,T8,Dean Wilson,54,"44' 6""",1380.4170000000001,31,-4
9,10,10,Michael Letzig,84,"44' 7""",3342.0,75,-26
10,11,11,Robert Garrigus,71,"44' 8""",1963.75,44,-12
11,12,12,John Mallinger,78,"44' 9""",2415.833,54,-16
12,13,13,Jay Williamson,76,"45' 7""",1915.75,42,-6
13,14,14,Briny Baird,87,"45' 9""",2791.583,61,-13
14,15,15,Garth Mulroy,53,"46' 1""",1520.0,33,-15
15,16,16,Matt Jones,89,"46' 3""",2034.5829999999999,44,-16
16,T17,T17,Spencer Levin,110,"46' 4""",3244.667,70,-18
17,T17,T17,Brandt Snedeker,89,"46' 4""",2964.5,64,-10
18,19,19,Jason Dufner,87,"46' 6""",2791.417,60,-19
19,T20,T20,Charley Hoffman,85,"46' 9""",2663.583,57,-18
20,T20,T20,Joe Ogilvie,99,"46' 9""",2852.917,61,-19
21,22,22,Steve Stricker,73,"47' 1""",2401.083,51,-17
22,23,23,John Rollins,81,"47' 2""",3207.0,68,-28
23,T24,T24,Chad Campbell,94,"47' 3""",2741.25,58,-21
24,T24,T24,Andres Romero,73,"47' 3""",2884.5,61,-16
25,26,26,Dustin Johnson,83,"47' 4""",2320.5,49,-12
26,27,27,Martin Laird,91,"47' 5""",2798.417,59,-15
27,28,28,Brian Stuard,81,"47' 6""",2281.167,48,-11
28,29,29,David Toms,86,"47' 7""",2664.417,56,-18
29,T30,T30,Sergio Garcia,58,"47' 9""",1002.8330000000001,21,-1
30,T30,T30,Bill Lunde,79,"47' 9""",3149.667,66,-22
31,T32,T32,Rich Barcelo,70,"47' 10""",1769.25,37,-8
32,T32,T32,K.J. Choi,82,"47' 10""",2392.0,50,-15
33,34,34,Michael Sim,64,"47' 11""",2301.667,48,-16
34,35,35,Charles Warren,64,"48' 0""",2351.083,49,-18
35,36,36,Tim Clark,88,"48' 1""",2740.0,57,-12
36,37,37,Kris Blanks,91,"48' 2""",3227.0,67,-17
37,T38,T38,Jeff Gove,57,"48' 3""",1447.3329999999999,30,-11
38,T38,T38,Carl Pettersson,99,"48' 3""",2845.583,59,-13
39,40,40,Camilo Villegas,78,"48' 4""",1981.0,41,-12
40,T41,T41,Marc Leishman,87,"48' 5""",2662.75,55,-14
41,T41,T41,Pat Perez,90,"48' 5""",3195.083,66,-21
42,T43,T43,Jeff Maggert,76,"48' 6""",2181.583,45,-4
43,T43,T43,Rocco Mediate,71,"48' 6""",1940.6670000000001,40,-9
44,45,45,James Nitties,92,"48' 8""",3357.75,69,-12
45,46,46,Michael Connell,89,"48' 9""",2097.583,43,-11
46,47,47,Woody Austin,93,"48' 11""",3230.5,66,-23
47,T48,T48,Robert Allenby,76,"49' 0""",2841.5,58,-24
48,T48,T48,Lucas Glover,75,"49' 0""",2890.0,59,-23
49,T48,T48,Andrew McLardy,52,"49' 0""",1421.5829999999999,29,-6
50,T51,T51,Ben Crane,85,"49' 1""",2550.5,52,-12
51,T51,T51,Tom Gillis,97,"49' 1""",3190.667,65,-31
52,53,53,Alex Cejka,81,"49' 2""",3144.25,64,-16
