,Approaches_175-200_yards-Rgh_RTP_RANK THIS WEEK,Approaches_175-200_yards-Rgh_RTP_RANK LAST WEEK,Approaches_175-200_yards-Rgh_RTP_PLAYER NAME,Approaches_175-200_yards-Rgh_RTP_ROUNDS,Approaches_175-200_yards-Rgh_RTP_AVG RTP
0,1,1,Heath Slocum,97,-0.067
1,2,2,Padraig Harrington,57,-0.037000000000000005
2,3,3,Nick Watney,91,-0.027999999999999997
3,T4,T4,D.J. Trahan,92,0.03
4,T4,T4,Bubba Watson,77,0.03
5,6,6,Robert Allenby,76,0.033
6,7,7,Justin Rose,78,0.044000000000000004
7,T8,T8,Carl Pettersson,99,0.05
8,T8,T8,Paul Stankowski,62,0.05
9,10,10,Dustin Johnson,83,0.053
10,11,11,Rory McIlroy,54,0.055999999999999994
11,12,12,Jonathan Byrd,85,0.07
12,13,13,Bo Van Pelt,104,0.073
13,14,14,Tim Clark,88,0.077
14,15,15,Marc Leishman,87,0.083
15,16,16,Aaron Baddeley,94,0.085
16,T17,T17,Paul Casey,64,0.087
17,T17,T17,Skip Kendall,58,0.087
18,T17,T17,Davis Love III,79,0.087
19,T20,T20,Graham DeLaet,88,0.08800000000000001
20,T20,T20,Hunter Mahan,85,0.08800000000000001
21,22,22,Matt Kuchar,97,0.091
22,23,23,Luke Donald,71,0.09300000000000001
23,24,24,Charles Howell III,103,0.098
24,T25,T25,Chris DiMarco,88,0.1
25,T25,T25,Shaun Micheel,70,0.1
26,T25,T25,Andres Romero,73,0.1
27,28,28,Brian Gay,101,0.105
28,29,29,Retief Goosen,75,0.115
29,30,30,Bob Estes,79,0.11800000000000001
30,T31,T31,Rory Sabbatini,79,0.125
31,T31,T31,Chris Wilson,65,0.125
32,T33,T33,J.B. Holmes,100,0.13
33,T33,T33,Brett Wetterich,54,0.13
34,35,35,J.J. Henry,92,0.133
35,T36,T36,Derek Lamely,81,0.136
36,T36,T36,Ryan Palmer,84,0.136
37,38,38,Lucas Glover,75,0.139
38,39,39,Steve Elkington,74,0.14300000000000002
39,T40,T40,Michael Letzig,84,0.146
40,T40,T40,Chris Stroud,90,0.146
41,42,42,Steve Stricker,73,0.147
42,43,43,Ernie Els,72,0.149
43,T44,T44,Stewart Cink,84,0.152
44,T44,T44,Martin Laird,91,0.152
45,T44,T44,Jimmy Walker,82,0.152
46,47,47,Garth Mulroy,53,0.16
47,T48,T48,Chris Riley,73,0.16699999999999998
48,T48,T48,Cameron Tringale,55,0.16699999999999998
49,T50,T50,Ricky Barnes,103,0.175
50,T50,T50,Bryce Molder,84,0.175
51,52,52,Billy Mayfair,78,0.17600000000000002
52,T53,T53,Michael Connell,89,0.18
53,T53,T53,George McNeill,79,0.18
54,55,55,Rickie Fowler,98,0.182
55,T56,T56,Charley Hoffman,85,0.184
56,T56,T56,Scott McCarron,90,0.184
57,58,58,Jason Day,82,0.18600000000000003
58,59,59,John Senden,103,0.19
59,60,60,Matt Jones,89,0.193
60,61,61,Camilo Villegas,78,0.19399999999999998
61,62,62,Kevin Streelman,90,0.195
62,T63,T63,Ángel Cabrera,64,0.2
63,T63,T63,K.J. Choi,82,0.2
64,T63,T63,Trevor Immelman,55,0.2
65,T63,T63,Will MacKenzie,72,0.2
66,67,67,Bill Lunde,79,0.205
67,68,68,Jim Furyk,76,0.20600000000000002
68,69,69,Kenny Perry,69,0.20800000000000002
69,70,70,Josh Teater,101,0.21100000000000002
70,71,71,Nathan Green,86,0.212
71,72,72,Jeff Quinney,91,0.213
72,73,73,Daniel Chopra,74,0.217
73,T74,T74,Justin Leonard,89,0.21899999999999997
74,T74,T74,Geoff Ogilvy,62,0.21899999999999997
75,T76,T76,Joe Durant,67,0.222
76,T76,T76,Brian Stuard,81,0.222
77,T76,T76,Scott Verplank,74,0.222
78,T79,T79,Blake Adams,84,0.225
79,T79,T79,David Lutterus,69,0.225
80,T81,T81,Ben Crane,85,0.226
81,T81,T81,Jay Williamson,76,0.226
82,83,83,Kris Blanks,91,0.22899999999999998
83,T84,T84,Freddie Jacobson,83,0.231
84,T84,T84,Michael Sim,64,0.231
85,T86,T86,Jeff Maggert,76,0.233
86,T86,T86,Roland Thatcher,72,0.233
87,T88,T88,Briny Baird,87,0.23399999999999999
88,T88,T88,Vaughn Taylor,87,0.23399999999999999
89,T90,T90,Stuart Appleby,101,0.237
90,T90,T90,David Duval,71,0.237
91,92,92,Brandt Snedeker,89,0.239
92,93,93,Webb Simpson,98,0.24
93,T94,T94,Paul Goydos,78,0.244
94,T94,T94,Tom Pernice Jr.,74,0.244
95,T96,T96,Greg Chalmers,93,0.25
96,T96,T96,Vance Veazey,58,0.25
97,T98,T98,Chad Collins,87,0.254
98,T98,T98,Tim Herron,79,0.254
99,100,100,James Driscoll,78,0.255
100,T101,T101,Pat Perez,90,0.256
101,T101,T101,Y.E. Yang,72,0.256
102,103,103,Adam Scott,70,0.257
103,104,104,Andrew McLardy,52,0.259
104,105,105,Johnson Wagner,85,0.261
105,T106,T106,Woody Austin,93,0.263
106,T106,T106,Ryuji Imada,90,0.263
107,T106,T106,Troy Merritt,86,0.263
108,109,109,Charlie Wi,95,0.264
109,110,110,Joe Ogilvie,99,0.265
110,111,111,Charles Warren,64,0.26899999999999996
111,112,112,Troy Matteson,84,0.271
112,113,113,David Toms,86,0.273
113,114,114,Chris Couch,66,0.28
114,T115,T115,Mathias Grönberg,61,0.28600000000000003
115,T115,T115,Vijay Singh,75,0.28600000000000003
116,117,117,Chad Campbell,94,0.28800000000000003
117,T118,T118,Jason Dufner,87,0.29
118,T118,T118,Kevin Johnson,62,0.29
119,120,120,Tim Petrovic,105,0.29100000000000004
120,121,121,Michael Bradley,77,0.293
121,122,122,Henrik Bjornstad,72,0.29600000000000004
122,123,123,Jeev Milkha Singh,59,0.3
123,T124,T124,Brian Davis,101,0.302
124,T124,T124,Sean O'Hair,84,0.302
125,T124,T124,John Rollins,81,0.302
126,127,127,Garrett Willis,82,0.303
127,T128,T128,Matt Every,60,0.304
128,T128,T128,Steve Flesch,78,0.304
129,130,130,Boo Weekley,88,0.306
130,T131,T131,Stephen Ames,75,0.308
131,T131,T131,J.P. Hayes,79,0.308
132,T131,T131,Cliff Kresge,50,0.308
133,T131,T131,Omar Uresti,74,0.308
134,135,135,Jeff Overton,89,0.31
135,136,136,Scott Piercy,88,0.311
136,137,137,Martin Flores,75,0.313
137,138,138,Kevin Sutherland,86,0.314
138,139,139,Lee Janzen,77,0.315
139,140,140,Cameron Percy,73,0.32
140,141,141,D.A. Points,90,0.321
141,142,142,Bill Haas,87,0.324
142,143,143,Jerry Kelly,99,0.325
143,144,144,Kevin Na,94,0.32799999999999996
144,T145,T145,Ben Curtis,78,0.33299999999999996
145,T145,T145,John Daly,63,0.33299999999999996
146,T145,T145,Richard Johnson,90,0.33299999999999996
147,T145,T145,Brenden Pappas,66,0.33299999999999996
148,T145,T145,Dean Wilson,54,0.33299999999999996
149,150,150,Tom Gillis,97,0.341
150,151,151,Cameron Beckman,68,0.34299999999999997
151,152,152,Craig Bowden,56,0.34600000000000003
152,153,153,Spencer Levin,110,0.34700000000000003
153,T154,T154,Ian Poulter,55,0.348
154,T154,T154,Steve Wheatcroft,74,0.348
155,T156,T156,Jason Bohn,84,0.35
156,T156,T156,Chris Tidland,77,0.35
157,158,158,Brendon de Jonge,114,0.353
158,T159,T159,Matt Bettencourt,91,0.35700000000000004
159,T159,T159,Mark Wilson,87,0.35700000000000004
160,161,161,Phil Mickelson,76,0.366
161,162,162,Aron Price,70,0.36700000000000005
162,T163,T163,Justin Bolli,55,0.368
163,T163,T163,Rocco Mediate,71,0.368
164,165,165,Alex Prugh,88,0.381
165,166,166,Steve Marino,81,0.385
166,167,167,Robert Garrigus,71,0.391
167,168,168,Alex Cejka,81,0.39399999999999996
168,T169,T169,Steve Lowery,67,0.4
169,T169,T169,Ryan Moore,80,0.4
170,171,171,John Merrick,109,0.40399999999999997
171,172,172,Rich Barcelo,70,0.405
172,T173,T173,Brett Quigley,96,0.414
173,T173,T173,Mike Weir,59,0.414
174,T175,T175,Sergio Garcia,58,0.41700000000000004
