,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
45,T45,T45,Kevin Sutherland,86,54.9,39,71,E
46,47,47,Chad Campbell,94,54.8,23,42,-3.00
47,48,48,George McNeill,79,54.7,35,64,-9.00
48,T49,T49,Aaron Baddeley,94,54.5,30,55,-8.00
49,T49,T49,Brendon de Jonge,114,54.5,48,88,-7.00
50,T49,T49,Troy Matteson,84,54.5,30,55,-8.00
51,T49,T49,John Rollins,81,54.5,30,55,-3.00
52,53,53,Steve Flesch,78,54.3,25,46,-5.00
53,54,54,Lee Janzen,77,54.0,27,50,-2.00
54,55,55,Mark Wilson,87,53.2,25,47,-3.00
55,56,56,Charley Hoffman,85,53.1,34,64,-6.00
56,57,57,Stephen Ames,75,53.0,35,66,-2.00
57,T58,T58,Nathan Green,86,52.8,38,72,-6.00
58,T58,T58,Mathias Grönberg,61,52.8,19,36,E
59,T58,T58,Greg Owen,69,52.8,28,53,-2.00
60,61,61,Nick Watney,91,52.7,29,55,-8.00
61,T62,T62,Briny Baird,87,52.6,20,38,-3.00
62,T62,T62,Kris Blanks,91,52.6,30,57,-6.00
63,64,64,Matt Jones,89,52.3,46,88,-15.00
64,65,65,Hunter Mahan,85,52.0,26,50,-3.00
65,T66,T66,Tim Petrovic,105,51.5,35,68,-9.00
66,T66,T66,Omar Uresti,74,51.5,17,33,-3.00
67,68,68,Greg Kraft,52,51.4,18,35,-3.00
68,69,69,Steve Elkington,74,51.3,20,39,+1.00
69,70,70,Carl Pettersson,99,51.1,46,90,-14.00
70,71,71,Kevin Na,94,51.0,25,49,-7.00
71,72,72,Steve Marino,81,50.9,28,55,-6.00
72,T73,T73,Sergio Garcia,58,50.0,18,36,-1.00
73,T73,T73,Tom Gillis,97,50.0,31,62,-4.00
74,T73,T73,Trevor Immelman,55,50.0,13,26,-1.00
75,T73,T73,Shaun Micheel,70,50.0,21,42,-3.00
76,T73,T73,Joe Ogilvie,99,50.0,36,72,-1.00
77,T73,T73,Webb Simpson,98,50.0,36,72,-7.00
78,T73,T73,Paul Stankowski,62,50.0,15,30,E
79,80,80,D.A. Points,90,49.3,33,67,-6.00
80,T81,T81,Martin Flores,75,49.2,29,59,+1.00
81,T81,T81,Davis Love III,79,49.2,31,63,-3.00
82,83,83,James Nitties,92,49.1,28,57,-5.00
83,84,84,Ernie Els,72,49.0,25,51,-6.00
84,T85,T85,Robert Allenby,76,48.9,22,45,-3.00
85,T85,T85,Cameron Beckman,68,48.9,23,47,-4.00
86,87,87,John Mallinger,78,48.8,21,43,E
87,88,88,John Daly,63,48.6,18,37,E
88,89,89,Andres Romero,73,48.5,32,66,-3.00
89,90,90,Rickie Fowler,98,48.2,40,83,-8.00
90,T91,T91,Jason Dufner,87,48.1,25,52,-1.00
91,T91,T91,Derek Lamely,81,48.1,26,54,-4.00
92,T91,T91,Will MacKenzie,72,48.1,25,52,E
93,T91,T91,Cameron Percy,73,48.1,25,52,-2.00
94,T95,T95,Paul Goydos,78,47.9,23,48,-5.00
95,T95,T95,Pat Perez,90,47.9,35,73,-10.00
96,T97,T97,Ben Curtis,78,47.8,22,46,-3.00
97,T97,T97,Nicholas Thompson,88,47.8,32,67,-9.00
98,99,99,Roger Tambellini,77,47.5,19,40,E
99,100,100,Bryce Molder,84,47.4,27,57,-3.00
100,101,101,David Toms,86,47.2,25,53,-10.00
101,102,102,Jeff Gove,57,47.1,16,34,E
102,T103,T103,James Driscoll,78,46.9,30,64,-7.00
103,T103,T103,Brian Stuard,81,46.9,23,49,-7.00
104,T105,T105,Chris DiMarco,88,46.8,22,47,-7.00
105,T105,T105,Matt Every,60,46.8,22,47,-6.00
106,T105,T105,Jerry Kelly,99,46.8,29,62,-7.00
107,T105,T105,Brett Quigley,96,46.8,37,79,-11.00
108,109,109,Ryan Palmer,84,46.4,32,69,-15.00
109,110,110,Jimmy Walker,82,46.2,24,52,-5.00
110,T111,T111,Michael Connell,89,46.0,29,63,-8.00
111,T111,T111,Lucas Glover,75,46.0,23,50,-2.00
112,T113,T113,Jeff Overton,89,45.9,34,74,-4.00
113,T113,T113,Ted Purdy,86,45.9,28,61,-6.00
114,115,115,Chris Tidland,77,45.8,27,59,-4.00
115,116,116,John Senden,103,45.7,32,70,-4.00
116,117,117,Bubba Watson,77,45.6,26,57,-3.00
117,T118,T118,Martin Laird,91,45.5,25,55,-5.00
118,T118,T118,Scott Piercy,88,45.5,35,77,-4.00
119,T120,T120,Spencer Levin,110,45.3,34,75,E
120,T120,T120,Kevin Streelman,90,45.3,29,64,-7.00
121,122,122,Charlie Wi,95,45.1,32,71,-9.00
122,123,123,Bob Estes,79,45.0,27,60,-4.00
123,124,124,Ryan Moore,80,44.9,22,49,-1.00
124,125,125,Scott McCarron,90,44.8,30,67,-9.00
125,126,126,Matt Bettencourt,91,44.6,29,65,-8.00
126,T127,T127,Craig Bowden,56,44.4,12,27,E
127,T127,T127,Retief Goosen,75,44.4,16,36,-3.00
128,T127,T127,Steve Wheatcroft,74,44.4,16,36,-5.00
129,T127,T127,Dean Wilson,54,44.4,8,18,-1.00
130,131,131,Stuart Appleby,101,44.3,31,70,-4.00
131,132,132,Matt Kuchar,97,44.2,23,52,-5.00
132,T133,T133,Chad Collins,87,44.0,33,75,-7.00
133,T133,T133,Brett Wetterich,54,44.0,22,50,-4.00
134,135,135,Marc Leishman,87,43.9,25,57,-8.00
135,T136,T136,Luke Donald,71,43.8,14,32,-2.00
136,T136,T136,Rory McIlroy,54,43.8,14,32,-1.00
137,T136,T136,Garth Mulroy,53,43.8,14,32,-7.00
138,139,139,Chris Riley,73,43.6,17,39,-2.00
139,T140,T140,Alex Cejka,81,43.5,20,46,-4.00
140,T140,T140,Steve Lowery,67,43.5,20,46,-4.00
141,T140,T140,Vijay Singh,75,43.5,20,46,-7.00
142,T140,T140,Bo Van Pelt,104,43.5,30,69,-4.00
143,T140,T140,Garrett Willis,82,43.5,20,46,-2.00
144,145,145,Michael Sim,64,43.4,23,53,-1.00
145,T146,T146,Brian Davis,101,43.3,29,67,-2.00
146,T146,T146,Rod Pampling,77,43.3,29,67,-3.00
147,148,148,Ángel Cabrera,64,43.2,19,44,-1.00
148,149,149,Rocco Mediate,71,42.9,24,56,+1.00
149,150,150,Justin Leonard,89,42.5,17,40,-2.00
150,T151,T151,Jarrod Lyle,54,42.1,16,38,-2.00
151,T151,T151,Josh Teater,101,42.1,32,76,+2.00
152,T151,T151,Cameron Tringale,55,42.1,16,38,-3.00
153,T154,T154,Henrik Bjornstad,72,42.0,21,50,-1.00
154,T154,T154,Alex Prugh,88,42.0,29,69,-8.00
155,156,156,Jim Furyk,76,41.7,15,36,E
156,157,157,Mathew Goggin,85,41.4,24,58,-2.00
157,158,158,Johnson Wagner,85,41.3,26,63,-4.00
158,159,159,Bill Lunde,79,40.8,20,49,-4.00
159,160,160,Jason Day,82,40.5,30,74,-4.00
160,T161,T161,Cliff Kresge,50,40.0,10,25,-2.00
161,T161,T161,Kenny Perry,69,40.0,18,45,-3.00
162,T161,T161,Roland Thatcher,72,40.0,20,50,-6.00
163,T161,T161,Jerod Turner,54,40.0,18,45,-3.00
164,T161,T161,Camilo Villegas,78,40.0,16,40,-1.00
165,T161,T161,Chris Wilson,65,40.0,18,45,-3.00
166,167,167,Zach Johnson,93,39.7,23,58,-10.00
167,168,168,Brian Gay,101,39.2,20,51,-4.00
168,169,169,Brad Faxon,58,39.1,18,46,-4.00
169,170,170,Jason Bohn,84,38.6,17,44,-4.00
170,171,171,Y.E. Yang,72,38.5,20,52,-2.00
171,T172,T172,Blake Adams,84,38.2,21,55,E
172,T172,T172,Kevin Johnson,62,38.2,13,34,-3.00
173,T172,T172,Andrew McLardy,52,38.2,13,34,-2.00
174,175,175,Troy Merritt,86,38.1,24,63,-4.00
175,176,176,Ryuji Imada,90,37.7,23,61,-7.00
176,177,177,Skip Kendall,58,37.0,17,46,-2.00
177,178,178,Mark Calcavecchia,50,36.8,14,38,-1.00
178,179,179,J.B. Holmes,100,34.6,28,81,-8.00
179,T180,T180,Brent Delahoussaye,57,34.3,12,35,+2.00
180,T180,T180,Jeev Milkha Singh,59,34.3,12,35,-1.00
181,T182,T182,Graham DeLaet,88,33.3,15,45,-3.00
182,T182,T182,Joe Durant,67,33.3,11,33,-2.00
183,184,184,J.P. Hayes,79,32.7,18,55,-3.00
184,185,185,Mike Weir,59,32.0,16,50,-4.00
185,186,186,Vance Veazey,58,31.8,14,44,-3.00
186,187,187,Aron Price,70,31.3,15,48,-3.00
187,188,188,Jeff Quinney,91,31.0,13,42,-2.00
188,189,189,Richard Johnson,90,30.8,12,39,+1.00
189,190,190,Ian Poulter,55,29.2,7,24,-3.00
190,191,191,Justin Bolli,55,28.9,11,38,-3.00
191,192,192,Woody Austin,93,28.8,17,59,-1.00
