,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
0,1,1,Michael Bradley,77,72.3,47,65,-8.00
1,2,2,Scott Verplank,74,66.7,32,48,-9.00
2,3,3,D.J. Trahan,92,66.2,45,68,-9.00
3,4,4,Brenden Pappas,66,65.2,30,46,-5.00
4,5,5,Stewart Cink,84,63.6,28,44,-5.00
5,6,6,Rory Sabbatini,79,63.1,41,65,-4.00
6,7,7,Ricky Barnes,103,62.8,49,78,-11.00
7,8,8,Adam Scott,70,61.9,26,42,-2.00
8,9,9,Brandt Snedeker,89,61.2,41,67,-15.00
9,10,10,Phil Mickelson,76,60.4,29,48,-5.00
10,11,11,Justin Rose,78,59.6,28,47,-5.00
11,12,12,Tim Herron,79,59.4,38,64,-6.00
12,T13,T13,Tim Clark,88,59.2,29,49,-9.00
13,T13,T13,Bill Haas,87,59.2,42,71,-7.00
14,15,15,Paul Casey,64,59.1,26,44,-7.00
15,T16,T16,Chris Stroud,90,58.6,34,58,-4.00
16,T16,T16,Jay Williamson,76,58.6,17,29,-1.00
17,18,18,Charles Warren,64,58.3,21,36,-5.00
18,T19,T19,J.J. Henry,92,57.4,35,61,-4.00
19,T19,T19,Billy Mayfair,78,57.4,27,47,-1.00
20,T21,T21,K.J. Choi,82,57.1,32,56,-6.00
21,T21,T21,Daniel Chopra,74,57.1,40,70,-13.00
22,T21,T21,Padraig Harrington,57,57.1,20,35,-4.00
23,T21,T21,Sean O'Hair,84,57.1,28,49,-2.00
24,T25,T25,Chris Couch,66,56.8,25,44,-4.00
25,T25,T25,Ben Crane,85,56.8,25,44,-5.00
26,T25,T25,John Merrick,109,56.8,46,81,-4.00
27,T28,T28,Freddie Jacobson,83,56.7,38,67,-5.00
28,T28,T28,Boo Weekley,88,56.7,34,60,E
29,30,30,Jeff Maggert,76,56.5,26,46,-8.00
30,31,31,Steve Stricker,73,56.4,22,39,-8.00
31,T32,T32,Jonathan Byrd,85,56.3,36,64,-8.00
32,T32,T32,Charles Howell III,103,56.3,54,96,-11.00
33,T32,T32,Geoff Ogilvy,62,56.3,27,48,-5.00
34,T32,T32,Vaughn Taylor,87,56.3,27,48,-8.00
35,36,36,Tom Pernice Jr.,74,56.1,23,41,-5.00
36,37,37,David Duval,71,56.0,28,50,-6.00
37,T38,T38,Dustin Johnson,83,55.4,31,56,-6.00
38,T38,T38,Heath Slocum,97,55.4,31,56,-1.00
39,T38,T38,Kevin Stadler,86,55.4,31,56,-5.00
40,T41,T41,Greg Chalmers,93,55.1,43,78,-12.00
41,T41,T41,Robert Garrigus,71,55.1,27,49,-4.00
42,T41,T41,David Lutterus,69,55.1,27,49,-2.00
43,44,44,Michael Letzig,84,55.0,33,60,-4.00
44,T45,T45,Rich Barcelo,70,54.9,28,51,-6.00
