,Approaches_from__275_yards_Rgh_RANK THIS WEEK,Approaches_from__275_yards_Rgh_RANK LAST WEEK,Approaches_from__275_yards_Rgh_PLAYER NAME,Approaches_from__275_yards_Rgh_ROUNDS,Approaches_from__275_yards_Rgh_AVG,Approaches_from__275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__275_yards_Rgh_# OF ATTEMPTS,Approaches_from__275_yards_Rgh_RELATIVE TO PAR
0,1,1,Billy Mayfair,78,"7' 1""",7.082999999999999,1,-2
1,2,2,Tim Clark,88,"23' 0""",23.0,1,E
2,3,3,Carl Pettersson,99,"33' 0""",33.0,1,-1
3,4,4,Brian Stuard,81,"34' 6""",69.0,2,-3
4,5,5,Chris Tidland,77,"43' 11""",87.75,2,-2
5,6,6,Trevor Immelman,55,"44' 0""",44.0,1,-1
6,7,7,David Toms,86,"44' 11""",44.917,1,E
7,8,8,Bill Haas,87,"45' 4""",90.667,2,-2
8,9,9,Jeff Overton,89,"48' 0""",191.833,4,-1
9,10,10,Jeff Quinney,91,"54' 2""",54.167,1,-1
10,11,11,Cameron Tringale,55,"55' 0""",55.0,1,-1
11,12,12,Paul Goydos,78,"61' 3""",61.25,1,E
12,13,13,Rory McIlroy,54,"61' 8""",61.667,1,-1
13,14,14,Graham DeLaet,88,"62' 11""",125.75,2,+2
14,15,15,Phil Mickelson,76,"63' 1""",315.5,5,-4
15,16,16,Tom Gillis,97,"63' 3""",126.5,2,-1
16,17,17,Jeff Maggert,76,"64' 4""",64.333,1,-1
17,18,18,Bob Estes,79,"64' 10""",129.583,2,-2
18,19,19,Sean O'Hair,84,"65' 2""",130.25,2,-1
19,20,20,Mathias Grönberg,61,"67' 0""",134.0,2,-2
20,21,21,Chris Wilson,65,"67' 1""",268.41700000000003,4,-2
21,22,22,Justin Bolli,55,"67' 2""",67.167,1,-1
22,23,23,Cameron Percy,73,"68' 0""",271.91700000000003,4,-2
23,24,24,Jerry Kelly,99,"68' 7""",137.083,2,-3
24,T25,T25,Zach Johnson,93,"69' 3""",138.417,2,-1
25,T25,T25,Pat Perez,90,"69' 3""",69.25,1,E
26,T25,T25,Johnson Wagner,85,"69' 3""",69.25,1,-1
27,28,28,Roland Thatcher,72,"69' 5""",208.167,3,-2
28,29,29,Brett Quigley,96,"71' 10""",71.833,1,-1
29,30,30,Mark Calcavecchia,50,"73' 0""",218.917,3,+1
30,T31,T31,Lee Janzen,77,"73' 2""",292.75,4,-3
31,T31,T31,Michael Sim,64,"73' 2""",73.167,1,E
32,33,33,Woody Austin,93,"73' 3""",219.833,3,E
33,34,34,Steve Elkington,74,"73' 4""",73.333,1,E
34,35,35,Greg Kraft,52,"74' 0""",74.0,1,-1
35,36,36,Bill Lunde,79,"74' 5""",297.5,4,-2
36,37,37,David Lutterus,69,"75' 1""",150.083,2,-1
37,38,38,Rory Sabbatini,79,"75' 5""",226.25,3,-3
38,39,39,Nick Watney,91,"75' 10""",303.16700000000003,4,-3
39,40,40,Charles Howell III,103,"76' 0""",152.0,2,-1
40,41,41,Chris Riley,73,"76' 10""",76.833,1,E
41,42,42,Bo Van Pelt,104,"77' 1""",231.333,3,-2
42,43,43,Brendon de Jonge,114,"79' 10""",399.083,5,-4
43,44,44,Steve Lowery,67,"80' 0""",160.0,2,-1
44,45,45,Robert Allenby,76,"80' 8""",161.25,2,-1
45,46,46,Michael Letzig,84,"80' 11""",161.75,2,E
46,47,47,Chad Campbell,94,"81' 2""",162.333,2,-1
47,48,48,Cameron Beckman,68,"81' 3""",162.417,2,E
48,49,49,Rocco Mediate,71,"81' 7""",81.583,1,-1
49,50,50,Jarrod Lyle,54,"81' 10""",163.667,2,E
50,51,51,David Duval,71,"82' 2""",164.25,2,E
51,52,52,Camilo Villegas,78,"82' 3""",164.5,2,+1
52,53,53,Jonathan Byrd,85,"82' 5""",164.833,2,-1
53,54,54,Joe Ogilvie,99,"82' 9""",331.083,4,+1
54,55,55,John Mallinger,78,"82' 10""",331.333,4,-1
55,56,56,Blake Adams,84,"82' 11""",165.833,2,-1
56,57,57,Jason Bohn,84,"83' 4""",250.0,3,-3
57,T58,T58,Ernie Els,72,"83' 5""",333.667,4,-4
58,T58,T58,J.P. Hayes,79,"83' 5""",333.5,4,-3
59,60,60,Bubba Watson,77,"83' 10""",335.333,4,-3
60,61,61,Garth Mulroy,53,"84' 5""",337.75,4,-1
61,62,62,Cliff Kresge,50,"85' 7""",171.083,2,-2
62,63,63,Steve Marino,81,"85' 9""",600.5,7,-2
63,64,64,Spencer Levin,110,"86' 2""",172.333,2,-1
64,65,65,Luke Donald,71,"87' 7""",175.083,2,-1
65,66,66,James Nitties,92,"88' 7""",531.3330000000001,6,-3
66,67,67,Tim Herron,79,"89' 1""",89.083,1,-1
67,68,68,Matt Bettencourt,91,"89' 2""",445.917,5,+1
68,69,69,Brad Faxon,58,"89' 3""",267.83299999999997,3,-1
69,70,70,D.A. Points,90,"89' 4""",268.0,3,-1
70,71,71,Michael Connell,89,"89' 8""",358.667,4,-5
71,72,72,Aaron Baddeley,94,"90' 2""",450.833,5,-2
72,73,73,Adam Scott,70,"90' 3""",361.0,4,E
73,74,74,Troy Matteson,84,"91' 2""",182.333,2,+1
74,T75,T75,Brian Davis,101,"91' 4""",91.333,1,E
75,T75,T75,John Senden,103,"91' 4""",182.667,2,+1
76,77,77,Troy Merritt,86,"91' 7""",274.66700000000003,3,-1
77,78,78,Freddie Jacobson,83,"92' 2""",184.25,2,-1
78,79,79,Brett Wetterich,54,"92' 9""",371.0,4,E
79,T80,T80,Rickie Fowler,98,"92' 10""",185.583,2,-2
80,T80,T80,Kevin Na,94,"92' 10""",464.333,5,-3
81,82,82,Dustin Johnson,83,"93' 9""",93.75,1,E
82,T83,T83,John Merrick,109,"94' 3""",94.25,1,E
83,T83,T83,Dean Wilson,54,"94' 3""",282.75,3,-2
84,85,85,George McNeill,79,"94' 4""",377.417,4,-3
85,86,86,Jason Dufner,87,"94' 6""",377.833,4,-4
86,87,87,Andrew McLardy,52,"94' 10""",94.833,1,-1
87,88,88,Ben Crane,85,"95' 2""",95.167,1,-1
88,89,89,Tom Pernice Jr.,74,"96' 8""",96.667,1,E
89,90,90,Matt Kuchar,97,"97' 1""",97.083,1,-2
90,91,91,J.B. Holmes,100,"97' 2""",582.9169999999999,6,-3
91,92,92,Jimmy Walker,82,"97' 3""",681.0,7,-1
92,93,93,Andres Romero,73,"97' 11""",293.66700000000003,3,-1
93,94,94,Marc Leishman,87,"98' 2""",490.75,5,-1
94,95,95,Martin Flores,75,"98' 4""",688.4169999999999,7,-2
95,96,96,Martin Laird,91,"100' 8""",603.8330000000001,6,-3
96,97,97,Briny Baird,87,"100' 9""",402.833,4,-1
97,98,98,Steve Wheatcroft,74,"100' 11""",201.833,2,-2
98,T99,T99,Aron Price,70,"101' 1""",303.33299999999997,3,E
99,T99,T99,Vaughn Taylor,87,"101' 1""",202.167,2,E
100,101,101,Davis Love III,79,"101' 4""",405.25,4,-1
101,102,102,Jim Furyk,76,"102' 6""",204.917,2,-1
102,103,103,Paul Casey,64,"102' 8""",205.25,2,-1
103,104,104,Vijay Singh,75,"103' 11""",103.917,1,-1
104,T105,T105,Steve Flesch,78,"104' 8""",209.333,2,E
105,T105,T105,Scott Piercy,88,"104' 8""",1151.25,11,-2
106,107,107,Scott McCarron,90,"105' 2""",946.75,9,-2
107,108,108,Henrik Bjornstad,72,"105' 4""",421.25,4,-3
108,109,109,Derek Lamely,81,"106' 7""",639.5830000000001,6,-1
109,110,110,Charles Warren,64,"106' 11""",106.917,1,-1
110,T111,T111,Alex Prugh,88,"107' 0""",534.8330000000001,5,-1
111,T111,T111,Kevin Stadler,86,"107' 0""",321.08299999999997,3,-1
112,113,113,J.J. Henry,92,"107' 4""",321.91700000000003,3,-3
113,114,114,James Driscoll,78,"107' 5""",214.833,2,-2
114,115,115,Alex Cejka,81,"107' 7""",322.75,3,-1
