,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
108,T107,T107,Jay Williamson,76,14.63,36,246
109,110,110,Jeev Milkha Singh,59,14.57,29,199
110,111,111,Kevin Stadler,86,14.55,39,268
111,T112,T112,Scott McCarron,90,14.52,45,310
112,T112,T112,Ian Poulter,55,14.52,18,124
113,114,114,Jonathan Byrd,85,14.46,48,332
114,T115,T115,Lee Janzen,77,14.38,44,306
115,T115,T115,Jerry Kelly,99,14.38,46,320
116,117,117,Padraig Harrington,57,14.37,25,174
117,118,118,Matt Jones,89,14.29,43,301
118,119,119,Scott Piercy,88,14.24,41,288
119,120,120,Trevor Immelman,55,14.13,26,184
120,121,121,Michael Bradley,77,14.11,34,241
121,122,122,David Duval,71,14.1,32,227
122,123,123,D.A. Points,90,14.05,43,306
123,124,124,Matt Every,60,14.02,23,164
124,T125,T125,Ernie Els,72,14.01,29,207
125,T125,T125,Bill Lunde,79,14.01,36,257
126,127,127,Roland Thatcher,72,13.97,38,272
127,128,128,Scott Verplank,74,13.94,29,208
128,129,129,Mathew Goggin,85,13.93,45,323
129,T130,T130,James Driscoll,78,13.92,38,273
130,T130,T130,Bo Van Pelt,104,13.92,49,352
131,132,132,John Mallinger,78,13.91,32,230
132,133,133,John Senden,103,13.76,45,327
133,134,134,Camilo Villegas,78,13.68,32,234
134,135,135,Aaron Baddeley,94,13.62,44,323
135,136,136,Chris Stroud,90,13.57,35,258
136,137,137,Garrett Willis,82,13.53,36,266
137,138,138,J.B. Holmes,100,13.38,40,299
138,139,139,Adam Scott,70,13.26,24,181
139,140,140,Briny Baird,87,13.25,42,317
140,141,141,Charles Warren,64,13.24,27,204
141,142,142,James Nitties,92,13.21,42,318
142,143,143,Chad Campbell,95,13.18,41,311
143,144,144,Jarrod Lyle,54,13.11,24,183
144,145,145,John Daly,63,13.07,20,153
145,146,146,Woody Austin,93,13.0,42,323
146,147,147,Troy Matteson,84,12.98,34,262
147,148,148,Cameron Beckman,68,12.94,33,255
148,149,149,Chad Collins,87,12.84,38,296
149,150,150,Greg Owen,69,12.81,31,242
150,151,151,Billy Mayfair,78,12.77,30,235
151,152,152,Boo Weekley,88,12.68,35,276
152,153,153,Brian Gay,101,12.67,38,300
153,154,154,Stuart Appleby,101,12.65,41,324
154,155,155,J.P. Hayes,79,12.64,35,277
155,156,156,Brent Delahoussaye,57,12.62,26,206
156,157,157,Garth Mulroy,53,12.59,18,143
157,158,158,Alex Cejka,81,12.55,33,263
158,159,159,Richard Johnson,90,12.54,38,303
159,160,160,J.J. Henry,92,12.5,41,328
160,T161,T161,Steve Lowery,67,12.38,26,210
161,T161,T161,David Lutterus,69,12.38,26,210
162,T161,T161,Brett Wetterich,54,12.38,25,202
163,164,164,Kevin Sutherland,86,12.34,38,308
164,165,165,Jason Dufner,87,12.3,31,252
165,166,166,Cliff Kresge,50,12.28,21,171
166,167,167,Daniel Chopra,74,12.23,28,229
167,168,168,Roger Tambellini,77,12.22,27,221
168,169,169,Troy Merritt,86,12.12,36,297
169,170,170,Derek Lamely,81,12.07,28,232
170,171,171,Charles Howell III,103,12.03,42,349
171,172,172,Greg Kraft,52,11.89,17,143
172,173,173,Martin Flores,75,11.72,28,239
173,174,174,Chris DiMarco,88,11.71,35,299
174,175,175,Rich Barcelo,70,11.68,25,214
175,176,176,Brian Stuard,81,11.59,35,302
176,177,177,Kris Blanks,91,11.45,34,297
177,178,178,Josh Teater,101,11.41,42,368
178,179,179,Bill Haas,87,11.22,33,294
179,T180,T180,Steve Flesch,78,11.2,27,241
180,T180,T180,Sergio Garcia,58,11.2,14,125
181,182,182,Mark Wilson,87,11.11,31,279
182,183,183,Bob Estes,79,10.95,31,283
183,184,184,Rod Pampling,77,10.79,30,278
184,185,185,Omar Uresti,74,10.78,25,232
185,T186,T186,Kevin Johnson,62,10.53,20,190
186,T186,T186,John Merrick,109,10.53,40,380
187,188,188,Andrew McLardy,52,10.13,16,158
188,189,189,Rory McIlroy,54,10.07,14,139
189,190,190,Matt Bettencourt,91,9.62,25,260
190,191,191,Paul Stankowski,62,9.39,20,213
191,192,192,Justin Bolli,55,8.72,13,149
