,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
0,1,1,Bubba Watson,77,-.500
1,2,2,Dustin Johnson,83,-.457
2,3,3,Bill Haas,87,-.455
3,4,4,Brett Wetterich,54,-.425
4,5,5,John Daly,63,-.423
5,6,6,Rory McIlroy,54,-.381
6,7,7,Nick Watney,91,-.364
7,8,8,Paul Casey,64,-.350
8,9,9,Andrew McLardy,52,-.333
9,10,10,K.J. Choi,82,-.323
10,11,11,Phil Mickelson,76,-.321
11,12,12,Webb Simpson,98,-.289
12,13,13,Robert Allenby,76,-.278
13,14,14,Bill Lunde,79,-.276
14,15,15,Sergio Garcia,58,-.273
15,16,16,Martin Laird,91,-.269
16,17,17,Ryan Moore,80,-.261
17,18,18,James Driscoll,78,-.250
18,19,19,Graham DeLaet,88,-.242
19,20,20,Pat Perez,90,-.237
20,21,21,Scott McCarron,90,-.235
21,22,22,Brendon de Jonge,114,-.231
22,23,23,George McNeill,79,-.226
23,24,24,Rory Sabbatini,79,-.222
24,25,25,Matt Jones,89,-.220
25,26,26,Steve Stricker,73,-.219
26,27,27,Troy Matteson,84,-.216
27,28,28,Martin Flores,75,-.215
28,29,29,Lucas Glover,75,-.214
29,30,30,Omar Uresti,74,-.211
30,T31,T31,Ángel Cabrera,64,-.209
31,T31,T31,J.B. Holmes,100,-.209
32,T31,T31,Marc Leishman,87,-.209
33,34,34,Alex Prugh,88,-.208
34,35,35,Camilo Villegas,78,-.205
35,T36,T36,Davis Love III,79,-.200
36,T36,T36,Y.E. Yang,72,-.200
37,38,38,Aaron Baddeley,94,-.192
38,39,39,Ben Crane,85,-.189
39,40,40,Matt Every,60,-.188
40,41,41,Sean O'Hair,84,-.182
41,42,42,Jeev Milkha Singh,59,-.179
42,43,43,Tom Gillis,97,-.178
43,44,44,John Mallinger,78,-.172
44,45,45,Justin Rose,78,-.171
45,T46,T46,Henrik Bjornstad,72,-.167
46,T46,T46,Jonathan Byrd,85,-.167
47,T46,T46,Steve Elkington,74,-.167
48,T46,T46,Boo Weekley,88,-.167
49,50,50,Jason Bohn,84,-.163
50,51,51,Ernie Els,72,-.161
51,52,52,Bo Van Pelt,104,-.159
52,53,53,Charles Warren,64,-.158
53,T54,T54,Mathias Grönberg,61,-.154
54,T54,T54,Ted Purdy,86,-.154
55,56,56,J.J. Henry,92,-.150
56,57,57,Cameron Tringale,55,-.148
57,T58,T58,Chris Couch,66,-.138
58,T58,T58,Charles Howell III,103,-.138
59,60,60,Jerry Kelly,99,-.136
60,61,61,Jarrod Lyle,54,-.133
61,62,62,Troy Merritt,86,-.129
62,63,63,Robert Garrigus,71,-.128
63,64,64,John Senden,103,-.122
64,T65,T65,Stewart Cink,84,-.120
65,T65,T65,Tom Pernice Jr.,74,-.120
66,67,67,Briny Baird,87,-.119
67,68,68,Ryan Palmer,84,-.118
68,69,69,Jason Day,82,-.109
69,70,70,Daniel Chopra,74,-.106
70,71,71,Johnson Wagner,85,-.105
71,72,72,D.J. Trahan,92,-.102
72,T73,T73,Lee Janzen,77,-.100
73,T73,T73,Steve Lowery,67,-.100
74,75,75,Kevin Sutherland,86,-.094
75,76,76,Brenden Pappas,66,-.093
76,T77,T77,Jeff Overton,89,-.091
77,T77,T77,Adam Scott,70,-.091
78,T77,T77,Roland Thatcher,72,-.091
79,T80,T80,David Lutterus,69,-.088
80,T80,T80,Chris Tidland,77,-.088
81,82,82,Mathew Goggin,85,-.083
