,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Paul Stankowski,62,-.322
1,2,2,Charley Hoffman,85,-.283
2,3,3,Davis Love III,79,-.281
3,4,4,Tom Gillis,97,-.261
4,5,5,Steve Stricker,73,-.247
5,6,6,Bo Van Pelt,104,-.244
6,7,7,Matt Bettencourt,91,-.242
7,8,8,John Senden,103,-.239
8,9,9,Bill Haas,87,-.234
9,T10,T10,Charles Howell III,103,-.233
10,T10,T10,Aron Price,70,-.233
11,12,12,Chris Couch,66,-.232
12,13,13,Troy Merritt,86,-.229
13,14,14,Retief Goosen,75,-.228
14,T15,T15,Matt Kuchar,97,-.224
15,T15,T15,John Merrick,109,-.224
16,17,17,Josh Teater,101,-.221
17,T18,T18,Rory Sabbatini,79,-.220
18,T18,T18,Camilo Villegas,78,-.220
19,20,20,Martin Laird,91,-.217
20,21,21,Jason Day,82,-.216
21,22,22,D.J. Trahan,92,-.215
22,23,23,Garth Mulroy,53,-.213
23,24,24,Pat Perez,90,-.211
24,25,25,Steve Wheatcroft,74,-.208
25,26,26,J.B. Holmes,100,-.205
26,27,27,Paul Casey,64,-.204
27,28,28,John Mallinger,78,-.202
28,29,29,Chris Stroud,90,-.200
29,30,30,Boo Weekley,88,-.197
30,T31,T31,Rich Barcelo,70,-.195
31,T31,T31,Jonathan Byrd,85,-.195
32,T31,T31,Brendon de Jonge,114,-.195
33,T31,T31,Ryan Moore,80,-.195
34,T35,T35,Lucas Glover,75,-.194
35,T35,T35,Phil Mickelson,76,-.194
36,37,37,Aaron Baddeley,94,-.192
37,38,38,Bob Estes,79,-.190
38,39,39,Mark Calcavecchia,50,-.188
39,40,40,Chris Tidland,77,-.186
40,T41,T41,Jason Bohn,84,-.185
41,T41,T41,Padraig Harrington,57,-.185
42,43,43,Michael Letzig,84,-.183
43,T44,T44,Marc Leishman,87,-.182
44,T44,T44,Vaughn Taylor,87,-.182
45,46,46,Hunter Mahan,85,-.178
46,47,47,Jason Dufner,87,-.177
47,T48,T48,Joe Ogilvie,99,-.176
48,T48,T48,Rod Pampling,77,-.176
49,T48,T48,Alex Prugh,88,-.176
50,51,51,James Nitties,92,-.174
51,T52,T52,Kenny Perry,69,-.173
52,T52,T52,Brett Quigley,96,-.173
53,T52,T52,Brett Wetterich,54,-.173
54,55,55,John Daly,63,-.172
55,56,56,Cameron Percy,73,-.171
56,57,57,Steve Elkington,74,-.169
57,58,58,Kevin Na,94,-.167
58,59,59,Martin Flores,75,-.166
59,T60,T60,Zach Johnson,93,-.165
60,T60,T60,Justin Rose,78,-.165
61,T62,T62,Woody Austin,93,-.164
62,T62,T62,Dustin Johnson,83,-.164
63,T62,T62,David Toms,86,-.164
64,65,65,Bill Lunde,79,-.162
65,66,66,James Driscoll,78,-.161
66,T67,T67,Kris Blanks,91,-.160
67,T67,T67,Shaun Micheel,70,-.160
68,T69,T69,Blake Adams,84,-.159
69,T69,T69,Jarrod Lyle,54,-.159
70,T69,T69,Scott Piercy,88,-.159
71,72,72,Cameron Tringale,55,-.156
72,73,73,Rickie Fowler,98,-.155
73,T74,T74,Will MacKenzie,72,-.153
74,T74,T74,Scott McCarron,90,-.153
75,T74,T74,Michael Sim,64,-.153
76,T77,T77,Andres Romero,73,-.151
77,T77,T77,Kevin Streelman,90,-.151
78,T79,T79,Ernie Els,72,-.150
79,T79,T79,Derek Lamely,81,-.150
80,T79,T79,Sean O'Hair,84,-.150
81,T79,T79,Charles Warren,64,-.150
82,T83,T83,J.J. Henry,92,-.149
