,Approaches_250-275_yards-Rgh_RTP_RANK THIS WEEK,Approaches_250-275_yards-Rgh_RTP_RANK LAST WEEK,Approaches_250-275_yards-Rgh_RTP_PLAYER NAME,Approaches_250-275_yards-Rgh_RTP_ROUNDS,Approaches_250-275_yards-Rgh_RTP_AVG RTP
0,1,1,Bubba Watson,77,-1.500
1,T2,T2,Justin Bolli,55,-1.000
2,T2,T2,Jonathan Byrd,85,-1.000
3,T2,T2,Greg Chalmers,93,-1.000
4,T2,T2,Michael Connell,89,-1.000
5,T2,T2,Steve Elkington,74,-1.000
6,T2,T2,Tom Gillis,97,-1.000
7,T2,T2,Davis Love III,79,-1.000
8,T2,T2,Bill Lunde,79,-1.000
9,T2,T2,Jarrod Lyle,54,-1.000
10,T2,T2,Justin Rose,78,-1.000
11,T2,T2,Scott Verplank,74,-1.000
12,T2,T2,Chris Wilson,65,-1.000
13,14,14,Pat Perez,90,-.875
14,15,15,Johnson Wagner,85,-.857
15,T16,T16,Ernie Els,72,-.800
16,T16,T16,John Merrick,109,-.800
17,T18,T18,Paul Casey,64,-.750
18,T18,T18,Graham DeLaet,88,-.750
19,T18,T18,Mathias Grönberg,61,-.750
20,T18,T18,Charles Howell III,103,-.750
21,T18,T18,Trevor Immelman,55,-.750
22,T18,T18,Dustin Johnson,83,-.750
23,T18,T18,Jeff Overton,89,-.750
24,T18,T18,Kevin Streelman,90,-.750
25,T18,T18,Nick Watney,91,-.750
26,T27,T27,Chris DiMarco,88,-.667
27,T27,T27,Martin Flores,75,-.667
28,T27,T27,Jeff Gove,57,-.667
29,T27,T27,Kevin Johnson,62,-.667
30,T27,T27,Derek Lamely,81,-.667
31,T27,T27,Rocco Mediate,71,-.667
32,T27,T27,Bryce Molder,84,-.667
33,T27,T27,Brett Quigley,96,-.667
34,T27,T27,Bo Van Pelt,104,-.667
35,T27,T27,Y.E. Yang,72,-.667
36,37,37,John Senden,103,-.636
37,T38,T38,Brendon de Jonge,114,-.625
38,T38,T38,Greg Owen,69,-.625
39,T38,T38,Rory Sabbatini,79,-.625
40,T41,T41,Matt Bettencourt,91,-.600
41,T41,T41,J.B. Holmes,100,-.600
42,T41,T41,Jerry Kelly,99,-.600
43,T41,T41,Matt Kuchar,97,-.600
44,T45,T45,Ángel Cabrera,64,-.571
45,T45,T45,Stewart Cink,84,-.571
46,T45,T45,Matt Every,60,-.571
47,T45,T45,Robert Garrigus,71,-.571
48,T45,T45,Troy Matteson,84,-.571
49,50,50,James Driscoll,78,-.556
50,51,51,Brett Wetterich,54,-.545
51,52,52,Aaron Baddeley,94,-.529
52,T53,T53,Robert Allenby,76,-.500
53,T53,T53,Briny Baird,87,-.500
54,T53,T53,Craig Bowden,56,-.500
55,T53,T53,Daniel Chopra,74,-.500
56,T53,T53,John Daly,63,-.500
57,T53,T53,Brent Delahoussaye,57,-.500
58,T53,T53,Joe Durant,67,-.500
59,T53,T53,Brad Faxon,58,-.500
60,T53,T53,Lucas Glover,75,-.500
61,T53,T53,Bill Haas,87,-.500
62,T53,T53,J.P. Hayes,79,-.500
63,T53,T53,Freddie Jacobson,83,-.500
64,T53,T53,Matt Jones,89,-.500
65,T53,T53,Greg Kraft,52,-.500
66,T53,T53,Marc Leishman,87,-.500
67,T53,T53,David Lutterus,69,-.500
68,T53,T53,Will MacKenzie,72,-.500
69,T53,T53,Ryan Moore,80,-.500
70,T53,T53,Garth Mulroy,53,-.500
71,T53,T53,Rod Pampling,77,-.500
72,T53,T53,Brenden Pappas,66,-.500
73,T53,T53,Tim Petrovic,105,-.500
74,T53,T53,Ian Poulter,55,-.500
75,T53,T53,Ted Purdy,86,-.500
76,T53,T53,Jeff Quinney,91,-.500
77,T53,T53,Adam Scott,70,-.500
78,T53,T53,Michael Sim,64,-.500
79,T53,T53,Kevin Sutherland,86,-.500
80,T53,T53,Vaughn Taylor,87,-.500
81,T53,T53,Roland Thatcher,72,-.500
82,T53,T53,Camilo Villegas,78,-.500
83,84,84,Henrik Bjornstad,72,-.444
84,T85,T85,Kris Blanks,91,-.429
85,T85,T85,Scott McCarron,90,-.429
86,T85,T85,Vijay Singh,75,-.429
87,88,88,Martin Laird,91,-.417
88,T89,T89,Ben Crane,85,-.400
89,T89,T89,Brian Davis,101,-.400
90,T89,T89,Jason Day,82,-.400
91,T89,T89,David Duval,71,-.400
92,T89,T89,Jim Furyk,76,-.400
93,T89,T89,Mathew Goggin,85,-.400
94,T89,T89,Hunter Mahan,85,-.400
95,T89,T89,Carl Pettersson,99,-.400
96,T89,T89,Jimmy Walker,82,-.400
97,T89,T89,Garrett Willis,82,-.400
98,T99,T99,Woody Austin,93,-.375
99,T99,T99,Lee Janzen,77,-.375
