,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
98,99,99,Aaron Baddeley,94,-.077
99,T100,T100,Briny Baird,87,-.076
100,T100,T100,Matt Every,60,-.076
101,T100,T100,James Nitties,92,-.076
102,T100,T100,Rory Sabbatini,79,-.076
103,T104,T104,Ben Curtis,78,-.075
104,T104,T104,John Mallinger,78,-.075
105,T106,T106,Sean O'Hair,84,-.074
106,T106,T106,Garrett Willis,82,-.074
107,T108,T108,Richard Johnson,90,-.073
108,T108,T108,Jeff Quinney,91,-.073
109,T108,T108,Kevin Stadler,86,-.073
110,T111,T111,Martin Laird,91,-.072
111,T111,T111,Bryce Molder,84,-.072
112,T113,T113,Robert Garrigus,71,-.071
113,T113,T113,Cameron Percy,73,-.071
114,T113,T113,Tim Petrovic,105,-.071
115,T116,T116,J.P. Hayes,79,-.070
116,T116,T116,Rocco Mediate,71,-.070
117,T116,T116,Troy Merritt,86,-.070
118,T119,T119,Ángel Cabrera,64,-.069
119,T119,T119,Troy Matteson,84,-.069
120,T119,T119,Kevin Streelman,90,-.069
121,T119,T119,Brett Wetterich,54,-.069
122,123,123,Jeev Milkha Singh,59,-.068
123,T124,T124,Chris DiMarco,88,-.067
124,T124,T124,Bob Estes,79,-.067
125,T124,T124,Davis Love III,79,-.067
126,T124,T124,Tom Pernice Jr.,74,-.067
127,T124,T124,Chris Stroud,90,-.067
128,129,129,Brenden Pappas,66,-.065
129,T130,T130,Mathew Goggin,85,-.064
130,T130,T130,Lee Janzen,77,-.064
131,T132,T132,Nathan Green,86,-.063
132,T132,T132,Jay Williamson,76,-.063
133,T134,T134,Stuart Appleby,101,-.062
134,T134,T134,Paul Goydos,78,-.062
135,T134,T134,Scott McCarron,90,-.062
136,T134,T134,Cameron Tringale,55,-.062
137,T138,T138,George McNeill,79,-.061
138,T138,T138,D.A. Points,90,-.061
139,140,140,Greg Owen,69,-.060
140,T141,T141,Blake Adams,84,-.058
141,T141,T141,Scott Verplank,74,-.058
142,T143,T143,Rich Barcelo,70,-.057
143,T143,T143,Justin Leonard,89,-.057
144,T145,T145,Brian Davis,101,-.056
145,T145,T145,Sergio Garcia,58,-.056
146,T147,T147,Cameron Beckman,68,-.055
147,T147,T147,John Daly,63,-.055
148,T147,T147,Rory McIlroy,54,-.055
149,T147,T147,Chris Tidland,77,-.055
150,151,151,Kris Blanks,91,-.054
151,T152,T152,Joe Ogilvie,99,-.053
152,T152,T152,Jimmy Walker,82,-.053
153,154,154,Alex Cejka,81,-.050
154,155,155,Bubba Watson,77,-.049
155,156,156,Johnson Wagner,85,-.047
156,157,157,Jason Dufner,87,-.046
157,T158,T158,Brent Delahoussaye,57,-.044
158,T158,T158,Jarrod Lyle,54,-.044
159,T158,T158,Rod Pampling,77,-.044
160,161,161,Garth Mulroy,53,-.042
161,T162,T162,Martin Flores,75,-.041
162,T162,T162,Trevor Immelman,55,-.041
163,164,164,Steve Wheatcroft,74,-.039
164,T165,T165,Derek Lamely,81,-.038
165,T165,T165,Omar Uresti,74,-.038
166,167,167,Steve Flesch,78,-.036
167,168,168,Skip Kendall,58,-.033
168,169,169,Brian Stuard,81,-.032
169,170,170,Roland Thatcher,72,-.031
170,T171,T171,Bill Lunde,79,-.030
171,T171,T171,Jeff Maggert,76,-.030
172,T171,T171,Roger Tambellini,77,-.030
173,174,174,Henrik Bjornstad,72,-.027
174,175,175,Cliff Kresge,50,-.025
175,176,176,Billy Mayfair,78,-.023
176,177,177,Ted Purdy,86,-.022
177,178,178,Mark Calcavecchia,50,-.021
178,179,179,Nicholas Thompson,88,-.020
179,180,180,Daniel Chopra,74,-.010
180,181,181,Brad Faxon,58,-.008
181,T182,T182,Steve Lowery,67,E
182,T182,T182,Andrew McLardy,52,E
183,184,184,David Lutterus,69,+.001
184,185,185,Vance Veazey,58,+.003
185,186,186,Jeff Gove,57,+.005
186,187,187,Craig Bowden,56,+.007
187,188,188,Chris Wilson,65,+.008
188,189,189,Jerod Turner,54,+.012
189,190,190,Greg Kraft,52,+.021
190,191,191,Kevin Johnson,62,+.029
191,192,192,Justin Bolli,55,+.041
